analysis_id,paper_id,candidate_signal,eligibility_decision,exclusion_reason,peer_review_status,evidence_locator,adjudicator,adjudication_date,adjudication_note
assumption_audit,wang2025gsafeguard,candidate,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; method sections defining the utterance graph and graph-neural detector; experiment result tables for the recovery claim; intervention section for edge or topology changes.",,,
coverage_audit,wang2025gsafeguard,candidate,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; method sections defining the utterance graph and graph-neural detector; experiment result tables for the recovery claim; intervention section for edge or topology changes.",,,
attack_landscape,li2025argus,candidate,pending_expert_adjudication,,arXiv,arXiv abstract for MisinfoTask/ARGUS and 28.17%/10.33% averages; paper Secs. 3–5 and result tables for exact metrics. Exact page/table validation remains for author signoff.,,,
defense_landscape,li2025argus,candidate,pending_expert_adjudication,,arXiv,arXiv abstract for MisinfoTask/ARGUS and 28.17%/10.33% averages; paper Secs. 3–5 and result tables for exact metrics. Exact page/table validation remains for author signoff.,,,
benchmark_audit,li2025argus,no_signal,pending_expert_adjudication,,arXiv,arXiv abstract for MisinfoTask/ARGUS and 28.17%/10.33% averages; paper Secs. 3–5 and result tables for exact metrics. Exact page/table validation remains for author signoff.,,,
metric_comparability,li2025argus,candidate,pending_expert_adjudication,,arXiv,arXiv abstract for MisinfoTask/ARGUS and 28.17%/10.33% averages; paper Secs. 3–5 and result tables for exact metrics. Exact page/table validation remains for author signoff.,,,
observer_scope_audit,li2025argus,candidate,pending_expert_adjudication,,arXiv,arXiv abstract for MisinfoTask/ARGUS and 28.17%/10.33% averages; paper Secs. 3–5 and result tables for exact metrics. Exact page/table validation remains for author signoff.,,,
assumption_audit,li2025argus,candidate,pending_expert_adjudication,,arXiv,arXiv abstract for MisinfoTask/ARGUS and 28.17%/10.33% averages; paper Secs. 3–5 and result tables for exact metrics. Exact page/table validation remains for author signoff.,,,
coverage_audit,li2025argus,candidate,pending_expert_adjudication,,arXiv,arXiv abstract for MisinfoTask/ARGUS and 28.17%/10.33% averages; paper Secs. 3–5 and result tables for exact metrics. Exact page/table validation remains for author signoff.,,,
attack_landscape,zhou2025guardian,candidate,pending_expert_adjudication,,NeurIPS,"NeurIPS proceedings abstract for temporal graph method and main claim; published PDF Secs. 3–5 for method, setup, and results. Exact table/page locators remain for author signoff.",,,
defense_landscape,zhou2025guardian,candidate,pending_expert_adjudication,,NeurIPS,"NeurIPS proceedings abstract for temporal graph method and main claim; published PDF Secs. 3–5 for method, setup, and results. Exact table/page locators remain for author signoff.",,,
benchmark_audit,zhou2025guardian,no_signal,pending_expert_adjudication,,NeurIPS,"NeurIPS proceedings abstract for temporal graph method and main claim; published PDF Secs. 3–5 for method, setup, and results. Exact table/page locators remain for author signoff.",,,
metric_comparability,zhou2025guardian,candidate,pending_expert_adjudication,,NeurIPS,"NeurIPS proceedings abstract for temporal graph method and main claim; published PDF Secs. 3–5 for method, setup, and results. Exact table/page locators remain for author signoff.",,,
observer_scope_audit,zhou2025guardian,candidate,pending_expert_adjudication,,NeurIPS,"NeurIPS proceedings abstract for temporal graph method and main claim; published PDF Secs. 3–5 for method, setup, and results. Exact table/page locators remain for author signoff.",,,
assumption_audit,zhou2025guardian,no_signal,pending_expert_adjudication,,NeurIPS,"NeurIPS proceedings abstract for temporal graph method and main claim; published PDF Secs. 3–5 for method, setup, and results. Exact table/page locators remain for author signoff.",,,
coverage_audit,zhou2025guardian,candidate,pending_expert_adjudication,,NeurIPS,"NeurIPS proceedings abstract for temporal graph method and main claim; published PDF Secs. 3–5 for method, setup, and results. Exact table/page locators remain for author signoff.",,,
attack_landscape,cohen2025ai_worm,candidate,pending_expert_adjudication,,ACM CCS,Final ACM record and CCS paper; preprint retained only for lineage. Cite final tables for propagation and DonkeyRail values. The current note's abstract-only locators are insufficient for quantitative use.,,,
defense_landscape,cohen2025ai_worm,candidate,pending_expert_adjudication,,ACM CCS,Final ACM record and CCS paper; preprint retained only for lineage. Cite final tables for propagation and DonkeyRail values. The current note's abstract-only locators are insufficient for quantitative use.,,,
benchmark_audit,cohen2025ai_worm,candidate,pending_expert_adjudication,,ACM CCS,Final ACM record and CCS paper; preprint retained only for lineage. Cite final tables for propagation and DonkeyRail values. The current note's abstract-only locators are insufficient for quantitative use.,,,
metric_comparability,cohen2025ai_worm,candidate,pending_expert_adjudication,,ACM CCS,Final ACM record and CCS paper; preprint retained only for lineage. Cite final tables for propagation and DonkeyRail values. The current note's abstract-only locators are insufficient for quantitative use.,,,
observer_scope_audit,cohen2025ai_worm,no_signal,pending_expert_adjudication,,ACM CCS,Final ACM record and CCS paper; preprint retained only for lineage. Cite final tables for propagation and DonkeyRail values. The current note's abstract-only locators are insufficient for quantitative use.,,,
assumption_audit,cohen2025ai_worm,candidate,pending_expert_adjudication,,ACM CCS,Final ACM record and CCS paper; preprint retained only for lineage. Cite final tables for propagation and DonkeyRail values. The current note's abstract-only locators are insufficient for quantitative use.,,,
coverage_audit,cohen2025ai_worm,candidate,pending_expert_adjudication,,ACM CCS,Final ACM record and CCS paper; preprint retained only for lineage. Cite final tables for propagation and DonkeyRail values. The current note's abstract-only locators are insufficient for quantitative use.,,,
attack_landscape,mathew2025hidden,candidate,pending_expert_adjudication,,IJCNLP-AACL,"Abstract and Introduction, PDF pp. 1 to 2; metric definitions around PDF p. 3; experiment and mitigation sections; limitations or discussion.",,,
defense_landscape,mathew2025hidden,candidate,pending_expert_adjudication,,IJCNLP-AACL,"Abstract and Introduction, PDF pp. 1 to 2; metric definitions around PDF p. 3; experiment and mitigation sections; limitations or discussion.",,,
benchmark_audit,mathew2025hidden,candidate,pending_expert_adjudication,,IJCNLP-AACL,"Abstract and Introduction, PDF pp. 1 to 2; metric definitions around PDF p. 3; experiment and mitigation sections; limitations or discussion.",,,
metric_comparability,mathew2025hidden,candidate,pending_expert_adjudication,,IJCNLP-AACL,"Abstract and Introduction, PDF pp. 1 to 2; metric definitions around PDF p. 3; experiment and mitigation sections; limitations or discussion.",,,
observer_scope_audit,mathew2025hidden,candidate,pending_expert_adjudication,,IJCNLP-AACL,"Abstract and Introduction, PDF pp. 1 to 2; metric definitions around PDF p. 3; experiment and mitigation sections; limitations or discussion.",,,
assumption_audit,mathew2025hidden,candidate,pending_expert_adjudication,,IJCNLP-AACL,"Abstract and Introduction, PDF pp. 1 to 2; metric definitions around PDF p. 3; experiment and mitigation sections; limitations or discussion.",,,
coverage_audit,mathew2025hidden,candidate,pending_expert_adjudication,,IJCNLP-AACL,"Abstract and Introduction, PDF pp. 1 to 2; metric definitions around PDF p. 3; experiment and mitigation sections; limitations or discussion.",,,
attack_landscape,mao2025ibgp,candidate,pending_expert_adjudication,,AAMAS,Official PDF p. 1 authors/metadata and problem framing; pp. 1–2 Definitions 2.1–2.2; p. 2 Table 1 and protocol description.,,,
defense_landscape,mao2025ibgp,candidate,pending_expert_adjudication,,AAMAS,Official PDF p. 1 authors/metadata and problem framing; pp. 1–2 Definitions 2.1–2.2; p. 2 Table 1 and protocol description.,,,
benchmark_audit,mao2025ibgp,no_signal,pending_expert_adjudication,,AAMAS,Official PDF p. 1 authors/metadata and problem framing; pp. 1–2 Definitions 2.1–2.2; p. 2 Table 1 and protocol description.,,,
metric_comparability,mao2025ibgp,candidate,pending_expert_adjudication,,AAMAS,Official PDF p. 1 authors/metadata and problem framing; pp. 1–2 Definitions 2.1–2.2; p. 2 Table 1 and protocol description.,,,
observer_scope_audit,mao2025ibgp,no_signal,pending_expert_adjudication,,AAMAS,Official PDF p. 1 authors/metadata and problem framing; pp. 1–2 Definitions 2.1–2.2; p. 2 Table 1 and protocol description.,,,
assumption_audit,mao2025ibgp,candidate,pending_expert_adjudication,,AAMAS,Official PDF p. 1 authors/metadata and problem framing; pp. 1–2 Definitions 2.1–2.2; p. 2 Table 1 and protocol description.,,,
coverage_audit,mao2025ibgp,candidate,pending_expert_adjudication,,AAMAS,Official PDF p. 1 authors/metadata and problem framing; pp. 1–2 Definitions 2.1–2.2; p. 2 Table 1 and protocol description.,,,
attack_landscape,yu2025codes,candidate,pending_expert_adjudication,,COLM,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.,,,
defense_landscape,yu2025codes,no_signal,pending_expert_adjudication,,COLM,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.,,,
benchmark_audit,yu2025codes,no_signal,pending_expert_adjudication,,COLM,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.,,,
metric_comparability,yu2025codes,candidate,pending_expert_adjudication,,COLM,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.,,,
observer_scope_audit,yu2025codes,no_signal,pending_expert_adjudication,,COLM,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.,,,
assumption_audit,yu2025codes,no_signal,pending_expert_adjudication,,COLM,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.,,,
coverage_audit,yu2025codes,candidate,pending_expert_adjudication,,COLM,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.,,,
attack_landscape,juneja2025magpie,no_signal,pending_expert_adjudication,,NeurIPS Responsible Foundation Models Workshop,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,,,
defense_landscape,juneja2025magpie,no_signal,pending_expert_adjudication,,NeurIPS Responsible Foundation Models Workshop,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,,,
benchmark_audit,juneja2025magpie,candidate,pending_expert_adjudication,,NeurIPS Responsible Foundation Models Workshop,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,,,
metric_comparability,juneja2025magpie,candidate,pending_expert_adjudication,,NeurIPS Responsible Foundation Models Workshop,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,,,
observer_scope_audit,juneja2025magpie,candidate,pending_expert_adjudication,,NeurIPS Responsible Foundation Models Workshop,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,,,
assumption_audit,juneja2025magpie,no_signal,pending_expert_adjudication,,NeurIPS Responsible Foundation Models Workshop,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,,,
coverage_audit,juneja2025magpie,candidate,pending_expert_adjudication,,NeurIPS Responsible Foundation Models Workshop,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,,,
attack_landscape,cui2025maris,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract for architecture, AutoGen/LangChain integration, and three task suites; PDF Secs. 3–4 and evaluation tables for policy model and overhead. Exact locators require author signoff.",,,
defense_landscape,cui2025maris,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract for architecture, AutoGen/LangChain integration, and three task suites; PDF Secs. 3–4 and evaluation tables for policy model and overhead. Exact locators require author signoff.",,,
benchmark_audit,cui2025maris,no_signal,pending_expert_adjudication,,arXiv,"arXiv abstract for architecture, AutoGen/LangChain integration, and three task suites; PDF Secs. 3–4 and evaluation tables for policy model and overhead. Exact locators require author signoff.",,,
metric_comparability,cui2025maris,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract for architecture, AutoGen/LangChain integration, and three task suites; PDF Secs. 3–4 and evaluation tables for policy model and overhead. Exact locators require author signoff.",,,
observer_scope_audit,cui2025maris,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract for architecture, AutoGen/LangChain integration, and three task suites; PDF Secs. 3–4 and evaluation tables for policy model and overhead. Exact locators require author signoff.",,,
assumption_audit,cui2025maris,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract for architecture, AutoGen/LangChain integration, and three task suites; PDF Secs. 3–4 and evaluation tables for policy model and overhead. Exact locators require author signoff.",,,
coverage_audit,cui2025maris,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract for architecture, AutoGen/LangChain integration, and three task suites; PDF Secs. 3–4 and evaluation tables for policy model and overhead. Exact locators require author signoff.",,,
attack_landscape,zhu2025master,candidate,pending_expert_adjudication,,Findings of EMNLP,PDF Sec. 3.1 pp. 3-4 and Fig. 2; Secs. 3.2.4-3.2.5 pp. 5-6; Sec. 4.1 pp. 6-7; Table 2; Fig. 5 p. 9.,,,
defense_landscape,zhu2025master,candidate,pending_expert_adjudication,,Findings of EMNLP,PDF Sec. 3.1 pp. 3-4 and Fig. 2; Secs. 3.2.4-3.2.5 pp. 5-6; Sec. 4.1 pp. 6-7; Table 2; Fig. 5 p. 9.,,,
benchmark_audit,zhu2025master,candidate,pending_expert_adjudication,,Findings of EMNLP,PDF Sec. 3.1 pp. 3-4 and Fig. 2; Secs. 3.2.4-3.2.5 pp. 5-6; Sec. 4.1 pp. 6-7; Table 2; Fig. 5 p. 9.,,,
metric_comparability,zhu2025master,candidate,pending_expert_adjudication,,Findings of EMNLP,PDF Sec. 3.1 pp. 3-4 and Fig. 2; Secs. 3.2.4-3.2.5 pp. 5-6; Sec. 4.1 pp. 6-7; Table 2; Fig. 5 p. 9.,,,
observer_scope_audit,zhu2025master,no_signal,pending_expert_adjudication,,Findings of EMNLP,PDF Sec. 3.1 pp. 3-4 and Fig. 2; Secs. 3.2.4-3.2.5 pp. 5-6; Sec. 4.1 pp. 6-7; Table 2; Fig. 5 p. 9.,,,
assumption_audit,zhu2025master,no_signal,pending_expert_adjudication,,Findings of EMNLP,PDF Sec. 3.1 pp. 3-4 and Fig. 2; Secs. 3.2.4-3.2.5 pp. 5-6; Sec. 4.1 pp. 6-7; Table 2; Fig. 5 p. 9.,,,
coverage_audit,zhu2025master,candidate,pending_expert_adjudication,,Findings of EMNLP,PDF Sec. 3.1 pp. 3-4 and Fig. 2; Secs. 3.2.4-3.2.5 pp. 5-6; Sec. 4.1 pp. 6-7; Table 2; Fig. 5 p. 9.,,,
attack_landscape,chen2025medsentry,candidate,pending_expert_adjudication,,arXiv,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",,,
defense_landscape,chen2025medsentry,no_signal,pending_expert_adjudication,,arXiv,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",,,
benchmark_audit,chen2025medsentry,candidate,pending_expert_adjudication,,arXiv,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",,,
metric_comparability,chen2025medsentry,candidate,pending_expert_adjudication,,arXiv,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",,,
observer_scope_audit,chen2025medsentry,no_signal,pending_expert_adjudication,,arXiv,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",,,
assumption_audit,chen2025medsentry,candidate,pending_expert_adjudication,,arXiv,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",,,
coverage_audit,chen2025medsentry,candidate,pending_expert_adjudication,,arXiv,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",,,
attack_landscape,peigne2025security_tax,candidate,pending_expert_adjudication,,AAAI,AAAI/arXiv PDF pp. 1-3 and Fig. 2; Sec. 3 pp. 4-5; Table 1 pp. 5-6; Sec. 5 “Discussion & Limitations” p. 7; appendices for prompts.,,,
defense_landscape,peigne2025security_tax,candidate,pending_expert_adjudication,,AAAI,AAAI/arXiv PDF pp. 1-3 and Fig. 2; Sec. 3 pp. 4-5; Table 1 pp. 5-6; Sec. 5 “Discussion & Limitations” p. 7; appendices for prompts.,,,
benchmark_audit,peigne2025security_tax,no_signal,pending_expert_adjudication,,AAAI,AAAI/arXiv PDF pp. 1-3 and Fig. 2; Sec. 3 pp. 4-5; Table 1 pp. 5-6; Sec. 5 “Discussion & Limitations” p. 7; appendices for prompts.,,,
metric_comparability,peigne2025security_tax,candidate,pending_expert_adjudication,,AAAI,AAAI/arXiv PDF pp. 1-3 and Fig. 2; Sec. 3 pp. 4-5; Table 1 pp. 5-6; Sec. 5 “Discussion & Limitations” p. 7; appendices for prompts.,,,
observer_scope_audit,peigne2025security_tax,no_signal,pending_expert_adjudication,,AAAI,AAAI/arXiv PDF pp. 1-3 and Fig. 2; Sec. 3 pp. 4-5; Table 1 pp. 5-6; Sec. 5 “Discussion & Limitations” p. 7; appendices for prompts.,,,
assumption_audit,peigne2025security_tax,no_signal,pending_expert_adjudication,,AAAI,AAAI/arXiv PDF pp. 1-3 and Fig. 2; Sec. 3 pp. 4-5; Table 1 pp. 5-6; Sec. 5 “Discussion & Limitations” p. 7; appendices for prompts.,,,
coverage_audit,peigne2025security_tax,candidate,pending_expert_adjudication,,AAAI,AAAI/arXiv PDF pp. 1-3 and Fig. 2; Sec. 3 pp. 4-5; Table 1 pp. 5-6; Sec. 5 “Discussion & Limitations” p. 7; appendices for prompts.,,,
attack_landscape,triedman2025malicious_code,candidate,pending_expert_adjudication,,COLM,"Abstract and Introduction, PDF pp. 1 to 2; attack design and system diagrams, PDF p. 2 onward; framework/model result tables; mitigation analysis.",,,
defense_landscape,triedman2025malicious_code,no_signal,pending_expert_adjudication,,COLM,"Abstract and Introduction, PDF pp. 1 to 2; attack design and system diagrams, PDF p. 2 onward; framework/model result tables; mitigation analysis.",,,
benchmark_audit,triedman2025malicious_code,candidate,pending_expert_adjudication,,COLM,"Abstract and Introduction, PDF pp. 1 to 2; attack design and system diagrams, PDF p. 2 onward; framework/model result tables; mitigation analysis.",,,
metric_comparability,triedman2025malicious_code,candidate,pending_expert_adjudication,,COLM,"Abstract and Introduction, PDF pp. 1 to 2; attack design and system diagrams, PDF p. 2 onward; framework/model result tables; mitigation analysis.",,,
observer_scope_audit,triedman2025malicious_code,no_signal,pending_expert_adjudication,,COLM,"Abstract and Introduction, PDF pp. 1 to 2; attack design and system diagrams, PDF p. 2 onward; framework/model result tables; mitigation analysis.",,,
assumption_audit,triedman2025malicious_code,no_signal,pending_expert_adjudication,,COLM,"Abstract and Introduction, PDF pp. 1 to 2; attack design and system diagrams, PDF p. 2 onward; framework/model result tables; mitigation analysis.",,,
coverage_audit,triedman2025malicious_code,candidate,pending_expert_adjudication,,COLM,"Abstract and Introduction, PDF pp. 1 to 2; attack design and system diagrams, PDF p. 2 onward; framework/model result tables; mitigation analysis.",,,
attack_landscape,yu2025netsafe,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and framework, PDF pp. 1 to 3; result sections naming Agent Hallucination, Aggregation Safety, and Security Bottleneck; exact result table for the 29.7% setting; limitations section.",,,
defense_landscape,yu2025netsafe,no_signal,pending_expert_adjudication,,Findings of ACL,"Abstract and framework, PDF pp. 1 to 3; result sections naming Agent Hallucination, Aggregation Safety, and Security Bottleneck; exact result table for the 29.7% setting; limitations section.",,,
benchmark_audit,yu2025netsafe,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and framework, PDF pp. 1 to 3; result sections naming Agent Hallucination, Aggregation Safety, and Security Bottleneck; exact result table for the 29.7% setting; limitations section.",,,
metric_comparability,yu2025netsafe,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and framework, PDF pp. 1 to 3; result sections naming Agent Hallucination, Aggregation Safety, and Security Bottleneck; exact result table for the 29.7% setting; limitations section.",,,
observer_scope_audit,yu2025netsafe,no_signal,pending_expert_adjudication,,Findings of ACL,"Abstract and framework, PDF pp. 1 to 3; result sections naming Agent Hallucination, Aggregation Safety, and Security Bottleneck; exact result table for the 29.7% setting; limitations section.",,,
assumption_audit,yu2025netsafe,no_signal,pending_expert_adjudication,,Findings of ACL,"Abstract and framework, PDF pp. 1 to 3; result sections naming Agent Hallucination, Aggregation Safety, and Security Bottleneck; exact result table for the 29.7% setting; limitations section.",,,
coverage_audit,yu2025netsafe,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and framework, PDF pp. 1 to 3; result sections naming Agent Hallucination, Aggregation Safety, and Security Bottleneck; exact result table for the 29.7% setting; limitations section.",,,
attack_landscape,huang2025faulty_agents,candidate,pending_expert_adjudication,,ICML,PDF Sec. 3 pp. 3-4 Fig. 2; Sec. 4 pp. 4-6 Tables 1-2; Sec. 5 pp. 6-8; Sec. 6 pp. 8-9 Fig. 6.,,,
defense_landscape,huang2025faulty_agents,no_signal,pending_expert_adjudication,,ICML,PDF Sec. 3 pp. 3-4 Fig. 2; Sec. 4 pp. 4-6 Tables 1-2; Sec. 5 pp. 6-8; Sec. 6 pp. 8-9 Fig. 6.,,,
benchmark_audit,huang2025faulty_agents,candidate,pending_expert_adjudication,,ICML,PDF Sec. 3 pp. 3-4 Fig. 2; Sec. 4 pp. 4-6 Tables 1-2; Sec. 5 pp. 6-8; Sec. 6 pp. 8-9 Fig. 6.,,,
metric_comparability,huang2025faulty_agents,candidate,pending_expert_adjudication,,ICML,PDF Sec. 3 pp. 3-4 Fig. 2; Sec. 4 pp. 4-6 Tables 1-2; Sec. 5 pp. 6-8; Sec. 6 pp. 8-9 Fig. 6.,,,
observer_scope_audit,huang2025faulty_agents,no_signal,pending_expert_adjudication,,ICML,PDF Sec. 3 pp. 3-4 Fig. 2; Sec. 4 pp. 4-6 Tables 1-2; Sec. 5 pp. 6-8; Sec. 6 pp. 8-9 Fig. 6.,,,
assumption_audit,huang2025faulty_agents,no_signal,pending_expert_adjudication,,ICML,PDF Sec. 3 pp. 3-4 Fig. 2; Sec. 4 pp. 4-6 Tables 1-2; Sec. 5 pp. 6-8; Sec. 6 pp. 8-9 Fig. 6.,,,
coverage_audit,huang2025faulty_agents,candidate,pending_expert_adjudication,,ICML,PDF Sec. 3 pp. 3-4 Fig. 2; Sec. 4 pp. 4-6 Tables 1-2; Sec. 5 pp. 6-8; Sec. 6 pp. 8-9 Fig. 6.,,,
attack_landscape,schroederdewitt2025openchallenges,no_signal,pending_expert_adjudication,,arXiv,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",,,
defense_landscape,schroederdewitt2025openchallenges,no_signal,pending_expert_adjudication,,arXiv,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",,,
benchmark_audit,schroederdewitt2025openchallenges,no_signal,pending_expert_adjudication,,arXiv,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",,,
metric_comparability,schroederdewitt2025openchallenges,candidate,pending_expert_adjudication,,arXiv,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",,,
observer_scope_audit,schroederdewitt2025openchallenges,no_signal,pending_expert_adjudication,,arXiv,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",,,
assumption_audit,schroederdewitt2025openchallenges,no_signal,pending_expert_adjudication,,arXiv,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",,,
coverage_audit,schroederdewitt2025openchallenges,candidate,pending_expert_adjudication,,arXiv,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",,,
attack_landscape,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,no_signal,pending_expert_adjudication,,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,,,
defense_landscape,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,candidate,pending_expert_adjudication,,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,,,
benchmark_audit,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,candidate,pending_expert_adjudication,,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,,,
metric_comparability,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,no_signal,pending_expert_adjudication,,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,,,
observer_scope_audit,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,no_signal,pending_expert_adjudication,,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,,,
assumption_audit,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,no_signal,pending_expert_adjudication,,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,,,
coverage_audit,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,no_signal,pending_expert_adjudication,,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,,,
attack_landscape,he2025communication_attacks,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF pp. 1 to 3 and Fig. 1; metric definition in Sec. 4.1, approximately PDF p. 5; evaluation tables for framework, structure, and application results; limitations section.",,,
defense_landscape,he2025communication_attacks,no_signal,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF pp. 1 to 3 and Fig. 1; metric definition in Sec. 4.1, approximately PDF p. 5; evaluation tables for framework, structure, and application results; limitations section.",,,
benchmark_audit,he2025communication_attacks,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF pp. 1 to 3 and Fig. 1; metric definition in Sec. 4.1, approximately PDF p. 5; evaluation tables for framework, structure, and application results; limitations section.",,,
metric_comparability,he2025communication_attacks,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF pp. 1 to 3 and Fig. 1; metric definition in Sec. 4.1, approximately PDF p. 5; evaluation tables for framework, structure, and application results; limitations section.",,,
observer_scope_audit,he2025communication_attacks,no_signal,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF pp. 1 to 3 and Fig. 1; metric definition in Sec. 4.1, approximately PDF p. 5; evaluation tables for framework, structure, and application results; limitations section.",,,
assumption_audit,he2025communication_attacks,no_signal,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF pp. 1 to 3 and Fig. 1; metric definition in Sec. 4.1, approximately PDF p. 5; evaluation tables for framework, structure, and application results; limitations section.",,,
coverage_audit,he2025communication_attacks,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF pp. 1 to 3 and Fig. 1; metric definition in Sec. 4.1, approximately PDF p. 5; evaluation tables for framework, structure, and application results; limitations section.",,,
attack_landscape,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,no_signal,pending_expert_adjudication,,Transactions on Machine Learning Research,https://openreview.net/forum?id=MTrhFmkC45,,,
defense_landscape,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,no_signal,pending_expert_adjudication,,Transactions on Machine Learning Research,https://openreview.net/forum?id=MTrhFmkC45,,,
benchmark_audit,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,candidate,pending_expert_adjudication,,Transactions on Machine Learning Research,https://openreview.net/forum?id=MTrhFmkC45,,,
metric_comparability,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,no_signal,pending_expert_adjudication,,Transactions on Machine Learning Research,https://openreview.net/forum?id=MTrhFmkC45,,,
observer_scope_audit,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,no_signal,pending_expert_adjudication,,Transactions on Machine Learning Research,https://openreview.net/forum?id=MTrhFmkC45,,,
