work_key,title,previous_membership,human_scope_decision,adjudicated_membership,previous_contribution,human_contribution_decision,adjudicated_contribution,reviewer,reviewed_at,decision_scope,source_evidence_verified,human_notes,adjudication_note
doi:10.1109/cscwd68734.2026.11582680,RoMa: A Credibility-Aware Fault-Tolerance Framework for LLM Multi-Agent Systems,set1_core,accept,set1_core,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.71465/ajainn3659,Self-Healing Memory Architectures for Large Language Model-Based Multi-Agent Collaboration,set1_core,accept,set1_core,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,australiansciencejournals.online/ajainn/article/view/3659这个链接没打开,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
ahad2026sif,Semantic Intent Fragmentation: A Single-Shot Compositional Attack on Multi-Agent AI Pipelines,set1_core,accept,set1_core,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
feng2026sentinelnet,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,set1_core,accept,set1_core,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
ko2026social_dynamics,Social Dynamics as Critical Vulnerabilities that Undermine Objective Decision-Making in LLM Collectives,set1_core,move_set3,set3_context,attack,general,general,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=general. This classification signoff does not assert source/evidence verification.
xu2026trust_paradox,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,set1_core,accept,set1_core,attack,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.1109/tnse.2026.3680460,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,set1_core,accept,set1_core,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.38124/ijisrt/26feb1090,Trustworthy Agentic AI: A Survey and Taxonomy of Secure Coordination and Hallucination Mitigation in Multi-Agent Large Language Model Systems,set1_core,accept,set1_core,survey,survey,survey,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=survey. This classification signoff does not assert source/evidence verification.
kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,set1_core,accept,set1_core,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,set1_core,accept,set1_core,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
huang2026whispering_agents,Whispering Agents: An Event-Driven Covert Communication Protocol for the Internet of Agents,set1_core,move_set3,set3_context,evaluation,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2408.14972,AgentMonitor: A Plug-and-Play Framework for Predictive and Secure Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2504.07461,Achilles Heel of Distributed Multi-Agent Systems,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2510.01586,AdvEvo-MARL: Shaping Internalized Safety through Adversarial Co-Evolution in Multi-Agent Reinforcement Learning,set2_emerging,accept,set2_emerging,attack,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2509.13597,Agentic JWT: A Secure Delegation Protocol for Autonomous AI Agents,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2504.16489,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
tailor2025auditwhisper,Audit the Whisper: Detecting Steganographic Collusion in Multi-Agent LLMs,set2_emerging,exclude,screened_out,defense,,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,这在说什么呢,Human scope decision=exclude; contribution decision=retained previous value (defense). This classification signoff does not assert source/evidence verification.
arxiv:2512.17913,Byzantine Fault-Tolerant Multi-Agent System for Healthcare: A Gossip Protocol Approach to Secure Medical Message Propagation,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2511.08710,Convergence dynamics of Agent-to-Agent Interactions with Misaligned objectives,set2_emerging,accept,set2_emerging,general,general,general,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=general. This classification signoff does not assert source/evidence verification.
arxiv:2512.20973,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2503.23138,EncGPT: A Multi-Agent Workflow for Dynamic Encryption Algorithms,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2512.16167,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,set2_emerging,accept,set2_emerging,general,general,general,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=general. This classification signoff does not assert source/evidence verification.
li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2512.22496,Hierarchical Pedagogical Oversight: A Multi-Agent Adversarial Framework for Reliable AI Tutoring,set2_emerging,accept,set2_emerging,attack,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.17812179,LLM Hijacking: When Models Manipulate Their Routers,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2507.13038,MAD-Spear: A Conformity-Driven Prompt Injection Attack on Multi-Agent Debate Systems,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2512.03097,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2506.11083,RedDebate: Safer Responses through Multi-Agent Red Teaming Debates,set2_emerging,accept,set2_emerging,defense,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2512.23557,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,set2_emerging,accept,set2_emerging,attack,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
doi:10.20944/preprints202602.1655.v1,"A Survey on the Unique Security of Autonomous and Collaborative LLM Agents: Threats, Defenses, and Futures",set2_emerging,accept,set2_emerging,survey,survey,survey,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=survey. This classification signoff does not assert source/evidence verification.
arxiv:2604.23338,A Systematic Survey of Security Threats and Defenses in LLM-Based AI Agents: A Layered Attack Surface Framework,set2_emerging,accept,set2_emerging,survey,survey,survey,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=survey. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.19844471,Accountable Multi-Agent AI Systems: Orchestration Frameworks for Enterprise Workflow Automation with Human-in-the-Loop Verification,set2_emerging,move_set3,set3_context,defense,,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=retained previous value (defense). This classification signoff does not assert source/evidence verification.
doi:10.15480/882.17223,Adversarial robustness of LLM-based multi-agent systems for engineering problems,set2_emerging,move_set3,set3_context,attack,,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=retained previous value (attack). This classification signoff does not assert source/evidence verification.
arxiv:2603.15727,AgentWorm: Self-Propagating Attacks Across LLM Agent Ecosystems,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2605.05632,Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2605.14271,Auditing Agent Harness Safety,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2605.02812,"Autonomous LLM Agent Worms: Cross-Platform Propagation, Automated Discovery and Temporal Re-Entry Defense",set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2603.04469,Beyond Input Guardrails: Reconstructing Cross-Agent Semantic Flows for Execution-Aware Attack Detection,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2604.22879,Beyond Single-Agent Alignment: Preventing Context-Fragmented Violations in Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2605.22001,Blind Spots in the Guard: How Domain-Camouflaged Injection Attacks Evade Detection in Multi-Agent LLM Systems,set2_emerging,accept,set2_emerging,defense,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.6892378,Business Insider: A Multi-agent Knowledge Graph Architecture for Corporate Control Inference and Strategic Vulnerability Analysis across Regulatory Jurisdictions,set2_emerging,move_set3,set3_context,attack,,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=retained previous value (attack). This classification signoff does not assert source/evidence verification.
arxiv:2606.07790,Byzantine Cheap Talk: Adversarial Resilience and Topology Effects in LLM Coordination Games,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2605.19240,CASPIAN: Online Detection and Attribution of Cascade Attacks in LLM Multi-Agent Systems via Cross-Channel Causal Monitoring,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.6884338,Cognitive Guardrails in Medical LLMs: Fusing Latent Routing with T-Adaptive Attention to Mitigate Aleatoric and Epistemic Uncertainty,set2_emerging,exclude,screened_out,defense,,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=exclude; contribution decision=retained previous value (defense). This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.6996678,Cognitive Guardrails in Medical LLMs: Fusing Latent Routing with T-Adaptive Attention to Mitigate Aleatoric and Epistemic Uncertainty,set2_emerging,exclude,screened_out,defense,,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=exclude; contribution decision=retained previous value (defense). This classification signoff does not assert source/evidence verification.
arxiv:2606.07941,Collective Hallucination in Multi-Agent LLMs:Modeling and Defense,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
supp_star_cooperative_attacks_2026,Defending LLM-based Multi-Agent Systems Against Cooperative Attacks with Sentence-Level Rectification,set2_emerging,accept,set2_emerging,attack,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.6712478,Detecting Algorithmic Collusion in LLM-driven Markets: A Hybrid Causal Framework,set2_emerging,move_set3,set3_context,attack,,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=retained previous value (attack). This classification signoff does not assert source/evidence verification.
arxiv:2604.01151,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,set2_emerging,accept,set2_emerging,attack,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2606.17368,"Distributed General-Purpose Agent Networks: Architecture, Key Mechanisms, and Prototypes",set2_emerging,accept,set2_emerging,general,general,general,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=general. This classification signoff does not assert source/evidence verification.
arxiv:2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2604.07911,Dynamic Attentional Context Scoping: Agent-Triggered Focus Sessions for Isolated Per-Agent Steering in Multi-Agent LLM Orchestration,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
supp_dynatrust_2026,DynaTrust: Defending Multi-Agent Systems Against Sleeper Agents via Dynamic Trust Graphs,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2605.09278,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2605.11514,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2604.07667,From Debate to Decision: Conformal Social Choice for Safe Multi-Agent Deliberation,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2603.04474,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2606.10322,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.19477187,"Governance Effectiveness in Distributed Multi-Agent LLM Systems: Confound Isolation, Diversity Erosion, and the Accidental Governance Effect",set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2606.24535,Governed Shared Memory for Multi-Agent LLM Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.20819298,Human-Aware Multi-Agent Orchestration Through Adversarial Cognitive Load Modeling,set2_emerging,exclude,screened_out,attack,,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=exclude; contribution decision=retained previous value (attack). This classification signoff does not assert source/evidence verification.
arxiv:2601.14667,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.17605/osf.io/3fxqn,Infodeme: Structural Determinants of Misinformation Propagation in LLM Agent Societies,set2_emerging,exclude,screened_out,evaluation,,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=exclude; contribution decision=retained previous value (evaluation). This classification signoff does not assert source/evidence verification.
sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2605.22786,LCGuard: Latent Communication Guard for Safe KV Sharing in Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2603.08852,LDP: An Identity-Aware Protocol for Multi-Agent LLM Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2606.30555,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.20032071,LLM Drift Experiment: A Framework for Quantifying Behavioral Decay in Adversarial Multi-Agent Simulations,set2_emerging,accept,set2_emerging,attack,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
