review_track,track_priority,paper_id,title,year,venue,primary_category,paper_type,scope_relation,primary_url,note_path,minimum_review_status,attack_evidence_status,attack_role,attack_instance_coding_required,reviewer,review_date,adjudication_note,assistant_review_status,recommended_scope,recommended_category,review_outcome,evidence_locators
standard_attack,34,kong2026web_fraud,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,2026,Findings of ACL,attack,Attack; Evaluation; Empirical study,core_security,https://aclanthology.org/2026.findings-acl.686/,papers/attacks/findings_acl/2026_kong_web_fraud.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Keep ASR definition tied to auditor risk label and ten repeats; separate observed recommendation failure from speculative downstream harm.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,PDF Sec. 3.1 p. 14021 Fig. 1; Sec. 3.2 pp. 14022-14023 Table 2; Sec. 4.1 pp. 14023-14024 Fig. 3; Sec. 4.2 pp. 14024-14025 Fig. 4/Table 3.
standard_attack,35,huang2025faulty_agents,On the Resilience of LLM-Based Multi-Agent Collaboration with Faulty Agents,2025,ICML,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,security_relevant,https://proceedings.mlr.press/v267/huang25ay.html,papers/attacks/icml/2025_huang_faulty_agents.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=evaluation; outcome=ready_after_major_patch. Reclassify from attack to evaluation; scope security_relevant; record 5.5% and 96.4% in their exact structural/error-recovery contexts; tag fault model.,assistant_source_reviewed_pending_author_signoff,security_relevant,evaluation,ready_after_major_patch,PDF Sec. 3 pp. 3-4 Fig. 2; Sec. 4 pp. 4-6 Tables 1-2; Sec. 5 pp. 6-8; Sec. 6 pp. 8-9 Fig. 6.
standard_attack,36,hagag2026architecture_matters,Architecture Matters for Multi-Agent Security,2026,ICML,attack,Attack; Benchmark; Evaluation; Empirical study,core_security,https://icml.cc/virtual/2026/poster/64792,papers/attacks/icml/2026_hagag_architecture_matters.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=evaluation; outcome=ready_after_major_patch. Correct venue to AIWILD workshop at ICML 2026; change primary category to evaluation; preserve stagewise metrics and ratio context.,assistant_source_reviewed_pending_author_signoff,core_security,evaluation,ready_after_major_patch,ArXiv Sec. 4 pp. 4-5 and Tables 8-10; Sec. 4.4 p. 5; Secs. 5.1-5.3 pp. 5-8; Sec. 8 p. 9.
standard_attack,37,ren2026financial_fraud,When AI Agents Collude Online: Financial Fraud Risks by Collaborative LLM Agents on Social Platforms,2026,ICLR,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://openreview.net/pdf/0319815fc31bf769beeb29104637feb4c664902c.pdf,papers/attacks/iclr/2026_ren_financial_fraud.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=evaluation; outcome=ready_after_major_patch. Change paper-level role to evaluation/benchmark; do not call simulated transfers real financial loss; record each denominator separately; verify final ICLR canonical PDF.,assistant_source_reviewed_pending_author_signoff,core_security,evaluation,ready_after_major_patch,Full text Sec. 3 pp. 3-5 and Fig. 2; Sec. 3.3 p. 5; Sec. 4.1 p. 6; Sec. 4.3 p. 8 Table 2; Sec. 5 pp. 11-13 Tables 9-10.
standard_attack,38,bowers2025code_injection,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,2025,ICMLA,attack,Attack; Defense; Evaluation; Empirical study,core_security,https://doi.org/10.1109/ICMLA66185.2025.00174,papers/attacks/icmla/2025_bowers_code_injection.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=evaluation; outcome=ready_after_major_patch. Change primary role to evaluation; retain exact 86.59%/71.95% model conditions; do not report production compromise or exfiltration as observed.,assistant_source_reviewed_pending_author_signoff,core_security,evaluation,ready_after_major_patch,"Full text Secs. 4-5 pp. 3-4, Fig. 1 and Listing 1; Secs. 5.3-6 p. 4; Sec. 7 pp. 5-6 Table III; Sec. 8 p. 6."
standard_attack,39,jha2026control_flow_hijacking,Breaking and Fixing Defenses Against Control-Flow Hijacking in Multi-Agent Systems,2026,ICLR,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://openreview.net/forum?id=PNU9Rj5RDQ,papers/attacks/iclr/2026_jha_control_flow_hijacking.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=defense; outcome=ready_after_major_patch. Reclassify primary from attack to defense; code attack and defense claims separately; qualify zero ASR; preserve trusted-orchestrator/full-transition-visibility assumption.,assistant_source_reviewed_pending_author_signoff,core_security,defense,ready_after_major_patch,Full text Sec. 2 p. 2 Figs. 1-3; Sec. 4 pp. 4-5 Fig. 4; Sec. 5 p. 6; Secs. 6.3-6.4 pp. 8-9 Tables 1-3.
standard_attack,40,zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,2026,ICML,attack,Attack; Defense; Evaluation; Empirical study; Theoretical analysis,core_security,https://icml.cc/virtual/2026/poster/62170,papers/attacks/icml/2026_zhang_embedding_defenses.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=defense; outcome=ready_after_major_patch. Reclassify primary from attack to defense; separate task ASR and attribution AUROC; record access to logits as a strong assumption; do not claim confidence is generally robust.,assistant_source_reviewed_pending_author_signoff,core_security,defense,ready_after_major_patch,Full text Sec. 5 pp. 4-5 Fig. 2; Sec. 6 pp. 5-6; Sec. 7.1 p. 6; Sec. 7.2 pp. 6-7 Tables 1/3; Sec. 8 pp. 7-8 Tables 4-5.
standard_attack,41,kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,2026,Scientific Reports,attack,Attack; Defense; Evaluation; Empirical study,core_security,https://www.nature.com/articles/s41598-026-42705-7,papers/attacks/journals_scientific_reports/2026_kraidia_collaboration_fails.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Retain as attack-primary; record the two metric components separately; do not quote 10–40% or >30% without “across tested settings”; do not equate benchmark vote corruption with real-world harm.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,Publisher HTML: abstract and Threat model & Attack design; paper pp. 4-5 Fig. 1/Algorithm 1; pp. 10-11 setup/metrics; pp. 14-16 Figs. 11-13 for mitigation.
standard_attack,42,xu2026trust_paradox,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,2026,IEEE Transactions on Computational Social Systems,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,security_relevant,https://doi.org/10.1109/TCSS.2026.3695070,papers/attacks/journals_ieee_tcss/2026_xu_trust_paradox.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=evaluation; outcome=ready_after_major_patch. Reclassify primary from attack to evaluation; downgrade whole-paper scope to security_relevant while retaining core-security claim records for malicious over-exposure; separate OER/AD units; add final IEEE pages when available.,assistant_source_reviewed_pending_author_signoff,security_relevant,evaluation,ready_after_major_patch,ArXiv full text Sec. 3 pp. 3-4 Eqs. 2-4; Sec. 4 pp. 4-5 Tables I-III; Sec. 5 pp. 6-10 Figs. 4-9.
standard_attack,43,lee2026prompt_infection,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,2026,ESORICS 2025 International Workshops,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://link.springer.com/chapter/10.1007/978-3-032-16092-8_28,papers/attacks/esorics_workshops/2026_lee_prompt_infection.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Use published three-author version; record event/year carefully; keep attack-primary but mark evidence tier as workshop; split propagation metric from downstream impacts and per-workflow ASR.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,ArXiv/Springer technical text Sec. 3 pp. 3-4 Fig. 1; Sec. 4.1 p. 5 Fig. 4; Sec. 4.2 pp. 6-7 Fig. 6; Sec. 6 pp. 8-9 Table 2/Fig. 7.
standard_attack,44,yang2026among_us,Among Us: Measuring and Mitigating Malicious Contributions in Model Collaboration Systems,2026,ACL,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://aclanthology.org/2026.acl-long.725/,papers/attacks/acl/2026_yang_among_us.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=evaluation; outcome=ready_after_major_patch. Reclassify primary from attack to evaluation; downgrade whole-paper scope to security_relevant; split text-exchange core claims from API/logit/weight adjacent claims; never call performance-degradation percentages ASR.,assistant_source_reviewed_pending_author_signoff,security_relevant,evaluation,ready_after_major_patch,ACL paper Abstract p. 1; Secs. 2.1–2.2 pp. 2-4; Appendix A.1 p. 14 Table 4.
standard_attack,45,yu2025codes,LLM-based Multi-Agents System Attack via Continuous Optimization with Discrete Efficient Search,2025,COLM,attack,Attack; Evaluation; Empirical study,core_security,https://openreview.net/forum?id=ED5diyzc1C,papers/attacks/colm/2025_yu_codes.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Keep attack-primary; preserve single-intervention constraint; do not infer population-scale epidemic behavior or compare its success directly with agent-fraction infection metrics.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,Published PDF Abstract/Introduction pp. 1-2; threat scenarios throughout Sec. 2; method Sec. 3.2 p. 5 Algorithms 1-2; result tables in evaluation section.
standard_attack,46,tian2023evil_geniuses,Evil Geniuses: Delving into the Safety of LLM-based Agents,2023,arXiv,attack,Attack; Evaluation; Empirical study,security_relevant,https://arxiv.org/abs/2311.11855,papers/attacks/arxiv/2023_tian_evil_geniuses.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=attack; outcome=ready_after_major_patch. Downgrade from core_security to security_relevant; mark preprint; split attack-generator evidence from target-system evidence; do not treat Table 3’s 1/2/7 comparison as a clean interaction causal estimate.,assistant_source_reviewed_pending_author_signoff,security_relevant,attack,ready_after_major_patch,ArXiv v2 Sec. 4 p. 5 setup; p. 6 Tables 2-3 for interaction and quantity comparisons; Secs. 3-4 Figs. 2-4 for EG and target settings.
standard_attack,47,tan2024wolf_within,The Wolf Within: Covert Injection of Malice into MLLM Societies via an MLLM Operative,2024,arXiv,attack,Attack; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2402.14859,papers/attacks/arxiv/2024_tan_wolf_within.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_major_patch. Record ReGenAI workshop rather than CVPR main; primary failure is one-hop safety compromise, not contagion; flag manual metric and denominator; use restrained evidence language.",assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_major_patch,ArXiv v2 Sec. 3 p. 3 Eq. 2/Fig. 2; Sec. 4 pp. 4-5 Table 1/Figs. 2-4.
standard_attack,48,zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,2025,arXiv,attack,Attack; Defense; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2506.04572,papers/attacks/arxiv/2025_zheng_integrity_attacks.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_major_patch. Keep attack-primary but mark preprint; replace generic “integrity” with claim-specific failure fields; do not compare contribution-score changes as ASR; avoid treating monitor bypass as complete observability impossibility.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_major_patch,ArXiv v1 Abstract p. 1; Sec. 3 pp. 4-6; Sec. 4 p. 6; Sec. 5.3 p. 9 Table 3; Appendix C p. 13 Table 6.
standard_attack,49,xie2025_whos_the_mole,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,2025,arXiv,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2507.04724,papers/attacks/arxiv/2025_xie_whos_the_mole.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=evaluation; outcome=ready_after_major_patch. Reclassify paper primary from attack to evaluation; mark preprint; split four mechanisms and one defense; do not equate task-cost degradation with a universal security impact.,assistant_source_reviewed_pending_author_signoff,core_security,evaluation,ready_after_major_patch,ArXiv v2 Sec. 4.2 pp. 4-6; Sec. 4.4 pp. 6-7 Figs. 3-6; Sec. 5.1 p. 8 Table 1.
standard_attack,50,zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,2025,arXiv,attack,Attack; Benchmark; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2510.11246,papers/attacks/arxiv/2025_zhu_collaborative_shadows.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_major_patch. Keep attack-primary but label preliminary; separate ASR from benign accuracy/accidental triggers; avoid broad impossibility claim about local scanning; code confidentiality only for relevant payloads.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_major_patch,ArXiv v1 Sec. 3 pp. 4-6 Fig. 2; Sec. 4.2 p. 7 and App. B pp. 15-17; Sec. 4.3 pp. 7-9 Table 1/Figs. 3-4; Sec. 5.1 p. 9 Fig. 5.
standard_attack,51,liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,2025,arXiv,attack,Attack; Defense; Benchmark; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2512.04129,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_major_patch. Keep attack-primary and core scope; label preprint; distinguish reconstruction F1, ASR, application 17/20, and blocking rate; qualify “real-world”; split topology inference from authority impact.",assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_major_patch,ArXiv v2 Sec. V pp. 5-10 Fig. 3; Sec. VII-D pp. 12-14 Table III; Sec. VII-E p. 15 Table VII; Sec. VII-F pp. 15-16 Tables VIII-X.
standard_attack,52,weckbecker2026_thought_virus,Thought Virus: Viral Misalignment via Subliminal Prompting in Multi-Agent Systems,2026,arXiv,attack,Attack; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2603.00131,papers/attacks/arxiv/2026_weckbecker_thought_virus.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=attack; outcome=ready_after_major_patch. Downgrade scope to security_relevant; do not translate fold increase into ASR; qualify “misalignment” and monitoring claims; retain as an emerging observer/propagation perspective rather than headline evidence.,assistant_source_reviewed_pending_author_signoff,security_relevant,attack,ready_after_major_patch,ArXiv v1 Abstract p. 1; Sec. 3 pp. 4-5 Figs. 2-3; Sec. 4 pp. 5-8 Tables 1-2; discussion pp. 8-9.
standard_attack,53,lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,2025,arXiv,attack,Attack; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2507.06850,papers/attacks/arxiv/2025_lupinacci_dark_side.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=attack; outcome=ready_after_major_patch. Downgrade paper scope to security_relevant; separate MAS condition from single-agent comparators; state 100% as 18/18 tested model backbones; do not generalize to universal compromise.,assistant_source_reviewed_pending_author_signoff,security_relevant,attack,ready_after_major_patch,ArXiv v6 Abstract p. 1; attack-surface and inter-agent sections pp. 5-6; evaluation pp. 5-6.
standard_attack,54,sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,2026,arXiv,attack,Attack; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2605.08268,papers/attacks/arxiv/2026_sun_insider_attacks.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_major_patch. Keep core attack claim but mark preliminary; do not compare with BFT fault thresholds; separate agreement rate from episode duration; avoid category-level conclusion based on this paper.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_major_patch,ArXiv v1 Abstract p. 1; problem formulation pp. 1-3; method pp. 2-4; experiment/results pp. 3-4.
standard_attack,55,ahad2026sif,Semantic Intent Fragmentation: A Single-Shot Compositional Attack on Multi-Agent AI Pipelines,2026,AAAI Symposium Series,attack,Attack; Defense; Evaluation; Theoretical analysis; Empirical study,core_security,https://ojs.aaai.org/index.php/AAAI-SS/article/view/42936,papers/attacks/aaai_symposium/2026_ahad_semantic_intent_fragmentation.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=attack; outcome=ready_after_major_patch. Downgrade scope to security_relevant/boundary; clarify 10/14 denominator; qualify “all detected/no false positives”; do not count classifier families as agents; author signoff publisher metadata.,assistant_source_reviewed_pending_author_signoff,security_relevant,attack,ready_after_major_patch,Published/arXiv Abstract p. 1; threat/model sections; evaluation result reporting 10/14; publisher metadata for Vol. 9 No. 1 pp. 229–237.
standard_attack,56,cai2026grmp,Graph Representation-Based Model Poisoning on the Heterogeneous Internet of Agents,2026,IWCMC,attack,Attack; Evaluation; Empirical study,core_security,https://doi.org/10.1109/IWCMC69287.2026.11579822,papers/attacks/iwcmc/2026_cai_graph_poisoning.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=adjacent; category=attack; outcome=ready_after_major_patch. Correct author order; move from core_security to adjacent; exclude from core runtime attack counts; retain as foundational/adjacent aggregation-integrity evidence.,assistant_source_reviewed_pending_author_signoff,adjacent,attack,ready_after_major_patch,ArXiv v3 Abstract p. 1 and method/evaluation sections; IEEE DOI metadata pp. 956–961 and formal author list.
standard_attack,57,huang2026mcpthreatmodel,Model Context Protocol Threat Modeling and Analysis of Vulnerabilities to Prompt Injection with Tool Poisoning,2026,Journal of Cybersecurity and Privacy,attack,Attack; Defense; Evaluation; Threat modeling; Empirical study,core_security,https://www.mdpi.com/2624-800X/6/3/84,papers/attacks/journals_jcp/2026_huang_mcp_threat_modeling.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=adjacent; category=evaluation; outcome=ready_after_major_patch. Move from core_security to adjacent; reclassify primary from attack to evaluation/threat modeling; do not count seven clients as agents; do not include in core MAS attack denominator.,assistant_source_reviewed_pending_author_signoff,adjacent,evaluation,ready_after_major_patch,Published HTML Sec. 3 Fig. 1/Tables 1-6; Secs. 4-6 evaluation tables; publisher metadata Vol. 6 Issue 3 Article 84.
standard_attack,58,xiao2026sgoatmas,You Don't Have to Be the One Doing Evil! Locate a Scapegoat within Multi-Agent Systems for Executing Covert Attacks,2026,FedKDD/FedMAS Workshop,attack,Attack; Evaluation; Empirical study,core_security,https://openreview.net/forum?id=CIRI47rmLQ,papers/attacks/fedkdd_workshop/2026_xiao_sgoatmas.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Mark workshop evidence tier; keep attack-primary; separate system accuracy, detection, and scapegoat metrics; do not claim general covert/undetectable attack; deduplicate earlier submission.",assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,Workshop PDF Sec. 4 pp. 4-6 Fig. 1; Sec. 5 pp. 7-9 Tables 1-2.
standard_attack,59,han2025alignment_tipping,Alignment Tipping Process: How Self-Evolution Pushes LLM Agents Off the Rails,2025,arXiv,attack,Attack; Evaluation; Empirical study,security_relevant,https://arxiv.org/abs/2510.04860,papers/attacks/arxiv/2025_han_alignment_tipping.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=evaluation; outcome=ready_after_major_patch. Reclassify primary from attack to evaluation/failure study; retain security_relevant scope; split MAS diffusion from single-agent exploration; exclude from attack counts and use cautious “emerging evidence” language.,assistant_source_reviewed_pending_author_signoff,security_relevant,evaluation,ready_after_major_patch,ArXiv v2 Abstract p. 1; Sec. 2 pp. 3-4 Fig. 2; Sec. 3 pp. 6-7 Figs. 4-5.
standard_attack,60,long2025funcpoison,FuncPoison: Poisoning Function Library to Hijack Multi-agent Autonomous Driving Systems,2025,arXiv,attack,Attack; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2509.24408,papers/attacks/arxiv/2025_long_funcpoison.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_major_patch. Keep attack-primary; require ASR threshold in every numeric claim; separate tool-state integrity and trajectory impact; avoid real-world safety extrapolation.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_major_patch,ArXiv v2 Abstract/Sec. 1 pp. 1-2 Fig. 1; method pp. 2-4 Figs. 2-3; Sec. 5 pp. 6-8 Table 2/Figs. 5-6.
standard_attack,61,naik2026omni_leak,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,2026,arXiv,attack,Attack; Benchmark; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2602.13477,papers/attacks/arxiv/2026_naik_omni_leak.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=attack; outcome=ready_after_minor_patch. Keep attack-primary/core; label preprint; preserve exact success predicate; clarify agent count and seven-author list; do not generalize to all orchestrator MAS.,assistant_source_reviewed_pending_author_signoff,core_security,attack,ready_after_minor_patch,ArXiv v2 Abstract p. 1; Sec. 4.1 pp. 3-4 Figs. 2-3; Sec. 4.2 p. 4 Fig. 4; Sec. 5 pp. 4-7 Tables 1-5.
standard_attack,62,zhou2026shield_target,From Shield to Target: Denial-of-Service Attacks on LLM-Based Agent Guardrails,2026,arXiv,attack,Attack; Evaluation; Empirical study,security_relevant,https://arxiv.org/abs/2606.14517,papers/attacks/arxiv/2026_zhou_guardrail_dos.md,pending_human_review,candidate_from_primary_category,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=attack; outcome=ready_after_major_patch. Retain security_relevant rather than core; isolate MAS-specific starvation claim; separate token/latency ratios from ASR; do not label primitive unique to MAS.,assistant_source_reviewed_pending_author_signoff,security_relevant,attack,ready_after_major_patch,ArXiv v2 Abstract p. 1; Secs. 3-5 pp. 4-7 Fig. 1; Sec. 7.2 pp. 11-12 Table 10; conclusion p. 16.
cross_category,63,rosser2025agentbreeder,AgentBreeder: Mitigating the AI Safety Risks of Multi-Agent Scaffolds via Self-Improvement,2025,NeurIPS,defense,Defense; Attack; Evaluation; Empirical study,security_relevant,https://proceedings.neurips.cc/paper_files/paper/2025/hash/dc2ccde7ee43e5719e08c68e848bd65a-Abstract-Conference.html,papers/defenses/neurips/2025_rosser_agentbreeder.md,pending_minimum_review,candidate_from_secondary_role,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=security_relevant; category=defense; outcome=ready_after_major_patch. Use the NeurIPS title and spotlight venue; merge the earlier arXiv title; recategorize from mixed defense/attack to defense/evaluation primary; do not treat the 79.4% safety uplift as attack robustness or a guarantee.,assistant_source_reviewed_pending_author_signoff,security_relevant,defense,ready_after_major_patch,NeurIPS official program abstract for publication identity and 79.4% result; conference paper Secs. 4–5 and result figures/tables for blue/red modes and reward hacking. Exact PDF locators remain for author signoff.
cross_category,64,mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,2025,arXiv,defense,Defense; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2503.04392,papers/defenses/arxiv/2025_mao_agentsafe.md,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=defense; outcome=ready_after_minor_patch. Keep as defense-primary; record v2/preprint status; do not call it the first systematic memory defense without qualification; make policy-label and identity assumptions explicit; do not generalize the >80% figure.,assistant_source_reviewed_pending_author_signoff,core_security,defense,ready_after_minor_patch,arXiv abstract for two-component design and >80% headline; paper Sec. 3 framework and Sec. 4 experiments. Exact table/page locators require author signoff against v2 PDF.
cross_category,65,ebrahimi2025credibility,An Adversary-Resistant Multi-Agent LLM System via Credibility Scoring,2025,IJCNLP-AACL,defense,Defense; Evaluation; Empirical study,core_security,https://aclanthology.org/2025.ijcnlp-long.90/,papers/defenses/ijcnlp_aacl/2025_ebrahimi_credibility_scoring.md,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review only. Recommended scope=core_security; category=defense; outcome=ready_after_minor_patch. Make defense the primary category; encode stable identity and trusted scoring as assumptions; do not compare the adversary-majority task result to f/n Byzantine thresholds or call it a consensus guarantee.,assistant_source_reviewed_pending_author_signoff,core_security,defense,ready_after_minor_patch,"ACL Anthology metadata and abstract; published PDF Secs. 2–4 for scoring, Sec. 5/results tables for adversarial ratios. Exact table locators require author signoff."
cross_category,66,tailor2025auditwhisper,Audit the Whisper: Detecting Steganographic Collusion in Multi-Agent LLMs,2025,arXiv,defense,Defense; Benchmark; Evaluation; Theoretical analysis,security_relevant,https://arxiv.org/abs/2510.04303,papers/defenses/arxiv/2025_tailor_audit_whisper.md,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review only. Recommended scope=core_security; category=defense; outcome=ready_after_minor_patch. Keep as defense/benchmark primary, not attack; record preprint status; code attack instances as secondary evidence; do not claim covert collusion is generally detectable or that finite-sample guarantees cover arbitrary channels.",assistant_source_reviewed_pending_author_signoff,core_security,defense,ready_after_minor_patch,"arXiv abstract for contributions, 10^-3 FPR, 10k honest runs, and external-suite evaluation; paper Secs. 5–6 and results/limitations for benchmark and detectors. Exact pages/tables require author signoff."
