priority,paper_id,title,year,venue,primary_category,paper_type,scope_relation,primary_url,note_path,review_focus,minimum_review_status,attack_evidence_status,attack_role,attack_instance_coding_required,reviewer,review_date,adjudication_note,assistant_review_status,recommended_scope,recommended_category,review_outcome,evidence_locators
95,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Empirical study,core_security,https://arxiv.org/abs/2604.24477,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=core_security; category=benchmark; outcome=ready_after_major_patch. Primary category must be benchmark/evaluation, not defense. Separate detection quality from recovered task utility and token cost. Record exact graph sizes and denominators before quantitative synthesis.",assistant_source_reviewed_pending_author_signoff,core_security,benchmark,ready_after_major_patch,arXiv abstract; architecture Figure 2; training-data-generation and defense-benchmarking sections; main result tables
96,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Attack; Defense; Empirical study,core_security,https://arxiv.org/abs/2605.27489,papers/evaluations/arxiv/2026_rahman_harp.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=core_security; category=benchmark; outcome=ready_after_major_patch. Primary category benchmark/evaluation. Keep ASR, malicious impact, global harm, and amplification separate. Do not compare HARP's ratio with population infection metrics. State seven specialists precisely rather than generic 'seven-agent workflow' if router/gate counting matters.",assistant_source_reviewed_pending_author_signoff,core_security,benchmark,ready_after_major_patch,arXiv abstract and lines 104-124 of HTML; methodology sections 3.1-3.2; Tables 1 and 3-5; trace and metric definitions
97,olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,2026,AAAI,evaluation,Benchmark; Evaluation; Empirical study,security_relevant,https://ojs.aaai.org/index.php/AAAI/article/view/41116,papers/evaluations/aaai/2026_olson_liecraft.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=security_relevant; category=benchmark; outcome=ready_after_minor_patch. Primary category benchmark/evaluation, not attack. Separate propensity to defect, skill at deception, and peer detection. Do not describe induced game behavior as spontaneous collusion.",assistant_source_reviewed_pending_author_signoff,security_relevant,benchmark,ready_after_minor_patch,"AAAI published paper, framework and evaluation sections, scenario table, main results tables, pp. 37802-37809"
98,jia2026masfire,MAS-FIRE: Fault Injection and Reliability Evaluation for LLM-Based Multi-Agent Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Empirical study,adjacent,https://arxiv.org/abs/2602.19843,papers/evaluations/arxiv/2026_jia_mas_fire.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=adjacent; category=benchmark; outcome=ready_after_major_patch. Change scope from security attack to adjacent reliability benchmark. Do not label all fault injection as malicious. Separate propagation, masking, and recovery metrics from final task success.",assistant_source_reviewed_pending_author_signoff,adjacent,benchmark,ready_after_major_patch,arXiv abstract; framework and fault-library sections; main propagation/recovery tables; exact pages require signoff
99,gonzalez2026multimodalsafety,Multimodal Safety Evaluation in Generative Agent Social Simulations,2026,ACL,evaluation,Benchmark; Evaluation; Empirical study,adjacent,https://aclanthology.org/2026.acl-long.1915/,papers/evaluations/acl/2026_gonzalez_multimodal_safety.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review; author signoff required. Recommended scope=adjacent; category=benchmark; outcome=ready_after_minor_patch. Primary category benchmark/evaluation. Keep plan correction and action acceptance denominators separate. Do not use as evidence of adversarial MAS attacks.,assistant_source_reviewed_pending_author_signoff,adjacent,benchmark,ready_after_minor_patch,"ACL paper Abstract, sections 3-4, Figure 1, main results tables, pp. 41295-41310"
100,dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,2026,Findings of EACL,evaluation,Benchmark; Evaluation; Attack; Empirical study,core_security,https://aclanthology.org/2026.findings-eacl.237/,papers/evaluations/findings_eacl/2026_dong_pear.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,candidate_from_secondary_role,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review; author signoff required. Recommended scope=core_security; category=benchmark; outcome=ready_after_minor_patch. Primary category benchmark/evaluation. State one planner plus one executor. Do not call role position a graph topology result. Keep withdrawn arXiv out of canonical counts.,assistant_source_reviewed_pending_author_signoff,core_security,benchmark,ready_after_minor_patch,"Findings EACL Abstract, sections 3-4, Figure 1, main tables, pp. 4547-4567"
101,jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,2026,ACL System Demonstrations,evaluation,Benchmark; Evaluation; System demonstration; Empirical study,security_relevant,https://aclanthology.org/2026.acl-demo.17/,papers/evaluations/acl_demo/2026_jiang_risklab.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=security_relevant; category=system_demo; outcome=ready_after_minor_patch. Primary category system demonstration/evaluation, not attack. Do not aggregate four probe families into one risk metric. Keep security-relevant scope rather than blanket core security.",assistant_source_reviewed_pending_author_signoff,security_relevant,system_demo,ready_after_minor_patch,"ACL demo Abstract, sections 2-4, Figure 1, pp. 167-177"
102,kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,2026,ACL,evaluation,Benchmark; Evaluation; Empirical study,security_relevant,https://aclanthology.org/2026.acl-long.1442/,papers/evaluations/acl/2026_kavathekar_tamas.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=core_security; category=benchmark; outcome=ready_after_minor_patch. Primary category benchmark/evaluation. Change scope to core security. Preserve separate ASR, TSR, and ERS definitions. Do not infer population propagation from task-level ASR.",assistant_source_reviewed_pending_author_signoff,core_security,benchmark,ready_after_minor_patch,"ACL Abstract, section 5/5.1, Table 3 and results tables, pp. 31238-31268"
103,liu2026valueflow,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,2026,arXiv,evaluation,Benchmark; Evaluation; Empirical study,security_relevant,https://arxiv.org/abs/2602.08567,papers/evaluations/arxiv/2026_liu_valueflow.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=security_relevant; category=evaluation; outcome=ready_after_minor_patch. Primary category evaluation/benchmark, not attack. Keep agent susceptibility and system susceptibility separate. Scope should remain security-relevant rather than core attack evidence.",assistant_source_reviewed_pending_author_signoff,security_relevant,evaluation,ready_after_minor_patch,"arXiv Abstract, sections 2-5, Table 1, Figures 2 and 4-7"
104,allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,2025,arXiv,general,Theoretical analysis; Position paper,core_security,https://arxiv.org/abs/2510.14133,papers/general/arxiv/2025_allegrini_formalizing_properties.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review; author signoff required. Recommended scope=security_relevant; category=theoretical_framework; outcome=ready_after_major_patch. Change primary category from generic general/core-security to theoretical framework with security-relevant scope. Record 31 formal properties precisely. Do not treat formal expressiveness as empirical attack or defense coverage.,assistant_source_reviewed_pending_author_signoff,security_relevant,theoretical_framework,ready_after_major_patch,"arXiv Abstract; formal model and property sections, pp. 3-8 in the corpus note; property definitions and architecture figure"
105,bellay2025safesystems,Safe Systems with Unsafe Agents,2025,AAMAS Blue Sky,general,Position paper; Theoretical analysis,adjacent,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2849.pdf,papers/general/aamas/2025_bellay_safe_systems.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review; author signoff required. Recommended scope=adjacent; category=position_paper; outcome=ready_after_minor_patch. Use full canonical title with ': Challenges and Opportunities'. Preserve adjacent status. Never count it as evaluated defense coverage.,assistant_source_reviewed_pending_author_signoff,adjacent,position_paper,ready_after_minor_patch,"AAMAS official proceedings, Blue Sky section, pp. 2849-2853; main thesis throughout"
106,hu2025responsibility,Stop Reducing Responsibility in LLM-Powered Multi-Agent Systems to Local Alignment,2025,arXiv,general,Position paper; Theoretical analysis,security_relevant,https://arxiv.org/abs/2510.14008,papers/general/arxiv/2025_hu_responsibility.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=security_relevant; category=position_paper; outcome=ready_after_minor_patch. Keep as general/position related work, not attack or defense evidence. Do not cite as empirical proof of collective drift prevalence.",assistant_source_reviewed_pending_author_signoff,security_relevant,position_paper,ready_after_minor_patch,"arXiv Abstract; framework sections on agreement, uncertainty, security, and governance"
107,anbiaee2026protocols,Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP A2A Agora and ANP,2026,arXiv,general,Survey; Theoretical analysis,core_security,https://arxiv.org/abs/2602.11327,papers/general/arxiv/2026_anbiaee_protocol_threat_modeling.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=security_relevant; category=threat_modeling_study; outcome=ready_after_major_patch. Primary category is threat modeling/comparative study, not attack. Downgrade blanket core-MAS scope to security-relevant mixed scope. Add the measurement-driven MCP case study omitted from the current note.",assistant_source_reviewed_pending_author_signoff,security_relevant,threat_modeling_study,ready_after_major_patch,arXiv Abstract; protocol architecture and comparison sections; twelve-risk tables; MCP measurement case study
108,yu2025trustworthyagents,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,2025,KDD,survey,Survey,security_relevant,https://doi.org/10.1145/3711896.3736561,papers/surveys/kdd/2025_yu_trustworthy_agents.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=security_relevant; category=survey; outcome=ready_after_major_patch. Correct author spelling from Linsey Pan to Linsey Pang. Keep survey as related work, not primary attack evidence. Do not count all cited papers as MAS security corpus.",assistant_source_reviewed_pending_author_signoff,security_relevant,survey,ready_after_major_patch,Published KDD paper taxonomy/framework sections and taxonomy figure; pp. 6216-6226
109,deng2025agentsunderthreat,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,2025,ACM Computing Surveys,survey,Survey,security_relevant,https://doi.org/10.1145/3716628,papers/surveys/journals_acm_csur/2025_deng_agents_under_threat.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review; author signoff required. Recommended scope=security_relevant; category=survey; outcome=ready_after_minor_patch. Keep as general agent-security survey. Do not describe it as MAS-primary or use it as sole evidence for an attack. Add volume/issue/article metadata.,assistant_source_reviewed_pending_author_signoff,security_relevant,survey,ready_after_minor_patch,"ACM CSUR abstract and taxonomy sections, 36-page article"
110,schroederdewitt2025openchallenges,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,2025,arXiv,survey,Survey; Position paper,security_relevant,https://arxiv.org/abs/2505.02077,papers/surveys/arxiv/2025_schroeder_de_witt_open_challenges.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=core_security; category=survey_position; outcome=ready_after_major_patch. Replace 'Christian Schroeder de Witt et al.' in canonical metadata with the full 24-author list. Upgrade scope to core multi-agent security. Explicitly label as anticipatory agenda, not empirical prevalence evidence.",assistant_source_reviewed_pending_author_signoff,core_security,survey_position,ready_after_major_patch,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout"
111,he2025emergedsecurity,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,2025,ACM Computing Surveys,survey,Survey; Empirical study,security_relevant,https://doi.org/10.1145/3773080,papers/surveys/journals_acm_csur/2025_he_emerged_security.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review; author signoff required. Recommended scope=security_relevant; category=survey; outcome=ready_after_minor_patch. Add final volume/issue/article metadata. Keep MAS as partial. Do not use survey case studies as primary evidence for attack efficacy or prevalence.,assistant_source_reviewed_pending_author_signoff,security_relevant,survey,ready_after_minor_patch,"Published ACM CSUR Abstract, taxonomy, case-study, defense, and future-work sections"
112,ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,2026,npj Artificial Intelligence,survey,Survey; Position paper,security_relevant,https://doi.org/10.1038/s44387-026-00128-9,papers/surveys/journals_npj_ai/2026_ko_seven_challenges.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review; author signoff required. Recommended scope=core_security; category=perspective; outcome=ready_after_major_patch. Upgrade scope from merely security-relevant to core MAS security. Label Perspective and unedited early-access status. Do not count plausible attacks as empirical evidence.,assistant_source_reviewed_pending_author_signoff,core_security,perspective,ready_after_major_patch,Nature Perspective Abstract and seven challenge sections; published article metadata
113,kim2026agenticai,SoK: Attack and Defense Landscape of Agentic AI Systems,2026,USENIX Security,survey,SoK; Survey,security_relevant,https://www.usenix.org/conference/usenixsecurity26/presentation/kim-juhee-agentic,papers/surveys/usenix_security/2026_kim_agentic_ai_sok.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,"Assistant source review; author signoff required. Recommended scope=security_relevant; category=sok; outcome=ready_after_minor_patch. Do not describe Kim as simply single-agent; it includes MAS partially. Position the gap as different unit of analysis, not absence. Keep exact USENIX status and avoid invented MAS percentage unless measured.",assistant_source_reviewed_pending_author_signoff,security_relevant,sok,ready_after_minor_patch,USENIX official page and prepublication PDF; overview/system-model/attack/defense sections
114,raza2026trism,TRiSM for Agentic AI: A Review of Trust Risk and Security Management in LLM-based Agentic Multi-Agent Systems,2026,AI Open,survey,Survey; Position paper,security_relevant,https://doi.org/10.1016/j.aiopen.2026.02.006,papers/surveys/journals_ai_open/2026_raza_trism.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,GPT-5.6 Pro assistant source audit,2026-08-06,Assistant source review; author signoff required. Recommended scope=security_relevant; category=review; outcome=ready_after_minor_patch. Use final AI Open metadata and merge arXiv. Keep security-relevant rather than pure technical security. Do not treat CSS/TUE as standardized empirical security metrics.,assistant_source_reviewed_pending_author_signoff,security_relevant,review,ready_after_minor_patch,"AI Open Abstract and framework/metrics sections, pp. 71-95"
