work_key,title,evidence_set,dominant_contribution,venue,venue_folder,paper_path
doi:10.63412/8vgf0b98,Consensus-Driven Metacognition in Multi-Agent Systems: A Logic-Based Byzantine Fault-Tolerant Protocol,set1_core,defense,International Journal of Global Innovations and Solutions,journals_international_journal_of_global_innovations_and_solutions,papers/defenses/journals_international_journal_of_global_innovations_and_solutions/2026_consensus_driven_metacognition_in_multi_agent_systems_a_logic_based_byza.md
doi:10.63278/jicrcr.vi.3596,Privacy-Preserving LLM Infrastructure With Multi-Agent Orchestration And RAG-Driven Retrieval,set1_core,defense,Journal of International Crisis and Risk Communication Research,journals_journal_of_international_crisis_and_risk_communication_resea,papers/defenses/journals_journal_of_international_crisis_and_risk_communication_resea/2026_privacy_preserving_llm_infrastructure_with_multi_agent_orchestration_and.md
doi:10.1145/3770854.3780202,Robust LLM-based Multi-Agent System with Action Negotiation and Sharing Redundancy Enhancement,set1_core,defense,Knowledge Discovery and Data Mining,kdd,papers/defenses/kdd/2026_robust_llm_based_multi_agent_system_with_action_negotiation_and_sharing.md
arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,set2_emerging,defense,LLMSEC 2025 Workshop,llmsec_workshop,papers/defenses/llmsec_workshop/2025_li_1_2_3_check_enhancing_contextual_privacy_in_llm.md
zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,set1_core,defense,NeurIPS,neurips,papers/defenses/neurips/2025_zhou_guardian.md
arxiv:5154.37952,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,set1_core,defense,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,proceedings_of_the_2025_6th_international_conference_on_computer_scien,papers/defenses/proceedings_of_the_2025_6th_international_conference_on_computer_scien/2025_securegov_agent_a_governance_centric_multi_agent_framework_for_privacy_p.md
doi:10.2139/ssrn.7127218,"Nexus Protocol: A Cryptographically Secure, Zero-Latency Semantic Routing Engine for Multi-Agent Systems",set2_emerging,defense,SSRN Electronic Journal,ssrn,papers/defenses/ssrn/2026_nexus_protocol_a_cryptographically_secure_zero_latency_semantic_routing.md
feng2026sentinelnet,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,set1_core,defense,The Web Conference,www,papers/defenses/www/2026_feng_sentinelnet.md
doi:10.5281/zenodo.19244877,Memetic Cascade Detection and Symbolic Immunity in Multi-Agent LLM Systems,set2_emerging,defense,Zenodo (CERN European Organization for Nuclear Research),zenodo,papers/defenses/zenodo/2026_memetic_cascade_detection_and_symbolic_immunity_in_multi_agent_llm_syste.md
doi:10.5281/zenodo.19628588,Pratyahara: A Neural Tissue Defense Model for Detecting Compromised Agents in Multi-Agent Networks,set2_emerging,defense,Zenodo (CERN European Organization for Nuclear Research),zenodo,papers/defenses/zenodo/2026_pratyahara_a_neural_tissue_defense_model_for_detecting_compromised_agent.md
doi:10.5281/zenodo.20834834,Semantic Taint Propagation: Embedding-Based Semantic Flow Monitoring for Multi-Agent Large Language Model Systems,set2_emerging,defense,Zenodo (CERN European Organization for Nuclear Research),zenodo,papers/defenses/zenodo/2026_semantic_taint_propagation_embedding_based_semantic_flow_monitoring_for.md
olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,set1_core,evaluation,AAAI,aaai,papers/evaluations/aaai/2026_olson_liecraft.md
milkowski2026amongus,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,set1_core,evaluation,AAMAS,aamas,papers/evaluations/aamas/2026_milkowski_among_us.md
arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,set2_emerging,evaluation,AAMAS Strategic Engineering Workshop,aamas_workshop,papers/evaluations/aamas_workshop/2026_arora_safeagents.md
an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,set1_core,evaluation,ACL,acl,papers/evaluations/acl/2026_an_aciarena.md
kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,set1_core,evaluation,ACL,acl,papers/evaluations/acl/2026_kavathekar_tamas.md
jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,set1_core,evaluation,ACL System Demonstrations,acl_system_demonstrations,papers/evaluations/acl_system_demonstrations/2026_jiang_risklab.md
supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,ATAG: AI-Agent Application Threat Assessment with Attack Graphs,set1_core,evaluation,ACM AsiaCCS 2026,acm_asiaccs,papers/evaluations/acm_asiaccs/2026_gandhi_atag_ai_agent_application_threat_assessment_with.md
arxiv:2504.07461,Achilles Heel of Distributed Multi-Agent Systems,set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2025_achilles_heel_of_distributed_multi_agent_systems.md
arxiv:2605.14271,Auditing Agent Harness Safety,set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2026_auditing_agent_harness_safety.md
zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,set2_emerging,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2026_zhao_macbench.md
zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,set2_emerging,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2026_zou_calbench.md
nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,set2_emerging,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2026_nakamura_colosseum.md
arxiv:2604.01151,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2026_detecting_multi_agent_collusion_through_multi_agent_interpretability.md
lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,set2_emerging,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2026_le_mercier_gambit.md
mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,set2_emerging,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md
rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,set2_emerging,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2026_rahman_harp.md
chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,set2_emerging,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2025_chen_medsentry.md
arxiv:2603.29846,SNEAK: Evaluating Strategic Communication and Information Leakage in Large Language Models,set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2026_sneak_evaluating_strategic_communication_and_information_leakage_in_larg.md
arxiv:2606.15008,Security Engineering of OpenClaw: Analyzing Attack Surface Expansion and Trust-Boundary Violations,set2_emerging,evaluation,,arxiv,papers/evaluations/arxiv/2026_security_engineering_of_openclaw_analyzing_attack_surface_expansion_and.md
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2025_terrarium_revisiting_the_blackboard_for_multi_agent_safety_privacy_and_s.md
arxiv:2605.17480,The Capability Paradox: How Smarter Auditors Make Multi-Agent Systems Less Secure,set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2026_the_capability_paradox_how_smarter_auditors_make_multi_agent_systems_les.md
arxiv:2605.06812,Towards Security-Auditable LLM Agents: A Unified Graph Representation,set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2026_towards_security_auditable_llm_agents_a_unified_graph_representation.md
arxiv:2603.15408,TrinityGuard: A Unified Framework for Safeguarding Multi-Agent Systems,set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2026_trinityguard_a_unified_framework_for_safeguarding_multi_agent_systems.md
arxiv_2512_09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,set1_core,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2025_agarwal_wolf_werewolf_based_observations_for_llm_decepti.md
arxiv:2605.08460,When Child Inherits: Modeling and Exploiting Subagent Spawn in Multi-Agent Networks,set2_emerging,evaluation,arXiv.org,arxiv,papers/evaluations/arxiv/2026_when_child_inherits_modeling_and_exploiting_subagent_spawn_in_multi_agen.md
xie2025_whos_the_mole,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,set1_core,evaluation,arXiv,arxiv,papers/evaluations/arxiv/2025_xie_whos_the_mole.md
doi:10.1109/bigdata66926.2025.11401523,Quantifying Privacy Leakage in Multi-Agent LLMs: A Unified Theoretical and Empirical Analysis,set1_core,evaluation,BigData Congress [Services Society],bigdata_congress,papers/evaluations/bigdata_congress/2025_quantifying_privacy_leakage_in_multi_agent_llms_a_unified_theoretical_an.md
nother2026badacts,Benchmarking the Robustness of Agentic Systems to Adversarially-Induced Harmful Behaviors,set1_core,evaluation,COLM,colm,papers/evaluations/colm/2026_nother_bad_acts.md
supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,set1_core,evaluation,EACL 2026 Industry Track,eacl_industry,papers/evaluations/eacl_industry/2026_kulshreshtha_the_subtle_art_of_defection_understanding_uncoop.md
yu2025netsafe,NetSafe: Exploring the Topological Safety of Multi-agent System,set1_core,evaluation,Findings of ACL,findings_acl,papers/evaluations/findings_acl/2025_yu_netsafe.md
liu2026topology_memory,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,set1_core,evaluation,Findings of ACL,findings_acl,papers/evaluations/findings_acl/2026_liu_topology_memory_leakage.md
dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,set1_core,evaluation,Findings of EACL,findings_eacl,papers/evaluations/findings_eacl/2026_dong_pear.md
li2026a2asecbench,A2ASecBench: A Protocol-Aware Security Benchmark for Agent-to-Agent Multi-Agent Systems,set1_core,evaluation,ICLR,iclr,papers/evaluations/iclr/2026_li_a2asecbench.md
mathew2025hidden,Hidden in Plain Text: Emergence and Mitigation of Steganographic Collusion in LLMs,set1_core,evaluation,IJCNLP-AACL,ijcnlp_aacl,papers/evaluations/ijcnlp_aacl/2025_mathew_hidden_plain_text.md
doi:10.1109/ijcnn60899.2024.10650172,CRDA: Content Risk Drift Assessment of Large Language Models through Adversarial Multi-Agent Interaction,set1_core,evaluation,IEEE International Joint Conference on Neural Network,ijcnn,papers/evaluations/ijcnn/2024_crda_content_risk_drift_assessment_of_large_language_models_through_adve.md
doi:10.1109/trustcom66490.2025.00226,Security of LLM Agents: A Case Study Approach,set1_core,evaluation,"International Conference on Trust, Security and Privacy in Computing and Communications",international_conference_on_trust_security_and_privacy_in_computing_an,papers/evaluations/international_conference_on_trust_security_and_privacy_in_computing_an/2025_security_of_llm_agents_a_case_study_approach.md
elyagoubi2026agentleak,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,set1_core,evaluation,IEEE Access,journals_ieee_access,papers/evaluations/journals_ieee_access/2026_el_yagoubi_agentleak.md
doi:10.1016/j.neunet.2026.109280,Collaborative-adversarial jailbreaking: A propagation-aware attack framework for multi-agent code generation systems.,set1_core,evaluation,Neural Networks,neural_networks,papers/evaluations/neural_networks/2026_collaborative_adversarial_jailbreaking_a_propagation_aware_attack_framew.md
supp_cooperation_competition_and_maliciousness_llm_stakeholders_interactive_negotiati,"Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",set1_core,evaluation,NeurIPS 2024,neurips,papers/evaluations/neurips/2024_abdelnabi_cooperation_competition_and_maliciousness_llm_st.md
juneja2025magpie,MAGPIE: A Benchmark for Multi-Agent Contextual Privacy Evaluation,set1_core,evaluation,NeurIPS Responsible Foundation Models Workshop,neurips_workshop,papers/evaluations/neurips_workshop/2025_juneja_magpie.md
doi:10.5281/zenodo.18902320,Algorithmic Cowardice: Cognitive Dissonance and Moral Conformity in Multi-Agent LLM Interactions,set2_emerging,evaluation,Zenodo,zenodo,papers/evaluations/zenodo/2026_yankeloviz_algorithmic_cowardice.md
doi:10.5281/zenodo.20032071,LLM Drift Experiment: A Framework for Quantifying Behavioral Decay in Adversarial Multi-Agent Simulations,set2_emerging,evaluation,Zenodo (CERN European Organization for Nuclear Research),zenodo,papers/evaluations/zenodo/2026_llm_drift_experiment_a_framework_for_quantifying_behavioral_decay_in_adv.md
arxiv:2511.08710,Convergence dynamics of Agent-to-Agent Interactions with Misaligned objectives,set2_emerging,general,arXiv.org,arxiv,papers/general/arxiv/2025_convergence_dynamics_of_agent_to_agent_interactions_with_misaligned_obje.md
arxiv:2606.17368,"Distributed General-Purpose Agent Networks: Architecture, Key Mechanisms, and Prototypes",set2_emerging,general,,arxiv,papers/general/arxiv/2026_distributed_general_purpose_agent_networks_architecture_key_mechanisms_a.md
allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,set2_emerging,general,arXiv,arxiv,papers/general/arxiv/2025_allegrini_formalizing_properties.md
arxiv:2604.17774,Prompt Optimization Enables Stable Algorithmic Collusion in LLM Agents,set2_emerging,general,arXiv.org,arxiv,papers/general/arxiv/2026_prompt_optimization_enables_stable_algorithmic_collusion_in_llm_agents.md
arxiv:2606.12709,"Smarter Saboteurs, Better Fixers: Scaling&Security in Linear Multi-Agent Workflows",set2_emerging,general,,arxiv,papers/general/arxiv/2026_smarter_saboteurs_better_fixers_scaling_security_in_linear_multi_agent_w.md
arxiv:2604.27132,TRUST: A Framework for Decentralized AI Service v.0.1,set2_emerging,general,arXiv.org,arxiv,papers/general/arxiv/2026_trust_a_framework_for_decentralized_ai_service_v_0_1.md
arxiv:2509.11035,Free-MAD: Consensus-Free Multi-Agent Debate,set1_core,general,FINDINGS ACL,findings_acl,papers/general/findings_acl/2025_free_mad_consensus_free_multi_agent_debate.md
arxiv:2410.02506,Cut the Crap: An Economical Communication Pipeline for LLM-based Multi-Agent Systems,set1_core,general,International Conference on Learning Representations,iclr,papers/general/iclr/2024_cut_the_crap_an_economical_communication_pipeline_for_llm_based_multi_ag.md
arxiv:2410.11782,G-Designer: Architecting Multi-agent Communication Topologies via Graph Neural Networks,set1_core,general,International Conference on Machine Learning,icml,papers/general/icml/2024_g_designer_architecting_multi_agent_communication_topologies_via_graph_n.md
doi:10.1609/aaai.v40i35.40231,MPAS: Breaking Sequential Constraints of Multi-Agent Communication Topologies via Individual-Epistemic Message Propagation,set1_core,general,Open MIND,open_mind,papers/general/open_mind/2026_mpas_breaking_sequential_constraints_of_multi_agent_communication_topolo.md
naik2026omni_leak,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,set2_emerging,attack,arXiv,arxiv,papers/attacks/arxiv/2026_naik_omni_leak.md
raza2026trism,TRiSM for Agentic AI: A Review of Trust Risk and Security Management in LLM-based Agentic Multi-Agent Systems,set1_core,survey,AI Open,journals_ai_open,papers/surveys/journals_ai_open/2026_raza_trism.md
doi:10.59324/ejaset.2026.4(2).16,Orchestration and Verification of Agentic AI Systems: A Survey of Multi-Agent Collaboration and Safety,set1_core,survey,"European Journal of Applied Science, Engineering and Technology",journals_european_journal_of_applied_science_engineering_and_technolo,papers/surveys/journals_european_journal_of_applied_science_engineering_and_technolo/2026_orchestration_and_verification_of_agentic_ai_systems_a_survey_of_multi_a.md
doi:10.38124/ijisrt/26feb1090,Trustworthy Agentic AI: A Survey and Taxonomy of Secure Coordination and Hallucination Mitigation in Multi-Agent Large Language Model Systems,set1_core,survey,International Journal of Innovative Science and Research Technology,journals_international_journal_of_innovative_science_and_research_tec,papers/surveys/journals_international_journal_of_innovative_science_and_research_tec/2026_trustworthy_agentic_ai_a_survey_and_taxonomy_of_secure_coordination_and.md
doi:10.56726/irjmets98584,A Literature Survey on Privacy-Preserving Multi-Agent RAG Systems with an Intelligent Tag-Inference Routing System,set1_core,survey,International Research Journal of Modernization in Engineering Technology and Science,journals_international_research_journal_of_modernization_in_engineeri,papers/surveys/journals_international_research_journal_of_modernization_in_engineeri/2026_a_literature_survey_on_privacy_preserving_multi_agent_rag_systems_with_a.md
ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,set1_core,survey,npj Artificial Intelligence,journals_npj_artificial_intelligence,papers/surveys/journals_npj_artificial_intelligence/2026_ko_seven_challenges.md
doi:10.2139/ssrn.6734798,"Multi-Agent Orchestration: Coordination, Trust, and Cascading Failures",set2_emerging,survey,SSRN Electronic Journal,ssrn,papers/surveys/ssrn/2026_multi_agent_orchestration_coordination_trust_and_cascading_failures.md
doi:10.1609/aaai.v40i37.40380,Whispering Agents: A Event-Driven Covert Communication Protocol for the Internet of Agents,set1_core,attack,AAAI,aaai,papers/attacks/aaai/2026_huang_whispering_agents.md
arxiv:2606.28425,Tool Use Enables Undetectable Steganography in Multi-Agent LLM Systems,set2_emerging,attack,arXiv,arxiv,papers/attacks/arxiv/2026_rippin_tool_use_steganography.md
