work_key,title,evidence_set,dominant_contribution,venue,primary_url,interaction_interfaces,risk_or_property,interaction_dependence,paper_path,note_depth,system_studied,multi_agent_dependency,threat_actor,attacker_capabilities,main_contribution,attack_or_failure,defense_mechanism,evaluation,sok_relevance,source_review_status,current_scope_reason,current_membership_reason
juneja2025magpie,MAGPIE: A Benchmark for Multi-Agent Contextual Privacy Evaluation,set1_core,evaluation,NeurIPS Responsible Foundation Models Workshop,https://nips.cc/virtual/2025/workshop/127834,I4_delegation_action,R5_private_data_leakage,unclear,papers/evaluations/neurips_workshop/2025_juneja_magpie.md,detailed,Multiple role-specialized LLM agents collaborating on tasks containing information with context-dependent sharing constraints.,Privacy is violated when one role transmits information to another role lacking the appropriate contextual authorization.,The benchmark includes manipulation conditions but also measures unprompted over-sharing.,Adversarial manipulation can pressure agents to disclose protected information.,MAGPIE provides 200 tasks for measuring contextual privacy leakage in collaborating LLM agents. It evaluates model and manipulation effects using sensitive-item-level leakage rather than only inspecting final workflow output.,Agents over-share protected items or comply with manipulation during collaboration.,Not a primary defense contribution.,Role-specialized MAS using frontier language models.,Provides a per-item metric contract distinct from per-message or per-run leakage.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=7. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.1109/apsec66846.2025.00086,MAJD: Intent-Aware Multi-Agent Framework for Jailbreak Defense,set1_core,defense,Asia-Pacific Software Engineering Conference,,I1_boundary_admission;I4_delegation_action,unspecified,unclear,papers/defenses/apsec/2025_majd_intent_aware_multi_agent_framework_for_jailbreak_defense.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,set1_core,attack,COLM,https://openreview.net/forum?id=DAozI4etUp,I1_boundary_admission;I2_communication_routing;I4_delegation_action,R5_private_data_leakage,unclear,papers/attacks/colm/2025_triedman_malicious_code.md,detailed,Deployed and research multi-agent frameworks that route tasks and messages among specialized LLM agents.,The attack hijacks control flow and inter-agent communication to invoke an otherwise unreachable unsafe agent or functionality.,,,"The paper formalizes and demonstrates control-flow hijacking attacks that use untrusted content to redirect multi-agent execution toward unsafe agents and functions, including arbitrary malicious code execution.",,,"- Configuration: AutoGen, CrewAI, MetaGPT, and selected models and orchestrators in lab or container settings. - Topology: Framework-specific orchestrated specialist-agent workflows. - Baseline or ablation: Direct and indirect prompt-injection baselines and framework-level mitigations. - Metric: Trial-level attack success and successful unsafe or code invocation. - Unit: Attack trial and framework/model configuration. - Denominator: Trials for each framework, model, and attack scenario. - Result boundary: Setting-specific successes include high rates across several orchestrators and models. Every numeric claim must be copied from its exact table rather than summarized as universal arbitrary-code reliability.","- Included concepts: orchestration, control-flow hijacking, distributed authority, unsafe tool invocation. - Taxonomy implications: separates initial prompt injection from the resulting compositional authorization failure. - Supported research questions: how local content compromise crosses agent and tool trust boundaries. - Important limitations: exact exploitability depends on framework architecture and enabled functions.",source_reviewed_pending_author_signoff,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=53. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,set1_core,evaluation,Findings of EACL,https://aclanthology.org/2026.findings-eacl.237/,,,,papers/evaluations/findings_eacl/2026_dong_pear.md,detailed,Planner-executor agent systems in which one component produces plans and another executes them using memory and tools.,"Robustness depends on role-separated communication and whether an attack targets the planner, executor, or shared context.",Adversary injecting instructions into planner- or executor-facing context.,Role-specific prompt injection and memory influence.,PEAR evaluates utility and adversarial robustness in planner-executor systems under role-specific attacks and memory ablations. It shows that robustness depends on where the attack enters and how role state is shared.,Injected instructions corrupt plan formation or action execution.,No universal defense; memory and role design are analyzed as robustness factors.,Planner-executor configurations using multiple LLM backbones.,Demonstrates why a generic “malicious agent” label loses important attacker position.,,2026-08-18 source reconciliation established a material inter-agent security path: planner_executor_role_separation_and_role_specific_attacks_make_inter_agent_path_material.,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,set1_core,defense,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,I2_communication_routing;I4_delegation_action,unspecified,unclear,papers/defenses/ieee_iri_2025/2025_fan_peerguard_defending_multi_agent_systems_against.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Agents mutually inspect peer reasoning to detect a backdoored member.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Agents mutually inspect peer reasoning to detect a backdoored member.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=2. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.1109/bigdata66926.2025.11401523,Quantifying Privacy Leakage in Multi-Agent LLMs: A Unified Theoretical and Empirical Analysis,set1_core,evaluation,BigData Congress [Services Society],,I1_boundary_admission;I2_communication_routing;I4_delegation_action,R5_private_data_leakage,unclear,papers/evaluations/bigdata_congress/2025_quantifying_privacy_leakage_in_multi_agent_llms_a_unified_theoretical_an.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=2. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
he2025communication_attacks,Red-Teaming LLM Multi-Agent Systems via Communication Attacks,set1_core,attack,Findings of ACL,https://aclanthology.org/2025.findings-acl.349/,I2_communication_routing;I4_delegation_action,unspecified,unclear,papers/attacks/findings_acl/2025_he_communication_attacks.md,detailed,"Message-based LLM multi-agent systems across multiple frameworks, communication structures, and application tasks.",The adversary compromises system behavior by intercepting and rewriting messages between agents while leaving individual agent models uncompromised.,,,"The paper introduces Agent-in-the-Middle, an LLM-powered adversarial agent with reflection that generates context-aware malicious message modifications against multi-agent systems.",,,"- Configuration: Multiple MAS frameworks, communication structures, roles, and application tasks. - Topology: Chain, tree, complete, random, and framework-specific structures in evaluation. - Baseline or ablation: Communication-attack variants and direct or prior adversarial strategies. - Metric: Whole-dataset ASR for targeted behavior or denial-of-service outcomes. - Unit: Task instance. - Denominator: All evaluated dataset instances for a setting. - Result boundary: The paper demonstrates cross-framework and cross-structure vulnerability in its evaluated tasks. Feasibility does not automatically transfer to authenticated or integrity-protected channels.","- Included concepts: communication integrity, message interception, protocol validity, adaptive attacker. - Taxonomy implications: separates attacker position from attack mechanism and violated property. - Supported research questions: whether endpoint-local defenses protect message paths. - Important limitations: no universal claim follows for systems with authenticated or integrity-protected channels.",source_reviewed_pending_author_signoff,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=10. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
zheng2026byzantine_reliability,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,set1_core,defense,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/40806,I2_communication_routing;I5_aggregation_outcome,R3_collective_integrity,unclear,papers/defenses/aaai/2026_zheng_byzantine_reliability.md,detailed,Seven-node LLM-based multi-agent systems performing mathematical reasoning and safety classification under multiple communication topologies.,"Faulty nodes inject wrong answers into message flows, while honest agents update from neighbors and a collective mechanism aggregates their outputs. Reliability depends on the fraction and placement of Byzantine nodes and on topology.",Byzantine member agents that repeatedly provide an incorrect candidate answer.,Faulty nodes send the prescribed incorrect answer through their normal graph edges; the number and topology position of faulty nodes are varied.,"The paper measures LLM-agent task robustness under faulty neighbors and proposes CP-WBFT, which probes confidence and weights candidate answers before aggregation. It evaluates prompt-level and hidden-state confidence probes across six network topologies.",Byzantine nodes repeatedly introduce an incorrect answer that can be adopted by honest neighbors or dominate unweighted aggregation.,CP-WBFT estimates each answer's confidence using a prompt-level or hidden-state probe and performs confidence-weighted voting.,"Traditional deterministic nodes and multiple LLM agents, with prompt-level and hidden-state confidence variants.","This is collective decision integrity under faulty members. Its reported high fault tolerance must be coded as oracle-graded task accuracy, not as exceeding the classical asynchronous agreement ceiling.",source_reviewed_pending_author_signoff,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
arxiv_2506_07564,SAFEFLOW: A Principled Protocol for Trustworthy and Transactional Autonomous Agent Systems,set1_core,defense,arXiv,https://arxiv.org/abs/2506.07564,I1_boundary_admission;I3_state_memory;I4_delegation_action;I6_observation_defense,R5_private_data_leakage,unclear,papers/defenses/arxiv/2025_li_safeflow_a_principled_protocol_for_trustworthy_a.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Retained after the citation retrieval gate and security scope screen.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=26. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
supp_safesieve_from_heuristics_to_experience_in_progressive_pruning_for_llm_based_mul,SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication,set1_core,defense,AAAI 2026,https://ojs.aaai.org/index.php/AAAI/article/view/40236,I2_communication_routing,unspecified,unclear,papers/defenses/aaai/2026_zhang_safesieve_from_heuristics_to_experience_in_progr.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: The defense prunes unsafe or unreliable inter-agent communication.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: The defense prunes unsafe or unreliable inter-agent communication.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
arxiv:5154.37952,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,set1_core,defense,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,https://doi.org/10.1145/3795154.3795296,I2_communication_routing;I4_delegation_action;I6_observation_defense,R5_private_data_leakage;R7_availability_cost,unclear,papers/defenses/proceedings_of_the_2025_6th_international_conference_on_computer_scien/2025_securegov_agent_a_governance_centric_multi_agent_framework_for_privacy_p.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=12. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.4018/979-8-3373-1419-8.ch009,Security and Privacy in Multi-Agent LLM Networks,set1_core,defense,Advances in computational intelligence and robotics book series,,I2_communication_routing;I5_aggregation_outcome,R3_collective_integrity;R5_private_data_leakage,unclear,papers/defenses/advances_in_computational_intelligence_and_robotics_book_series/2025_security_and_privacy_in_multi_agent_llm_networks.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.1109/trustcom66490.2025.00226,Security of LLM Agents: A Case Study Approach,set1_core,evaluation,"International Conference on Trust, Security and Privacy in Computing and Communications",,I2_communication_routing;I4_delegation_action,unspecified,unclear,papers/evaluations/international_conference_on_trust_security_and_privacy_in_computing_an/2025_security_of_llm_agents_a_case_study_approach.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
arxiv:2509.14956,Sentinel Agents for Secure and Trustworthy Agentic AI in Multi-Agent Systems,set1_core,defense,arXiv.org,,I1_boundary_admission;I2_communication_routing;I6_observation_defense,R5_private_data_leakage,interaction_dependent_mechanism,papers/defenses/arxiv/2025_sentinel_agents_for_secure_and_trustworthy_agentic_ai_in_multi_agent_sys.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=10. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
arxiv_2505_24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,set1_core,defense,arXiv,https://arxiv.org/abs/2505.24201,I1_boundary_admission;I4_delegation_action;I6_observation_defense,R2_collusion_coordination,structurally_multi_agent,papers/defenses/arxiv/2025_he_sentinelagent_graph_based_anomaly_detection_in_m.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Retained after the citation retrieval gate and security scope screen.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=19. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,set1_core,survey,npj Artificial Intelligence,https://doi.org/10.1038/s44387-026-00128-9,I2_communication_routing,R5_private_data_leakage,unclear,papers/surveys/journals_npj_artificial_intelligence/2026_ko_seven_challenges.md,detailed,Cross-domain LLM agents interacting across organizational and technical boundaries.,"The challenges arise from cross-agent trust, interoperability, shared context, and cascading behavior.","Malicious agents, external attackers, and compromised infrastructure.","Cross-domain impersonation, manipulation, leakage, and coordination abuse.",The paper identifies seven security challenges that emerge when heterogeneous LLM agents interact across domains and proposes research directions for secure interoperability.,Varies across the seven challenges.,"Discusses authentication, policy, monitoring, privacy, and governance directions.",Not applicable.,Supports system-model dimensions but does not provide an empirical failure denominator.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
wang2026shadows_code,Shadows in the Code: Exploring the Risks and Defenses of LLM-based Multi-Agent Software Development Systems,set1_core,attack,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/41134,unspecified,unspecified,unclear,papers/attacks/aaai/2026_wang_shadows_code.md,detailed,"End-to-end multi-agent software-development systems using design, coding, and testing roles in ChatDev, MetaGPT, and AgentVerse.",The paper studies malicious requirements entering through a user and benign requirements interacting with compromised role agents. It varies which development phase is compromised or defended and measures the final software assembled through the workflow.,A malicious user or compromised third-party development agent.,"A user can mix malicious behavior with benign requirements, or an adversary can alter selected agent profiles in design, coding, or testing stages.","The paper introduces Implicit Malicious Behavior Injection Attack (IMBIA), a software-oriented test set, and Adv-IMBIA defenses. It distinguishes malicious-user/benign-agent and benign-user/malicious-agent scenarios and identifies critical attack and intervention stages.","IMBIA combines a benign software request with an implicit malicious behavior; in the compromised-agent scenario, malicious instructions are embedded in selected role profiles.",Adv-IMBIA adds security instructions at the user interface or selected agent-profile stages.,"ChatDev, MetaGPT, and AgentVerse across multiple base models.",It illustrates how individually scoped role capabilities compose into unauthorized final software behavior.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.1109/icca66035.2025.11431026,SPIFFE-Based Zero-Trust Authentication for AI Agent Ecosystems,set1_core,defense,International Conferences on Computing Advancements,,I2_communication_routing;I4_delegation_action,R6_authority_misuse,unclear,papers/defenses/international_conferences_on_computing_advancements/2025_spiffe_based_zero_trust_authentication_for_ai_agent_ecosystems.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=4. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.1109/icassp49660.2025.10890479,Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction,set1_core,defense,"IEEE International Conference on Acoustics, Speech, and Signal Processing",,I1_boundary_admission;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,unclear,papers/defenses/icassp/2025_supervisor_alignment_framework_enhancing_llm_alignment_with_query_ignori.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=3. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,set1_core,evaluation,ACL,https://aclanthology.org/2026.acl-long.1442/,I4_delegation_action,R1_propagation_persistence,interaction_amplified,papers/evaluations/acl/2026_kavathekar_tamas.md,detailed,"AutoGen and CrewAI systems using centralized, decentralized, and sequential interaction configurations.","The benchmark varies the communication and orchestration structure through which compromised inputs, identities, and tools affect collaborating agents.",Malicious user or external source able to inject adversarial content or impersonate an authority.,"Direct and indirect prompt injection, impersonation, information theft, malicious code execution, and denial of service.","TAMAS provides five scenarios with 300 adversarial instances across six attack types and 211 tools, plus 100 harmless tasks. It evaluates ten LLMs in three interaction configurations and introduces Effective Robustness Score (ERS) to combine safety with task effectiveness.",Scenario-specific adversarial instructions exploit the routing and trust relations in a MAS.,Not proposed; the paper evaluates robustness.,AutoGen Magentic-One and CrewAI configurations across ten backbone LLMs.,Shows why benchmark denominators must distinguish harmful success from benign task effectiveness.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,set1_core,evaluation,EACL 2026 Industry Track,https://aclanthology.org/2026.eacl-industry.44/,,,,papers/evaluations/eacl_industry/2026_kulshreshtha_the_subtle_art_of_defection_understanding_uncoop.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Defection is defined through strategic behavior among interacting agents.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Defection is defined through strategic behavior among interacting agents.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,2026-08-18 source reconciliation established a material inter-agent security path: four_agent_one_uncooperative_member_setup_uses_deception_threats_and_resource_overuse_to_cause_collective_collapse_and_evaluates_detection_defenses.,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
arxiv_2509_14284,The Sum Leaks More Than Its Parts: Compositional Privacy Risks and Mitigations in Multi-Agent Collaboration,set1_core,attack,arXiv,https://arxiv.org/abs/2509.14284,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity;R5_private_data_leakage;R7_availability_cost,composition_induced,papers/attacks/arxiv/2025_patil_the_sum_leaks_more_than_its_parts_compositional.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Retained after the citation retrieval gate and security scope screen.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=15. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
liu2026topology_memory,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,set1_core,evaluation,Findings of ACL,https://aclanthology.org/2026.findings-acl.1980/,I2_communication_routing;I3_state_memory;I4_delegation_action,R5_private_data_leakage;R6_authority_misuse,interaction_amplified,papers/evaluations/findings_acl/2026_liu_topology_memory_leakage.md,detailed,"Text-only LLM multi-agent networks in which one target has private synthetic PII, one attacker seeks it, and normal agents relay task-relevant messages over fixed graph topologies.","Private memory begins at one node and can reach an unauthorized node only through topology-conditioned communication and memory updates. Leakage is measured across attacker-target placements, graph families, rounds, and population sizes.",One malicious member agent.,"The attacker participates in normal communication, frames PII requests as task assistance, observes only topology-permitted messages, and accumulates information over rounds.","The paper introduces MAMA, a controlled evaluation framework for memory leakage over six multi-agent topologies. Its Engram phase seeds exclusive private memory and its Resonance phase measures extraction and diffusion over repeated communication.",The attacker repeatedly solicits private information under a cooperative task framing while intermediate agents relay partial cues and outputs through the graph.,"No implemented defense; the authors derive design guidance involving sparse graphs, lower hub privilege, smaller radius exposure, and pre-deployment topology testing.",GPT-4o-mini and Llama-3.1-70B-based agent networks.,The paper directly links system design and attacker position to a cross-principal confidentiality violation without treating privacy leakage as a generic prompt-injection outcome.,source_reviewed_pending_author_signoff,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
raza2026trism,TRiSM for Agentic AI: A Review of Trust Risk and Security Management in LLM-based Agentic Multi-Agent Systems,set1_core,survey,AI Open,https://doi.org/10.1016/j.aiopen.2026.02.006,I4_delegation_action,R5_private_data_leakage,interaction_dependent_mechanism,papers/surveys/journals_ai_open/2026_raza_trism.md,detailed,LLM-based agentic multi-agent systems across enterprise and societal deployments.,"The review treats coordination, component synergy, and tool use as system-level governance concerns.",Varies across reviewed threats.,"Includes prompt manipulation, coordination failure, privacy abuse, and tool misuse.","The review adapts Trust, Risk, and Security Management to agentic MAS and organizes work around explainability, ModelOps, security, privacy, and lifecycle governance. It proposes Component Synergy Score and Tool Utilization Efficacy concepts.",Varies across surveyed work.,"Surveys encryption, robustness, governance, monitoring, and explainability.",Not applicable; review paper.,Useful adjacent governance scope; not a replacement for failure-property taxonomy.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=37. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
xie2025_whos_the_mole,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,set1_core,evaluation,arXiv,https://arxiv.org/abs/2507.04724,I2_communication_routing;I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,papers/evaluations/arxiv/2025_xie_whos_the_mole.md,detailed,"Centralized, decentralized, and layered LLM-MAS configurations with role-assigned agents collaborating on reasoning, coding, and generation tasks.","A malicious member maintains fluent, role-consistent behavior while subtly redirecting peer coordination; effectiveness and detection depend on the system's communication structure.",,,"The paper defines four intention-hiding attacks and evaluates them across three communication structures and six datasets. It proposes AgentXposed, a detection framework combining HEXACO-style profiling with progressive questioning and behavior monitoring.",,,,"- Included concepts: malicious membership, covert intent, topology, observer scope, progressive probing, redirection, and removal. - Taxonomy implications: concealed intent is an adversary strategy, whereas goal/decision degradation defines the system-level failures. - Supported research questions: whether topology changes attack effectiveness and what observation is required to detect role-consistent malicious members. - Important limitations: preprint status, synthetic attack prompts, and a bounded six-dataset testbed require independent validation.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=10. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
arxiv_2512_09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,set1_core,evaluation,arXiv,https://arxiv.org/abs/2512.09187,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,unclear,papers/evaluations/arxiv/2025_agarwal_wolf_werewolf_based_observations_for_llm_decepti.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Retained after the citation retrieval gate and security scope screen.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=13. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.56726/irjmets98584,A Literature Survey on Privacy-Preserving Multi-Agent RAG Systems with an Intelligent Tag-Inference Routing System,set1_core,survey,International Research Journal of Modernization in Engineering Technology and Science,,I1_boundary_admission;I2_communication_routing,R5_private_data_leakage,interaction_amplified,papers/surveys/journals_international_research_journal_of_modernization_in_engineeri/2026_a_literature_survey_on_privacy_preserving_multi_agent_rag_systems_with_a.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
