work_key,title,evidence_set,dominant_contribution,venue,primary_url,doi,arxiv_id,paper_path,note_status,scope_reason_current,interaction_dependence_current,risk_or_property_current,system_studied,multi_agent_dependency,threat_or_security_model,attack_or_failure,defense,evaluation,sok_relevance,security_hits,interaction_hits,weak_hits,triage,final_verdict,recommendation,final_reason,source_checked
arxiv:2603.08852,LDP: An Identity-Aware Protocol for Multi-Agent LLM Systems,set2_emerging,defense,arXiv.org,,10.21203/rs.3.rs-9121599/v1,2603.08852,papers/defenses/arxiv/2026_ldp_an_identity_aware_protocol_for_multi_agent_llm_systems.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R1_propagation_persistence;R6_authority_misuse;R7_availability_cost,,,,,,,,security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2606.30555,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,set2_emerging,defense,arXiv (Cornell University),https://www.semanticscholar.org/paper/a4bcae17ba83b1559d62720cf450fd65c1bc9597,,2606.30555,papers/defenses/arxiv/2026_linguistic_firewall_geometry_as_defense_in_multi_agent_systems_routing.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,unspecified,,,,,,,,security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2606.30602,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,set2_emerging,evaluation,,https://www.semanticscholar.org/paper/c4d062571426768628580ab820b3de4772be413e,,2606.30602,papers/evaluations/arxiv/2026_mesa_prioritizing_vulnerable_communication_channels_for_securing_multi_a.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R3_collective_integrity,,,,,,,,integrity;security,collective;communication;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,set2_emerging,defense,arXiv,https://arxiv.org/abs/2505.04799,,2505.04799,papers/defenses/arxiv/2025_cui_maris.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R5_private_data_leakage,"Multi-agent collaboration with messages, LLM calls, tools, users, and sensitive data flows.",Policies constrain which principals and endpoints may receive data across agent boundaries.,"Eavesdroppers, injected instructions, or over-privileged agents.",,,,,leak;privacy;security,collab;inter-agent;message;multi-agent;principal,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2605.12240,No Action Without a NOD: A Heterogeneous Multi-Agent Architecture for Reliable Service Agents,set2_emerging,general,arXiv.org,https://www.semanticscholar.org/paper/36084cb024fea0e9848e6b8ecf499bc00e534493,,2605.12240,papers/general/arxiv/2026_no_action_without_a_nod_a_heterogeneous_multi_agent_architecture_for_rel.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,,,,,,,,security,inter-agent;multi-agent,reliab,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,set2_emerging,defense,arXiv,https://arxiv.org/abs/2605.10614,,2605.10614,papers/defenses/arxiv/2026_tapwal_prism.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R5_private_data_leakage;R6_authority_misuse;R7_availability_cost,Multi-stage LLM-agent pipelines in which one agent can expose sensitive content to downstream generators.,Leakage risk accumulates as content crosses repeated agent-generation boundaries.,Leakage may be accidental or induced; no malicious member is required.,,,,,leak;malicious;security,inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2601.13186,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/f759d9e8f124b49d74005ed5d36c2202bddd0dd7,,2601.13186,papers/defenses/arxiv/2026_prompt_injection_mitigation_with_agentic_ai_nested_learning_and_ai_susta.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R7_availability_cost,,,,,,,,injection;security,inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2605.16346,PropGuard: Safeguarding LLM-MAS via Propagation-Aware Exploration and Remediation,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/ffd5b662160cd415cd045b664872fe5b7812f0ce,,2605.16346,papers/defenses/arxiv/2026_propguard_safeguarding_llm_mas_via_propagation_aware_exploration_and_rem.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,,,,,,,,security,inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/6e9b992946fbc6c608fe7b45ddeab9ed83ae6e5d,,2512.16279,papers/defenses/arxiv/2025_quadsentinel_sequent_safety_for_machine_checkable_control_in_multi_agent.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,unspecified,,,,,,,,security,inter-agent;multi-agent,safety,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2605.09076,Robust Multi-Agent LLMs under Byzantine Faults,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/a946db88de13b1a6e394973c3ecb191f1dca11d2,,2605.09076,papers/defenses/arxiv/2026_robust_multi_agent_llms_under_byzantine_faults.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,,,,,,,,byzantine;integrity;security,collective;inter-agent;multi-agent,robust,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv_2506_07564,SAFEFLOW: A Principled Protocol for Trustworthy and Transactional Autonomous Agent Systems,set1_core,defense,arXiv,https://arxiv.org/abs/2506.07564,,2506.07564,papers/defenses/arxiv/2025_li_safeflow_a_principled_protocol_for_trustworthy_a.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R5_private_data_leakage,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,,,,,leak;security,inter-agent,trustworthy,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,set2_emerging,defense,arXiv,https://arxiv.org/abs/2606.12474,,2606.12474,papers/defenses/arxiv/2026_shi_saiguard.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,Graph-structured LLM agents whose incoming messages change local and global communication state.,The defense simulates counterfactual message effects across the graph before delivery.,Malicious member agents sending harmful messages.,,,,,malicious;security,communication;inter-agent;message;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2606.07940,SGTO-MAS: Secure Gorilla Troops Optimization for Multi-Agent LLM Systems,set2_emerging,defense,,https://www.semanticscholar.org/paper/b3d377158d19906b9f88b33e037f00609b674840,,2606.07940,papers/defenses/arxiv/2026_sgto_mas_secure_gorilla_troops_optimization_for_multi_agent_llm_systems.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,,,,,,,,integrity;secure;security,collective;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,set2_emerging,defense,,https://www.semanticscholar.org/paper/19ed9b8d65821da821509212ad4aa878fa73b704,,2510.19420,papers/defenses/arxiv/2025_securing_multi_agent_systems_against_corruptions_via_node_contribution_b.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,,,,,,,,security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2509.14956,Sentinel Agents for Secure and Trustworthy Agentic AI in Multi-Agent Systems,set1_core,defense,arXiv.org,,,2509.14956,papers/defenses/arxiv/2025_sentinel_agents_for_secure_and_trustworthy_agentic_ai_in_multi_agent_sys.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R5_private_data_leakage,,,,,,,,leak;secure;security,inter-agent;multi-agent,trustworthy,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv_2505_24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,set1_core,defense,arXiv,https://arxiv.org/abs/2505.24201,,2505.24201,papers/defenses/arxiv/2025_he_sentinelagent_graph_based_anomaly_detection_in_m.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",structurally_multi_agent,R2_collusion_coordination,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,,,,,collusion;security,coordination;inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2604.02767,SentinelAgent: Intent-Verified Delegation Chains for Securing Federal Multi-Agent AI Systems,set2_emerging,defense,arXiv.org,,,2604.02767,papers/defenses/arxiv/2026_sentinelagent_intent_verified_delegation_chains_for_securing_federal_mul.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",composition_induced,R1_propagation_persistence;R6_authority_misuse,,,,,,,,security,delegat;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/2322a9616b069e2d0f27e736ff688840194332dd,,2604.17139,papers/defenses/arxiv/2026_the_consensus_trap_rescuing_multi_agent_llms_from_adversarial_majorities.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R3_collective_integrity,,,,,,,,adversar;integrity;security,collab;collective;consensus;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv_2509_14284,The Sum Leaks More Than Its Parts: Compositional Privacy Risks and Mitigations in Multi-Agent Collaboration,set1_core,attack,arXiv,https://arxiv.org/abs/2509.14284,,2509.14284,papers/attacks/arxiv/2025_patil_the_sum_leaks_more_than_its_parts_compositional.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",composition_induced,R1_propagation_persistence;R3_collective_integrity;R5_private_data_leakage;R7_availability_cost,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,,,,,integrity;leak;privacy;security,collab;collective;inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,set2_emerging,defense,arXiv,https://arxiv.org/abs/2506.02546,,2506.02546,papers/defenses/arxiv/2025_he_a_trust.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,unspecified,LLM agents that receive heterogeneous peer messages during collaboration.,Trust scores estimate the reliability of peer communications and modulate their influence on the receiver.,"Unreliable, biased, deceptive, toxic, irrelevant, or low-quality member agents.",,,,,security,collab;communication;inter-agent;message;multi-agent;receiver,reliab,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2512.23557,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/d775531bf0c45fa89cb41e521e77d920f33fcf82,,2512.23557,papers/defenses/arxiv/2025_toward_trustworthy_agentic_ai_a_multimodal_framework_for_preventing_prom.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R5_private_data_leakage,,,,,,,,attack;injection;leak;security,inter-agent,trustworthy,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.3390/electronics15112278,Ethical Coordination of LLM Multi-Agent Systems,set1_core,defense,Electronics,,10.3390/electronics15112278,,papers/defenses/electronics/2026_ethical_coordination_of_llm_multi_agent_systems.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R6_authority_misuse,,,,,,,,security,coordination;inter-agent;multi-agent,ethical,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,set1_core,defense,GAIE 2026,https://doi.org/10.1145/3813808.3813811,10.1145/3813808.3813811,3808.38138,papers/defenses/gaie_2026/2026_chen_min_trust_a_minimum_necessary_information_trust.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R5_private_data_leakage,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: The framework restricts information disclosure across collaborating agents.",Not yet extracted.,,,,,leak;security,collab;inter-agent;multi-agent;orchestrat,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,AI Agents with Decentralized Identifiers and Verifiable Credentials,set1_core,defense,ICAART 2026,https://doi.org/10.5220/0014234400004052,10.5220/0014234400004052,2511.02841,papers/defenses/icaart_2026/2026_garzon_ai_agents_with_decentralized_identifiers_and_ver.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R6_authority_misuse,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: DIDs and verifiable credentials bind identities in agent-to-agent interactions.",Not yet extracted.,,,,,security,agent-to-agent;inter-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
jha2026control_flow_hijacking,Breaking and Fixing Defenses Against Control-Flow Hijacking in Multi-Agent Systems,set1_core,defense,ICLR,https://openreview.net/forum?id=PNU9Rj5RDQ,,2510.17276,papers/defenses/iclr/2026_jha_control_flow_hijacking.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R5_private_data_leakage;R6_authority_misuse,"Magentic-One multi-agent workflows whose orchestrator delegates coding, file, web, video, and execution tasks to black-box specialist agents.","An indirect prompt injection is laundered through a trusted specialist as a plausible error and repair plan. The orchestrator sees only that agent's report, then changes the invocation sequence and delegates unsafe actions to confused deputies.",An external adversary controlling one untrusted content item ingested by a benign member agent.,,,,,adversar;injection;leak;security,delegat;inter-agent;multi-agent;orchestrat,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,set1_core,defense,IEEE IRI 2025,https://doi.org/10.1109/IRI66576.2025.00051,10.1109/iri66576.2025.00051,6576.2025,papers/defenses/ieee_iri_2025/2025_fan_peerguard_defending_multi_agent_systems_against.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Agents mutually inspect peer reasoning to detect a backdoored member.",Not yet extracted.,,,,,attack;backdoor;security,inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
supp_decentralized_multi_agent_system_with_trust_aware_communication,Decentralized Multi-Agent System with Trust-Aware Communication,set1_core,defense,IEEE ISPA 2025,https://doi.org/10.1109/ISPA67752.2025.00198,10.1109/ispa67752.2025.00198,7752.2025,papers/defenses/ieee_ispa_2025/2025_ding_decentralized_multi_agent_system_with_trust_awar.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R5_private_data_leakage,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Trust scores govern communication among decentralized agents.",Not yet extracted.,,,,,leak;security,communication;inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.1109/icaic67076.2026.11395749,Architectural Resilience in AI-Driven Decision Systems under Adversarial Conditions,set1_core,defense,International Conference on Applied Informatics and Communication,,10.1109/icaic67076.2026.11395749,,papers/defenses/international_conference_on_applied_informatics_and_communication/2026_architectural_resilience_in_ai_driven_decision_systems_under_adversarial.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity;R7_availability_cost,,,,,,,,adversar;integrity;security,collective;inter-agent,,source_check_metadata_security,UNCERTAIN_DISCUSS,lean_remove_scope,"The conference abstract studies self-healing resilience across 20 cooperative agents under adversarial/failure conditions, but the available source does not clearly establish that the evaluated principals are LLM-backed or that a concrete MAS security property, rather than general resilience, is the paper-level object.",yes_source_pass_or_repeated_source_search
doi:10.1109/cscwd68734.2026.11582680,RoMa: A Credibility-Aware Fault-Tolerance Framework for LLM Multi-Agent Systems,set1_core,defense,International Conference on Computer Supported Cooperative Work in Design,,10.1109/cscwd68734.2026.11582680,,papers/defenses/international_conference_on_computer_supported_cooperative_work_in_des/2026_roma_a_credibility_aware_fault_tolerance_framework_for_llm_multi_agent_s.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,,,,,,,,fault-toler;security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.1109/icca66035.2025.11430791,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,set1_core,defense,International Conferences on Computing Advancements,,10.1109/icca66035.2025.11430791,,papers/defenses/international_conferences_on_computing_advancements/2025_cross_agent_multimodal_provenance_aware_framework_for_robust_prompt_inje.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R5_private_data_leakage,,,,,,,,injection;leak;security,cross-agent;inter-agent,robust,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.1109/icca66035.2025.11431026,SPIFFE-Based Zero-Trust Authentication for AI Agent Ecosystems,set1_core,defense,International Conferences on Computing Advancements,,10.1109/icca66035.2025.11431026,,papers/defenses/international_conferences_on_computing_advancements/2025_spiffe_based_zero_trust_authentication_for_ai_agent_ecosystems.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R6_authority_misuse,,,,,,,,authentication;security;zero-trust,inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.71465/ajainn3659,Self-Healing Memory Architectures for Large Language Model-Based Multi-Agent Collaboration,set1_core,defense,American journal of artificial intelligence and neural networks,,10.71465/ajainn3659,,papers/defenses/journals_american_journal_of_artificial_intelligence_and_neural_netwo/2026_self_healing_memory_architectures_for_large_language_model_based_multi_a.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,,,,,,,,integrity;security,collab;collective;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,Enhancing Robustness of LLM-Driven Multi-Agent Systems through Randomized Smoothing,set1_core,defense,Chinese Journal of Aeronautics,https://doi.org/10.1016/j.cja.2025.103779,10.1016/j.cja.2025.103779,2025.10377,papers/defenses/journals_chinese_journal_of_aeronautics/2026_hu_enhancing_robustness_of_llm_driven_multi_agent_s.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: The threat and defense act on malicious messages and consensus propagation in a ring of LLM agents.",Not yet extracted.,,,,,integrity;malicious;security;threat,collective;consensus;inter-agent;message;multi-agent,robust,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
