route_id,route_type,work_key,canonical_paper_id,route_title,canonical_title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,source_decision,source_scope,source_status,source_reason,source_path,route_strength,ledger_decision,ledger_decision_source,human_signoff_required
search:arxiv:2502.07942,search,arxiv:2502.07942,,Symbiotic Cooperation for Web Agents: Harnessing Complementary Strengths of Large and Small LLMs,Symbiotic Cooperation for Web Agents: Harnessing Complementary Strengths of Large and Small LLMs,2025-02-11,2025,arXiv (Cornell University),,2502.07942,,,,,,exclude-no-multi-core,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2502.07942,yes
search:arxiv:2502.10931,search,arxiv:2502.10931,,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,D-CIPHER: Dynamic Collaborative Intelligent Multi-Agent System with Planner and Heterogeneous Executors for Offensive Security,2025-02-15,2025,arXiv (Cornell University),,2502.10931,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2502.10931,yes
search:arxiv:2502.11127,search,wang2025gsafeguard,wang2025gsafeguard,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,2025-02-16,2025,Annual Meeting of the Association for Computational Linguistics,,2502.11127,,defense,defense; evaluation; attack analysis,defense; evaluation; attack analysis,source_reviewed_pending_author_signoff,include-primary-interaction-security,core_security,included_other_primary,Source review reclassified the canonical work as defense-primary with attack analysis.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2502.11645,search,arxiv:2502.11645,,"Deviation Ratings: A General, Clone-Invariant Rating Method","Deviation Ratings: A General, Clone-Invariant Rating Method",2025-02-17,2025,arXiv.org,,2502.11645,,,,,,exclude-no-separate-llm-cores,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2502.11645,yes
search:arxiv:2502.11799,search,arxiv:2502.11799,,Table-Critic: A Multi-Agent Framework for Collaborative Criticism and Refinement in Table Reasoning,Table-Critic: A Multi-Agent Framework for Collaborative Criticism and Refinement in Table Reasoning,2025-02-17,2025,Annual Meeting of the Association for Computational Linguistics,,2502.11799,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2502.11799,yes
search:arxiv:2502.13001,search,arxiv:2502.13001,,You need to MIMIC to get FAME: Solving Meeting Transcript Scarcity with a Multi-Agent Conversations,You need to MIMIC to get FAME: Solving Meeting Transcript Scarcity with a Multi-Agent Conversations,2025-02-18,2025,arXiv (Cornell University),,2502.13001,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2502.13001,yes
search:arxiv:2502.15429,search,arxiv:2502.15429,,Pub-Guard-LLM: Detecting Retracted Biomedical Articles with Reliable Explanations,Pub-Guard-LLM: Detecting Retracted Biomedical Articles with Reliable Explanations,2025-02-21,2025,,,2502.15429,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2502.15429,yes
search:arxiv:2502.15871,search,arxiv:2502.15871,,A Comprehensive Survey on the Trustworthiness of Large Language Models in Healthcare,A Comprehensive Survey on the Trustworthiness of Large Language Models in Healthcare,2025-02-21,2025,Conference on Empirical Methods in Natural Language Processing,,2502.15871,,,,,,exclude-secondary,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,secondary,search:arxiv:2502.15871,yes
search:arxiv:2502.16242,search,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,"Reproducibility Study of Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation","Reproducibility Study of Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",2025-02-22,2025,arXiv (Cornell University),,2502.16242,,evaluation,evaluation,evaluation,official_metadata_and_abstract_screened,include-primary-interaction-security,,eligible_not_in_corpus,Parent full-text screen included this interaction-security work; no canonical repository record matched.,corpus/sets/01_search_catalog/search_catalog.csv,50,secondary,canonical:supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,no
search:arxiv:2502.16750,search,arxiv:2502.16750,,Guardians of the Agentic System: Preventing Many Shots Jailbreak with Agentic System,Guardians of the Agentic System: Preventing Many Shots Jailbreak with Agentic System,2025-02-23,2025,arXiv.org,,2502.16750,,,,,,unresolved-full-text,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,pending,no_explicit_decision,yes
search:arxiv:2502.16804,search,arxiv:2502.16804,,Multi-Agent Autonomous Driving Systems with Large Language Models: A Survey of Recent Advances,Multi-Agent Autonomous Driving Systems with Large Language Models: A Survey of Recent Advances,2025-02-24,2025,Conference on Empirical Methods in Natural Language Processing,,2502.16804,,,,,,exclude-secondary,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,secondary,search:arxiv:2502.16804,yes
search:arxiv:2502.18652,search,arxiv:2502.18652,,Independent Mobility GPT (IDM-GPT): A Self-Supervised Multi-Agent Large Language Model Framework for Customized Traffic Mobility Analysis Using Machine Learning Models,Independent Mobility GPT (IDM-GPT): A Self-Supervised Multi-Agent Large Language Model Framework for Customized Traffic Mobility Analysis Using Machine Learning Models,2025-02-25,2025,arXiv (Cornell University),,2502.18652,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2502.18652,yes
search:arxiv:2502.20383,search,arxiv:2502.20383,,Why Are Web AI Agents More Vulnerable Than Standalone LLMs? A Security Analysis,Why Are Web AI Agents More Vulnerable Than Standalone LLMs? A Security Analysis,2025-02-27,2025,arXiv (Cornell University),,2502.20383,,,,,,exclude-no-multi-core,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2502.20383,yes
search:arxiv:2503.04392,search,mao2025agentsafe,mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,2025-03-06,2025,arXiv.org,,2503.04392,,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,include-primary-interaction-security,core_security,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2503.12188,search,triedman2025malicious_code,triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,Multi-Agent Systems Execute Arbitrary Malicious Code,2025-03-15,2025,arXiv.org,,2503.12188,,attack,attack; evaluation,attack; evaluation,source_reviewed_pending_author_signoff,include-primary-interaction-security,core_security,included_attack_canonical,Bound to the repository canonical record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2503.12349,search,arxiv:2503.12349,,SPIN-Bench: How Well Do LLMs Plan Strategically and Reason Socially?,SPIN-Bench: How Well Do LLMs Plan Strategically and Reason Socially?,2025-03-16,2025,arXiv.org,,2503.12349,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2503.12349,yes
search:arxiv:2503.15552,search,arxiv:2503.15552,,Personalized Attacks of Social Engineering in Multi-turn Conversations: LLM Agents for Simulation and Detection,Personalized Attacks of Social Engineering in Multi-turn Conversations: LLM Agents for Simulation and Detection,2025-03-18,2025,arXiv (Cornell University),,2503.15552,,,,,,exclude-no-multi-core,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2503.15552,yes
search:arxiv:2503.15754,search,arxiv:2503.15754,,AutoRedTeamer: Autonomous Red Teaming with Lifelong Attack Integration,AutoRedTeamer: Autonomous Red Teaming with Lifelong Attack Integration,2025-03-20,2025,Neural Information Processing Systems,,2503.15754,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2503.15754,yes
search:arxiv:2503.20105,search,arxiv:2503.20105,,Direct Post-Training Preference Alignment for Multi-Agent Motion Generation Models Using Implicit Feedback from Pre-training Demonstrations,Direct Post-Training Preference Alignment for Multi-Agent Motion Generation Models Using Implicit Feedback from Pre-training Demonstrations,2025-03-25,2025,International Conference on Learning Representations,,2503.20105,,,,,,exclude-no-separate-llm-cores,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2503.20105,yes
search:arxiv:2503.23138,search,arxiv:2503.23138,,EncGPT: A Multi-Agent Workflow for Dynamic Encryption Algorithms,EncGPT: A Multi-Agent Workflow for Dynamic Encryption Algorithms,2025-03-29,2025,arXiv.org,,2503.23138,,defense,,,,include-primary-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2503.23673,search,arxiv:2503.23673,,WHERE and WHICH: Iterative Debate for Biomedical Synthetic Data Augmentation,WHERE and WHICH: Iterative Debate for Biomedical Synthetic Data Augmentation,2025-03-31,2025,arXiv.org,,2503.23673,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2503.23673,yes
search:arxiv:2504.00218,search,khan2025agents_under_siege,khan2025agents_under_siege,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,2025-03-31,2025,Annual Meeting of the Association for Computational Linguistics,,2504.00218,,attack,attack,attack,assistant_source_reviewed_pending_author_signoff,include-primary-interaction-security,core_security,included_attack_canonical,Bound to the repository canonical record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2504.00374,search,arxiv_2504_00374,arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),2025-04-01,2025,arXiv.org,,2504.00374,,attack,attack,high-citation non-peer security candidate,full_text_scope_screened,include-primary-interaction-security,,eligible_not_in_corpus,Parent full-text screen included this interaction-security work; no canonical repository record matched.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2504.01990,search,arxiv:2504.01990,,"Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems","Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems",2025-03-31,2025,arXiv.org,,2504.01990,,,,,,exclude-secondary-or-nonstudy,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2504.01990,yes
search:arxiv:2504.03111,search,arxiv:2504.03111,,Les Dissonances: Cross-Tool Harvesting and Polluting in Pool-of-Tools Empowered LLM Agents,Les Dissonances: Cross-Tool Harvesting and Polluting in Pool-of-Tools Empowered LLM Agents,2025-04-04,2025,arXiv (Cornell University),,2504.03111,,,,,,exclude-no-multi-core,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2504.03111,yes
search:arxiv:2504.04187,search,arxiv:2504.04187,,AttackLLM: LLM-based Attack Pattern Generation for an Industrial Control System,AttackLLM: LLM-based Attack Pattern Generation for an Industrial Control System,2025-04-05,2025,arXiv (Cornell University),,2504.04187,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2504.04187,yes
search:arxiv:2504.05047,search,arxiv:2504.05047,,Debate Only When Necessary: Adaptive Multiagent Collaboration for Efficient LLM Reasoning,Debate Only When Necessary: Adaptive Multiagent Collaboration for Efficient LLM Reasoning,2025-04-07,2025,arXiv.org,,2504.05047,,,,,,include-primary-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,secondary,peerfirst:arxiv:2504.05047,yes
search:arxiv:2504.05370,search,arxiv:2504.05370,,EduPlanner: LLM-Based Multi-Agent Systems for Customized and Intelligent Instructional Design,EduPlanner: LLM-Based Multi-Agent Systems for Customized and Intelligent Instructional Design,2025-04-07,2025,arXiv (Cornell University),,2504.05370,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2504.05370,yes
search:arxiv:2504.07461,search,arxiv:2504.07461,,Achilles Heel of Distributed Multi-Agent Systems,Achilles Heel of Distributed Multi-Agent Systems,2025-04-10,2025,arXiv.org,,2504.07461,,evaluation,,,,include-primary-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2504.09689,search,arxiv:2504.09689,,EmoAgent: Assessing and Safeguarding Human-AI Interaction for Mental Health Safety,EmoAgent: Assessing and Safeguarding Human-AI Interaction for Mental Health Safety,2025-04-13,2025,Conference on Empirical Methods in Natural Language Processing,,2504.09689,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2504.09689,yes
search:arxiv:2504.16489,search,arxiv:2504.16489,,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,2025-04-23,2025,arXiv.org,,2504.16489,,attack,,,,include-primary-interaction-security,,eligible_not_in_corpus,Parent full-text screen included this interaction-security work; no canonical repository record matched.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2504.17967,search,arxiv:2504.17967,,LLM Agent Swarm for Hypothesis-Driven Drug Discovery,LLM Agent Swarm for Hypothesis-Driven Drug Discovery,2025-04-24,2025,arXiv (Cornell University),,2504.17967,,,,,,exclude-secondary-or-nonstudy,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2504.17967,yes
search:arxiv:2504.18083,search,arxiv:2504.18083,,Automating Function-Level TARA for Automotive Full-Lifecycle Security,Automating Function-Level TARA for Automotive Full-Lifecycle Security,2025-04-25,2025,arXiv.org,,2504.18083,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2504.18083,yes
search:arxiv:2504.20965,search,arxiv:2504.20965,,AegisLLM: Scaling Agentic Systems for Self-Reflective Defense in LLM Security,AegisLLM: Scaling Agentic Systems for Self-Reflective Defense in LLM Security,2025-04-29,2025,arXiv.org,,2504.20965,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2504.20965,yes
search:arxiv:2505.01900,search,arxiv:2505.01900,,CAMOUFLAGE: Exploiting Misinformation Detection Systems Through LLM-driven Adversarial Claim Transformation,CAMOUFLAGE: Exploiting Misinformation Detection Systems Through LLM-driven Adversarial Claim Transformation,2025-05-03,2025,arXiv (Cornell University),,2505.01900,,,,,,exclude-no-multi-core,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.01900,yes
search:arxiv:2505.04799,search,cui2025maris,cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,2025-05-07,2025,,,2505.04799,,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,include-primary-interaction-security,core_security,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2505.06821,search,arxiv:2505.06821,,ThreatLens: LLM-guided Threat Modeling and Test Plan Generation for Hardware Security Verification,ThreatLens: LLM-guided Threat Modeling and Test Plan Generation for Hardware Security Verification,2025-05-11,2025,IACR Cryptology ePrint Archive,,2505.06821,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.06821,yes
search:arxiv:2505.08054,search,arxiv:2505.08054,,FalseReject: A Resource for Improving Contextual Safety and Mitigating Over-Refusals in LLMs via Structured Reasoning,FalseReject: A Resource for Improving Contextual Safety and Mitigating Over-Refusals in LLMs via Structured Reasoning,2025-05-12,2025,arXiv.org,,2505.08054,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.08054,yes
search:arxiv:2505.12442,search,arxiv:2505.12442,,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,2025-05-18,2025,arXiv.org,,2505.12442,,,,,,include-primary-interaction-security,,eligible_not_in_corpus,Parent full-text screen included this interaction-security work; no canonical repository record matched.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,search:arxiv:2505.12442,yes
search:arxiv:2505.13008,search,arxiv:2505.13008,,Adversarial Reasoning for Repair Based on Inferred Program Intent,Adversarial Reasoning for Repair Based on Inferred Program Intent,2025-05-19,2025,arXiv.org,,2505.13008,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.13008,yes
search:arxiv:2505.13195,search,arxiv:2505.13195,,Adversarial Testing in LLMs: Insights into Decision-Making Vulnerabilities,Adversarial Testing in LLMs: Insights into Decision-Making Vulnerabilities,2025-05-19,2025,arXiv (Cornell University),,2505.13195,,,,,,exclude-no-multi-core,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.13195,yes
search:arxiv:2505.13466,search,arxiv:2505.13466,,AgentSGEN: Multi-Agent LLM in the Loop for Semantic Collaboration and GENeration of Synthetic Data,AgentSGEN: Multi-Agent LLM in the Loop for Semantic Collaboration and GENeration of Synthetic Data,2025-05-07,2025,arXiv.org,,2505.13466,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.13466,yes
search:arxiv:2505.13862,search,arxiv:2505.13862,,PandaGuard: Systematic Evaluation of LLM Safety in the Era of Jailbreaking Attacks,PandaGuard: Systematic Evaluation of LLM Safety in the Era of Jailbreaking Attacks,2025-05-20,2025,,,2505.13862,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.13862,yes
search:arxiv:2505.14886,search,arxiv:2505.14886,,Strategic Planning and Rationalizing on Trees Make LLMs Better Debaters,Strategic Planning and Rationalizing on Trees Make LLMs Better Debaters,2025-05-20,2025,arXiv.org,,2505.14886,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.14886,yes
search:arxiv:2505.15793,search,arxiv:2505.15793,,HCRMP: A LLM-Hinted Contextual Reinforcement Learning Framework for Autonomous Driving,HCRMP: A LLM-Hinted Contextual Reinforcement Learning Framework for Autonomous Driving,2025-05-21,2025,arXiv (Cornell University),,2505.15793,,,,,,exclude-no-multi-core,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.15793,yes
search:arxiv:2505.17416,search,arxiv:2505.17416,,LLM-BSCVM: An LLM-Based Blockchain Smart Contract Vulnerability Management Framework,LLM-BSCVM: An LLM-Based Blockchain Smart Contract Vulnerability Management Framework,2025-05-23,2025,arXiv.org,,2505.17416,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.17416,yes
search:arxiv:2505.18156,search,arxiv:2505.18156,,InjectLab: A Tactical Framework for Adversarial Threat Modeling Against Large Language Models,InjectLab: A Tactical Framework for Adversarial Threat Modeling Against Large Language Models,2025-04-16,2025,arXiv.org,,2505.18156,,,,,,exclude-no-separate-llm-cores,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.18156,yes
search:arxiv:2505.18572,search,zhu2025master,zhu2025master,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,2025-05-24,2025,Conference on Empirical Methods in Natural Language Processing,,2505.18572,,attack,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,include-primary-interaction-security,core_security,included_attack_canonical,Bound to the repository canonical record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,canonical:zhu2025master,yes
search:arxiv:2505.18596,search,arxiv:2505.18596,,Debate-to-Detect: Reformulating Misinformation Detection as a Real-World Debate with Large Language Models,Debate-to-Detect: Reformulating Misinformation Detection as a Real-World Debate with Large Language Models,2025-05-24,2025,Conference on Empirical Methods in Natural Language Processing,,2505.18596,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.18596,yes
search:arxiv:2505.19184,search,arxiv:2505.19184,,"When Two LLMs Debate, Both Think They'll Win","When Two LLMs Debate, Both Think They'll Win",2025-05-25,2025,arXiv (Cornell University),,2505.19184,,,,,,exclude-no-multi-core,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.19184,yes
search:arxiv:2505.19234,search,zhou2025guardian,zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,2025-05-25,2025,arXiv.org,,2505.19234,,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,include-primary-interaction-security,core_security,included_other_primary,Bound to the repository canonical record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2505.19562,search,arxiv:2505.19562,,AMQA: An Adversarial Dataset for Benchmarking Bias of LLMs in Medicine and Healthcare,AMQA: An Adversarial Dataset for Benchmarking Bias of LLMs in Medicine and Healthcare,2025,2025,arXiv.org,,2505.19562,,,,,,unresolved-title-abstract,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,pending,no_explicit_decision,yes
search:arxiv:2505.19828,search,arxiv:2505.19828,,SecVulEval: Benchmarking LLMs for Real-World C/C++ Vulnerability Detection,SecVulEval: Benchmarking LLMs for Real-World C/C++ Vulnerability Detection,2025-05-26,2025,arXiv.org,,2505.19828,,,,,,exclude-no-interaction-security,,excluded_at_screening,Parent screening assigned an exclusion decision.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.19828,yes
search:arxiv:2505.20824,search,chen2025medsentry,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,2025-05-27,2025,arXiv.org,,2505.20824,,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,include-primary-interaction-security,core_security,included_other_primary,Bound to the repository canonical record.,corpus/sets/01_search_catalog/search_catalog.csv,50,primary,manual-corpus-classification:2026-08-21,no
search:arxiv:2505.21418,search,arxiv:2505.21418,,FUAS-Agents: Autonomous Multi-Modal LLM Agents for Treatment Planning in Focused Ultrasound Ablation Surgery,FUAS-Agents: Autonomous Multi-Modal LLM Agents for Treatment Planning in Focused Ultrasound Ablation Surgery,2025-05-27,2025,ArXiv.org,,2505.21418,,,,,,exclude-no-multi-core,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.21418,yes
search:arxiv:2505.21741,search,arxiv:2505.21741,,AI-Supported Platform for System Monitoring and Decision-Making in Nuclear Waste Management with Large Language Models,AI-Supported Platform for System Monitoring and Decision-Making in Nuclear Waste Management with Large Language Models,2025-05-27,2025,arXiv.org,,2505.21741,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.21741,yes
search:arxiv:2505.22960,search,arxiv_2505_22960,arxiv_2505_22960,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,2025-05-29,2025,arXiv.org,,2505.22960,,evaluation,evaluation,high-citation non-peer security candidate,claim_level_review_required,include-primary-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,secondary,canonical:arxiv_2505_22960,no
search:arxiv:2505.23803,search,arxiv:2505.23803,,MultiPhishGuard: An Explainable and Adaptive Multi-Agent LLM System for Phishing Email Detection,MultiPhishGuard: An Explainable and Adaptive Multi-Agent LLM System for Phishing Email Detection,2025-05-26,2025,,,2505.23803,,,,,,exclude-no-interaction-security,,not_in_attack_query_frame,No attack-family query hit and no canonical attack record.,corpus/sets/01_search_catalog/search_catalog.csv,50,exclude,search:arxiv:2505.23803,yes
