work_key,title,evidence_set,dominant_contribution,note_depth,security_signal,weak_signal,has_threat_actor,has_attack_failure,has_defense,prelim_tier,paper_path
arxiv:2510.01586,AdvEvo-MARL: Shaping Internalized Safety through Adversarial Co-Evolution in Multi-Agent Reinforcement Learning,set2_emerging,defense,metadata_only,adversar,safety,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_advevo_marl_shaping_internalized_safety_through_adversarial_co_evolution.md
arxiv:2509.13597,Agentic JWT: A Secure Delegation Protocol for Autonomous AI Agents,set2_emerging,defense,metadata_only,secure,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_agentic_jwt_a_secure_delegation_protocol_for_autonomous_ai_agents.md
mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,set2_emerging,defense,detailed,poison;malicious;threat,,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2025_mao_agentsafe.md
supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,set2_emerging,defense,detailed,secure;compromis;integrity,,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2025_wang_agentshield_make_mas_more_secure_and_efficient.md
arxiv:2504.16489,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,set2_emerging,attack,metadata_only,attack;jailbreak;integrity;vulnerab,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2025_amplified_vulnerabilities_structured_jailbreak_attacks_on_llm_based_mult.md
arxiv:2512.17913,Byzantine Fault-Tolerant Multi-Agent System for Healthcare: A Gossip Protocol Approach to Secure Medical Message Propagation,set2_emerging,defense,metadata_only,secure;byzantine;integrity;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_byzantine_fault_tolerant_multi_agent_system_for_healthcare_a_gossip_prot.md
jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,set2_emerging,defense,detailed,malicious;byzantine;integrity,robust,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2025_jo_byzantine_robust.md
zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,set2_emerging,attack,detailed,attack;backdoor,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2025_zhu_collaborative_shadows.md
arxiv:2511.08710,Convergence dynamics of Agent-to-Agent Interactions with Misaligned objectives,set2_emerging,general,metadata_only,propagation,,no,no,no,metadata_only_needs_source_check,papers/general/arxiv/2025_convergence_dynamics_of_agent_to_agent_interactions_with_misaligned_obje.md
arxiv:2512.20973,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,set2_emerging,defense,metadata_only,leak;collusion,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_dao_agent_zero_knowledge_verified_incentives_for_decentralized_multi_age.md
zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,set2_emerging,attack,detailed,attack;malicious;authorization;integrity,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2025_zheng_integrity_attacks.md
liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,set2_emerging,attack,detailed,attack;adversar;confidential;exploit;propagation,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md
arxiv:2503.23138,EncGPT: A Multi-Agent Workflow for Dynamic Encryption Algorithms,set2_emerging,defense,metadata_only,,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_encgpt_a_multi_agent_workflow_for_dynamic_encryption_algorithms.md
arxiv:2512.16167,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,set2_emerging,defense,metadata_only,,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_ev_trust_an_evolutionarily_stable_trust_mechanism_for_decentralized_llm.md
arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,set2_emerging,evaluation,detailed,attack;adversar,,yes,yes,yes,strong_direct_signal,papers/evaluations/aamas_workshop/2026_arora_safeagents.md
allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,set2_emerging,general,detailed,security;exploit,safety,yes,yes,yes,strong_direct_signal,papers/general/arxiv/2025_allegrini_formalizing_properties.md
li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,set2_emerging,defense,detailed,integrity;propagation,misinformation,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2025_li_argus.md
arxiv:2512.22496,Hierarchical Pedagogical Oversight: A Multi-Agent Adversarial Framework for Reliable AI Tutoring,set2_emerging,evaluation,metadata_only,adversar;integrity,reliab,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2025_hierarchical_pedagogical_oversight_a_multi_agent_adversarial_framework_f.md
doi:10.5281/zenodo.17812179,LLM Hijacking: When Models Manipulate Their Routers,set2_emerging,attack,metadata_only,hijack,,no,no,no,strong_direct_signal,papers/attacks/zenodo/2025_llm_hijacking_when_models_manipulate_their_routers.md
arxiv:2507.13038,MAD-Spear: A Conformity-Driven Prompt Injection Attack on Multi-Agent Debate Systems,set2_emerging,attack,metadata_only,attack;integrity;injection;propagation,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2025_mad_spear_a_conformity_driven_prompt_injection_attack_on_multi_agent_deb.md
arxiv:2512.03097,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,set2_emerging,attack,metadata_only,adversar;collusion;integrity,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2025_many_to_one_adversarial_consensus_exposing_multi_agent_collusion_risks_i.md
cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,set2_emerging,defense,detailed,privacy;leak,,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2025_cui_maris.md
chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,set2_emerging,evaluation,detailed,attack;adversar;malicious,safety,yes,yes,yes,strong_direct_signal,papers/evaluations/arxiv/2025_chen_medsentry.md
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,set2_emerging,defense,metadata_only,,safety,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_quadsentinel_sequent_safety_for_machine_checkable_control_in_multi_agent.md
arxiv:2506.11083,RedDebate: Safer Responses through Multi-Agent Red Teaming Debates,set2_emerging,evaluation,metadata_only,integrity,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2025_reddebate_safer_responses_through_multi_agent_red_teaming_debates.md
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,set2_emerging,defense,metadata_only,propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_securing_multi_agent_systems_against_corruptions_via_node_contribution_b.md
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",set2_emerging,evaluation,metadata_only,security;privacy;leak,safety,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2025_terrarium_revisiting_the_blackboard_for_multi_agent_safety_privacy_and_s.md
lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,set2_emerging,attack,detailed,attack;malicious;compromis;authorization;backdoor;injection;exploit,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2025_lupinacci_dark_side.md
he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,set2_emerging,defense,detailed,,reliab,yes,yes,yes,weak_safety_reliability_signal,papers/defenses/arxiv/2025_he_a_trust.md
arxiv:2512.23557,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,set2_emerging,defense,metadata_only,attack;leak;injection;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2025_toward_trustworthy_agentic_ai_a_multimodal_framework_for_preventing_prom.md
arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),set2_emerging,attack,detailed,security;integrity,,yes,yes,yes,strong_direct_signal,papers/attacks/arxiv/2025_agarwal_when_persuasion_overrides_truth_in_multi_agent_l.md
doi:10.20944/preprints202602.1655.v1,"A Survey on the Unique Security of Autonomous and Collaborative LLM Agents: Threats, Defenses, and Futures",set2_emerging,survey,detailed,attack;security;threat;integrity;propagation,,yes,yes,yes,strong_direct_signal,papers/surveys/preprints_org/2026_sun_a_survey_on_the_unique_security_of_autonomous_an.md
arxiv:2604.23338,A Systematic Survey of Security Threats and Defenses in LLM-Based AI Agents: A Layered Attack Surface Framework,set2_emerging,survey,detailed,attack;security;threat;propagation,,yes,yes,yes,strong_direct_signal,papers/surveys/arxiv/2026_chu_a_systematic_survey_of_security_threats_and_defe.md
arxiv:2603.15727,AgentWorm: Self-Propagating Attacks Across LLM Agent Ecosystems,set2_emerging,attack,metadata_only,attack;worm;propagation,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_agentworm_self_propagating_attacks_across_llm_agent_ecosystems.md
doi:10.5281/zenodo.18902320,Algorithmic Cowardice: Cognitive Dissonance and Moral Conformity in Multi-Agent LLM Interactions,set2_emerging,evaluation,detailed,attack;adversar;integrity,safety;ethical;compliance,yes,yes,yes,strong_direct_signal,papers/evaluations/zenodo/2026_yankeloviz_algorithmic_cowardice.md
arxiv:2605.05632,Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,set2_emerging,attack,metadata_only,poison;integrity;propagation,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_architecture_matters_comparing_rag_systems_under_knowledge_base_poisonin.md
arxiv:2605.14271,Auditing Agent Harness Safety,set2_emerging,evaluation,metadata_only,leak,safety;drift,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_auditing_agent_harness_safety.md
arxiv:2605.02812,"Autonomous LLM Agent Worms: Cross-Platform Propagation, Automated Discovery and Temporal Re-Entry Defense",set2_emerging,attack,metadata_only,leak;worm;propagation,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_autonomous_llm_agent_worms_cross_platform_propagation_automated_discover.md
zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,set2_emerging,evaluation,detailed,security,compliance,yes,yes,yes,strong_direct_signal,papers/evaluations/arxiv/2026_zhao_macbench.md
arxiv:2603.04469,Beyond Input Guardrails: Reconstructing Cross-Agent Semantic Flows for Execution-Aware Attack Detection,set2_emerging,defense,metadata_only,attack;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_beyond_input_guardrails_reconstructing_cross_agent_semantic_flows_for_ex.md
arxiv:2604.22879,Beyond Single-Agent Alignment: Preventing Context-Fragmented Violations in Multi-Agent Systems,set2_emerging,defense,metadata_only,propagation,alignment,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_beyond_single_agent_alignment_preventing_context_fragmented_violations_i.md
arxiv:2605.22001,Blind Spots in the Guard: How Domain-Camouflaged Injection Attacks Evade Detection in Multi-Agent LLM Systems,set2_emerging,attack,metadata_only,attack;integrity;injection,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_blind_spots_in_the_guard_how_domain_camouflaged_injection_attacks_evade.md
arxiv:2606.07790,Byzantine Cheap Talk: Adversarial Resilience and Topology Effects in LLM Coordination Games,set2_emerging,attack,metadata_only,adversar;byzantine;propagation,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_byzantine_cheap_talk_adversarial_resilience_and_topology_effects_in_llm.md
zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,set2_emerging,evaluation,detailed,privacy;leak,,yes,yes,yes,strong_direct_signal,papers/evaluations/arxiv/2026_zou_calbench.md
arxiv:2605.19240,CASPIAN: Online Detection and Attribution of Cascade Attacks in LLM Multi-Agent Systems via Cross-Channel Causal Monitoring,set2_emerging,defense,metadata_only,attack;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_caspian_online_detection_and_attribution_of_cascade_attacks_in_llm_multi.md
arxiv:2606.07941,Collective Hallucination in Multi-Agent LLMs:Modeling and Defense,set2_emerging,defense,metadata_only,propagation,hallucination,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_collective_hallucination_in_multi_agent_llms_modeling_and_defense.md
nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,set2_emerging,evaluation,detailed,leak;collusion,,yes,yes,yes,strong_direct_signal,papers/evaluations/arxiv/2026_nakamura_colosseum.md
supp_star_cooperative_attacks_2026,Defending LLM-based Multi-Agent Systems Against Cooperative Attacks with Sentence-Level Rectification,set2_emerging,defense,detailed,attack;malicious;integrity,,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2026_luo_defending_llm_based_multi_agent_systems_against.md
arxiv:2604.01151,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,set2_emerging,evaluation,metadata_only,collusion,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_detecting_multi_agent_collusion_through_multi_agent_interpretability.md
arxiv:2606.17368,"Distributed General-Purpose Agent Networks: Architecture, Key Mechanisms, and Prototypes",set2_emerging,general,metadata_only,collusion;propagation,,no,no,no,metadata_only_needs_source_check,papers/general/arxiv/2026_distributed_general_purpose_agent_networks_architecture_key_mechanisms_a.md
arxiv:2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,set2_emerging,defense,metadata_only,security;integrity;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_don_t_trust_stubborn_neighbors_a_security_framework_for_agentic_networks.md
arxiv:2604.07911,Dynamic Attentional Context Scoping: Agent-Triggered Focus Sessions for Isolated Per-Agent Steering in Multi-Agent LLM Orchestration,set2_emerging,general,metadata_only,,,no,no,no,metadata_only_needs_source_check,papers/general/arxiv/2026_dynamic_attentional_context_scoping_agent_triggered_focus_sessions_for_i.md
supp_dynatrust_2026,DynaTrust: Defending Multi-Agent Systems Against Sleeper Agents via Dynamic Trust Graphs,set2_emerging,defense,detailed,malicious,,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2026_li_dynatrust_defending_multi_agent_systems_against.md
arxiv:2605.09278,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,set2_emerging,defense,metadata_only,integrity,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_equimem_calibrating_shared_memory_in_multi_agent_debate_via_game_theoret.md
arxiv:2605.11514,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,set2_emerging,attack,metadata_only,propagation;vulnerab,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_flowsteer_prompt_only_workflow_steering_exposes_planning_time_vulnerabil.md
arxiv:2604.07667,From Debate to Decision: Conformal Social Choice for Safe Multi-Agent Deliberation,set2_emerging,defense,metadata_only,integrity,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_from_debate_to_decision_conformal_social_choice_for_safe_multi_agent_del.md
arxiv:2603.04474,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,set2_emerging,defense,metadata_only,integrity;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_from_spark_to_fire_modeling_and_mitigating_error_cascades_in_llm_based_m.md
lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,set2_emerging,evaluation,detailed,adversar,robust,yes,yes,yes,strong_direct_signal,papers/evaluations/arxiv/2026_le_mercier_gambit.md
arxiv:2606.10322,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,set2_emerging,defense,metadata_only,propagation,robust,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_game_theoretic_multi_agent_control_for_robust_contextual_reasoning_in_ll.md
mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,set2_emerging,evaluation,detailed,adversar;malicious;integrity;propagation,,yes,yes,yes,strong_direct_signal,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md
doi:10.5281/zenodo.19477187,"Governance Effectiveness in Distributed Multi-Agent LLM Systems: Confound Isolation, Diversity Erosion, and the Accidental Governance Effect",set2_emerging,defense,metadata_only,,governance;drift,no,no,no,metadata_only_needs_source_check,papers/defenses/zenodo/2026_governance_effectiveness_in_distributed_multi_agent_llm_systems_confound.md
arxiv:2606.24535,Governed Shared Memory for Multi-Agent LLM Systems,set2_emerging,defense,metadata_only,leak;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_governed_shared_memory_for_multi_agent_llm_systems.md
rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,set2_emerging,evaluation,detailed,attack;collusion;integrity;propagation,,yes,yes,yes,strong_direct_signal,papers/evaluations/arxiv/2026_rahman_harp.md
arxiv:2601.14667,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,set2_emerging,defense,metadata_only,malicious;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_infa_guard_mitigating_malicious_propagation_via_infection_aware_safeguar.md
sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,set2_emerging,attack,detailed,attack;malicious;byzantine;integrity;exploit,robust,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_sun_insider_attacks.md
arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,set2_emerging,defense,detailed,security;collusion,governance,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2026_syrnikov_institutional_ai_governing_llm_collusion_in_mult.md
arxiv:2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,set2_emerging,attack,metadata_only,attack;injection;propagation,safety,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_kill_chain_canaries_stage_level_tracking_of_prompt_injection_across_atta.md
arxiv:2605.22786,LCGuard: Latent Communication Guard for Safe KV Sharing in Multi-Agent Systems,set2_emerging,defense,metadata_only,leak;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_lcguard_latent_communication_guard_for_safe_kv_sharing_in_multi_agent_sy.md
arxiv:2603.08852,LDP: An Identity-Aware Protocol for Multi-Agent LLM Systems,set2_emerging,defense,metadata_only,propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_ldp_an_identity_aware_protocol_for_multi_agent_llm_systems.md
arxiv:2606.30555,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,set2_emerging,defense,metadata_only,,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_linguistic_firewall_geometry_as_defense_in_multi_agent_systems_routing.md
doi:10.5281/zenodo.20032071,LLM Drift Experiment: A Framework for Quantifying Behavioral Decay in Adversarial Multi-Agent Simulations,set2_emerging,evaluation,metadata_only,adversar;integrity,drift,no,no,no,metadata_only_needs_source_check,papers/evaluations/zenodo/2026_llm_drift_experiment_a_framework_for_quantifying_behavioral_decay_in_adv.md
doi:10.2139/ssrn.7181662,MedAgentNet: Federated Multi-Agent AI for Privacy-Preserving Cross-Departmental Clinical Intelligence,set2_emerging,general,metadata_only,privacy;leak,,no,no,no,metadata_only_needs_source_check,papers/general/ssrn/2026_medagentnet_federated_multi_agent_ai_for_privacy_preserving_cross_depart.md
doi:10.5281/zenodo.19244877,Memetic Cascade Detection and Symbolic Immunity in Multi-Agent LLM Systems,set2_emerging,defense,metadata_only,propagation,drift,no,no,no,metadata_only_needs_source_check,papers/defenses/zenodo/2026_memetic_cascade_detection_and_symbolic_immunity_in_multi_agent_llm_syste.md
arxiv:2606.30602,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,set2_emerging,evaluation,metadata_only,integrity;vulnerab,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_mesa_prioritizing_vulnerable_communication_channels_for_securing_multi_a.md
doi:10.2139/ssrn.6734798,"Multi-Agent Orchestration: Coordination, Trust, and Cascading Failures",set2_emerging,survey,metadata_only,,drift,no,no,no,metadata_only_needs_source_check,papers/surveys/ssrn/2026_multi_agent_orchestration_coordination_trust_and_cascading_failures.md
doi:10.2139/ssrn.7127218,"Nexus Protocol: A Cryptographically Secure, Zero-Latency Semantic Routing Engine for Multi-Agent Systems",set2_emerging,defense,metadata_only,secure,,no,no,no,metadata_only_needs_source_check,papers/defenses/ssrn/2026_nexus_protocol_a_cryptographically_secure_zero_latency_semantic_routing.md
arxiv:2605.12240,No Action Without a NOD: A Heterogeneous Multi-Agent Architecture for Reliable Service Agents,set2_emerging,general,metadata_only,propagation,reliab,no,no,no,metadata_only_needs_source_check,papers/general/arxiv/2026_no_action_without_a_nod_a_heterogeneous_multi_agent_architecture_for_rel.md
naik2026omni_leak,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,set2_emerging,survey,detailed,attack;leak;confidential;injection,,no,no,no,strong_direct_signal,papers/surveys/arxiv/2026_naik_omni_leak.md
doi:10.5281/zenodo.19628588,Pratyahara: A Neural Tissue Defense Model for Detecting Compromised Agents in Multi-Agent Networks,set2_emerging,defense,metadata_only,collusion;compromis;integrity,drift,no,no,no,metadata_only_needs_source_check,papers/defenses/zenodo/2026_pratyahara_a_neural_tissue_defense_model_for_detecting_compromised_agent.md
tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,set2_emerging,defense,detailed,leak;propagation,,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2026_tapwal_prism.md
arxiv:2601.13186,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",set2_emerging,defense,metadata_only,injection;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_prompt_injection_mitigation_with_agentic_ai_nested_learning_and_ai_susta.md
arxiv:2604.17774,Prompt Optimization Enables Stable Algorithmic Collusion in LLM Agents,set2_emerging,general,metadata_only,collusion,,no,no,no,metadata_only_needs_source_check,papers/general/arxiv/2026_prompt_optimization_enables_stable_algorithmic_collusion_in_llm_agents.md
arxiv:2605.16346,PropGuard: Safeguarding LLM-MAS via Propagation-Aware Exploration and Remediation,set2_emerging,defense,metadata_only,propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_propguard_safeguarding_llm_mas_via_propagation_aware_exploration_and_rem.md
doi:10.2139/ssrn.7067276,Robotic Environment Manipulation Agents (REMA): A Proactive Multi-Agent Framework for Robust,set2_emerging,general,metadata_only,propagation,robust,no,no,no,metadata_only_needs_source_check,papers/general/ssrn/2026_robotic_environment_manipulation_agents_rema_a_proactive_multi_agent_fra.md
arxiv:2605.09076,Robust Multi-Agent LLMs under Byzantine Faults,set2_emerging,defense,metadata_only,byzantine;integrity;propagation,robust,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_robust_multi_agent_llms_under_byzantine_faults.md
shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,set2_emerging,defense,detailed,propagation,,yes,yes,yes,strong_direct_signal,papers/defenses/arxiv/2026_shi_saiguard.md
arxiv:2606.15008,Security Engineering of OpenClaw: Analyzing Attack Surface Expansion and Trust-Boundary Violations,set2_emerging,evaluation,metadata_only,attack;security;propagation,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_security_engineering_of_openclaw_analyzing_attack_surface_expansion_and.md
doi:10.5281/zenodo.20834834,Semantic Taint Propagation: Embedding-Based Semantic Flow Monitoring for Multi-Agent Large Language Model Systems,set2_emerging,defense,metadata_only,taint;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/zenodo/2026_semantic_taint_propagation_embedding_based_semantic_flow_monitoring_for.md
arxiv:2604.02767,SentinelAgent: Intent-Verified Delegation Chains for Securing Federal Multi-Agent AI Systems,set2_emerging,defense,metadata_only,propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_sentinelagent_intent_verified_delegation_chains_for_securing_federal_mul.md
arxiv:2606.07940,SGTO-MAS: Secure Gorilla Troops Optimization for Multi-Agent LLM Systems,set2_emerging,defense,metadata_only,secure;integrity;propagation,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_sgto_mas_secure_gorilla_troops_optimization_for_multi_agent_llm_systems.md
arxiv:2606.12709,"Smarter Saboteurs, Better Fixers: Scaling&Security in Linear Multi-Agent Workflows",set2_emerging,general,metadata_only,security;sabot,,no,no,no,metadata_only_needs_source_check,papers/general/arxiv/2026_smarter_saboteurs_better_fixers_scaling_security_in_linear_multi_agent_w.md
arxiv:2603.29846,SNEAK: Evaluating Strategic Communication and Information Leakage in Large Language Models,set2_emerging,evaluation,metadata_only,leak,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_sneak_evaluating_strategic_communication_and_information_leakage_in_larg.md
arxiv:2605.17480,The Capability Paradox: How Smarter Auditors Make Multi-Agent Systems Less Secure,set2_emerging,evaluation,metadata_only,secure;propagation,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_the_capability_paradox_how_smarter_auditors_make_multi_agent_systems_les.md
arxiv:2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,set2_emerging,defense,metadata_only,adversar;integrity,,no,no,no,metadata_only_needs_source_check,papers/defenses/arxiv/2026_the_consensus_trap_rescuing_multi_agent_llms_from_adversarial_majorities.md
arxiv:2605.06812,Towards Security-Auditable LLM Agents: A Unified Graph Representation,set2_emerging,evaluation,metadata_only,security;propagation,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_towards_security_auditable_llm_agents_a_unified_graph_representation.md
arxiv:2603.15408,TrinityGuard: A Unified Framework for Safeguarding Multi-Agent Systems,set2_emerging,evaluation,metadata_only,,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_trinityguard_a_unified_framework_for_safeguarding_multi_agent_systems.md
arxiv:2604.27132,TRUST: A Framework for Decentralized AI Service v.0.1,set2_emerging,general,metadata_only,leak;integrity,,no,no,no,metadata_only_needs_source_check,papers/general/arxiv/2026_trust_a_framework_for_decentralized_ai_service_v_0_1.md
doi:10.2139/ssrn.7218206,Vulnerabilities in Autonomous Execution: A Survey of Security Threats and Defenses in LLM-driven Multi-Agent Systems,set2_emerging,survey,metadata_only,security;leak;threat;propagation;vulnerab,,no,no,no,strong_direct_signal,papers/surveys/ssrn/2026_vulnerabilities_in_autonomous_execution_a_survey_of_security_threats_and.md
arxiv:2603.11132,WebWeaver: Breaking Topology Confidentiality in LLM Multi-Agent Systems with Stealthy Context-Based Inference,set2_emerging,attack,metadata_only,leak;confidential;steal,,no,no,no,strong_direct_signal,papers/attacks/arxiv/2026_webweaver_breaking_topology_confidentiality_in_llm_multi_agent_systems_w.md
arxiv:2605.08460,When Child Inherits: Modeling and Exploiting Subagent Spawn in Multi-Agent Networks,set2_emerging,evaluation,metadata_only,exploit;propagation,,no,no,no,metadata_only_needs_source_check,papers/evaluations/arxiv/2026_when_child_inherits_modeling_and_exploiting_subagent_spawn_in_multi_agen.md
