work_key,canonical_paper_id,title,identifier_type,identifier,identifier_status,observed_in_routes
arxiv:2511.22978,,ShoppingComp: Are LLMs Really Ready for Your Shopping Cart?,arxiv,2511.22978,canonical,search:arxiv:2511.22978
arxiv:2512.00267,,Trification: A Comprehensive Tree-based Strategy Planner and Structural Verification for Fact-Checking,arxiv,2512.00267,canonical,search:arxiv:2512.00267
arxiv:2512.00349,,Debate with Images: Detecting Deceptive Behaviors in Multimodal Large Language Models,arxiv,2512.00349,canonical,search:arxiv:2512.00349
arxiv:2512.00520,,Toward a Safe Internet of Agents,arxiv,2512.00520,canonical,search:arxiv:2512.00520
arxiv:2512.01282,,Kardia-R1: Unleashing LLMs to Reason toward Understanding and Empathy for Emotional Support via Rubric-as-Judge Reinforcement Learning,arxiv,2512.01282,canonical,search:arxiv:2512.01282
arxiv:2512.01909,,Latent Debate: A Surrogate Framework for Interpreting LLM Thinking,arxiv,2512.01909,canonical,search:arxiv:2512.01909
arxiv:2512.02282,,DialogGuard: Multi-Agent Psychosocial Safety Evaluation of Sensitive LLM Responses,arxiv,2512.02282,canonical,search:arxiv:2512.02282
supp_decentralized_multi_agent_system_with_trust_aware_communication,supp_decentralized_multi_agent_system_with_trust_aware_communication,Decentralized Multi-Agent System with Trust-Aware Communication,arxiv,2512.02410,route_alias,broad:doi:10.1109/ispa67752.2025.00198;peerfirst:doi:10.1109/ispa67752.2025.00198;search:doi:10.1109/ispa67752.2025.00198;targeted:doi:10.1109/ispa67752.2025.00198;venue:ieee_ispa_2025:10_1109_ispa67752_2025_00198
arxiv:2512.02445,,When Refusals Fail: Unstable Safety Mechanisms in Long-Context LLM Agents,arxiv,2512.02445,canonical,search:arxiv:2512.02445
arxiv:2512.02533,,PopSim: Social Network Simulation for Social Media Popularity Prediction,arxiv,2512.02533,canonical,search:arxiv:2512.02533
arxiv:2512.02682,,Beyond Single-Agent Safety: A Taxonomy of Risks in LLM-to-LLM Interactions,arxiv,2512.02682,canonical,search:arxiv:2512.02682
arxiv:2512.03097,,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,arxiv,2512.03097,canonical,broad:arxiv:2512.03097;search:arxiv:2512.03097;targeted:arxiv:2512.03097
arxiv:2512.03694,,SRPG: Semantically Reconstructed Privacy Guard for Zero-Trust Privacy in Educational Multi-Agent Systems,arxiv,2512.03694,canonical,broad:arxiv:2512.03694;search:arxiv:2512.03694;targeted:arxiv:2512.03694
liang2025_dont_trust_upstream,liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,arxiv,2512.04129,canonical,broad:arxiv:2512.04129;canonical:liang2025_dont_trust_upstream;search:arxiv:2512.04129;targeted:arxiv:2512.04129
liu2026topology_memory,liu2026topology_memory,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,arxiv,2512.04668,canonical,broad:doi:10.18653/v1/2026.findings-acl.1980;peerfirst:doi:10.18653/v1/2026.findings-acl.1980;search:doi:10.18653/v1/2026.findings-acl.1980;targeted:doi:10.18653/v1/2026.findings-acl.1980;venue:findings_of_acl:10_18653_v1_2026_findings_acl_1980
arxiv:2512.06556,,Semantic Attacks on Tool-Augmented LLMs: Securing the Model Context Protocol Against Descriptor-Level Manipulation,arxiv,2512.06556,canonical,search:arxiv:2512.06556
arxiv:2512.06659,,The Evolution of Agentic AI in Cybersecurity: From Single LLM Reasoners to Multi-Agent Systems and Autonomous Pipelines,arxiv,2512.06659,canonical,search:doi:10.1109/icaic67076.2026.11395809
arxiv:2512.07462,,"Understanding LLM Agent Behaviours via Game Theory: Strategy Recognition, Biases and Multi-Agent Dynamics",arxiv,2512.07462,canonical,search:arxiv:2512.07462
arxiv:2512.08139,,Robust Agents in Open-Ended Worlds,arxiv,2512.08139,canonical,search:arxiv:2512.08139
arxiv:2512.08290,,Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem,arxiv,2512.08290,canonical,search:arxiv:2512.08290
arxiv:2512.08326,,Argus: A Multi-Agent Sensitive Information Leakage Detection Framework Based on Hierarchical Reference Relationships,arxiv,2512.08326,canonical,search:doi:10.1145/3744916.3773208
arxiv:2512.08345,,The High Cost of Incivility: Quantifying Interaction Inefficiency via Multi-Agent Monte Carlo Simulations,arxiv,2512.08345,canonical,search:arxiv:2512.08345
arxiv:2512.08743,,Single-Agent Scaling Fails Multi-Agent Intelligence: Towards Foundation Models with Native Multi-Agent Intelligence,arxiv,2512.08743,canonical,search:arxiv:2512.08743
arxiv:2512.08769,,"A Practical Guide for Designing, Developing, and Deploying Production-Grade Agentic AI Workflows",arxiv,2512.08769,canonical,search:arxiv:2512.08769
arxiv_2512_09187,arxiv_2512_09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,arxiv,2512.09187,canonical,broad:arxiv:2512.09187;canonical:arxiv_2512_09187;peerfirst:arxiv:2512.09187;search:arxiv:2512.09187;targeted:arxiv:2512.09187
arxiv:2512.10766,,Metaphor-based Jailbreak Attacks on Text-to-Image Models,arxiv,2512.10766,canonical,search:arxiv:2512.10766
arxiv:2512.11933,,The Agentic Regulator: Risks for AI in Finance and a Proposed Agent-based Framework for Governance,arxiv,2512.11933,canonical,search:arxiv:2512.11933
arxiv:2512.12443,,"AI Transparency Atlas: Framework, Scoring, and Real-Time Model Card Evaluation Pipeline",arxiv,2512.12443,canonical,search:arxiv:2512.12443
arxiv:2512.12921,,Cisco Integrated AI Security and Safety Framework Report,arxiv,2512.12921,canonical,search:arxiv:2512.12921
arxiv:2512.13481,,neuralFOMO: Can LLMs Handle Being Second Best? Measuring Envy-Like Preferences in Multi-Agent Settings,arxiv,2512.13481,canonical,broad:arxiv:2512.13481;search:arxiv:2512.13481;targeted:arxiv:2512.13481
arxiv:2512.14846,,MALCDF: A Distributed Multi-Agent LLM Framework for Real-Time Cyber,arxiv,2512.14846,canonical,search:arxiv:2512.14846
arxiv:2512.15790,,Bilevel Optimization for Covert Memory Tampering in Heterogeneous Multi-Agent Architectures (XAMT),arxiv,2512.15790,canonical,broad:arxiv:2512.15790;search:arxiv:2512.15790;structured-exclude:sharma2025xamt;targeted-gap:shared_memory_poisoning:bileveloptimizationforcovertmemorytamperinginheterogeneousmultiagentarchitecturesxamt;targeted:arxiv:2512.15790
arxiv:2512.16167,,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,arxiv,2512.16167,canonical,broad:arxiv:2512.16167;search:arxiv:2512.16167;targeted:arxiv:2512.16167
arxiv:2512.16279,,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,arxiv,2512.16279,canonical,broad:arxiv:2512.16279;search:arxiv:2512.16279;targeted:arxiv:2512.16279
arxiv:2512.17259,,Verifiability-First Agents: Provable Observability and Lightweight Audit Agents for Controlling Autonomous LLM Systems,arxiv,2512.17259,canonical,search:arxiv:2512.17259
arxiv:2512.17913,,Byzantine Fault-Tolerant Multi-Agent System for Healthcare: A Gossip Protocol Approach to Secure Medical Message Propagation,arxiv,2512.17913,canonical,broad:arxiv:2512.17913;search:arxiv:2512.17913;targeted:arxiv:2512.17913
arxiv:2512.18542,,SecureCode: A Production-Grade Multi-Turn Dataset for Training Security-Aware Code Generation Models,arxiv,2512.18542,canonical,search:arxiv:2512.18542
arxiv:2512.18622,,A Multi-agent Text2SQL Framework using Small Language Models and Execution Feedback,arxiv,2512.18622,canonical,search:arxiv:2512.18622
arxiv:2512.18669,,IntelliCode: A Multi-Agent LLM Tutoring System with Centralized Learner Modeling,arxiv,2512.18669,canonical,broad:doi:10.18653/v1/2026.eacl-demo.10;peerfirst:doi:10.18653/v1/2026.eacl-demo.10;search:doi:10.18653/v1/2026.eacl-demo.10;targeted:doi:10.18653/v1/2026.eacl-demo.10;venue:eacl_demo:10_18653_v1_2026_eacl_demo_10
pan2026xgguard,pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,arxiv,2512.18733,canonical,broad:doi:10.48448/egpv-zm74;peerfirst:doi:10.48448/egpv-zm74;search:doi:10.48448/egpv-zm74;targeted:doi:10.48448/egpv-zm74;venue:acl:10_18653_v1_2026_acl_long_1407
arxiv:2512.19933,,PRISM: A Personality-Driven Multi-Agent Framework for Social Media Simulation,arxiv,2512.19933,canonical,search:arxiv:2512.19933
arxiv:2512.20184,,Reaching Agreement Among Reasoning LLM Agents,arxiv,2512.20184,canonical,broad:arxiv:2512.20184;search:arxiv:2512.20184;targeted:arxiv:2512.20184
arxiv:2512.20973,,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,arxiv,2512.20973,canonical,broad:arxiv:2512.20973;search:arxiv:2512.20973;targeted:arxiv:2512.20973
arxiv:2512.20986,,AegisAgent: An Autonomous Defense Agent Against Prompt Injection Attacks in LLM-HARs,arxiv,2512.20986,canonical,search:arxiv:2512.20986
arxiv:2512.21250,,CoTDeceptor:Adversarial Code Obfuscation Against CoT-Enhanced LLM Code Agents,arxiv,2512.21250,canonical,search:arxiv:2512.21250
arxiv:2512.21352,,Multi-Agent LLM Committees for Autonomous Software Beta Testing,arxiv,2512.21352,canonical,broad:arxiv:2512.21352;search:arxiv:2512.21352;targeted:arxiv:2512.21352
bowers2025code_injection,bowers2025code_injection,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,arxiv,2512.21818,route_alias,broad:doi:10.1109/icmla66185.2025.00174;peerfirst:doi:10.1109/icmla66185.2025.00174;search:doi:10.1109/icmla66185.2025.00174;targeted:doi:10.1109/icmla66185.2025.00174;venue:icmla:10_1109_icmla66185_2025_00174
arxiv:2512.22496,,Hierarchical Pedagogical Oversight: A Multi-Agent Adversarial Framework for Reliable AI Tutoring,arxiv,2512.22496,canonical,broad:arxiv:2512.22496;search:arxiv:2512.22496;targeted:arxiv:2512.22496
arxiv:2512.23132,,Multi-Agent Framework for Threat Mitigation and Resilience in AI-Based Systems,arxiv,2512.23132,canonical,search:arxiv:2512.23132
arxiv:2512.23480,,Agentic AI for Autonomous Defense in Software Supply Chain Security: Beyond Provenance to Vulnerability Mitigation,arxiv,2512.23480,canonical,search:doi:10.1109/icca66035.2025.11430751
arxiv:2512.23557,,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,arxiv,2512.23557,canonical,broad:arxiv:2512.23557;search:arxiv:2512.23557;targeted:arxiv:2512.23557
arxiv:2512.23717,,HarmTransform: Transforming Explicit Harmful Queries into Stealthy via Multi-Agent Debate,arxiv,2512.23717,canonical,search:arxiv:2512.23717
arxiv:2512.24686,,BatteryAgent: Synergizing Physics-Informed Interpretation with LLM Reasoning for Intelligent Battery Fault Diagnosis,arxiv,2512.24686,canonical,search:arxiv:2512.24686
arxiv:2601.00240,,When Agents See Humans as the Outgroup: Belief-Dependent Bias in LLM-Powered Agents,arxiv,2601.00240,canonical,search:arxiv:2601.00240
arxiv:2601.00516,,"Trajectory Guard - A Lightweight, Sequence-Aware Model for Real-Time Anomaly Detection in Agentic AI",arxiv,2601.00516,canonical,search:arxiv:2601.00516
arxiv:2601.01592,,OpenRT: An Open-Source Red Teaming Framework for Multimodal LLMs,arxiv,2601.01592,canonical,search:arxiv:2601.01592
hu2026lying_truths,hu2026lying_truths,Lying with Truths: Open-Channel Multi-Agent Collusion for Belief Manipulation via Generative Montage,arxiv,2601.01685,canonical,broad:doi:10.18653/v1/2026.acl-long.270;peerfirst:doi:10.18653/v1/2026.acl-long.270;search:doi:10.18653/v1/2026.acl-long.270;targeted:doi:10.18653/v1/2026.acl-long.270;venue:acl:10_18653_v1_2026_acl_long_270
arxiv:2601.01743,,"AI Agent Systems: Architectures, Applications, and Evaluation",arxiv,2601.01743,canonical,search:arxiv:2601.01743
arxiv:2601.01993,,Towards Privacy-Preserving Mental Health Support with Large Language Models,arxiv,2601.01993,canonical,search:arxiv:2601.01993
arxiv:2601.02377,,"Trust in LLM-controlled Robotics: a Survey of Security Threats, Defenses and Challenges",arxiv,2601.02377,canonical,search:doi:10.36227/techrxiv.176704885.51786927/v1
arxiv:2601.02749,,The Path Ahead for Agentic AI: Challenges and Opportunities,arxiv,2601.02749,canonical,search:arxiv:2601.02749
arxiv:2601.03061,,Vertical tacit collusion in AI-mediated markets,arxiv,2601.03061,canonical,search:arxiv:2601.03061
arxiv:2601.03248,,STReasoner: Empowering LLMs for Spatio-Temporal Reasoning in Time Series via Spatial-Aware Reinforcement Learning,arxiv,2601.03248,canonical,search:doi:10.48448/jjx8-5z64
arxiv:2601.03281,,"<i>α</i> <sup>3</sup> -Bench: A Unified Benchmark of Safety, Robustness, and Efficiency for LLM-Based UAV Agents Over 6G Networks",arxiv,2601.03281,canonical,search:doi:10.1109/ojits.2026.3713296
arxiv:2601.03287,,Automated Post-Incident Policy Gap Analysis via Threat-Informed Evidence Mapping using Large Language Models,arxiv,2601.03287,canonical,search:arxiv:2601.03287
arxiv:2601.03328,,LLM-Enabled Multi-Agent Systems: Empirical Evaluation and Insights into Emerging Design Patterns & Paradigms,arxiv,2601.03328,canonical,search:arxiv:2601.03328
arxiv:2601.03335,,Digital Red Queen: Adversarial Program Evolution in Core War with LLMs,arxiv,2601.03335,canonical,search:doi:10.1145/3795095.3805116
arxiv:2601.03846,,When Numbers Start Talking: Implicit Numerical Coordination Among LLM-Based Agents,arxiv,2601.03846,canonical,broad:arxiv:2601.03846;search:arxiv:2601.03846;targeted:arxiv:2601.03846
arxiv:2601.04034,,HoneyTrap: Deceiving Large Language Model Attackers to Honeypot Traps with Resilient Multi-Agent Defense,arxiv,2601.04034,canonical,broad:arxiv:2601.04034;search:arxiv:2601.04034;targeted:arxiv:2601.04034
arxiv_2601_04170,arxiv_2601_04170,Agent Drift: Quantifying Behavioral Degradation in Multi-Agent LLM Systems Over Extended Interactions,arxiv,2601.04170,canonical,broad:arxiv:2601.04170;canonical:arxiv_2601_04170;peerfirst:arxiv:2601.04170;search:arxiv:2601.04170;structured-exclude:rathe2026agentdrift;targeted-gap:goal_drift:agentdriftquantifyingbehavioraldegradationinmultiagentllmsystemsoverextendedinteractions;targeted:arxiv:2601.04170
arxiv:2601.04566,,BackdoorAgent: A Unified Framework for Backdoor Attacks on LLM-based Agents,arxiv,2601.04566,canonical,search:arxiv:2601.04566
arxiv:2601.04583,,"Autonomous Agents on Blockchains: Standards, Execution Models, and Trust Boundaries",arxiv,2601.04583,canonical,search:arxiv:2601.04583
zhou2026resmas,zhou2026resmas,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,arxiv,2601.04694,canonical,broad:doi:10.1609/aaai.v40i41.40824;peerfirst:doi:10.1609/aaai.v40i41.40824;search:doi:10.1609/aaai.v40i41.40824;targeted:doi:10.1609/aaai.v40i41.40824;venue:aaai:10_1609_aaai_v40i41_40824
arxiv:2601.05187,,SimuAgent: An LLM-Based Simulink Modeling Assistant Enhanced with Reinforcement Learning,arxiv,2601.05187,canonical,search:arxiv:2601.05187
arxiv:2601.05467,,STELP: Secure Transpilation and Execution of LLM-Generated Programs,arxiv,2601.05467,canonical,search:arxiv:2601.05467
arxiv:2601.05570,,Crisis-Bench: Benchmarking Strategic Ambiguity and Reputation Management in Large Language Models,arxiv,2601.05570,canonical,search:arxiv:2601.05570
arxiv:2601.06115,,Dreaming Is Not a Bug: A Jung-Inspired Dream Layer for Multi-Agent LLM Companions,arxiv,2601.06115,canonical,search:arxiv:2601.06115
arxiv:2601.06838,,CHASE: LLM Agents for Dissecting Malicious PyPI Packages,arxiv,2601.06838,canonical,search:doi:10.1109/aiware69974.2025.00008
arxiv:2601.07072,,Overcoming the Retrieval Barrier: Indirect Prompt Injection in the Wild for LLM Systems,arxiv,2601.07072,canonical,search:arxiv:2601.07072
arxiv:2601.07122,,Enhancing Cloud Network Resilience via a Robust LLM-Empowered Multi-Agent Reinforcement Learning Framework,arxiv,2601.07122,canonical,search:doi:10.1109/tdsc.2026.3694417
arxiv:2601.08641,,Resisting Manipulative Bots in Meme Coin Copy Trading: A Multi-Agent Approach with Chain-of-Thought Reasoning,arxiv,2601.08641,canonical,search:doi:10.1145/3774904.3792635
arxiv:2601.08839,,Recursive Knowledge Synthesis for Multi-LLM Systems: Stability Analysis and Tri-Agent Audit Framework,arxiv,2601.08839,canonical,search:arxiv:2601.08839
arxiv:2601.09264,,Coordinated Pandemic Control with Large Language Model Agents as Policymaking Assistants,arxiv,2601.09264,canonical,search:arxiv:2601.09264
arxiv:2601.09527,,Private LLM Inference on Consumer Blackwell GPUs: A Practical Guide for Cost-Effective Local Deployment in SMEs,arxiv,2601.09527,canonical,search:arxiv:2601.09527
arxiv:2601.10137,,Step-by-Step Causality: Transparent Causal Discovery with Multi-Agent Tree-Query and Adversarial Confidence Estimation,arxiv,2601.10137,canonical,search:arxiv:2601.10137
arxiv:2601.10156,,ToolSafe: Enhancing Tool Invocation Safety of LLM-based agents via Proactive Step-level Guardrail and Feedback,arxiv,2601.10156,canonical,search:arxiv:2601.10156
arxiv:2601.10738,,CTHA: Constrained Temporal Hierarchical Architecture for Stable Multi-Agent LLM Systems,arxiv,2601.10738,canonical,search:arxiv:2601.10738
arxiv:2601.10865,,Multi-Agent Taint Specification Extraction for Vulnerability Detection,arxiv,2601.10865,canonical,search:arxiv:2601.10865
arxiv:2601.10955,,Beyond Max Tokens: Stealthy Resource Amplification via Tool Calling Chains in LLM Agents,arxiv,2601.10955,canonical,search:arxiv:2601.10955
arxiv_2601_11369,arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,arxiv,2601.11369,canonical,broad:arxiv:2601.11369;canonical:arxiv_2601_11369;peerfirst:arxiv:2601.11369;search:arxiv:2601.11369;targeted:arxiv:2601.11369
arxiv_2601_11893,arxiv_2601_11893,Taming Various Privilege Escalation in LLM-Based Agent Systems: A Mandatory Access Control Framework,arxiv,2601.11893,canonical,broad:arxiv:2601.11893;canonical:arxiv_2601_11893;peerfirst:arxiv:2601.11893;search:arxiv:2601.11893;targeted:arxiv:2601.11893
arxiv:2601.11913,,LSTM-MAS: A Long Short-Term Memory Inspired Multi-Agent System for Long-Context Understanding,arxiv,2601.11913,canonical,broad:arxiv:2601.11913;search:arxiv:2601.11913;targeted:arxiv:2601.11913
arxiv:2601.12148,,Many hands make light work: An LLM-based multi-agent system for detecting malicious PyPI packages,arxiv,2601.12148,canonical,search:doi:10.1016/j.jss.2026.112792
arxiv:2601.12392,,Psych\=eChat: An Empathic Framework Focused on Emotion Shift Tracking and Safety Risk Analysis in Psychological Counseling,arxiv,2601.12392,canonical,search:arxiv:2601.12392
arxiv:2601.12974,,Bridging the Knowledge-Action Gap by Evaluating LLMs in Dynamic Dental Clinical Scenarios,arxiv,2601.12974,canonical,search:doi:10.2139/ssrn.6201887
arxiv:2601.13186,,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",arxiv,2601.13186,canonical,broad:arxiv:2601.13186;search:arxiv:2601.13186;targeted:arxiv:2601.13186
arxiv:2601.13268,,Improving the Safety and Trustworthiness of Medical AI via Multi-Agent Evaluation Loops,arxiv,2601.13268,canonical,search:arxiv:2601.13268
arxiv:2601.13709,,Hidden in Plain Text: Measuring LLM Deception Quality Against Human Baselines Using Social Deduction Games,arxiv,2601.13709,canonical,broad:doi:10.1109/ica67499.2025.00033;peerfirst:doi:10.1109/ica67499.2025.00033;search:doi:10.1109/ica67499.2025.00033;targeted:doi:10.1109/ica67499.2025.00033;venue:international_conference_on_agents:10_1109_ica67499_2025_00033
arxiv:2601.13864,,HardSecBench: Benchmarking the Security Awareness of LLMs for Hardware Code Generation,arxiv,2601.13864,canonical,search:arxiv:2601.13864
arxiv:2601.14091,,Zero-shot adaptable task planning for autonomous construction robots: a comparative study of lightweight single and multi-AI agent systems,arxiv,2601.14091,canonical,search:arxiv:2601.14091
arxiv:2601.14340,,Turn-Based Structural Triggers: Prompt-Free Backdoors in Multi-Turn LLMs,arxiv,2601.14340,canonical,search:arxiv:2601.14340
arxiv:2601.14601,,Holmes: An Evidence-Grounded LLM Agent for Auditable DDoS Investigation in Cloud Networks,arxiv,2601.14601,canonical,search:arxiv:2601.14601
arxiv:2601.14660,,NeuroFilter: Activation-Based Guardrails for Privacy-Conscious LLM Agents,arxiv,2601.14660,canonical,search:arxiv:2601.14660
arxiv:2601.14667,,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,arxiv,2601.14667,canonical,broad:arxiv:2601.14667;search:arxiv:2601.14667;targeted:arxiv:2601.14667
arxiv:2601.15161,,Automated Rubrics for Reliable Evaluation of Medical Dialogue Systems,arxiv,2601.15161,canonical,search:arxiv:2601.15161
arxiv:2601.15519,,TransportAgents: a multi-agents LLM framework for traffic accident severity prediction,arxiv,2601.15519,canonical,search:arxiv:2601.15519
arxiv:2601.16280,,When Agents Fail to Act: A Diagnostic Framework for Tool Invocation Reliability in Multi-Agent LLM Systems,arxiv,2601.16280,canonical,search:arxiv:2601.16280
arxiv:2601.16529,,SycoEval-EM: Sycophancy Evaluation of Large Language Models in Simulated Clinical Encounters for Emergency Care,arxiv,2601.16529,canonical,broad:arxiv:2601.16529;search:arxiv:2601.16529;targeted:arxiv:2601.16529
arxiv:2601.17549,,Breaking the Protocol: Security Analysis of the Model Context Protocol Specification and Prompt Injection Vulnerabilities in Tool-Integrated LLM Agents,arxiv,2601.17549,canonical,search:arxiv:2601.17549
arxiv:2601.17566,,Sponge Tool Attack: Stealthy Denial-of-Efficiency against Tool-Augmented Agentic Reasoning,arxiv,2601.17566,canonical,search:arxiv:2601.17566;targeted-gap:denial_of_service:spongetoolattackbackdoorattackontoolaugmentedllms
arxiv:2601.17762,,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,arxiv,2601.17762,canonical,search:arxiv:2601.17762
arxiv:2601.17817,,Multi-Agent Collaborative Intrusion Detection for Low-Altitude Economy IoT: An LLM-Enhanced Agentic AI Framework,arxiv,2601.17817,canonical,search:arxiv:2601.17817
arxiv:2601.18754,,"$α^3$-SecBench: A Large-Scale Evaluation Suite of Security, Resilience, and Trust for LLM-based UAV Agents over 6G Networks",arxiv,2601.18754,canonical,search:arxiv:2601.18754
arxiv:2601.19174,,SHIELD: An Auto-Healing Agentic Defense Framework for LLM Resource Exhaustion Attacks,arxiv,2601.19174,canonical,search:arxiv:2601.19174;targeted-gap:denial_of_service:shieldmultiagentdefenseagainstresourceexhaustionattacksonllmsystems
arxiv:2601.19507,,Automated Safety Benchmarking: A Multi-agent Pipeline for LVLMs,arxiv,2601.19507,canonical,search:arxiv:2601.19507
arxiv:2601.20346,,Multimodal Multi-Agent Ransomware Analysis Using AutoGen,arxiv,2601.20346,canonical,search:arxiv:2601.20346
arxiv:2601.20538,,Interpreting Emergent Extreme Events in Multi-Agent Systems,arxiv,2601.20538,canonical,broad:arxiv:2601.20538;search:arxiv:2601.20538;targeted:arxiv:2601.20538
arxiv:2601.21064,,Textual Equilibrium Propagation for Deep Compound AI Systems,arxiv,2601.21064,canonical,broad:arxiv:2601.21064;search:arxiv:2601.21064;targeted:arxiv:2601.21064
arxiv:2601.21113,,"Planner-Auditor Twin: Agentic Discharge Planning with FHIR-Based LLM Planning, Guideline Recall, Optional Caching and Self-Improvement",arxiv,2601.21113,canonical,search:arxiv:2601.21113
arxiv:2601.21609,,RecNet: Self-Evolving Preference Propagation for Agentic Recommender Systems,arxiv,2601.21609,canonical,search:arxiv:2601.21609
arxiv:2601.21936,,AgenticSimLaw: A Juvenile Courtroom Multi-Agent Debate Simulation for Explainable High-Stakes Tabular Decision Making,arxiv,2601.21936,canonical,search:arxiv:2601.21936
arxiv:2601.22159,,RedSage: A Cybersecurity Generalist LLM,arxiv,2601.22159,canonical,search:arxiv:2601.22159
arxiv:2601.22184,,Tacit Coordination of Large Language Models,arxiv,2601.22184,canonical,broad:arxiv:2601.22184;search:arxiv:2601.22184;targeted:arxiv:2601.22184
arxiv:2601.22208,,"Stalled, Biased, and Confused: Uncovering Reasoning Failures in LLMs for Cloud-Based Root Cause Analysis",arxiv,2601.22208,canonical,search:doi:10.1145/3793655.3793732
arxiv:2601.23009,,SolAgent: A Specialized Multi-Agent Framework for Solidity Code Generation,arxiv,2601.23009,canonical,search:arxiv:2601.23009
arxiv:2601.23132,,Verifiable Manifest Signing and Transparency Enforcement for Secure MCP-Based LLM Pipelines,arxiv,2601.23132,canonical,search:arxiv:2601.23132
arxiv:2601.23211,,Multi-Agent Systems Should be Treated as Principal-Agent Problems,arxiv,2601.23211,canonical,search:arxiv:2601.23211
arxiv:2602.00428,,"When Agents ""Misremember"" Collectively: Exploring the Mandela Effect in LLM-based Multi-Agent Systems",arxiv,2602.00428,canonical,broad:arxiv:2602.00428;search:arxiv:2602.00428;targeted:arxiv:2602.00428
arxiv:2602.00755,,Evolving Interpretable Constitutions for Multi-Agent Coordination,arxiv,2602.00755,canonical,broad:arxiv:2602.00755;search:arxiv:2602.00755;targeted:arxiv:2602.00755
arxiv:2602.01011,,Multi-Agent Teams Hold Experts Back,arxiv,2602.01011,canonical,broad:arxiv:2602.01011;search:arxiv:2602.01011;targeted:arxiv:2602.01011
arxiv:2602.01155,,Multi-Agent Causal Reasoning System for Error Pattern Rule Automation in Vehicles,arxiv,2602.01155,canonical,search:arxiv:2602.01155
arxiv:2602.01539,,MAGIC: A Co-Evolving Attacker-Defender Adversarial Game for Robust LLM Safety,arxiv,2602.01539,canonical,broad:arxiv:2602.01539;search:arxiv:2602.01539;targeted:arxiv:2602.01539
arxiv:2602.01858,,SOPRAG: Multi-view Graph Experts Retrieval for Industrial Standard Operating Procedures,arxiv,2602.01858,canonical,search:arxiv:2602.01858
arxiv:2602.01942,,Human Society-Inspired Approaches to Agentic AI Security: The 4C Framework,arxiv,2602.01942,canonical,search:arxiv:2602.01942
arxiv:2602.02034,,Constrained Process Maps for Multi-Agent Generative AI Workflows,arxiv,2602.02034,canonical,search:doi:10.48448/kcsf-j389
arxiv:2602.02164,,Co-RedTeam: Orchestrated Security Discovery and Exploitation with LLM Agents,arxiv,2602.02164,canonical,search:arxiv:2602.02164
arxiv:2602.02455,,Drift-Bench: Diagnosing Cooperative Breakdowns in LLM Agents under Input Faults via Multi-Turn Interaction,arxiv,2602.02455,canonical,search:arxiv:2602.02455
arxiv:2602.02515,,CreditAudit: 2$^\text{nd}$ Dimension for LLM Evaluation and Selection,arxiv,2602.02515,canonical,search:arxiv:2602.02515
arxiv:2602.02979,,CPMobius: Iterative Coach-Player Reasoning for Data-Free Reinforcement Learning,arxiv,2602.02979,canonical,search:arxiv:2602.02979
arxiv:2602.03128,,Understanding Multi-Agent LLM Frameworks: A Unified Benchmark and Experimental Analysis,arxiv,2602.03128,canonical,structured-exclude:orogat2026mafbench
arxiv:2602.03255,,LPS-Bench: Benchmarking Safety Awareness of Computer-Use Agents in Long-Horizon Planning under Benign and Adversarial Scenarios,arxiv,2602.03255,canonical,search:arxiv:2602.03255
arxiv:2602.03688,,TodyComm: Task-Oriented Dynamic Communication for Multi-Round LLM-based Multi-Agent System,arxiv,2602.03688,canonical,broad:arxiv:2602.03688;search:arxiv:2602.03688;targeted:arxiv:2602.03688
arxiv:2602.03955,,AgentArk: Distilling Multi-Agent Intelligence into a Single LLM Agent,arxiv,2602.03955,canonical,search:arxiv:2602.03955
arxiv:2602.04431,,MaMa: A Game-Theoretic Approach for Designing Safe Agentic Systems,arxiv,2602.04431,canonical,broad:arxiv:2602.04431;search:arxiv:2602.04431;targeted:arxiv:2602.04431
