work_key,title,evidence_set,dominant_contribution,venue,paper_path,note_status,system_studied,multi_agent_dependency,threat_actor,attack_or_failure,defense,evaluation,sok_relevance,security_terms,weak_terms,preliminary_tier,final_verdict,final_reason
arxiv:2603.11132,WebWeaver: Breaking Topology Confidentiality in LLM Multi-Agent Systems with Stealthy Context-Based Inference,set2_emerging,attack,arXiv.org,papers/attacks/arxiv/2026_webweaver_breaking_topology_confidentiality_in_llm_multi_agent_systems_w.md,metadata_only,,,,,,,,attack;confidential;leak,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2606.28958,When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration,set2_emerging,attack,,papers/attacks/arxiv/2026_when_latent_agents_lie_kv_cache_integrity_in_multi_agent_llm_collaborati.md,metadata_only,,,,,,,,attack;integrity,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),set2_emerging,attack,arXiv,papers/attacks/arxiv/2025_agarwal_when_persuasion_overrides_truth_in_multi_agent_l.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,set1_core,attack,COLM,papers/attacks/colm/2025_triedman_malicious_code.md,source_reviewed,Deployed and research multi-agent frameworks that route tasks and messages among specialized LLM agents.,The attack hijacks control flow and inter-agent communication to invoke an otherwise unreachable unsafe agent or functionality.,,"- Attack surface: untrusted content, inter-agent messages, and orchestrator routing. - Attack mechanism: indirect prompt injection changes control and communication flow. - System-level failure: compositional authority and action-integrity failure. - Security consequence: unauthorized invocation and arbitrary code execution.","- Defense mechanism: framework-level mitigations are analyzed in the paper. - Intervention point: routing, communication, and tool invocation boundaries. - Required observability: system control flow and invoked functionality. - Assumptions: defenses must mediate LLM-decided routing and execution. - Limitations: protection is framework-dependent and does not follow from content filtering alone.","- Evaluated systems: several deployed or proposed LLM multi-agent frameworks. - Agent configuration: orchestrated specialist agents, including code-capable functions. - Dataset or environment: malicious web and other untrusted-content scenarios. - Baselines: direct and indirect prompt-injection attacks. - Metrics: attack success and successful unsafe/code invocation. - Main results: the authors report arbitrary-code attack success across evaluated systems, with rates depending on framework and model.","- Included concepts: orchestration, control-flow hijacking, distributed authority, unsafe tool invocation. - Taxonomy implications: separates initial prompt injection from the resulting compositional authorization failure. - Supported research questions: how local content compromise crosses agent and tool trust boundaries. - Important limitations: exact exploitability depends on framework architecture and enabled functions.",adversar;attack;authorization;compromis;exploit;injection;integrity;malicious;security;threat,reliab,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
liu2025collective_manipulation,Can an Individual Manipulate the Collective Decisions of Multi-Agents?,set1_core,attack,EMNLP,papers/attacks/emnlp/2025_liu_manipulate_collective_decisions.md,source_reviewed,LLM multi-agent systems that exchange messages and aggregate individual answers into a collective decision.,An attacker knows and manipulates only one target agent but optimizes inputs by simulating how that agent's messages influence the rest of the group. Success is defined by changing the collective decision.,An external attacker with incomplete information about the collective.,M-Spoiler optimizes adversarial samples using simulated group interactions and a stubborn agent that persistently advocates the attacker's desired answer.,The paper evaluates input transformations and collaboration-level mitigation strategies.,"- Configuration: Multiple LLM backbones and collaboration sizes, including experiments scaling to 101 agents. - Topology: Communication and majority aggregation settings specified by the paper. - Baseline or ablation: Individual-target adversarial attacks without group-interaction simulation and evaluated mitigation variants. - Metric: Targeted and untargeted collective attack success, transferability, and clean-task performance. - Unit: Task and final group decision. - Denominator: Evaluated tasks across three seeds; targeted success uses all-agree for two agents or majority target output for larger groups. - Result boundary: M-Spoiler outperforms attacks optimized only for the individual target in evaluated tasks and transfers under incomplete system knowledge.",The paper separates adversary position from compromised fraction: one externally manipulated member can have population-level effects without being a malicious agent by construction.,adversar;attack;byzantine;compromis;integrity;malicious;security;threat,robust,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
lee2026prompt_infection,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,set1_core,attack,ESORICS 2025 International Workshops,papers/attacks/esorics_workshops/2026_lee_prompt_infection.md,detailed_unreviewed,Tool-using LLM workflows with global or local message histories and agent societies with changing pairwise conversations.,One externally injected prompt forces each compromised agent to append a self-replicating payload to downstream messages. Infection spreads through communication even to agents that never read the original untrusted content.,"An external adversary able to place one infectious prompt in a PDF, email, or web page.","Prompt hijacking changes the current role, a payload assigns malicious subtasks and carries data, and a self-replication instruction preserves the infection across agent edges.","LLM Tagging prepends the producing agent's identity to downstream messages and is combined with marking, instruction, reminder, and sandwich defenses.",,"Self-replication is the attack mechanism; the system-level failure is propagation and containment, with separate impact fields for theft, manipulation, or execution.",adversar;attack;compromis;confidential;injection;integrity;malicious;security;threat;worm,safety,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
zhou2026corba,CORBA: Contagious Recursive Blocking Attacks on Multi-Agent Systems Based on Large Language Models,set1_core,attack,Findings of ACL,papers/attacks/findings_acl/2026_zhou_corba.md,source_reviewed,LLM multi-agent systems with open-ended collaboration over varied communication topologies.,"Recursive instructions force agents to trigger further messages, transforming the collaboration graph into a resource-consuming cycle.",,- Attack surface: open-ended inter-agent communication. - Attack mechanism: benign-looking recursively contagious instructions. - System-level failure: availability and resource-isolation failure. - Security consequence: excessive resource use and system paralysis.,"- Defense mechanism: conventional safety alignment is evaluated, not introduced. - Intervention point: content-level agent guardrails. - Required observability: local semantic content in tested safeguards. - Assumptions: semantically benign content is allowed. - Limitations: baseline safeguards are not collaboration-aware.","- Evaluated systems: multiple LLMs and communication topologies. - Agent configuration: interacting agents capable of recursive communication. - Dataset or environment: DoC attack tasks defined in the paper. - Baselines: existing attacks and conventional safety alignment. - Metrics: resource use, blocking, and paralysis outcomes. - Main results: CORBA produces system paralysis in settings where baselines fail.","- Included concepts: denial of collaboration, recursive delegation, contagious instructions, resource exhaustion. - Taxonomy implications: availability is the violated property; recursion and contagion are mechanisms. - Supported research questions: why content guardrails fail on systemic behavior. - Important limitations: resource denominators differ from harmful-output ASR.",attack;denial;security;threat,alignment;safety,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
he2025communication_attacks,Red-Teaming LLM Multi-Agent Systems via Communication Attacks,set1_core,attack,Findings of ACL,papers/attacks/findings_acl/2025_he_communication_attacks.md,source_reviewed,"Message-based LLM multi-agent systems across multiple frameworks, communication structures, and application tasks.",The adversary compromises system behavior by intercepting and rewriting messages between agents while leaving individual agent models uncompromised.,,- Attack surface: inter-agent communication links. - Attack mechanism: interception and adaptive rewriting of protocol-valid messages. - System-level failure: message and collective decision integrity failure. - Security consequence: system-wide task compromise without endpoint-agent compromise.,- Defense mechanism: Not reported as the primary contribution. - Intervention point: Not reported. - Required observability: Not reported. - Assumptions: Not reported. - Limitations: attack feasibility depends on access to communication paths and allowed message formats.,"- Evaluated systems: multiple LLM-MAS frameworks. - Agent configuration: varied communication structures and role formats. - Dataset or environment: multiple real-world application tasks. - Baselines: communication-attack variants described in the paper. - Metrics: task compromise and attack success. - Main results: the authors report vulnerability across evaluated frameworks, communication structures, and applications.","- Included concepts: communication integrity, message interception, protocol validity, adaptive attacker. - Taxonomy implications: separates attacker position from attack mechanism and violated property. - Supported research questions: whether endpoint-local defenses protect message paths. - Important limitations: no universal claim follows for systems with authenticated or integrity-protected channels.",adversar;attack;compromis;denial;injection;integrity;malicious;security;threat,,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
gu2024agent_smith,Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,set1_core,attack,ICML,papers/attacks/icml/2024_gu_agent_smith.md,source_reviewed,A population of independently instantiated LLaVA-1.5 agents with memory banks that communicate through randomized pairwise chats.,The attack becomes an infectious jailbreak only when the seeded agent transmits adversarial content to peers; population spread and its growth rate are undefined for a single isolated agent.,,- Attack surface: agent memory and pairwise communication. - Attack mechanism: an infectious adversarial image causes recipients to retain and retransmit jailbreak behavior. - System-level failure: propagation and containment failure. - Security consequence: population-wide harmful or unaligned behavior.,- Defense mechanism: a theoretical restraint principle; no complete practical defense is introduced. - Intervention point: inter-agent propagation process. - Required observability: infection/spread behavior across the population. - Assumptions: depends on the modeled interaction process. - Limitations: the authors leave practical defense construction open.,- Evaluated systems: LLaVA-1.5 agents. - Agent configuration: randomized pairwise chat; populations scale to one million in simulation. - Dataset or environment: simulated multimodal multi-agent environment. - Baselines: non-infectious adversarial inputs and alternative settings described in the paper. - Metrics: infected population and propagation behavior. - Main results: one seeded adversarial image is reported to produce exponentially fast infectious jailbreak under the evaluated interaction model.,"- Included concepts: infection seed, agent memory, behavioral contagion, population spread, containment. - Taxonomy implications: supports a propagation-and-containment failure class. - Supported research questions: how topology and agent interaction amplify a local compromise. - Important limitations: proof-of-concept pairwise simulation does not establish prevalence in deployed systems.",adversar;attack;compromis;jailbreak;security;threat,alignment;safety,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,set1_core,attack,ICML,papers/attacks/icml/2026_zhang_embedding_defenses.md,detailed_unreviewed,"LLM multi-agent reasoning systems using star, chain, or sparse-random communication and embedding-based graph defenses.","A compromised member repeatedly sends messages that are propagated, echoed, and aggregated by other agents. The attacks specifically manipulate separation between malicious and benign communication embeddings over rounds and topologies.",One compromised member agent.,"Slow Drift changes claims gradually, Benign Wrapper dominates the malicious payload with benign context, and Chaos Seeding makes benign agents disagree so malicious messages cease to be embedding outliers.",Confidence pruning blocks low-confidence messages; confidence weighting attaches token-uncertainty metadata and reduces uncertain messages' influence during aggregation.,,"Near-benign wording is an attack mechanism against a detector; the resulting property violation is collective decision integrity, while topology controls the time window for defense.",attack;compromis;integrity;malicious;security;taint;threat,drift;misinformation;reliab;robust;safety,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
ju2026flooding,Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities,set1_core,attack,Science China Information Sciences,papers/attacks/journals_science_china_information_sciences/2026_ju_flooding.md,source_reviewed,"LLM-based agent communities with chat histories, communication, and optional RAG storage/retrieval.",Manipulated knowledge spreads when affected agents persuade peers and persist the resulting chat histories for later retrieval.,,"- Attack surface: messages, chat history, and RAG memory. - Attack mechanism: persuasive fabricated evidence induces unconscious forwarding. - System-level failure: knowledge-integrity and containment failure. - Security consequence: persistent manipulated beliefs among benign agents.","- Defense mechanism: guardian agents and fact checking are discussed. - Intervention point: messages and shared/retrieved knowledge. - Required observability: claims, provenance, and stored histories. - Assumptions: verification tools can assess manipulated claims. - Limitations: discussed defenses are not the primary evaluated contribution.",- Evaluated systems: simulated LLM agent communities and RAG persistence setting. - Agent configuration: attacker/affected agents and benign peers. - Dataset or environment: counterfactual and toxic knowledge scenarios. - Baselines: attack variants described in the paper. - Metrics: spread and persistence of manipulated knowledge. - Main results: manipulated knowledge spreads without degrading foundational capabilities and can persist in retrieved histories.,"- Included concepts: persuasion, knowledge integrity, persistence, RAG memory. - Taxonomy implications: separates persuasive mechanism from integrity failure. - Supported research questions: how communication and memory jointly sustain an attack. - Important limitations: simulation results do not establish prevalence.",adversar;attack;injection;integrity;poison;security;threat,misinformation,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,set1_core,attack,Scientific Reports,papers/attacks/journals_scientific_reports/2026_kraidia_collaboration_fails.md,detailed_unreviewed,Multi-round LLM debate systems that aggregate independent answers and revisions by majority vote.,A malicious participant reads peer arguments and repeatedly persuades cooperative agents toward a selected wrong answer. The measured failure is increased agreement with the attacker across debate rounds and a corrupted group vote.,One or more adversarial debate members in an otherwise cooperative group.,"The malicious member builds multiple supporting narratives, rebuts peers, fuses the material, and selects rhetorically strong arguments for a false conclusion.",The paper evaluates prompt warnings intended to make cooperative agents resist persuasive manipulation.,,"Persuasion is the mechanism; the system-level failure is collective decision integrity, not a separate generic category of unsafe coordination.",adversar;attack;integrity;jailbreak;malicious;security;threat,reliab,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
motwani2024secret_collusion,Secret Collusion among AI Agents: Multi-Agent Deception via Steganography,set1_core,attack,NeurIPS,papers/attacks/neurips/2024_motwani_secret_collusion.md,source_reviewed,Generative AI agents that communicate over an overt channel while an auditor or monitor observes their exchanges.,Secret collusion requires at least a sender and receiver to coordinate through a hidden channel while concealing the coordination from oversight.,,- Attack surface: inter-agent messages and shared implicit knowledge. - Attack mechanism: steganographic encoding inside apparently innocuous natural language. - System-level failure: covert coordination and oversight failure. - Security consequence: prohibited coordination or information transfer remains hidden from the monitor.,"- Defense mechanism: monitoring, paraphrasing, and parameter optimization are evaluated. - Intervention point: message channel and model behavior. - Required observability: overt communication; some analyses require additional assumptions about agent or channel access. - Assumptions: effectiveness depends on the covert protocol and covertext. - Limitations: evaluated countermeasures do not eliminate the general problem.","- Evaluated systems: frontier foundation models in single- and multi-agent communication setups. - Agent configuration: communicating sender/receiver roles with oversight. - Dataset or environment: steganographic communication tasks described in the paper. - Baselines: overt communication and mitigation variants. - Metrics: covert communication success, detectability, and task performance. - Main results: the paper reports increasing steganographic capability and limitations of the evaluated countermeasures.","- Included concepts: covert channel, colluding coalition, observer scope, information flow, detectability. - Taxonomy implications: distinguishes attack mechanism (steganography) from the violated property (oversight or confidentiality). - Supported research questions: what a monitor must observe or trust to detect prohibited coordination. - Important limitations: empirical results do not establish real-world prevalence of spontaneous collusion.",attack;collusion;confidential;deception;integrity;security;threat,,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
doi:10.19139/soic-2310-5070-3574,Cascading Instruction Influence Indirect Prompt Injection in Hierarchical Multi-Agent Systems,set1_core,attack,"Statistics, Optimization & Information Computing",papers/attacks/statistics_optimization_information_computing/2026_cascading_instruction_influence_indirect_prompt_injection_in_hierarchica.md,metadata_only,,,,,,,,attack;injection,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
wang2026masleak,MASLeak: Investigating and Exposing Intellectual Property Leakage Vulnerabilities in Multi-Agent Systems,set1_core,attack,USENIX Security 2026,papers/attacks/usenix_security/2026_wang_masleak.md,source_reviewed,"Black-box multi-agent applications exposed through a public API, including synthetic applications and real Coze/CrewAI systems.","Queries are crafted to elicit, propagate, and retain disclosures from multiple internal agents, revealing architecture and role-specific proprietary content.",,"- Attack surface: public API and internal cross-agent communication. - Attack mechanism: adversarial queries induce disclosures to propagate and survive into the final response. - System-level failure: cross-principal confidentiality failure. - Security consequence: extraction of prompts, instructions, tools, and topology.","- Defense mechanism: potential defenses are discussed. - Intervention point: API, message, and output boundaries. - Required observability: internal provenance and final disclosure content. - Assumptions: Not reported in the public abstract. - Limitations: exact defense efficacy requires full-paper extraction.",- Evaluated systems: 810 synthetic MAS applications plus Coze and CrewAI cases. - Agent configuration: diverse internal architectures generated by the dataset. - Dataset or environment: first synthetic dataset of 810 MAS applications. - Baselines: extraction approaches described in the paper. - Metrics: IP extraction attack success/accuracy. - Main results: USENIX reports average success of 87% for prompts/instructions and 92% for architecture in most cases.,"- Included concepts: black-box attacker, IP leakage, topology extraction, internal-message propagation. - Taxonomy implications: the 810-application dataset must later appear in the evaluation-artifact index without duplicating this paper. - Supported research questions: how local disclosures compose into system IP extraction. - Important limitations: current record uses the USENIX prepublication page; page-level full-paper evidence remains to be verified.",adversar;attack;confidential;exploit;leak;security;threat;worm,,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
doi:10.5281/zenodo.17812179,LLM Hijacking: When Models Manipulate Their Routers,set2_emerging,attack,Zenodo (CERN European Organization for Nuclear Research),papers/attacks/zenodo/2025_llm_hijacking_when_models_manipulate_their_routers.md,metadata_only,,,,,,,,attack,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.1109/iccces62661.2026.11437027,CAPRI-DP: A Differentially Private Extension to Context-Aware Multi-Agent Privacy Frameworks,set1_core,defense,"2026 5th International Conference on Communication, Computing and Electronics Systems (ICCCES)",papers/defenses/2026_5th_international_conference_on_communication_computing_and_elect/2026_capri_dp_a_differentially_private_extension_to_context_aware_multi_agent.md,metadata_only,,,,,,,,leak;privacy,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
zhou2026resmas,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,set1_core,defense,AAAI,papers/defenses/aaai/2026_zhou_resmas.md,detailed_unreviewed,LLM-based MAS whose communication topology and agent prompts can be optimized.,Resilience is treated as a system property determined jointly by topology and distributed agent behavior.,Perturbed or faulty member agents.,Faulty contributions are amplified by vulnerable topology.,Topology generation plus topology-aware prompt optimization.,,This is a prevention-oriented topology defense rather than a runtime detector.,adversar;attack;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
zheng2026byzantine_reliability,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,set1_core,defense,AAAI,papers/defenses/aaai/2026_zheng_byzantine_reliability.md,source_reviewed,Seven-node LLM-based multi-agent systems performing mathematical reasoning and safety classification under multiple communication topologies.,"Faulty nodes inject wrong answers into message flows, while honest agents update from neighbors and a collective mechanism aggregates their outputs. Reliability depends on the fraction and placement of Byzantine nodes and on topology.",Byzantine member agents that repeatedly provide an incorrect candidate answer.,Byzantine nodes repeatedly introduce an incorrect answer that can be adopted by honest neighbors or dominate unweighted aggregation.,CP-WBFT estimates each answer's confidence using a prompt-level or hidden-state probe and performs confidence-weighted voting.,"- Configuration: Seven nodes, six topologies, Byzantine count varied from one to six, GSM8K and XSTest. - Topology: Six representative fixed network structures. - Baseline or ablation: Traditional deterministic nodes, unweighted aggregation, and prompt-level or hidden-state confidence variants. - Metric: Task accuracy and reported reliability accuracy. - Unit: Task instance under a fault configuration. - Denominator: GSM8K or XSTest examples in each experiment. - Result boundary: The reported 85.7% fault rate corresponds to six of seven faulty nodes in an oracle-scored task-accuracy experiment. It is not a theorem exceeding the classical asynchronous Byzantine agreement bound.","This is collective decision integrity under faulty members. Its reported high fault tolerance must be coded as oracle-graded task accuracy, not as exceeding the classical asynchronous agreement ceiling.",attack;byzantine;exploit;integrity;malicious;security;threat,reliab;robust;safety,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
supp_safesieve_from_heuristics_to_experience_in_progressive_pruning_for_llm_based_mul,SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication,set1_core,defense,AAAI 2026,papers/defenses/aaai/2026_zhang_safesieve_from_heuristics_to_experience_in_progr.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: The defense prunes unsafe or unreliable inter-agent communication.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;security;threat,reliab,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
doi:10.65109/ydmy4904,ConvPayMAS: Conversational Payment Multi-Agent System with Agent-to-Agent Protocol and Three-Mandate Verification,set1_core,defense,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,papers/defenses/aamas/2026_convpaymas_conversational_payment_multi_agent_system_with_agent_to_agent.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,set2_emerging,defense,AAMAS,papers/defenses/aamas/2025_mao_ibgp.md,detailed_unreviewed,Communicative agents that require local coordination rather than global byte-identical consensus.,The protocol explicitly reasons about malicious population fractions and local k-of-n agreement.,Byzantine member agents with unknown identities.,Byzantine members send inconsistent or false proposals.,Local consensus rules tailored to imperfect agreement.,,Defense locus is protocol; protected property is local coordination integrity.,attack;byzantine;integrity;malicious;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
miao2026blindguard,BlindGuard: Safeguarding LLM-based Multi-Agent Systems under Unknown Attacks,set1_core,defense,ACL,papers/defenses/acl/2026_miao_blindguard.md,detailed_unreviewed,"LLM-backed agents communicate for three rounds over chain, tree, star, and random graph topologies.","The defense identifies anomalous members from individual, neighborhood, and global interaction patterns, then removes their graph edges to contain cross-agent propagation.",Three compromised member agents in the evaluated MAS.,Compromised agents inject misleading outputs that propagate over the communication graph.,"The monitor encodes multi-scale interaction context, detects representation outliers, and prunes edges incident to predicted malicious agents.",,"The defense locus is the communication graph; its functions are detection and containment, not pre-infiltration prevention.",adversar;attack;compromis;integrity;malicious;poison;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,set1_core,defense,ACL,papers/defenses/acl/2026_pan_xg_guard.md,detailed_unreviewed,"Communicating LLM agents arranged as chain, tree, star, or random graphs.","The detector uses both response-level signals and graph neighborhoods, and remediation removes malicious nodes from the communication topology.",Compromised member agents.,Compromised members introduce misleading content that propagates through collaboration.,Response-level explanation and graph-level anomaly detection followed by topology repair.,,Defense locus is message plus topology; functions are detection and containment.,attack;compromis;integrity;malicious;poison;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
wang2025gsafeguard,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,set1_core,defense,ACL,papers/defenses/acl/2025_wang_g_safeguard.md,source_reviewed,"LLM-based multi-agent systems represented as dynamic utterance graphs across different backbones, sizes, and workflows.",Attacks and defenses are modeled on the graph formed by agent utterances; propagation and topological intervention require multiple communicating agents.,,- Attack surface: agent utterances and communication topology. - Attack mechanism: prompt injection and adversarial information propagation. - System-level failure: collective task-integrity degradation. - Security consequence: corrupted multi-agent reasoning and output.,- Defense mechanism: graph neural anomaly detection plus topological intervention. - Intervention point: utterance graph and communication links. - Required observability: multi-agent utterances and their graph relationships. - Assumptions: the monitor can construct the relevant utterance graph. - Limitations: graph access and attack distribution may differ in deployed systems.,- Evaluated systems: diverse LLM backbones and multi-agent system scales. - Agent configuration: multiple workflows represented by utterance graphs. - Dataset or environment: tasks and attacks specified by the paper. - Baselines: mainstream MAS safeguards and attack conditions. - Metrics: recovered task performance and security outcomes. - Main results: the authors report recovery of more than 40% performance under prompt injection and adaptability across backbones and scales.,"- Included concepts: utterance graph, graph monitor, prompt injection, topological intervention. - Taxonomy implications: this attack-and-defense paper belongs in the attack corpus and must also be indexed later as a defense/evaluation artifact without duplicating its canonical record. - Supported research questions: which graph visibility a defense requires. - Important limitations: claimed security guarantees must be read under the paper's graph and observability assumptions.",adversar;attack;injection;integrity;malicious;security;threat,misinformation;safety,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
doi:10.1145/3674399.3674445,BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,set1_core,defense,ACM Turing Celebration Conference,papers/defenses/acm_turing_celebration/2024_blockagents_towards_byzantine_robust_llm_based_multi_agent_coordination.md,metadata_only,,,,,,,,byzantine;integrity,robust,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.4018/979-8-3373-1419-8.ch009,Security and Privacy in Multi-Agent LLM Networks,set1_core,defense,Advances in computational intelligence and robotics book series,papers/defenses/advances_in_computational_intelligence_and_robotics_book_series/2025_security_and_privacy_in_multi_agent_llm_networks.md,metadata_only,,,,,,,,integrity;leak;privacy;security,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2510.01586,AdvEvo-MARL: Shaping Internalized Safety through Adversarial Co-Evolution in Multi-Agent Reinforcement Learning,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2025_advevo_marl_shaping_internalized_safety_through_adversarial_co_evolution.md,metadata_only,,,,,,,,adversar,safety,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2408.14972,AgentMonitor: A Plug-and-Play Framework for Predictive and Secure Multi-Agent Systems,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2024_agentmonitor_a_plug_and_play_framework_for_predictive_and_secure_multi_a.md,metadata_only,,,,,,,,secure,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,set2_emerging,defense,arXiv,papers/defenses/arxiv/2025_mao_agentsafe.md,detailed_unreviewed,LLM agents exchanging messages and using persistent memories with different sensitivity levels.,"Authorization depends on sender, receiver, information level, and cross-agent memory access.",Unauthorized or impersonating member agents.,"Unauthorized access, impersonation, or malicious memory writes.","Hierarchical data labels, authority verification, and protected memory management.",,Defense loci are message and shared state; function is prevention.,attack;authorization;confidential;integrity;malicious;poison;security;threat,reliab,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,set2_emerging,defense,arXiv,papers/defenses/arxiv/2025_wang_agentshield_make_mas_more_secure_and_efficient.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Compromised agents are audited through topology-aware distributed sentries and consensus among multiple auditors; robustness and overhead are defined over the MAS interaction graph.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;compromis;secure;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2509.13597,Agentic JWT: A Secure Delegation Protocol for Autonomous AI Agents,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2025_agentic_jwt_a_secure_delegation_protocol_for_autonomous_ai_agents.md,metadata_only,,,,,,,,secure,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2605.02812,"Autonomous LLM Agent Worms: Cross-Platform Propagation, Automated Discovery and Temporal Re-Entry Defense",set2_emerging,attack,arXiv.org,papers/attacks/arxiv/2026_autonomous_llm_agent_worms_cross_platform_propagation_automated_discover.md,metadata_only,,,,,,,,attack;leak;worm,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2603.04469,Beyond Input Guardrails: Reconstructing Cross-Agent Semantic Flows for Execution-Aware Attack Detection,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_beyond_input_guardrails_reconstructing_cross_agent_semantic_flows_for_ex.md,metadata_only,,,,,,,,attack,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2604.22879,Beyond Single-Agent Alignment: Preventing Context-Fragmented Violations in Multi-Agent Systems,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_beyond_single_agent_alignment_preventing_context_fragmented_violations_i.md,metadata_only,,,,,,,,,alignment,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
zou2025blocka2a,BlockA2A: Towards Secure and Verifiable Agent-to-Agent Interoperability,set1_core,defense,arXiv,papers/defenses/arxiv/2025_zou_blocka2a.md,detailed_unreviewed,"Cross-domain agents interoperating through identities, task contracts, messages, and shared resources.",Security properties bind multiple administrative principals across A2A interactions.,"Byzantine agents, Sybils, and message or prompt tamperers.","Spoofing, Sybil entry, tampering, equivocation, or authorization abuse.","DIDs, signatures, access-control contracts, provenance anchoring, reputation, and revocation.",,Defense spans several loci and illustrates a large trusted infrastructure base.,attack;authentication;authorization;byzantine;integrity;privacy;secure;security;tamper;threat,governance;reliab,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
