record_id,title,publication_date,screened_venue,canonical_venue,doi,canonical_doi,arxiv_id,scope_decision,publication_status,venue_type,publication_evidence_type,publication_evidence_url,publication_override,semantic_scholar_id,semantic_scholar_title_match,citations_semantic_scholar,citation_snapshot_date,peer_first_stratum
arxiv:2510.04860,Alignment Tipping Process: How Self-Evolution Pushes LLM Agents Off the Rails,2025-10-06,arXiv.org,arXiv.org,10.48550/arxiv.2510.04860,10.48550/arXiv.2510.04860,2510.04860,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/d9e6df5adc896a524184bdc9344b0733cdb9c5b0,no,d9e6df5adc896a524184bdc9344b0733cdb9c5b0,yes,7,2026-08-06,emerging_non_peer
arxiv:2510.06240,Knowledge Graph-Guided Multi-Agent Distillation for Reliable Industrial Question Answering with Datasets,2025-10-03,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2510.06240,arxiv:2510.06240,2510.06240,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/b8673fb89868c152b2278a33ccf6339c6892fe17,no,b8673fb89868c152b2278a33ccf6339c6892fe17,yes,1,2026-08-06,emerging_non_peer
arxiv:2510.07505,PEAR: Planner-Executor Agent Robustness Benchmark,2025-10-08,Conference of the European Chapter of the Association for Computational Linguistics,Findings of EACL,10.48550/arxiv.2510.07505,10.18653/v1/2026.findings-eacl.237,2510.07505,include-primary-interaction-security,peer_reviewed,conference,dblp_non_corr_record,https://dblp.org/rec/conf/eacl/DongZHMTLX26,no,328bb8c6fd42dd72fb92cb0673a918a84329d69e,yes,5,2026-08-06,peer_reviewed_conference
arxiv:2510.08240,The Alignment Waltz: Jointly Training Agents to Collaborate for Safety,2025-10-09,arXiv.org,arXiv.org,10.48550/arxiv.2510.08240,arxiv:2510.08240,2510.08240,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/bfd0f632aa36fd47920e65f222b51090f9784e97,no,bfd0f632aa36fd47920e65f222b51090f9784e97,yes,8,2026-08-06,emerging_non_peer
arxiv:2510.10010,"SLEAN: Simple Lightweight Ensemble Analysis Network for Multi-Provider LLM Coordination: Design, Implementation, and Vibe Coding Bug Investigation Case Study",2025-10-11,arXiv.org,arXiv.org,10.48550/arxiv.2510.10010,arxiv:2510.10010,2510.10010,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/37977c1fde4b12173330835628ec671831f72d1f,no,37977c1fde4b12173330835628ec671831f72d1f,yes,0,2026-08-06,emerging_non_peer
arxiv:2510.10185,Auditing medical multi-agent AI reveals risks of false consensus,2025-10-11,ArXiv.org,ArXiv.org,10.48550/arxiv.2510.10185,arxiv:2510.10185,2510.10185,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/b673d590615d8c42a1ea180058a288f99d8a0c7a,no,b673d590615d8c42a1ea180058a288f99d8a0c7a,yes,5,2026-08-06,emerging_non_peer
arxiv:2510.10943,"The Social Cost of Intelligence: Emergence, Propagation, and Amplification of Stereotypical Bias in Multi-Agent Systems",2025-10-13,arXiv.org,arXiv.org,10.48550/arxiv.2510.10943,arxiv:2510.10943,2510.10943,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/0f343e752c1c86d673dbb1d209ae40859e96db87,no,0f343e752c1c86d673dbb1d209ae40859e96db87,yes,1,2026-08-06,emerging_non_peer
arxiv:2510.11246,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,2025-10-13,arXiv.org,arXiv.org,10.48550/arxiv.2510.11246,10.48550/arXiv.2510.11246,2510.11246,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/6c032b85deb3fb59acbe204f4446f06c8241cf50,no,6c032b85deb3fb59acbe204f4446f06c8241cf50,yes,2,2026-08-06,emerging_non_peer
arxiv:2510.12826,Scheming Ability in LLM-to-LLM Strategic Interactions,2025-10-11,arXiv.org,arXiv.org,10.48550/arxiv.2510.12826,arxiv:2510.12826,2510.12826,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/46862e548386f5a991cc074066abc4948888eae3,no,46862e548386f5a991cc074066abc4948888eae3,yes,5,2026-08-06,emerging_non_peer
arxiv:2510.14207,Echoes of Human Malice in Agents: Benchmarking LLMs for Multi-Turn Online Harassment Attacks,2025-10-16,arXiv.org,arXiv.org,10.48550/arxiv.2510.14207,arxiv:2510.14207,2510.14207,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/1c9eefd94951ee98547846587f6e68417eed174f,no,1c9eefd94951ee98547846587f6e68417eed174f,yes,4,2026-08-06,emerging_non_peer
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",2025-10-16,arXiv.org,arXiv.org,10.48550/arxiv.2510.14312,arxiv:2510.14312,2510.14312,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/450f3603e3a1f679e79f72a9f5b16214a0eb84ba,no,450f3603e3a1f679e79f72a9f5b16214a0eb84ba,yes,7,2026-08-06,emerging_non_peer
arxiv:2510.15186,MAGPIE: A benchmark for Multi-AGent contextual PrIvacy Evaluation,2025-10-16,arXiv.org,NeurIPS Responsible Foundation Models Workshop,10.48550/arxiv.2510.15186,arxiv:2510.15186,2510.15186,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c1d91bbc06d958cb321600b04d4b29ada75ffbc3,no,c1d91bbc06d958cb321600b04d4b29ada75ffbc3,yes,21,2026-08-06,influential_non_peer
arxiv:2510.17276,Breaking and Fixing Defenses Against Control-Flow Hijacking in Multi-Agent Systems,2025-10-20,arXiv.org,ICLR,10.48550/arxiv.2510.17276,arxiv:2510.17276,2510.17276,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/3ed26a25ba183a318f783b4cac9b3eccc039027a,no,3ed26a25ba183a318f783b4cac9b3eccc039027a,yes,10,2026-08-06,emerging_non_peer
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,2025-10-22,,,10.48550/arxiv.2510.19420,arxiv:2510.19420,2510.19420,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/19ed9b8d65821da821509212ad4aa878fa73b704,no,19ed9b8d65821da821509212ad4aa878fa73b704,yes,3,2026-08-06,emerging_non_peer
arxiv:2510.27617,VeriMoA: A Mixture-of-Agents Framework for Spec-to-HDL Generation,2025-10-31,arXiv.org,arXiv.org,10.48550/arxiv.2510.27617,arxiv:2510.27617,2510.27617,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/69903d20c7eb8df2a4f46ee22b2137e520f53fd8,no,69903d20c7eb8df2a4f46ee22b2137e520f53fd8,yes,14,2026-08-06,emerging_non_peer
arxiv:2511.06134,Maestro: Learning to Collaborate via Conditional Listwise Policy Optimization for Multi-Agent LLMs,2025-11-08,arXiv.org,arXiv.org,10.48550/arxiv.2511.06134,arxiv:2511.06134,2511.06134,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/9786848f1dd93fde19d887a813b24ab1e12ef7ce,no,9786848f1dd93fde19d887a813b24ab1e12ef7ce,yes,15,2026-08-06,emerging_non_peer
arxiv:2511.08710,Convergence dynamics of Agent-to-Agent Interactions with Misaligned objectives,2025-11-11,arXiv.org,arXiv.org,10.48550/arxiv.2511.08710,arxiv:2511.08710,2511.08710,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/0ff7e4b77af7cc7e8703b5fcd167124421b79199,no,0ff7e4b77af7cc7e8703b5fcd167124421b79199,yes,0,2026-08-06,emerging_non_peer
arxiv:2511.10949,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,2025-11-14,arXiv.org,AAMAS Strategic Engineering Workshop,10.48550/arxiv.2511.10949,arxiv:2511.10949,2511.10949,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/ddeb756b4c6858e68c6fb55baa03034014b1395d,no,ddeb756b4c6858e68c6fb55baa03034014b1395d,yes,7,2026-08-06,emerging_non_peer
arxiv:2511.13788,Scaling Patterns in Adversarial Alignment: Evidence from Multi-LLM Jailbreak Experiments,2025-11-16,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2511.13788,arxiv:2511.13788,2511.13788,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/33968a978ace858db44c91c43c2947dea245f767,no,33968a978ace858db44c91c43c2947dea245f767,yes,1,2026-08-06,emerging_non_peer
arxiv:2511.17621,From Competition to Coordination: Market Making as a Scalable Framework for Safe and Aligned Multi-Agent LLM Systems,2025-11-18,arXiv.org,arXiv.org,10.48550/arxiv.2511.17621,arxiv:2511.17621,2511.17621,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/351a23756b38baf89b10038d4d26ddd86646c343,no,351a23756b38baf89b10038d4d26ddd86646c343,yes,0,2026-08-06,emerging_non_peer
arxiv:2511.22924,MAS-Shield: A Defense Framework for Secure and Efficient LLM MAS,2025-11-28,,,10.48550/arxiv.2511.22924,arxiv:2511.22924,2511.22924,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/9c2f157eb7c4c08b5a3a61673881461729ea5b15,no,9c2f157eb7c4c08b5a3a61673881461729ea5b15,yes,1,2026-08-06,emerging_non_peer
arxiv:2512.03097,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,2025-12-01,arXiv.org,arXiv.org,10.48550/arxiv.2512.03097,arxiv:2512.03097,2512.03097,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/bf43fd628552fac551b2d80f188c2c600926773a,no,bf43fd628552fac551b2d80f188c2c600926773a,yes,2,2026-08-06,emerging_non_peer
arxiv:2512.03694,SRPG: Semantically Reconstructed Privacy Guard for Zero-Trust Privacy in Educational Multi-Agent Systems,2025-12-03,arXiv.org,arXiv.org,10.48550/arxiv.2512.03694,arxiv:2512.03694,2512.03694,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/f80ccf4d96c1c8e7c1e9235a87ef7946dc27b58e,no,f80ccf4d96c1c8e7c1e9235a87ef7946dc27b58e,yes,1,2026-08-06,emerging_non_peer
arxiv:2512.04129,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,2025-12-03,,,10.48550/arxiv.2512.04129,10.48550/arXiv.2512.04129,2512.04129,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/d58a60ff7abf1f97bde3fc4b5f1c23e9acd0fe3f,no,d58a60ff7abf1f97bde3fc4b5f1c23e9acd0fe3f,yes,2,2026-08-06,emerging_non_peer
arxiv:2512.09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,2025-12-09,arXiv.org,arXiv.org,10.48550/arxiv.2512.09187,arxiv:2512.09187,2512.09187,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/8441da8a48c8031d91ae47670436ec9ac58b0040,no,8441da8a48c8031d91ae47670436ec9ac58b0040,yes,12,2026-08-06,emerging_non_peer
arxiv:2512.13481,neuralFOMO: Can LLMs Handle Being Second Best? Measuring Envy-Like Preferences in Multi-Agent Settings,2025-12-15,arXiv.org,arXiv.org,10.48550/arxiv.2512.13481,arxiv:2512.13481,2512.13481,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/aa1a338eef289064e9da682df2cc3cdae1a1ad29,no,aa1a338eef289064e9da682df2cc3cdae1a1ad29,yes,1,2026-08-06,emerging_non_peer
arxiv:2512.15790,Bilevel Optimization for Covert Memory Tampering in Heterogeneous Multi-Agent Architectures (XAMT),2025-12-15,arXiv.org,arXiv.org,10.48550/arxiv.2512.15790,arxiv:2512.15790,2512.15790,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/70cd90cced3961de1da624f6bcc0ac6b5bfc070b,no,70cd90cced3961de1da624f6bcc0ac6b5bfc070b,yes,0,2026-08-06,emerging_non_peer
arxiv:2512.16167,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,2025-12-18,,,10.48550/arxiv.2512.16167,arxiv:2512.16167,2512.16167,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/2fc472d64713f1453c905d90788d86998d766f5b,no,2fc472d64713f1453c905d90788d86998d766f5b,yes,1,2026-08-06,emerging_non_peer
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,2025-12-18,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2512.16279,arxiv:2512.16279,2512.16279,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/6e9b992946fbc6c608fe7b45ddeab9ed83ae6e5d,no,6e9b992946fbc6c608fe7b45ddeab9ed83ae6e5d,yes,4,2026-08-06,emerging_non_peer
arxiv:2512.17913,Byzantine Fault-Tolerant Multi-Agent System for Healthcare: A Gossip Protocol Approach to Secure Medical Message Propagation,2025-11-27,arXiv.org,arXiv.org,10.48550/arxiv.2512.17913,arxiv:2512.17913,2512.17913,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/2b5da79e48605a84031c6ec1c1e741bfc62d264d,no,2b5da79e48605a84031c6ec1c1e741bfc62d264d,yes,1,2026-08-06,emerging_non_peer
arxiv:2512.20184,Reaching Agreement Among Reasoning LLM Agents,2025-12-23,arXiv.org,arXiv.org,10.48550/arxiv.2512.20184,arxiv:2512.20184,2512.20184,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/291bdc4664fd700522da376d4297ad5677319ffa,no,291bdc4664fd700522da376d4297ad5677319ffa,yes,3,2026-08-06,emerging_non_peer
arxiv:2512.20973,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,2025-12-24,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2512.20973,arxiv:2512.20973,2512.20973,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/0b4fe767a365cc38015ecd935b3009b76af098dc,no,0b4fe767a365cc38015ecd935b3009b76af098dc,yes,2,2026-08-06,emerging_non_peer
arxiv:2512.21352,Multi-Agent LLM Committees for Autonomous Software Beta Testing,2025-12-21,arXiv.org,arXiv.org,10.48550/arxiv.2512.21352,arxiv:2512.21352,2512.21352,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/55c56eea40bf31e8b87cc12c34daa64a9cf04015,no,55c56eea40bf31e8b87cc12c34daa64a9cf04015,yes,1,2026-08-06,emerging_non_peer
arxiv:2512.22496,Hierarchical Pedagogical Oversight: A Multi-Agent Adversarial Framework for Reliable AI Tutoring,2025-12-27,arXiv.org,arXiv.org,10.48550/arxiv.2512.22496,arxiv:2512.22496,2512.22496,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/31b9b973a99cc78c10a43d1dcd9c5affccdd962e,no,31b9b973a99cc78c10a43d1dcd9c5affccdd962e,yes,0,2026-08-06,emerging_non_peer
arxiv:2512.23557,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,2025-12-29,arXiv.org,arXiv.org,10.48550/arxiv.2512.23557,arxiv:2512.23557,2512.23557,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/d775531bf0c45fa89cb41e521e77d920f33fcf82,no,d775531bf0c45fa89cb41e521e77d920f33fcf82,yes,5,2026-08-06,emerging_non_peer
arxiv:2601.03846,When Numbers Start Talking: Implicit Numerical Coordination Among LLM-Based Agents,2026-01-07,arXiv.org,arXiv.org,10.48550/arxiv.2601.03846,arxiv:2601.03846,2601.03846,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/6e2f414298032379201ebad6d5a7de92e932fe94,no,6e2f414298032379201ebad6d5a7de92e932fe94,yes,1,2026-08-06,emerging_non_peer
arxiv:2601.04034,HoneyTrap: Deceiving Large Language Model Attackers to Honeypot Traps with Resilient Multi-Agent Defense,2026-01-07,arXiv.org,arXiv.org,10.48550/arxiv.2601.04034,arxiv:2601.04034,2601.04034,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/3e71bd197f244890680d491e5d5d045b540df22b,no,3e71bd197f244890680d491e5d5d045b540df22b,yes,4,2026-08-06,emerging_non_peer
arxiv:2601.04170,Agent Drift: Quantifying Behavioral Degradation in Multi-Agent LLM Systems Over Extended Interactions,2026-01-07,arXiv.org,arXiv.org,10.48550/arxiv.2601.04170,arxiv:2601.04170,2601.04170,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c102b44673da43a07443e3fc7ba2ac27f96800e4,no,c102b44673da43a07443e3fc7ba2ac27f96800e4,yes,18,2026-08-06,emerging_non_peer
arxiv:2601.11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,2026-01-16,arXiv.org,arXiv.org,10.48550/arxiv.2601.11369,arxiv:2601.11369,2601.11369,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/9438fe46f3f7513c9a7f0884dffda6b7ed7d670d,no,9438fe46f3f7513c9a7f0884dffda6b7ed7d670d,yes,12,2026-08-06,emerging_non_peer
arxiv:2601.11893,Taming Various Privilege Escalation in LLM-Based Agent Systems: A Mandatory Access Control Framework,2026-01-17,arXiv.org,arXiv.org,10.48550/arxiv.2601.11893,arxiv:2601.11893,2601.11893,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/f6a22a7b6c63c8002411e29ba9079f0a0bc5931a,no,f6a22a7b6c63c8002411e29ba9079f0a0bc5931a,yes,37,2026-08-06,influential_non_peer
arxiv:2601.11913,LSTM-MAS: A Long Short-Term Memory Inspired Multi-Agent System for Long-Context Understanding,2026-01-17,arXiv.org,arXiv.org,10.48550/arxiv.2601.11913,arxiv:2601.11913,2601.11913,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/86b159df06f3b1c0000a92ddc6d07ddb29adf9e4,no,86b159df06f3b1c0000a92ddc6d07ddb29adf9e4,yes,1,2026-08-06,emerging_non_peer
arxiv:2601.13186,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",2026-01-19,arXiv.org,arXiv.org,10.48550/arxiv.2601.13186,arxiv:2601.13186,2601.13186,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/f759d9e8f124b49d74005ed5d36c2202bddd0dd7,no,f759d9e8f124b49d74005ed5d36c2202bddd0dd7,yes,2,2026-08-06,emerging_non_peer
arxiv:2601.14667,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,2026-01-21,arXiv.org,arXiv.org,10.48550/arxiv.2601.14667,arxiv:2601.14667,2601.14667,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/3056e518d044a9d651a0e45311a1a921f3cf26d8,no,3056e518d044a9d651a0e45311a1a921f3cf26d8,yes,2,2026-08-06,emerging_non_peer
arxiv:2601.16529,SycoEval-EM: Sycophancy Evaluation of Large Language Models in Simulated Clinical Encounters for Emergency Care,2026-01-23,arXiv.org,arXiv.org,10.48550/arxiv.2601.16529,arxiv:2601.16529,2601.16529,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c23794ad71c076535ae1cec53fc284c50021f46f,no,c23794ad71c076535ae1cec53fc284c50021f46f,yes,7,2026-08-06,emerging_non_peer
arxiv:2601.20538,Interpreting Emergent Extreme Events in Multi-Agent Systems,2026-01-28,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2601.20538,arxiv:2601.20538,2601.20538,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/abfe5bb22e605d31ae7a8e77ef3f7cfc360658ee,no,abfe5bb22e605d31ae7a8e77ef3f7cfc360658ee,yes,1,2026-08-06,emerging_non_peer
arxiv:2601.21064,Textual Equilibrium Propagation for Deep Compound AI Systems,2026-01-28,arXiv.org,arXiv.org,10.48550/arxiv.2601.21064,arxiv:2601.21064,2601.21064,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/0d6a464d5cb4cbec81e8ea6941585266c34d8c09,no,0d6a464d5cb4cbec81e8ea6941585266c34d8c09,yes,1,2026-08-06,emerging_non_peer
arxiv:2601.22184,Tacit Coordination of Large Language Models,2026-01-28,arXiv.org,arXiv.org,10.48550/arxiv.2601.22184,arxiv:2601.22184,2601.22184,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/06da98e7e0362e9a6e94d87d89c9c333901e2ad1,no,06da98e7e0362e9a6e94d87d89c9c333901e2ad1,yes,2,2026-08-06,emerging_non_peer
arxiv:2602.00428,"When Agents ""Misremember"" Collectively: Exploring the Mandela Effect in LLM-based Multi-Agent Systems",2026-01-31,arXiv.org,arXiv.org,10.48550/arxiv.2602.00428,arxiv:2602.00428,2602.00428,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/150d748f8e3591dd28a243f7b4b09d8c118f78ed,no,150d748f8e3591dd28a243f7b4b09d8c118f78ed,yes,0,2026-08-06,emerging_non_peer
arxiv:2602.00755,Evolving Interpretable Constitutions for Multi-Agent Coordination,2026-01-31,arXiv.org,arXiv.org,10.48550/arxiv.2602.00755,arxiv:2602.00755,2602.00755,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c3ad1a7b47396a1b103b923011a4e1cdfefbcc3d,no,c3ad1a7b47396a1b103b923011a4e1cdfefbcc3d,yes,3,2026-08-06,emerging_non_peer
arxiv:2602.01011,Multi-Agent Teams Hold Experts Back,2026-02-01,arXiv.org,arXiv.org,10.48550/arxiv.2602.01011,arxiv:2602.01011,2602.01011,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/e95eb50589f6e6641ca2a3994d80fc840c82d5ef,no,e95eb50589f6e6641ca2a3994d80fc840c82d5ef,yes,10,2026-08-06,emerging_non_peer
arxiv:2602.01539,MAGIC: A Co-Evolving Attacker-Defender Adversarial Game for Robust LLM Safety,2026-02-02,arXiv.org,arXiv.org,10.48550/arxiv.2602.01539,arxiv:2602.01539,2602.01539,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/46a453191368e8df9cef0e5676fe6cda06447b0a,no,46a453191368e8df9cef0e5676fe6cda06447b0a,yes,8,2026-08-06,emerging_non_peer
arxiv:2602.03688,TodyComm: Task-Oriented Dynamic Communication for Multi-Round LLM-based Multi-Agent System,2026-02-03,Open MIND,arXiv.org,10.48550/arxiv.2602.03688,arxiv:2602.03688,2602.03688,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/3f8f8009b0d9b34c64e4c704a584ef33d0d747b5,no,3f8f8009b0d9b34c64e4c704a584ef33d0d747b5,yes,1,2026-08-06,emerging_non_peer
arxiv:2602.04431,MaMa: A Game-Theoretic Approach for Designing Safe Agentic Systems,2026-02-04,arXiv.org,arXiv.org,10.48550/arxiv.2602.04431,arxiv:2602.04431,2602.04431,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/7ba45d72f13bec3419d0fe25f753bccf04452d2c,no,7ba45d72f13bec3419d0fe25f753bccf04452d2c,yes,2,2026-08-06,emerging_non_peer
arxiv:2602.05176,Among Us: Measuring and Mitigating Malicious Contributions in Model Collaboration Systems,2026-02-05,Annual Meeting of the Association for Computational Linguistics,ACL,10.48550/arxiv.2602.05176,10.18653/v1/2026.acl-long.725,2602.05176,include-primary-interaction-security,peer_reviewed,conference,indexed_archival_venue,https://doi.org/arxiv:2602.05176,no,afc899989ac7512ac2b6242cd9ee4f0a08460b7c,yes,1,2026-08-06,peer_reviewed_conference
arxiv:2602.08567,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,2026-02-09,arXiv.org,arXiv.org,10.48550/arxiv.2602.08567,10.48550/arXiv.2602.08567,2602.08567,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/4d3e3eed0ffc38d51696bae78a633224f0eaa807,no,4d3e3eed0ffc38d51696bae78a633224f0eaa807,yes,3,2026-08-06,emerging_non_peer
arxiv:2602.09877,The Devil Behind Moltbook: Anthropic Safety is Always Vanishing in Self-Evolving AI Societies,2026-02-10,arXiv.org,arXiv.org,10.48550/arxiv.2602.09877,arxiv:2602.09877,2602.09877,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/6a7baf3beb4486c0e35bf698b5725fcd66ef2b1f,no,6a7baf3beb4486c0e35bf698b5725fcd66ef2b1f,yes,3,2026-08-06,emerging_non_peer
arxiv:2602.13477,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,2026-02-13,arXiv.org,arXiv.org,10.48550/arxiv.2602.13477,10.48550/arXiv.2602.13477,2602.13477,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/6bad6cb411a86c0be216ee051ba51b07f3b0bafa,no,6bad6cb411a86c0be216ee051ba51b07f3b0bafa,yes,4,2026-08-06,emerging_non_peer
arxiv:2602.13840,PrivAct: Internalizing Contextual Privacy Preservation via Multi-Agent Preference Training,2026-02-14,Open MIND,arXiv.org,10.48550/arxiv.2602.13840,arxiv:2602.13840,2602.13840,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/6189f6efba13d82c5e3e3bbfddb20453fce22a18,no,6189f6efba13d82c5e3e3bbfddb20453fce22a18,yes,3,2026-08-06,emerging_non_peer
arxiv:2602.15198,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,2026-02-16,arXiv.org,arXiv.org,10.48550/arxiv.2602.15198,10.48550/arXiv.2602.15198,2602.15198,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/595eea9b5f5c0e16435dcf4b7d8fa95d8a9c6d80,no,595eea9b5f5c0e16435dcf4b7d8fa95d8a9c6d80,yes,7,2026-08-06,emerging_non_peer
