work_key,title,evidence_set,dominant_contribution,final_verdict,recommendation,final_reason,source_checked,primary_url,doi,arxiv_id,paper_path
arxiv:2509.13597,Agentic JWT: A Secure Delegation Protocol for Autonomous AI Agents,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/117cd1d71516457304f87903bac925e5d1222325,,2509.13597,papers/defenses/arxiv/2025_agentic_jwt_a_secure_delegation_protocol_for_autonomous_ai_agents.md
arxiv:2605.02812,"Autonomous LLM Agent Worms: Cross-Platform Propagation, Automated Discovery and Temporal Re-Entry Defense",set2_emerging,attack,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/643d8d8cce043ad494db9b92aecf09ab5186e9de,,2605.02812,papers/attacks/arxiv/2026_autonomous_llm_agent_worms_cross_platform_propagation_automated_discover.md
arxiv:2603.04469,Beyond Input Guardrails: Reconstructing Cross-Agent Semantic Flows for Execution-Aware Attack Detection,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,,2603.04469,papers/defenses/arxiv/2026_beyond_input_guardrails_reconstructing_cross_agent_semantic_flows_for_ex.md
arxiv:2604.22879,Beyond Single-Agent Alignment: Preventing Context-Fragmented Violations in Multi-Agent Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/5d8182b26a2508ca1cc6d29f1ff0540c120f9400,,2604.22879,papers/defenses/arxiv/2026_beyond_single_agent_alignment_preventing_context_fragmented_violations_i.md
zou2025blocka2a,BlockA2A: Towards Secure and Verifiable Agent-to-Agent Interoperability,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2508.01332,,2508.01332,papers/defenses/arxiv/2025_zou_blocka2a.md
arxiv:2512.17913,Byzantine Fault-Tolerant Multi-Agent System for Healthcare: A Gossip Protocol Approach to Secure Medical Message Propagation,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/2b5da79e48605a84031c6ec1c1e741bfc62d264d,,2512.17913,papers/defenses/arxiv/2025_byzantine_fault_tolerant_multi_agent_system_for_healthcare_a_gossip_prot.md
jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2507.14928,,2507.14928,papers/defenses/arxiv/2025_jo_byzantine_robust.md
arxiv:2605.19240,CASPIAN: Online Detection and Attribution of Cascade Attacks in LLM Multi-Agent Systems via Cross-Channel Causal Monitoring,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/dd7c0938f68765869f0e61ee363e7ed36a873eba,,2605.19240,papers/defenses/arxiv/2026_caspian_online_detection_and_attribution_of_cascade_attacks_in_llm_multi.md
arxiv:2606.07941,Collective Hallucination in Multi-Agent LLMs:Modeling and Defense,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/fbbcdb26636386d148008ceaedb2ec224ca476f8,,2606.07941,papers/defenses/arxiv/2026_collective_hallucination_in_multi_agent_llms_modeling_and_defense.md
arxiv:2512.20973,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/0b4fe767a365cc38015ecd935b3009b76af098dc,,2512.20973,papers/defenses/arxiv/2025_dao_agent_zero_knowledge_verified_incentives_for_decentralized_multi_age.md
supp_star_cooperative_attacks_2026,Defending LLM-based Multi-Agent Systems Against Cooperative Attacks with Sentence-Level Rectification,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2605.28104,,2605.28104,papers/defenses/arxiv/2026_luo_defending_llm_based_multi_agent_systems_against.md
arxiv:2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/ad1aa41fe8a8a23fc016cfbe6d3b6004d14fffec,,2603.15809,papers/defenses/arxiv/2026_don_t_trust_stubborn_neighbors_a_security_framework_for_agentic_networks.md
supp_dynatrust_2026,DynaTrust: Defending Multi-Agent Systems Against Sleeper Agents via Dynamic Trust Graphs,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2603.15661,,2603.15661,papers/defenses/arxiv/2026_li_dynatrust_defending_multi_agent_systems_against.md
arxiv:2604.07911,Dynamic Attentional Context Scoping: Agent-Triggered Focus Sessions for Isolated Per-Agent Steering in Multi-Agent LLM Orchestration,set2_emerging,general,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/edb684a9d47a023d2343c96c7278aaad3cc25c4a,,2604.07911,papers/general/arxiv/2026_dynamic_attentional_context_scoping_agent_triggered_focus_sessions_for_i.md
arxiv:2605.09278,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/1ad06ca131f6e83a0dc16cb42495dd29a98522ad,,2605.09278,papers/defenses/arxiv/2026_equimem_calibrating_shared_memory_in_multi_agent_debate_via_game_theoret.md
arxiv:2512.16167,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/2fc472d64713f1453c905d90788d86998d766f5b,,2512.16167,papers/defenses/arxiv/2025_ev_trust_an_evolutionarily_stable_trust_mechanism_for_decentralized_llm.md
arxiv:2604.07667,From Debate to Decision: Conformal Social Choice for Safe Multi-Agent Deliberation,set2_emerging,defense,UNCERTAIN_DISCUSS,lean_remove_scope,"The paper studies calibrated act-versus-escalate decisions for wrong consensus in multi-agent debate. The primary source establishes interacting LLM agents and a safety mechanism, but not a concrete adversary or security/privacy boundary beyond incorrect collective answers. Under the strict gate, this looks closer to reliability/safety than MAS security.",yes_source_pass_or_repeated_source_search,https://www.semanticscholar.org/paper/26972d52713dd2bd50f7d74905c4341495af988f,,2604.07667,papers/defenses/arxiv/2026_from_debate_to_decision_conformal_social_choice_for_safe_multi_agent_del.md
arxiv:2603.04474,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/a293983bd48babd0f8fcd908e9f0e98932074ad8,,2603.04474,papers/defenses/arxiv/2026_from_spark_to_fire_modeling_and_mitigating_error_cascades_in_llm_based_m.md
arxiv:2606.10322,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/03ebfea35124ed27f7f954332794209a96fff7c5,,2606.10322,papers/defenses/arxiv/2026_game_theoretic_multi_agent_control_for_robust_contextual_reasoning_in_ll.md
li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2506.00509,,2506.00509,papers/defenses/arxiv/2025_li_argus.md
arxiv:2606.24535,Governed Shared Memory for Multi-Agent LLM Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,,2606.24535,papers/defenses/arxiv/2026_governed_shared_memory_for_multi_agent_llm_systems.md
arxiv:2601.14667,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/3056e518d044a9d651a0e45311a1a921f3cf26d8,,2601.14667,papers/defenses/arxiv/2026_infa_guard_mitigating_malicious_propagation_via_infection_aware_safeguar.md
arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2601.11369,,2601.11369,papers/defenses/arxiv/2026_syrnikov_institutional_ai_governing_llm_collusion_in_mult.md
arxiv:2605.22786,LCGuard: Latent Communication Guard for Safe KV Sharing in Multi-Agent Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/8a01248caa80174984a6e123597143030286fef7,,2605.22786,papers/defenses/arxiv/2026_lcguard_latent_communication_guard_for_safe_kv_sharing_in_multi_agent_sy.md
arxiv:2603.08852,LDP: An Identity-Aware Protocol for Multi-Agent LLM Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.21203/rs.3.rs-9121599/v1,2603.08852,papers/defenses/arxiv/2026_ldp_an_identity_aware_protocol_for_multi_agent_llm_systems.md
arxiv:2606.30555,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/a4bcae17ba83b1559d62720cf450fd65c1bc9597,,2606.30555,papers/defenses/arxiv/2026_linguistic_firewall_geometry_as_defense_in_multi_agent_systems_routing.md
arxiv:2606.30602,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,set2_emerging,evaluation,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/c4d062571426768628580ab820b3de4772be413e,,2606.30602,papers/evaluations/arxiv/2026_mesa_prioritizing_vulnerable_communication_channels_for_securing_multi_a.md
cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2505.04799,,2505.04799,papers/defenses/arxiv/2025_cui_maris.md
arxiv:2605.12240,No Action Without a NOD: A Heterogeneous Multi-Agent Architecture for Reliable Service Agents,set2_emerging,general,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/36084cb024fea0e9848e6b8ecf499bc00e534493,,2605.12240,papers/general/arxiv/2026_no_action_without_a_nod_a_heterogeneous_multi_agent_architecture_for_rel.md
tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2605.10614,,2605.10614,papers/defenses/arxiv/2026_tapwal_prism.md
arxiv:2601.13186,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/f759d9e8f124b49d74005ed5d36c2202bddd0dd7,,2601.13186,papers/defenses/arxiv/2026_prompt_injection_mitigation_with_agentic_ai_nested_learning_and_ai_susta.md
arxiv:2605.16346,PropGuard: Safeguarding LLM-MAS via Propagation-Aware Exploration and Remediation,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/ffd5b662160cd415cd045b664872fe5b7812f0ce,,2605.16346,papers/defenses/arxiv/2026_propguard_safeguarding_llm_mas_via_propagation_aware_exploration_and_rem.md
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/6e9b992946fbc6c608fe7b45ddeab9ed83ae6e5d,,2512.16279,papers/defenses/arxiv/2025_quadsentinel_sequent_safety_for_machine_checkable_control_in_multi_agent.md
arxiv:2605.09076,Robust Multi-Agent LLMs under Byzantine Faults,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/a946db88de13b1a6e394973c3ecb191f1dca11d2,,2605.09076,papers/defenses/arxiv/2026_robust_multi_agent_llms_under_byzantine_faults.md
arxiv_2506_07564,SAFEFLOW: A Principled Protocol for Trustworthy and Transactional Autonomous Agent Systems,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2506.07564,,2506.07564,papers/defenses/arxiv/2025_li_safeflow_a_principled_protocol_for_trustworthy_a.md
shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2606.12474,,2606.12474,papers/defenses/arxiv/2026_shi_saiguard.md
arxiv:2606.07940,SGTO-MAS: Secure Gorilla Troops Optimization for Multi-Agent LLM Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/b3d377158d19906b9f88b33e037f00609b674840,,2606.07940,papers/defenses/arxiv/2026_sgto_mas_secure_gorilla_troops_optimization_for_multi_agent_llm_systems.md
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/19ed9b8d65821da821509212ad4aa878fa73b704,,2510.19420,papers/defenses/arxiv/2025_securing_multi_agent_systems_against_corruptions_via_node_contribution_b.md
arxiv:2509.14956,Sentinel Agents for Secure and Trustworthy Agentic AI in Multi-Agent Systems,set1_core,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,,2509.14956,papers/defenses/arxiv/2025_sentinel_agents_for_secure_and_trustworthy_agentic_ai_in_multi_agent_sys.md
arxiv_2505_24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2505.24201,,2505.24201,papers/defenses/arxiv/2025_he_sentinelagent_graph_based_anomaly_detection_in_m.md
arxiv:2604.02767,SentinelAgent: Intent-Verified Delegation Chains for Securing Federal Multi-Agent AI Systems,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,,2604.02767,papers/defenses/arxiv/2026_sentinelagent_intent_verified_delegation_chains_for_securing_federal_mul.md
arxiv:2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/2322a9616b069e2d0f27e736ff688840194332dd,,2604.17139,papers/defenses/arxiv/2026_the_consensus_trap_rescuing_multi_agent_llms_from_adversarial_majorities.md
arxiv_2509_14284,The Sum Leaks More Than Its Parts: Compositional Privacy Risks and Mitigations in Multi-Agent Collaboration,set1_core,attack,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2509.14284,,2509.14284,papers/attacks/arxiv/2025_patil_the_sum_leaks_more_than_its_parts_compositional.md
he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,set2_emerging,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://arxiv.org/abs/2506.02546,,2506.02546,papers/defenses/arxiv/2025_he_a_trust.md
arxiv:2512.23557,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,set2_emerging,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,https://www.semanticscholar.org/paper/d775531bf0c45fa89cb41e521e77d920f33fcf82,,2512.23557,papers/defenses/arxiv/2025_toward_trustworthy_agentic_ai_a_multimodal_framework_for_preventing_prom.md
doi:10.3390/electronics15112278,Ethical Coordination of LLM Multi-Agent Systems,set1_core,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.3390/electronics15112278,,papers/defenses/electronics/2026_ethical_coordination_of_llm_multi_agent_systems.md
supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://doi.org/10.1145/3813808.3813811,10.1145/3813808.3813811,3808.38138,papers/defenses/gaie_2026/2026_chen_min_trust_a_minimum_necessary_information_trust.md
supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,AI Agents with Decentralized Identifiers and Verifiable Credentials,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://doi.org/10.5220/0014234400004052,10.5220/0014234400004052,2511.02841,papers/defenses/icaart_2026/2026_garzon_ai_agents_with_decentralized_identifiers_and_ver.md
jha2026control_flow_hijacking,Breaking and Fixing Defenses Against Control-Flow Hijacking in Multi-Agent Systems,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://openreview.net/forum?id=PNU9Rj5RDQ,,2510.17276,papers/defenses/iclr/2026_jha_control_flow_hijacking.md
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://doi.org/10.1109/IRI66576.2025.00051,10.1109/iri66576.2025.00051,6576.2025,papers/defenses/ieee_iri_2025/2025_fan_peerguard_defending_multi_agent_systems_against.md
supp_decentralized_multi_agent_system_with_trust_aware_communication,Decentralized Multi-Agent System with Trust-Aware Communication,set1_core,defense,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review,https://doi.org/10.1109/ISPA67752.2025.00198,10.1109/ispa67752.2025.00198,7752.2025,papers/defenses/ieee_ispa_2025/2025_ding_decentralized_multi_agent_system_with_trust_awar.md
doi:10.1109/icaic67076.2026.11395749,Architectural Resilience in AI-Driven Decision Systems under Adversarial Conditions,set1_core,defense,UNCERTAIN_DISCUSS,lean_remove_scope,"The conference abstract studies self-healing resilience across 20 cooperative agents under adversarial/failure conditions, but the available source does not clearly establish that the evaluated principals are LLM-backed or that a concrete MAS security property, rather than general resilience, is the paper-level object.",yes_source_pass_or_repeated_source_search,,10.1109/icaic67076.2026.11395749,,papers/defenses/international_conference_on_applied_informatics_and_communication/2026_architectural_resilience_in_ai_driven_decision_systems_under_adversarial.md
doi:10.1109/cscwd68734.2026.11582680,RoMa: A Credibility-Aware Fault-Tolerance Framework for LLM Multi-Agent Systems,set1_core,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.1109/cscwd68734.2026.11582680,,papers/defenses/international_conference_on_computer_supported_cooperative_work_in_des/2026_roma_a_credibility_aware_fault_tolerance_framework_for_llm_multi_agent_s.md
doi:10.1109/icca66035.2025.11430791,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,set1_core,defense,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass,,10.1109/icca66035.2025.11430791,,papers/defenses/international_conferences_on_computing_advancements/2025_cross_agent_multimodal_provenance_aware_framework_for_robust_prompt_inje.md
