work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths,broad_role,role_source,role_status
mao2025ibgp,mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,2025,2025,AAMAS,,2410.16237,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,secondary,canonical:mao2025ibgp,"The paper studies adversarial coordination robustness, but its task environments and redefined partial-coordination property are broader reliability/safety and should not be treated as classical security consensus.",,,yes,canonical;search;structured_exclude,canonical:mao2025ibgp;search:arxiv:2410.16237;structured-exclude:mao2024ibgp_preprint,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/01_search_catalog/structured_exclusions.csv,defense,existing_corpus_role,source_reviewed_or_imported
doi:10.1109/ictc66702.2025.11387844,,Large Language Models for Task Automation: A Comprehensive Review of Techniques and Implementation Challenges,2025-10-14,2025,Information and Communication Technology Convergence,10.1109/ictc66702.2025.11387844,,,,,,,secondary,search:doi:10.1109/ictc66702.2025.11387844,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1109/ictc66702.2025.11387844,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.3390/systems14010036,,LLM-Augmented Sensor Fusion for Urban Socioeconomic Monitoring: A Cyber–Physical–Social Systems Perspective,2025-12-29,2025,Systems,10.3390/systems14010036,,,,,,,secondary,search:doi:10.3390/systems14010036,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.3390/systems14010036,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.2196/preprints.79636,,LLM-based Virtual Patient Systems for History-Taking in Medical Education: A Comprehensive Systematic Review (Preprint),2025-06-25,2025,,10.2196/preprints.79636,,,,,,,secondary,search:doi:10.2196/preprints.79636,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.2196/preprints.79636,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2504.19838,,LLM-Powered GUI Agents in Phone Automation: Surveying Progress and Prospects,2025-04-28,2025,Trans. Mach. Learn. Res.,10.20944/preprints202501.0413.v1,2504.19838,,,,,,secondary,search:doi:10.20944/preprints202501.0413.v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.20944/preprints202501.0413.v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2511.06134,,Maestro: Learning to Collaborate via Conditional Listwise Policy Optimization for Multi-Agent LLMs,2025-11-08,2025,arXiv.org,,2511.06134,https://www.semanticscholar.org/paper/9786848f1dd93fde19d887a813b24ab1e12ef7ce,,,,,secondary,peerfirst:arxiv:2511.06134,The paper trains collaborative reasoning and credit assignment for benchmark accuracy rather than a security property.,,,yes,broad;peerfirst;search,broad:arxiv:2511.06134;peerfirst:arxiv:2511.06134;search:arxiv:2511.06134,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.2139/ssrn.5973895,,Magistrate: A Repository-Context Aware Multi-Agent Framework for Automated Code Review,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5973895,,,,,,,secondary,search:doi:10.2139/ssrn.5973895,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.2139/ssrn.5973895,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2502.16804,,Multi-Agent Autonomous Driving Systems with Large Language Models: A Survey of Recent Advances,2025-02-24,2025,Conference on Empirical Methods in Natural Language Processing,,2502.16804,,,,,,secondary,search:arxiv:2502.16804,No attack-family query hit and no canonical attack record.,,,yes,search,search:arxiv:2502.16804,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1109/mrai65197.2025.11135756,,"Multi-Agent LLM Collaboration for Adaptive Code Review, Debugging, and Security Analysis",2025-06-19,2025,"2025 International Conference on Mechatronics, Robotics, and Artificial Intelligence (MRAI)",10.1109/mrai65197.2025.11135756,,,,,,,secondary,search:doi:10.1109/mrai65197.2025.11135756,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1109/mrai65197.2025.11135756,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
title:788d0d023d31c2b2,,Multi-Agent System for Automated Code Reviews,2025-01-01,2025,Tampere University Institutional Repository (Tampere University),,,,,,,,secondary,search:title:118ddecb7ad074dd719d,No attack-family query hit and no canonical attack record.,,,yes,search,search:title:118ddecb7ad074dd719d,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2508.07880,,Multi-agent systems for chemical engineering: a review and perspective,2025-12-24,2025,Current Opinion in Chemical Engineering,10.1016/j.coche.2025.101209,2508.07880,,,,,,secondary,search:doi:10.1016/j.coche.2025.101209,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1016/j.coche.2025.101209,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
yu2025netsafe,yu2025netsafe,NetSafe: Exploring the Topological Safety of Multi-agent System,2025,2025,Findings of ACL,10.18653/v1/2025.findings-acl.150,2410.15686,https://aclanthology.org/2025.findings-acl.150/,evaluation,benchmark; evaluation; topology analysis,benchmark; evaluation; topology analysis,source_reviewed_pending_author_signoff,secondary,canonical:yu2025netsafe,"The paper mixes adversarial misinformation or harmful content with broader hallucination, bias, fairness, and reliability phenomena. Only the adversarial security claims should enter core-security statistics.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2025.findings-acl.150;canonical:yu2025netsafe;peerfirst:doi:10.18653/v1/2025.findings-acl.150;search:arxiv:2410.15686;search:doi:10.18653/v1/2025.findings-acl.150;targeted:doi:10.18653/v1/2025.findings-acl.150;venue:findings_of_acl:10_18653_v1_2025_findings_acl_150,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
huang2025faulty_agents,huang2025faulty_agents,On the Resilience of LLM-Based Multi-Agent Collaboration with Faulty Agents,2025,2025,ICML,,,https://proceedings.mlr.press/v267/huang25ay.html,attack,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,secondary,canonical:huang2025faulty_agents,The study covers malicious as well as clumsy/faulty agents and is fundamentally a resilience/reliability evaluation rather than a purely adversarial attack paper.,,,yes,canonical,canonical:huang2025faulty_agents,corpus/final/all_relevant_papers.csv,attack,existing_corpus_role,source_reviewed_or_imported
doi:10.1109/icodse68111.2025.11351763,,Quality Evaluation of LLM-based Generated Test Case: A Literature Review,2025-10-28,2025,International Conference on Data and Software Engineering,10.1109/icodse68111.2025.11351763,,,,,,,secondary,search:doi:10.1109/icodse68111.2025.11351763,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1109/icodse68111.2025.11351763,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2508.19097,,Reasoning LLMs in the Medical Domain: A Literature Survey,2025-08-26,2025,International Conference on Data Science and Advanced Analytics,10.1109/dsaa65442.2025.11247922,2508.19097,,,,,,secondary,search:doi:10.1109/dsaa65442.2025.11247922,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1109/dsaa65442.2025.11247922,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,"Reproducibility Study of Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",2025,2025,Transactions on Machine Learning Research,,2502.16242,https://openreview.net/forum?id=MTrhFmkC45,evaluation,evaluation,evaluation,official_metadata_and_abstract_screened,secondary,canonical:supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold,"The study reproduces maliciousness, information leakage, and fairness effects in interacting LLM stakeholders.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:arxiv:2502.16242;canonical:supp_reproducibility_study_of_cooperation_competition_and_maliciousness_llm_stakehold;peerfirst:arxiv:2502.16242;search:arxiv:2502.16242;targeted:arxiv:2502.16242;venue:transactions_on_machine_learning_research:arxiv_2502_16242,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.32388/ubj6kd,,"Review of: ""AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems""",2025-07-27,2025,,10.32388/ubj6kd,,,,,,,secondary,search:doi:10.32388/ubj6kd,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.32388/ubj6kd,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.32388/ymc3lg,,"Review of: ""MedAgentBench: A Realistic Virtual EHR Environment to Benchmark Medical LLM Agents""",2025-11-19,2025,,10.32388/ymc3lg,,,,,,,secondary,search:doi:10.32388/ymc3lg,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.32388/ymc3lg,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
arxiv_2505_22960,arxiv_2505_22960,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,2025,2025,arXiv,,2505.22960,https://arxiv.org/abs/2505.22960,evaluation,evaluation,high-citation non-peer security candidate,claim_level_review_required,secondary,canonical:arxiv_2505_22960,Retained after the citation retrieval gate and security scope screen.,,,yes,broad;canonical;peerfirst;search;targeted,broad:arxiv:2505.22960;canonical:arxiv_2505_22960;peerfirst:arxiv:2505.22960;search:arxiv:2505.22960;targeted:arxiv:2505.22960,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
arxiv:2506.12088,,"Risks &amp; Benefits of LLMs &amp; GenAI for Platform Integrity, Healthcare Diagnostics, Financial Trust and Compliance, Cybersecurity, Privacy &amp; AI Safety: A Comprehensive Survey, Roadmap &amp; Implementation Blueprint",2025-06-10,2025,arXiv (Cornell University),,2506.12088,,,,,,secondary,search:arxiv:2506.12088,Parent screening assigned an exclusion decision.,,,yes,search,search:arxiv:2506.12088,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1016/j.inffus.2025.103941,,"Security of LLM-based agents regarding attacks, defenses, and applications: A comprehensive survey",2025-11-12,2025,Information Fusion,10.1016/j.inffus.2025.103941,,,,,,,secondary,search:doi:10.1016/j.inffus.2025.103941,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1016/j.inffus.2025.103941,corpus/sets/01_search_catalog/search_catalog.csv,attack,title_rule_v2,assistant_derived_pending_author_signoff
hu2025responsibility,hu2025responsibility,Stop Reducing Responsibility in LLM-Powered Multi-Agent Systems to Local Alignment,2025,2025,arXiv,,2510.14008,https://arxiv.org/abs/2510.14008,general,position_paper,position paper,assistant_source_reviewed_pending_author_signoff,secondary,canonical:hu2025responsibility,The position paper includes adversarial vulnerability and global oversight but is primarily responsible-AI/governance theory.,,,yes,canonical;search,canonical:hu2025responsibility;search:arxiv:2510.14008,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv,other,existing_corpus_role,source_reviewed_or_imported
arxiv:2506.05364,,Survey of LLM Agent Communication with MCP: A Software Design Pattern Centric Review,2025-05-26,2025,arXiv.org,,2506.05364,,,,,,secondary,search:arxiv:2506.05364,Parent screening assigned an exclusion decision.,,,yes,search,search:arxiv:2506.05364,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.21275/sr251221060319,,"Survey of Public Red-Teaming Frameworks for LLM: Techniques, Coverage, and Gaps",2025-12-24,2025,International Journal of Science and Research (IJSR),10.21275/sr251221060319,,,,,,,secondary,search:doi:10.21275/sr251221060319,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.21275/sr251221060319,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1109/icatc68823.2025.11407822,,Systematic Literature Review of Explainable LLM-Powered ChatOps for CI/CD Pipeline Diagnostics and Developer Support,2025-12-16,2025,2025 International Conference on Advances in Technology and Computing (ICATC),10.1109/icatc68823.2025.11407822,,,,,,,secondary,search:doi:10.1109/icatc68823.2025.11407822,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1109/icatc68823.2025.11407822,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
supp_teaching_models_to_balance_resisting_and_accepting_persuasion,supp_teaching_models_to_balance_resisting_and_accepting_persuasion,Teaching Models to Balance Resisting and Accepting Persuasion,2025,2025,NAACL 2025,10.18653/v1/2025.naacl-long.412,2410.14596,https://aclanthology.org/2025.naacl-long.412/,defense,defense,defense; evaluation,official_metadata_and_abstract_screened,secondary,canonical:supp_teaching_models_to_balance_resisting_and_accepting_persuasion,Adversarial persuasion and resistance are evaluated in recursive dialogues and multi-agent debate.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:arxiv:2410.14596;canonical:supp_teaching_models_to_balance_resisting_and_accepting_persuasion;peerfirst:arxiv:2410.14596;search:arxiv:2410.14596;targeted:arxiv:2410.14596;venue:naacl_2025:10_18653_v1_2025_naacl_long_412,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,defense,existing_corpus_role,source_reviewed_or_imported
doi:10.1109/icatc68823.2025.11407744,,Text to SQL AI Agentic Workflow Implementations: A Systematic Literature Review,2025-12-16,2025,2025 International Conference on Advances in Technology and Computing (ICATC),10.1109/icatc68823.2025.11407744,,,,,,,secondary,search:doi:10.1109/icatc68823.2025.11407744,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1109/icatc68823.2025.11407744,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
lupinacci2025darkside,lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,2025,2025,arXiv,,2507.06850,https://arxiv.org/abs/2507.06850,attack,attack,attack,assistant_source_reviewed_pending_author_signoff,secondary,canonical:lupinacci2025darkside,"The inter-agent provenance/authorization claim is core, but the paper as a whole is a broader agent system-compromise comparison and not exclusively MAS.",,,yes,broad;canonical;search;targeted,broad:arxiv:2507.06850;canonical:lupinacci2025darkside;search:arxiv:2507.06850;targeted:arxiv:2507.06850,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv,attack,existing_corpus_role,source_reviewed_or_imported
he2025emergedsecurity,he2025emergedsecurity,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,2025,2025,ACM Computing Surveys,10.1145/3773080,,https://doi.org/10.1145/3773080,survey,survey,survey,assistant_source_reviewed_pending_author_signoff,secondary,canonical:he2025emergedsecurity,"Primary object is general LLM agents across planning, memory, tools, interaction, and deployment.",,,yes,canonical;structured_exclude,canonical:he2025emergedsecurity;structured-exclude:he2025emergedsecurity,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/structured_exclusions.csv,other,existing_corpus_role,source_reviewed_or_imported
doi:10.3390/fi17090404,,"The Rise of Agentic AI: A Review of Definitions, Frameworks, Architectures, Applications, Evaluation Metrics, and Challenges",2025-09-04,2025,Future Internet,10.3390/fi17090404,,,,,,,secondary,search:doi:10.3390/fi17090404,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.3390/fi17090404,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
he2025atrust,he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,2025,2025,arXiv,,2506.02546,https://arxiv.org/abs/2506.02546,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,secondary,canonical:he2025atrust,"It addresses malicious/unreliable message influence, but the taxonomy mixes deception, toxicity, irrelevance, low quality, and reliability; claim-level security coding is required.",,,yes,canonical,canonical:he2025atrust,corpus/final/all_relevant_papers.csv,defense,existing_corpus_role,source_reviewed_or_imported
doi:10.36227/techrxiv.176541792.26280498/v1,,Towards Socially Intelligent Machines: A Survey on Vision-Language-LLM Methods in Human-AI Interaction,2025-12-11,2025,,10.36227/techrxiv.176541792.26280498/v1,,,,,,,secondary,search:doi:10.36227/techrxiv.176541792.26280498/v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.36227/techrxiv.176541792.26280498/v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2601.02377,,"Trust in LLM-controlled Robotics: a Survey of Security Threats, Defenses and Challenges",2025-12-17,2025,arXiv (Cornell University),10.36227/techrxiv.176704885.51786927/v1,2601.02377,,,,,,secondary,search:doi:10.36227/techrxiv.176704885.51786927/v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.36227/techrxiv.176704885.51786927/v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
supp_understanding_the_information_propagation_effects_of_communication_topologies_in,supp_understanding_the_information_propagation_effects_of_communication_topologies_in,Understanding the Information Propagation Effects of Communication Topologies in LLM-based Multi-Agent Systems,2025,2025,EMNLP 2025,10.18653/v1/2025.emnlp-main.623,2505.23352,https://aclanthology.org/2025.emnlp-main.623/,evaluation,evaluation,evaluation,official_metadata_and_abstract_screened,secondary,canonical:supp_understanding_the_information_propagation_effects_of_communication_topologies_in,The measured effect is information propagation under different communication graphs.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2025.emnlp-main.623;canonical:supp_understanding_the_information_propagation_effects_of_communication_topologies_in;peerfirst:doi:10.18653/v1/2025.emnlp-main.623;search:doi:10.18653/v1/2025.emnlp-main.623;targeted:doi:10.18653/v1/2025.emnlp-main.623;venue:emnlp_2025:10_18653_v1_2025_emnlp_main_623,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.2139/ssrn.5767782,,Using LLMs for Peer Review Simulation and Revision Planning in Clinical Research,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5767782,,,,,,,secondary,search:doi:10.2139/ssrn.5767782,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.2139/ssrn.5767782,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2510.27617,,VeriMoA: A Mixture-of-Agents Framework for Spec-to-HDL Generation,2025-10-31,2025,arXiv.org,,2510.27617,https://www.semanticscholar.org/paper/69903d20c7eb8df2a4f46ee22b2137e520f53fd8,,,,,secondary,peerfirst:arxiv:2510.27617,The framework targets HDL correctness and token efficiency without a security adversary or security endpoint.,,,yes,broad;peerfirst;search,broad:arxiv:2510.27617;peerfirst:arxiv:2510.27617;search:arxiv:2510.27617,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.2139/ssrn.6839946,,"&lt;p&gt;Agentic and Multi-Agent Systems: A Systematic Review of Tool Use, Benchmarks, and Governance&lt;/p&gt;",2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6839946,,,,,,,secondary,search:doi:10.2139/ssrn.6839946,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.2139/ssrn.6839946,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.56726/irjmets98584,,A Literature Survey on Privacy-Preserving Multi-Agent RAG Systems with an Intelligent Tag-Inference Routing System,2026-05-21,2026,International Research Journal of Modernization in Engineering Technology and Science,10.56726/irjmets98584,,,,,,,secondary,search:doi:10.56726/irjmets98584,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.56726/irjmets98584,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1016/j.net.2026.104524,,A multi-agent system for automated MCNP input review using open-weight LLMs,2026-06-30,2026,Nuclear Engineering and Technology,10.1016/j.net.2026.104524,,,,,,,secondary,search:doi:10.1016/j.net.2026.104524,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1016/j.net.2026.104524,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.5281/zenodo.20814615,,A Multi-Aspect LLM Review Harness for Adversarial Argument-Error Evaluation and Purpose-Annotated Failure Recycling,2026-06-23,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20814615,,,,,,,secondary,search:doi:10.5281/zenodo.20814615,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.5281/zenodo.20814615,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.3390/mps9020033,,A Review of Multi-Agent AI Systems for Biological and Clinical Data Analysis,2026-02-28,2026,Methods and Protocols,10.3390/mps9020033,,,,,,,secondary,search:doi:10.3390/mps9020033,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.3390/mps9020033,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.20944/preprints202605.1276.v1,,A Survey of Agent Skills: Toward Procedural Infrastructure for LLM Agents,2026-05-19,2026,Preprints.org,10.20944/preprints202605.1276.v1,,,,,,,secondary,search:doi:10.20944/preprints202605.1276.v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.20944/preprints202605.1276.v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.2139/ssrn.6215938,,A Survey of LLMs in Drug Discovery and Precision Medicine,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6215938,,,,,,,secondary,search:doi:10.2139/ssrn.6215938,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.2139/ssrn.6215938,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.36227/techrxiv.177160638.89229642/v1,,"A Survey on Large Language Model-based Multi-Agent Systems: Paradigms, Applications, and Challenges",2026-02-20,2026,,10.36227/techrxiv.177160638.89229642/v1,,,,,,,secondary,search:doi:10.36227/techrxiv.177160638.89229642/v1,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.36227/techrxiv.177160638.89229642/v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.22214/ijraset.2026.79038,,A Survey on Multi-Agent Systems for AI-Driven Data Automation,2026-04-22,2026,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2026.79038,,,,,,,secondary,search:doi:10.22214/ijraset.2026.79038,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.22214/ijraset.2026.79038,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.20944/preprints202602.1655.v1,,"A Survey on the Unique Security of Autonomous and Collaborative LLM Agents: Threats, Defenses, and Futures",2026-03-10,2026,Preprints.org,10.20944/preprints202602.1655.v1,,,,,,,secondary,search:doi:10.20944/preprints202602.1655.v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.20944/preprints202602.1655.v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1109/mpcon69668.2026.11508251,,A Systematic Literature Survey on Agentic AI Frameworks for Legacy Software Modernization,2026-03-14,2026,2026 IEEE Madhya Pradesh Section Conference (MPCON),10.1109/mpcon69668.2026.11508251,,,,,,,secondary,search:doi:10.1109/mpcon69668.2026.11508251,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1109/mpcon69668.2026.11508251,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2604.23338,,A Systematic Survey of Security Threats and Defenses in LLM-Based AI Agents: A Layered Attack Surface Framework,2026-04-25,2026,,,2604.23338,,,,,,secondary,search:arxiv:2604.23338,Parent screening assigned an exclusion decision.,,,yes,search,search:arxiv:2604.23338,corpus/sets/01_search_catalog/search_catalog.csv,attack,title_rule_v2,assistant_derived_pending_author_signoff
supp_a_trace_based_assurance_framework_for_agentic_ai_orchestration_contracts_testing,supp_a_trace_based_assurance_framework_for_agentic_ai_orchestration_contracts_testing,"A Trace-Based Assurance Framework for Agentic AI Orchestration: Contracts, Testing, and Governance",2026,2026,ENASE 2026,10.5220/0014840300004015,2603.18096,https://doi.org/10.5220/0014840300004015,evaluation,evaluation,assurance; evaluation,official_metadata_and_abstract_screened,secondary,canonical:supp_a_trace_based_assurance_framework_for_agentic_ai_orchestration_contracts_testing,Assurance contracts and traces cover orchestrated agent workflows.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.5220/0014840300004015;canonical:supp_a_trace_based_assurance_framework_for_agentic_ai_orchestration_contracts_testing;peerfirst:doi:10.5220/0014840300004015;search:doi:10.5220/0014840300004015;targeted:doi:10.5220/0014840300004015;venue:enase_2026:10_5220_0014840300004015,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.70315/uloap.ulirs.2026.0301009,,Accelerating Mobile Application Development and Testing with Artificial Intelligence: A Systematic Literature Review,2026-02-05,2026,Universal Library of Innovative Research and Studies,10.70315/uloap.ulirs.2026.0301009,,,,,,,secondary,search:doi:10.70315/uloap.ulirs.2026.0301009,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.70315/uloap.ulirs.2026.0301009,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
