work_key,title,evidence_set,year,venue,primary_url,interaction_interfaces,risk_or_property,interaction_dependence,scope_reason,evidence_basis,paper_section,decision_reason
doi:10.1109/icca66035.2025.11431026,SPIFFE-Based Zero-Trust Authentication for AI Agent Ecosystems,set1_core,2025,International Conferences on Computing Advancements,,I2_communication_routing;I4_delegation_action,R6_authority_misuse,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=4. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.1109/icassp49660.2025.10890479,Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction,set1_core,2025,"IEEE International Conference on Acoustics, Speech, and Signal Processing",,I1_boundary_admission;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,set1_core,2025,ACL,https://aclanthology.org/2026.acl-long.1442/,I4_delegation_action,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,set1_core,2025,EACL 2026 Industry Track,https://aclanthology.org/2026.eacl-industry.44/,,,,2026-08-18 source reconciliation established a material inter-agent security path: four_agent_one_uncooperative_member_setup_uses_deception_threats_and_resource_overuse_to_cause_collective_collapse_and_evaluates_detection_defenses.,abstract,,2026-08-18 benchmark reconciliation promoted this work into set1_core: four_agent_one_uncooperative_member_setup_uses_deception_threats_and_resource_overuse_to_cause_collective_collapse_and_evaluates_detection_defenses. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
arxiv_2509_14284,The Sum Leaks More Than Its Parts: Compositional Privacy Risks and Mitigations in Multi-Agent Collaboration,set1_core,2025,arXiv,https://arxiv.org/abs/2509.14284,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity;R5_private_data_leakage;R7_availability_cost,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=15. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
liu2026topology_memory,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,set1_core,2025,Findings of ACL,https://aclanthology.org/2026.findings-acl.1980/,I2_communication_routing;I3_state_memory;I4_delegation_action,R5_private_data_leakage;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
raza2026trism,TRiSM for Agentic AI: A Review of Trust Risk and Security Management in LLM-based Agentic Multi-Agent Systems,set1_core,2025,AI Open,https://doi.org/10.1016/j.aiopen.2026.02.006,I4_delegation_action,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=37. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=survey.
xie2025_whos_the_mole,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,set1_core,2025,arXiv,https://arxiv.org/abs/2507.04724,I2_communication_routing;I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 contribution correction: benchmark_and_detection_evaluation_are_dominant_over_attack_primitive. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
arxiv_2512_09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,set1_core,2025,arXiv,https://arxiv.org/abs/2512.09187,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=13. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
doi:10.56726/irjmets98584,A Literature Survey on Privacy-Preserving Multi-Agent RAG Systems with an Intelligent Tag-Inference Routing System,set1_core,2026,International Research Journal of Modernization in Engineering Technology and Science,,I1_boundary_admission;I2_communication_routing,R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=survey.
li2026a2asecbench,A2ASecBench: A Protocol-Aware Security Benchmark for Agent-to-Agent Multi-Agent Systems,set1_core,2026,ICLR,https://iclr.cc/virtual/2026/poster/10010017,,,,"Published A2A protocol benchmark with attacks across discovery, task state, remote requests, and returned artifacts between separately addressable agents.",title_metadata,,2026-08-18 benchmark reconciliation: promoted existing A2ASecBench ledger row into Set 1 based on the published ICLR source review. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,set1_core,2026,ACL,https://aclanthology.org/2026.acl-long.457/,,,,2026-08-18 source reconciliation established a material inter-agent security path: source_note_explicitly_shows_six_mas_and_cascading_injection_over_trusted_inter_agent_edges.,abstract,,2026-08-18 benchmark reconciliation promoted this work into set1_core: source_note_explicitly_shows_six_mas_and_cascading_injection_over_trusted_inter_agent_edges. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
doi:10.1109/tdsc.2026.3685256,AgentChain: Blockchain-Empowered Multi-Agent Coordination for Trustworthy LLM Question-Answering Systems,set1_core,2026,IEEE Transactions on Dependable and Secure Computing,,I5_aggregation_outcome,R3_collective_integrity,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
elyagoubi2026agentleak,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,set1_core,2026,IEEE Access,https://doi.org/10.1109/ACCESS.2026.3704541,I2_communication_routing;I3_state_memory;I4_delegation_action;I6_observation_defense,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=3. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
yang2026among_us,Among Us: Measuring and Mitigating Malicious Contributions in Model Collaboration Systems,set1_core,2026,ACL,https://aclanthology.org/2026.acl-long.725/,I2_communication_routing;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
doi:10.1109/icaic67076.2026.11395749,Architectural Resilience in AI-Driven Decision Systems under Adversarial Conditions,set1_core,2026,International Conference on Applied Informatics and Communication,,I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity;R7_availability_cost,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.1109/iccces62661.2026.11437027,CAPRI-DP: A Differentially Private Extension to Context-Aware Multi-Agent Privacy Frameworks,set1_core,2026,"2026 5th International Conference on Communication, Computing and Electronics Systems (ICCCES)",,I4_delegation_action,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.19139/soic-2310-5070-3574,Cascading Instruction Influence Indirect Prompt Injection in Hierarchical Multi-Agent Systems,set1_core,2026,"Statistics, Optimization & Information Computing",,I4_delegation_action,R1_propagation_persistence;R6_authority_misuse,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=attack. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
wu2026cia,CIA: Inferring the Communication Topology from LLM-based Multi-Agent Systems,set1_core,2026,ACL,https://aclanthology.org/2026.acl-long.815/,I2_communication_routing,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
doi:10.1016/j.neunet.2026.109280,Collaborative-adversarial jailbreaking: A propagation-aware attack framework for multi-agent code generation systems.,set1_core,2026,Neural Networks,,I4_delegation_action,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
arif2026conjunctive,Conjunctive Prompt Attacks in Multi-Agent LLM Systems,set1_core,2026,ACL,https://aclanthology.org/2026.acl-long.1577/,I2_communication_routing;I4_delegation_action,unspecified,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
doi:10.63412/8vgf0b98,Consensus-Driven Metacognition in Multi-Agent Systems: A Logic-Based Byzantine Fault-Tolerant Protocol,set1_core,2026,International Journal of Global Innovations and Solutions,https://www.semanticscholar.org/paper/ac0706db085a89ea13df7586e0248b0d76e147e6,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.65109/ydmy4904,ConvPayMAS: Conversational Payment Multi-Agent System with Agent-to-Agent Protocol and Three-Mandate Verification,set1_core,2026,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,,I4_delegation_action,R6_authority_misuse,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
arxiv:2604.13353,Cross-Domain Query Translation for Network Troubleshooting: A Multi-Agent LLM Framework with Privacy Preservation and Self-Reflection,set1_core,2026,2026 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),https://doi.org/10.1109/eucnc/6gsummit68295.2026.11577467,I2_communication_routing,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.1609/aaai.v40i31.39812,DAWN: Distributed LLM Multi-Agent Workflow Synthesis,set1_core,2026,AAAI proceedings,https://dblp.org/rec/conf/aaai/WanZWSJZBMZLH26,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R5_private_data_leakage,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=general. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=general.
milkowski2026amongus,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,set1_core,2026,AAMAS,https://doi.org/10.65109/FRXL8789,I2_communication_routing,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
doi:10.3390/electronics15112278,Ethical Coordination of LLM Multi-Agent Systems,set1_core,2026,Electronics,,I2_communication_routing;I4_delegation_action,R6_authority_misuse,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,set1_core,2026,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/41116,,,,2026-08-18 source reconciliation established a material inter-agent security path: hidden_role_defector_and_collective_decision_integrity_are_relational_security_properties.,abstract,,2026-08-18 benchmark reconciliation promoted this work into set1_core: hidden_role_defector_and_collective_decision_integrity_are_relational_security_properties. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
hu2026lying_truths,Lying with Truths: Open-Channel Multi-Agent Collusion for Belief Manipulation via Generative Montage,set1_core,2026,ACL,https://aclanthology.org/2026.acl-long.270/,I2_communication_routing;I5_aggregation_outcome,R1_propagation_persistence;R2_collusion_coordination;R3_collective_integrity,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
wang2026masleak,MASLeak: Investigating and Exposing Intellectual Property Leakage Vulnerabilities in Multi-Agent Systems,set1_core,2026,USENIX Security 2026,https://www.usenix.org/conference/usenixsecurity26/presentation/wang-liwen,I2_communication_routing;I4_delegation_action,R1_propagation_persistence;R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 identity correction: merged duplicate arXiv and canonical USENIX records into published MASLeak and upgraded to Set 1. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,set1_core,2026,GAIE 2026,https://doi.org/10.1145/3813808.3813811,I2_communication_routing,R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=5. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.1609/aaai.v40i35.40231,MPAS: Breaking Sequential Constraints of Multi-Agent Communication Topologies via Individual-Epistemic Message Propagation,set1_core,2026,Open MIND,,I2_communication_routing,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=general. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=general.
doi:10.59324/ejaset.2026.4(2).16,Orchestration and Verification of Agentic AI Systems: A Survey of Multi-Agent Collaboration and Safety,set1_core,2026,"European Journal of Applied Science, Engineering and Technology",,I4_delegation_action;I6_observation_defense,unspecified,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=survey.
doi:10.63278/jicrcr.vi.3596,Privacy-Preserving LLM Infrastructure With Multi-Agent Orchestration And RAG-Driven Retrieval,set1_core,2026,Journal of International Crisis and Risk Communication Research,https://www.semanticscholar.org/paper/a474c87418109af091dd73f3e46c231fac107790,I1_boundary_admission;I2_communication_routing;I6_observation_defense,R5_private_data_leakage,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.1109/icetes68504.2026.11518808,RAG-Induced Failures in Multi-Agent Large Language Model Debate,set1_core,2026,2026 1st International Conference on Emerging Technologies and Engineering Systems (ICETES),,I1_boundary_admission;I5_aggregation_outcome,R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=attack. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
zhou2026resmas,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,set1_core,2026,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/40824,I2_communication_routing;I4_delegation_action,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,set1_core,2026,ACL System Demonstrations,https://aclanthology.org/2026.acl-demo.17/,,,,2026-08-18 source reconciliation established a material inter-agent security path: current_generic_scope_rejection_conflicts_with_explicit_collusion_overreach_misreporting_and_structural_risk_probes.,full_text,,2026-08-18 benchmark reconciliation promoted this work into set1_core: current_generic_scope_rejection_conflicts_with_explicit_collusion_overreach_misreporting_and_structural_risk_probes. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=evaluation.
doi:10.1145/3770854.3780202,Robust LLM-based Multi-Agent System with Action Negotiation and Sharing Redundancy Enhancement,set1_core,2026,Knowledge Discovery and Data Mining,,I2_communication_routing;I4_delegation_action,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.1109/cscwd68734.2026.11582680,RoMa: A Credibility-Aware Fault-Tolerance Framework for LLM Multi-Agent Systems,set1_core,2026,International Conference on Computer Supported Cooperative Work in Design,,I2_communication_routing;I5_aggregation_outcome,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.71465/ajainn3659,Self-Healing Memory Architectures for Large Language Model-Based Multi-Agent Collaboration,set1_core,2026,American journal of artificial intelligence and neural networks,,I3_state_memory;I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
ahad2026sif,Semantic Intent Fragmentation: A Single-Shot Compositional Attack on Multi-Agent AI Pipelines,set1_core,2026,AAAI Symposium Series,https://ojs.aaai.org/index.php/AAAI-SS/article/view/42936,I4_delegation_action;I5_aggregation_outcome,R5_private_data_leakage,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
feng2026sentinelnet,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,set1_core,2026,The Web Conference,https://doi.org/10.1145/3774904.3792462,I2_communication_routing;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
xu2026trust_paradox,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,set1_core,2026,IEEE Transactions on Computational Social Systems,https://doi.org/10.1109/TCSS.2026.3695070,I4_delegation_action,R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.1109/tnse.2026.3680460,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,set1_core,2026,IEEE Transactions on Network Science and Engineering,,I2_communication_routing;I4_delegation_action,R1_propagation_persistence;R7_availability_cost,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=defense.
doi:10.38124/ijisrt/26feb1090,Trustworthy Agentic AI: A Survey and Taxonomy of Secure Coordination and Hallucination Mitigation in Multi-Agent Large Language Model Systems,set1_core,2026,International Journal of Innovative Science and Research Technology,,I1_boundary_admission;I2_communication_routing;I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=survey.
kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,set1_core,2026,Scientific Reports,https://www.nature.com/articles/s41598-026-42705-7,I1_boundary_admission;I5_aggregation_outcome,R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,set1_core,2026,ICML,https://icml.cc/virtual/2026/poster/62170,I2_communication_routing,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Meets the Set 1 union rule (peer reviewed OR citations >= 10). 2026-08-21 named corpus classification signoff by expiol: retained in set1_core; dominant_contribution=attack.
arxiv:2408.14972,AgentMonitor: A Plug-and-Play Framework for Predictive and Secure Multi-Agent Systems,set2_emerging,2024,arXiv.org,https://www.semanticscholar.org/paper/cc47d7d1e08f4a1adfd4c734b387040ad3b3ff0d,I1_boundary_admission;I6_observation_defense,unspecified,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,set2_emerging,2024,AAMAS,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
