review_row,candidate_basis,record_id,title,publication_date,canonical_venue,publication_status,venue_type,citations,citation_snapshot_date,doi,arxiv_id,source_url,current_corpus_paper_id,current_corpus_primary_category,current_corpus_scope_relation,current_corpus_note_path,prior_source_review_status,prior_recommended_scope,prior_gate_decision,canonical_version_reviewed,full_text_read,gate_multiagent_boundary,gate_explicit_interaction,gate_direct_security_relevance,gate_interaction_dependence,gate_canonical_full_text_evidence,human_final_decision,human_primary_category,human_scope_relation,evidence_locations,decision_reason,reviewer,second_reviewer,review_date,adjudication_note,duplicate_of_record_id,human_signoff_complete
46,current_canonical_corpus,nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2602.15198,2602.15198,https://arxiv.org/abs/2602.15198,nakamura2026colosseum,evaluation,core_security,papers/evaluations/arxiv/2026_nakamura_colosseum.md,agent_unverified,,,arXiv:2602.15198 canonical full text,yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract; collusion threat model; coalition and communication-channel audit design; regret/collusion metrics; mitigation experiments.,"Colosseum audits cooperative multi-agent systems for explicit and covert collusion, evaluates coalitions and communication channels, and measures system-level decision harm. The security claim is about coordination among separately addressable agents and cannot be reduced to one agent.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
47,peer_reviewed_broad_inclusion,doi:10.18653/v1/2025.acl-long.389,CoMet: Metaphor-Driven Covert Communication for Multi-Agent Language Games,2025-05-23,ACL LONG,peer_reviewed,conference,,2026-08-06,10.18653/v1/2025.acl-long.389,2505.18218,https://doi.org/10.18653/v1/2025.acl-long.389,,,,,not_source_reviewed,pending,pending_full_text_adjudication,ACL 2025 long-paper canonical full text / arXiv:2505.18218,yes,yes,yes,no,no,yes,exclude,general,security_relevant,Abstract; CoMet method; Undercover and Adversarial Taboo game setup; task-performance and communication-stealth evaluation.,"CoMet develops metaphor-based covert communication between agents in language games, which is informative for covert-channel research. However, the paper's direct endpoint is strategic game performance and semantic evasion rather than a protected security property, attack against a system, or security defense; security relevance is interpretive rather than the paper's evaluation contract.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
48,current_canonical_corpus,arif2026conjunctive,Conjunctive Prompt Attacks in Multi-Agent LLM Systems,2026,ACL,peer_reviewed,,,,10.18653/v1/2026.acl-long.1577,,https://aclanthology.org/2026.acl-long.1577/,arif2026conjunctive,attack,core_security,papers/attacks/acl/2026_arif_conjunctive_prompt_attacks.md,agent_unverified,,,ACL 2026 canonical full text,yes,yes,yes,yes,yes,yes,include,attack,core_security,Abstract; conjunctive-trigger threat model; compromised remote-agent construction; star/chain/DAG topology experiments; defense evaluation.,"The attack distributes trigger fragments across prompts/messages and activates only when a compromised remote agent receives the conjunction created by multi-agent communication. Topology and cross-agent aggregation determine attack success, so the security claim materially depends on interaction.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
49,peer_reviewed_broad_inclusion,doi:10.52202/079017-2658,"Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",2023-09-29,Neural Information Processing Systems,peer_reviewed,conference,114,2026-08-06,10.52202/079017-2658,2309.17234,https://dblp.org/rec/conf/nips/AbdelnabiGSSF24,,,,,not_source_reviewed,pending,pending_full_text_adjudication,NeurIPS 2024 / arXiv:2309.17234v2 canonical 45-page full text,yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract; §3.2 malicious/greedy/adversarial game variants; §4.7 and Table 5; Figs. 5-6; Appendices F-G; conclusion.,"The benchmark explicitly instantiates greedy and targeted/untargeted adversarial agents, measures their effects on agreement and other agents' scores, and analyzes coalition/ripple effects. These are direct multi-agent safety attacks whose existence and impact depend on negotiation among multiple parties.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
50,non_peer_citations_gte_10,arxiv:2412.11014,CoopetitiveV: Leveraging LLM-powered Coopetitive Multi-Agent Prompting for High-quality Verilog Generation,2024-12-15,,non_peer_or_unverified,,11,2026-08-06,arxiv:2412.11014,2412.11014,https://www.semanticscholar.org/paper/d3172458e2ac692892ff090ddb216f05787fc4d4,,,,,agent_unverified,adjacent,adjacent_not_core,arXiv:2412.11014 canonical full text,yes,yes,yes,no,no,yes,exclude,general,adjacent,Abstract; coopetitive Verilog-generation workflow; agent-role and correction procedure; functional-correctness evaluation.,"The agents cooperate and compete to generate and correct Verilog, but the endpoint is functional correctness and generation quality. No direct security adversary, violation, defense, or security metric is defined.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
51,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.findings-acl.342,CORBA: Contagious Recursive Blocking Attacks on Multi-Agent Systems Based on Large Language Models,2026-01-01,Findings of ACL,peer_reviewed,conference,0,2026-08-06,10.18653/v1/2026.findings-acl.342,2502.14529,https://aclanthology.org/2026.findings-acl.342/,zhou2026corba,attack,core_security,papers/attacks/findings_acl/2026_zhou_corba.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,Findings of ACL / arXiv:2502.14529 canonical full text,yes,yes,yes,yes,yes,yes,include,attack,core_security,Abstract; CORBA threat model and contagious recursive-blocking mechanism; topology experiments; resource-consumption and blocking-success results.,"CORBA injects blocking behavior that recursively propagates through messages and task dependencies, causing system-wide denial of service and resource depletion. The attack surface, propagation, and impact are all defined by multi-agent interaction.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
52,peer_reviewed_broad_inclusion,doi:10.18653/v1/2025.emnlp-main.958,Counterfactual-based Agent Influence Ranker for Agentic AI Workflows,2025-10-29,EMNLP MAIN,peer_reviewed,conference,1,2026-08-06,10.18653/v1/2025.emnlp-main.958,2510.25612,https://dblp.org/rec/conf/emnlp/GiloniPBBSV25,,,,,not_source_reviewed,pending,pending_full_text_adjudication,EMNLP 2025 / arXiv:2510.25612 canonical HTML full text,yes,yes,yes,yes,yes,yes,include,evaluation,core_security,"§1 and Fig. 1; §3 counterfactual influence method; §4.1 AAW-Zoo; §5.3, Fig. 4 and Table 2 (toxicity guardrails); §5.5.","CAIR measures how perturbing one agent changes downstream agents and the final workflow output, then directly evaluates this interaction-aware ranking as a way to place toxicity guardrails. Its security result—retaining guardrail effectiveness while protecting selected influential agents—depends on cross-agent influence, so it passes the five gates despite security being one downstream application.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
53,current_canonical_corpus,wu2025cowpox,Cowpox: Towards the Immunity of VLM-based Multi-Agent Systems,2025,ICML,peer_reviewed,,,,,,https://proceedings.mlr.press/v267/wu25aq.html,wu2025cowpox,defense,core_security,papers/defenses/icml/2025_wu_cowpox.md,agent_unverified,,,ICML 2025 / PMLR canonical full text,yes,yes,yes,yes,yes,yes,include,defense,core_security,Abstract; infected-agent threat model; Cowpox distributed immunity mechanism; VLM-agent communication experiments; attack-success and utility tables.,Cowpox explicitly studies maliciously infected VLM agents whose outputs influence peers and proposes a distributed defense that immunizes the interacting system. Both the failure and defense depend on cross-agent propagation.,GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
54,peer_reviewed_broad_inclusion,doi:10.1109/eucnc/6gsummit68295.2026.11577467,Cross-Domain Query Translation for Network Troubleshooting: A Multi-Agent LLM Framework with Privacy Preservation and Self-Reflection,2026-06-02,2026 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),peer_reviewed,conference,0,2026-08-06,10.1109/eucnc/6gsummit68295.2026.11577467,2604.13353,https://doi.org/10.1109/eucnc/6gsummit68295.2026.11577467,,,,,not_source_reviewed,pending,pending_full_text_adjudication,arXiv:2604.13353v2 (2026-05-17) / EuCNC/6G Summit 2026 canonical full text,yes,yes,yes,yes,yes,yes,include,defense,core_security,§III-A and Fig. 1; §III-B.3 and Algorithm 2; Table II privacy checklist; §IV-B; Table V and privacy ablation.,"The hierarchical system places an anonymizing/privacy agent on the information path between user-facing and specialist agents, explicitly defending PII and topology data against inference/re-identification. Privacy enforcement is evaluated at that cross-agent handoff, so the security claim materially depends on the multi-agent architecture.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
55,peer_reviewed_broad_inclusion,arxiv:2410.02506,Cut the Crap: An Economical Communication Pipeline for LLM-based Multi-Agent Systems,2024-10-03,International Conference on Learning Representations,peer_reviewed,conference,121,2026-08-06,arxiv:2410.02506,2410.02506,https://dblp.org/rec/conf/iclr/ZhangYLYWWCY025,,,,,not_source_reviewed,pending,pending_full_text_adjudication,ICLR 2025 canonical full text / arXiv:2410.02506v1,yes,yes,yes,yes,yes,yes,include,defense,core_security,Abstract; communication-graph formulation; §4.4 Robustness Verification; Figs. 6 and 20; Appendix G.3 (agent prompt and agent replacement attacks).,"Although AgentPrune is primarily an efficiency method, it directly defines and evaluates two attacks on communicating agents and shows that pruning malicious message paths improves robustness. The attack effect and defense mechanism both operate on the spatial-temporal inter-agent graph, satisfying the strict gates.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
56,peer_reviewed_broad_inclusion,doi:10.1609/aaai.v40i31.39812,DAWN: Distributed LLM Multi-Agent Workflow Synthesis,2026-03-14,AAAI proceedings,peer_reviewed,conference,2,2026-08-06,10.1609/aaai.v40i31.39812,,https://dblp.org/rec/conf/aaai/WanZWSJZBMZLH26,,,,,not_source_reviewed,pending,pending_full_text_adjudication,"AAAI 2026 published version, DOI 10.1609/aaai.v40i31.39812, pp. 26099-26106",yes,yes,yes,no,no,yes,exclude,general,security_relevant,Abstract; distributed workflow-synthesis formulation; DBS benchmark; Parametric Resonance and Structural Gravity; global task-success/graph-divergence experiments.,"DAWN uses federated learning because client data are siloed by privacy constraints, but it does not define a privacy adversary, leakage endpoint, formal confidentiality guarantee, or privacy attack evaluation. The measured claims concern workflow quality and graph coherence; the privacy motivation is relevant context rather than a direct interaction-dependent security result.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
57,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.eacl-long.392,"Debate, Deliberate, Decide (D3): A Cost-Aware Adversarial Framework for Reliable and Interpretable LLM Evaluation",2026-01-01,EACL LONG,peer_reviewed,conference,15,2026-08-06,10.18653/v1/2026.eacl-long.392,2410.04663,https://dblp.org/rec/conf/eacl/HarrasseBB26,,,,,not_source_reviewed,pending,pending_full_text_adjudication,EACL 2026 / arXiv:2410.04663 canonical full text,yes,yes,yes,no,no,yes,exclude,evaluation,adjacent,Abstract; D3 evaluator architecture; adversarial-debate procedure; cost/reliability/interpretability evaluation.,"D3 uses agents in an adversarial debate to improve LLM evaluation reliability, but 'adversarial' describes the evaluation protocol rather than a security attacker. Its endpoints are evaluator accuracy, cost, and interpretability, not a direct security property.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
58,non_peer_citations_gte_10,arxiv:2504.05047,Debate Only When Necessary: Adaptive Multiagent Collaboration for Efficient LLM Reasoning,2025-04-07,arXiv.org,non_peer_or_unverified,,24,2026-08-06,arxiv:2504.05047,2504.05047,https://www.semanticscholar.org/paper/3d3628e20a7499664345efcc95c231e5129ea6f9,,,,,agent_unverified,adjacent,adjacent_not_core,arXiv:2504.05047 canonical full text,yes,yes,yes,no,no,yes,exclude,general,adjacent,Abstract; adaptive-debate controller; conditional collaboration method; reasoning-accuracy and model-call efficiency experiments.,"The work decides when agents should debate to improve reasoning accuracy and efficiency. It does not specify a security adversary or security endpoint, so interaction-dependent reasoning errors do not satisfy the direct-security gate.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
59,peer_reviewed_broad_inclusion,doi:10.1109/ispa67752.2025.00198,Decentralized Multi-Agent System with Trust-Aware Communication,2025-12-02,International Symposium on Image and Signal Processing and Analysis,peer_reviewed,conference,6,2026-08-06,10.1109/ispa67752.2025.00198,2512.02410,https://doi.org/10.1109/ispa67752.2025.00198,,,,,not_source_reviewed,pending,pending_full_text_adjudication,IEEE ISPA 2025 / arXiv:2512.02410 canonical full text,yes,yes,yes,yes,yes,yes,include,defense,core_security,"System/threat model; trust-aware peer discovery and communication protocol; cryptographic identity/authentication construction; security-property analysis (authenticity, integrity, non-repudiation, conditional confidentiality).","The protocol secures decentralized communication among separately addressable agents using identity, signatures, trust, and conditional encryption. Its protected properties and enforcement exist at inter-agent message and peer-selection boundaries, so all gates pass.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
60,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.65109/frxl8789,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,2026-03-27,AAMAS,peer_reviewed,conference,4,2026-08-06,10.65109/FRXL8789,2603.26635,https://doi.org/10.65109/FRXL8789,milkowski2026amongus,evaluation,security_relevant,papers/evaluations/aamas/2026_milkowski_among_us.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,AAMAS 2026 / arXiv:2603.26635 canonical full text,yes,yes,yes,no,no,yes,exclude,evaluation,security_relevant,Abstract; Among Us experimental setup; deception/communication behavior analyses; performance and behavioral results.,"The study observes deception and communication behavior in a social-deduction game and is directly informative to multi-agent safety. However, it does not define a protected security asset, adversarial security contract, attack success endpoint, or defense; the direct evaluation is behavioral rather than security.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
61,peer_reviewed_broad_inclusion,doi:10.1007/s43681-026-01048-9,Deliberation and drift: Evaluating alignment fragility in multi-agent medical artificial intelligence,2026-03-15,AI and Ethics,peer_reviewed,journal,0,2026-08-06,10.1007/s43681-026-01048-9,,https://dblp.org/rec/journals/aiethics/HungWMSJ26,,,,,not_source_reviewed,pending,pending_full_text_adjudication,"Springer AI and Ethics version of record (2026-03-15), DOI 10.1007/s43681-026-01048-9",yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract; §2 Methods and §2.1 deliberation protocol; Tables 3–4; §3 Results; §4.2 and §4.5,"Four separately instantiated GPT-4o agents exchange prior-round rationales over a controlled deliberation protocol. The paper directly evaluates interaction-driven alignment drift and group-level instability, and reports that reversals occur after consensus pressure, so the safety failure is not reducible to an isolated agent.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
62,current_canonical_corpus,zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2506.04572,2506.04572,https://arxiv.org/abs/2506.04572,zheng2025integrity_attacks,attack,core_security,papers/attacks/arxiv/2025_zheng_integrity_attacks.md,agent_unverified,,,"arXiv v1 (2506.04572, 2025-06-05)",yes,yes,yes,yes,yes,yes,include,attack,core_security,Abstract; §3 pp.4–6; §4 p.6; §5.3 p.9 and Appendix C p.13; Tables 1–3 and 6,"CAMEL, AutoGen, and MetaGPT contain separately addressable collaborators and an LLM monitor. Self-Dealer, Free-Rider, Scapegoater, and Boaster exploit peer messaging, workload transfer, tool recommendations, and contribution attribution; the integrity violation exists because agents and monitors interact.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
63,current_canonical_corpus,liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2512.04129,2512.04129,https://arxiv.org/abs/2512.04129,liang2025_dont_trust_upstream,attack,core_security,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md,agent_unverified,,,"arXiv v2 (2512.04129, accessed 2026-08-06)",yes,yes,yes,yes,yes,yes,include,attack,core_security,§V pp.5–10 and Fig.3; §VII-D pp.12–14 and Table III; §VII-E p.15 and Table VII; §VII-F pp.15–16 and Tables VIII–X,"TOMA reconstructs a hidden MAS communication graph, selects a multi-hop path, and propagates a payload from an exposed edge agent to a privileged downstream agent. The attack and T-Guard defense are explicitly topology- and interaction-dependent.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
64,peer_reviewed_broad_inclusion,arxiv:2506.09600,Effective Red-Teaming of Policy-Adherent Agents,2025-06-11,Conference on Empirical Methods in Natural Language Processing,peer_reviewed,conference,10,2026-08-06,arxiv:2506.09600,2506.09600,https://dblp.org/rec/conf/emnlp/NakashKLVUA25,,,,,not_source_reviewed,pending,pending_full_text_adjudication,"EMNLP 2025 / arXiv v3 (2506.09600, 2025-08-23)",yes,yes,yes,yes,yes,yes,include,attack,core_security,Fig.2 and §3 pp.2–3; §4–5; §6 and Table 2; §6.1 and Table 4; §7; Appendix H Table 6,"CRAFT is a set of separately role-addressable PolicyAnalyzer, DeceptionPlanner, AvoidanceAdvisor, and DialogueExecutor agents whose outputs feed one another to elicit policy violations from a target agent. Component ablations materially reduce attack success, directly establishing interaction dependence.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
65,peer_reviewed_broad_inclusion,doi:10.65109/ocsi2038,EmoDebt: Bayesian-Optimized Emotional Intelligence for Strategic Agent-to-Agent Debt Recovery,2025-03-27,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,peer_reviewed,conference,7,2026-08-06,10.65109/ocsi2038,2503.21080,https://doi.org/10.65109/ocsi2038,,,,,not_source_reviewed,pending,pending_full_text_adjudication,AAMAS 2026 proceedings / arXiv 2503.21080,yes,yes,yes,yes,yes,yes,include,defense,core_security,Abstract; §1; §3 and §§3.1–3.6; Fig.1; Algorithm 1; §4; §5; Appendix §10,"The creditor, adversarial debtor, and examiner are separately instantiated agents in multi-turn negotiation. The paper defines strategic emotional exploitation that can derail negotiation and evaluates an adaptive counter-strategy; both the threat and robustness claim depend on agent-to-agent interaction.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
66,peer_reviewed_broad_inclusion,doi:10.1016/j.cja.2025.103779,Enhancing Robustness of LLM-Driven Multi-Agent Systems through Randomized Smoothing,2025-07-05,Chinese Journal of Aeronautics,peer_reviewed,journal,,2026-08-06,10.1016/j.cja.2025.103779,2507.04105,https://doi.org/10.1016/j.cja.2025.103779,,,,,not_source_reviewed,pending,pending_full_text_adjudication,Chinese Journal of Aeronautics version / arXiv 2507.04105,yes,yes,yes,yes,yes,yes,include,defense,core_security,§2.1–2.2; §3.1–3.3; Theorem 1; Propositions 1–2; §4.1–4.4; Figs.1–3,"The paper models a network of LLM-driven agents that exchange neighbor states, with malicious members sending bounded deceptive information. Randomized smoothing is applied at communication and local-decision layers, and the evaluation measures network propagation, consensus disruption, and recovery, making the security claim structurally multi-agent.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
67,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.acl-long.1412,Evaluating Answer Leakage Robustness of LLM Tutors against Adversarial Student Attacks,2026-04-20,ACL LONG,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.acl-long.1412,2604.18660,https://doi.org/10.18653/v1/2026.acl-long.1412,,,,,not_source_reviewed,pending,pending_full_text_adjudication,ACL 2026 paper / arXiv v1 (2604.18660),yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract; §3 and Fig.2; §4; §§5.1–5.3 and Tables 2–3; Appendix E Tables 5–6; Appendix F Table 7,"An adversarial student and tutor engage in multi-turn dialogue, with judge agents detecting answer leakage; the paper also evaluates multi-agent student attackers and tutor defenses. The protected answer is disclosed through strategic interaction, and architecture comparisons show that agent composition changes both attack and defense effectiveness.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
68,peer_reviewed_broad_inclusion,doi:10.1109/fllm67465.2025.11391246,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,2025-06-30,2025 3rd International Conference on Foundation and Large Language Models (FLLM),peer_reviewed,conference,0,2026-08-06,10.1109/fllm67465.2025.11391246,2506.23576,https://doi.org/10.1109/fllm67465.2025.11391246,,,,,not_source_reviewed,pending,pending_full_text_adjudication,IEEE FLLM 2025 publisher postprint / arXiv v1 (2506.23576),yes,yes,yes,yes,yes,yes,include,defense,core_security,§3.1–3.3 and Fig.1 pp.5–7; §4 pp.7–10 and Tables 1–4; §5 pp.10–18; §6 p.18,"The study evaluates one-, two-, and three-agent response-filtering architectures with distinct analyser, judge, and coordinator roles against three jailbreak families. Security performance and error trade-offs vary by the number and division of interacting agents, so the defense claim materially depends on MAS organization.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
69,current_canonical_corpus,tian2023evil_geniuses,Evil Geniuses: Delving into the Safety of LLM-based Agents,2023,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2311.11855,2311.11855,https://arxiv.org/abs/2311.11855,tian2023evil_geniuses,attack,security_relevant,papers/attacks/arxiv/2023_tian_evil_geniuses.md,agent_unverified,,,"arXiv v2 (2311.11855, 2024-02-02)",yes,yes,yes,yes,yes,yes,include,attack,core_security,Introduction and Fig.1; §3.3 and Fig.2/Algorithm 1; §4 and Table 1; conclusion; Appendix A,"The work attacks CAMEL, MetaGPT, and ChatDev as interacting role-specialized systems and reports a domino effect in which a jailbreak propagates through agent conversations. It also uses a three-role Evil Geniuses team to produce attacks; the quantity and interaction structure of agents are explicit experimental factors.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
70,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.acl-long.330,Evo-Attacker: Memory-Augmented Reinforcement Learning for Long-Horizon Tool Attacks on LLM-MAS,2026-05-25,ACL,peer_reviewed,conference,1,2026-08-06,10.18653/v1/2026.acl-long.330,2605.25389,https://aclanthology.org/2026.acl-long.330/,yan2026evo_attacker,attack,core_security,papers/attacks/acl/2026_yan_evo_attacker.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,"ACL 2026 published version, DOI 10.18653/v1/2026.acl-long.330",yes,yes,yes,yes,yes,yes,include,attack,core_security,§2.2 p.3; §§3.1–3.3 pp.3–5 and Fig.1; §4.1 p.5; §4.2 p.6 and Table 1; Limitations p.9,"Evo-Attacker corrupts one agent's tool-return channel and relies on the resulting downstream messages and workflow decisions to degrade flat, chain, and hierarchical MAS outcomes. The threat model, propagation mechanism, and topology evaluation all satisfy the interaction-dependence gate.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
71,peer_reviewed_broad_inclusion,doi:10.1109/tpami.2026.3694367,Evolving Diverse Red-team Language Models in Multi-round Multi-agent Games.,2023-09-30,IEEE Transactions on Pattern Analysis and Machine Intelligence,peer_reviewed,journal,18,2026-08-06,10.1109/tpami.2026.3694367,2310.00322,https://doi.org/10.1109/tpami.2026.3694367,,,,,not_source_reviewed,pending,pending_full_text_adjudication,IEEE TPAMI version / arXiv v5 (2310.00322),yes,yes,yes,yes,yes,yes,include,attack,core_security,Fig.1; §3 and Fig.2; §§4–5 and Figs.3–8; Table 3; §§5.2 and 5.4; conclusion,"Red-team and blue-team LLM policies interact over multiple dialogue rounds and are maintained as evolving populations. The paper directly targets harmlessness, compares multi-agent with fixed/single-agent baselines, and shows that population interaction changes attack diversity, ASR, and defense robustness.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
72,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.48448/egpv-zm74,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,2026-06-03,ACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.acl-long.1407,2512.18733,https://aclanthology.org/2026.acl-long.1407/,pan2026xgguard,defense,core_security,papers/defenses/acl/2026_pan_xg_guard.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,ACL 2026 published version (DOI 10.18653/v1/2026.acl-long.1407),yes,yes,yes,yes,yes,yes,include,defense,core_security,"Sec. 3, pp. 3–6, Fig. 2; Sec. 4.1, p. 6, Table 1","XG-Guard monitors response content together with graph neighborhoods and removes detected malicious nodes. The protected endpoint is collective-answer integrity and propagation containment, and both detection and remediation require the multi-agent communication graph.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
73,current_canonical_corpus,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,2026,AAMAS Strategic Engineering Workshop,non_peer_or_unverified,,,,,2511.10949,https://openreview.net/forum?id=XC5vOg5UTf,arora2026safeagents,evaluation,security_relevant,papers/evaluations/aamas_workshop/2026_arora_safeagents.md,agent_unverified,,,AAMAS Strategic Engineering Workshop 2026 version / arXiv 2511.10949,yes,yes,yes,yes,yes,yes,include,evaluation,core_security,"Abstract; Sec. 3, pp. 5–8, Fig. 3; Sec. 4, pp. 8–13; Sec. 5, pp. 13–18","SafeAgents evaluates five centralized, decentralized, and hybrid MAS architectures under harmful prompts. DHARMA attributes unsafe execution to planning, delegation, sub-agent, context, and fallback stages, so the evaluated security failure is explicitly compositional.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
