review_row,candidate_basis,record_id,title,publication_date,canonical_venue,publication_status,venue_type,citations,citation_snapshot_date,doi,arxiv_id,source_url,current_corpus_paper_id,current_corpus_primary_category,current_corpus_scope_relation,current_corpus_note_path,prior_source_review_status,prior_recommended_scope,prior_gate_decision,canonical_version_reviewed,full_text_read,gate_multiagent_boundary,gate_explicit_interaction,gate_direct_security_relevance,gate_interaction_dependence,gate_canonical_full_text_evidence,human_final_decision,human_primary_category,human_scope_relation,evidence_locations,decision_reason,reviewer,second_reviewer,review_date,adjudication_note,duplicate_of_record_id,human_signoff_complete
63,current_canonical_corpus,liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2512.04129,2512.04129,https://arxiv.org/abs/2512.04129,liang2025_dont_trust_upstream,attack,core_security,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
64,peer_reviewed_broad_inclusion,arxiv:2506.09600,Effective Red-Teaming of Policy-Adherent Agents,2025-06-11,Conference on Empirical Methods in Natural Language Processing,peer_reviewed,conference,10,2026-08-06,arxiv:2506.09600,2506.09600,https://dblp.org/rec/conf/emnlp/NakashKLVUA25,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
65,peer_reviewed_broad_inclusion,doi:10.65109/ocsi2038,EmoDebt: Bayesian-Optimized Emotional Intelligence for Strategic Agent-to-Agent Debt Recovery,2025-03-27,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,peer_reviewed,conference,7,2026-08-06,10.65109/ocsi2038,2503.21080,https://doi.org/10.65109/ocsi2038,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
66,peer_reviewed_broad_inclusion,doi:10.1016/j.cja.2025.103779,Enhancing Robustness of LLM-Driven Multi-Agent Systems through Randomized Smoothing,2025-07-05,Chinese Journal of Aeronautics,peer_reviewed,journal,,2026-08-06,10.1016/j.cja.2025.103779,2507.04105,https://doi.org/10.1016/j.cja.2025.103779,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
67,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.acl-long.1412,Evaluating Answer Leakage Robustness of LLM Tutors against Adversarial Student Attacks,2026-04-20,ACL LONG,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.acl-long.1412,2604.18660,https://doi.org/10.18653/v1/2026.acl-long.1412,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
68,peer_reviewed_broad_inclusion,doi:10.1109/fllm67465.2025.11391246,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,2025-06-30,2025 3rd International Conference on Foundation and Large Language Models (FLLM),peer_reviewed,conference,0,2026-08-06,10.1109/fllm67465.2025.11391246,2506.23576,https://doi.org/10.1109/fllm67465.2025.11391246,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
69,current_canonical_corpus,tian2023evil_geniuses,Evil Geniuses: Delving into the Safety of LLM-based Agents,2023,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2311.11855,2311.11855,https://arxiv.org/abs/2311.11855,tian2023evil_geniuses,attack,security_relevant,papers/attacks/arxiv/2023_tian_evil_geniuses.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
70,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.acl-long.330,Evo-Attacker: Memory-Augmented Reinforcement Learning for Long-Horizon Tool Attacks on LLM-MAS,2026-05-25,ACL,peer_reviewed,conference,1,2026-08-06,10.18653/v1/2026.acl-long.330,2605.25389,https://aclanthology.org/2026.acl-long.330/,yan2026evo_attacker,attack,core_security,papers/attacks/acl/2026_yan_evo_attacker.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
71,peer_reviewed_broad_inclusion,doi:10.1109/tpami.2026.3694367,Evolving Diverse Red-team Language Models in Multi-round Multi-agent Games.,2023-09-30,IEEE Transactions on Pattern Analysis and Machine Intelligence,peer_reviewed,journal,18,2026-08-06,10.1109/tpami.2026.3694367,2310.00322,https://doi.org/10.1109/tpami.2026.3694367,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
72,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.48448/egpv-zm74,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,2026-06-03,ACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.acl-long.1407,2512.18733,https://aclanthology.org/2026.acl-long.1407/,pan2026xgguard,defense,core_security,papers/defenses/acl/2026_pan_xg_guard.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
73,current_canonical_corpus,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,2026,AAMAS Strategic Engineering Workshop,non_peer_or_unverified,,,,,2511.10949,https://openreview.net/forum?id=XC5vOg5UTf,arora2026safeagents,evaluation,security_relevant,papers/evaluations/aamas_workshop/2026_arora_safeagents.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
74,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1007/s11432-024-4663-2,Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities,2024-07-10,Science China Information Sciences,peer_reviewed,journal,82,2026-08-06,10.1007/s11432-024-4663-2,2407.07791,https://doi.org/10.1007/s11432-024-4663-2,ju2026flooding,attack,core_security,papers/attacks/journals_science_china_information_sciences/2026_ju_flooding.md,blocked_pending_exact_source,core_security,blocked_source_verification,,,,,,,,,,,,,,,,,,
75,current_canonical_corpus,allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2510.14133,2510.14133,https://arxiv.org/abs/2510.14133,allegrini2025formalizing,general,core_security,papers/general/arxiv/2025_allegrini_formalizing_properties.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
76,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.findings-acl.1600,Free-MAD: Consensus-Free Multi-Agent Debate,2025-09-14,FINDINGS ACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.findings-acl.1600,2509.11035,https://doi.org/10.18653/v1/2026.findings-acl.1600,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
77,peer_reviewed_broad_inclusion,doi:10.1609/aaaiss.v9i1.42951,From Playbooks to Decisions: An Auditable Coordination Protocol for Hunter–Policy–Responder Cyber Agents (Extended Abstract),2026-06-23,AAAI proceedings,peer_reviewed,conference,0,2026-08-06,10.1609/aaaiss.v9i1.42951,,https://doi.org/10.1609/aaaiss.v9i1.42951,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
78,current_canonical_corpus,zhou2026shield_target,From Shield to Target: Denial-of-Service Attacks on LLM-Based Agent Guardrails,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2606.14517,2606.14517,https://arxiv.org/abs/2606.14517,zhou2026shield_target,attack,security_relevant,papers/attacks/arxiv/2026_zhou_guardrail_dos.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
79,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.findings-acl.1934,From Tasks to Teams: A Risk-First Evaluation Framework for Multi-Agent LLM Systems in Finance,2026-01-01,FINDINGS ACL,peer_reviewed,conference,4,2026-08-06,10.18653/v1/2026.findings-acl.1934,,https://doi.org/10.18653/v1/2026.findings-acl.1934,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
80,current_canonical_corpus,long2025funcpoison,FuncPoison: Poisoning Function Library to Hijack Multi-agent Autonomous Driving Systems,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2509.24408,2509.24408,https://arxiv.org/abs/2509.24408,long2025funcpoison,attack,core_security,papers/attacks/arxiv/2025_long_funcpoison.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
81,peer_reviewed_broad_inclusion,doi:10.65109/jhfw8307,G2CP: A Graph-Grounded Communication Protocol for Verifiable and Efficient Multi-Agent Reasoning,2026-02-13,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,peer_reviewed,conference,2,2026-08-06,10.65109/jhfw8307,2602.13370,https://doi.org/10.65109/jhfw8307,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
82,current_canonical_corpus,lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2605.09027,2605.09027,https://arxiv.org/abs/2605.09027,lemercier2026gambit,evaluation,security_relevant,papers/evaluations/arxiv/2026_le_mercier_gambit.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
83,current_canonical_corpus,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2604.24477,2604.24477,https://arxiv.org/abs/2604.24477,mateotorrejon2026gammaf,evaluation,core_security,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
84,current_canonical_corpus,li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2506.00509,2506.00509,https://arxiv.org/abs/2506.00509,li2025argus,defense,core_security,papers/defenses/arxiv/2025_li_argus.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
85,current_canonical_corpus,cai2026grmp,Graph Representation-Based Model Poisoning on the Heterogeneous Internet of Agents,2026,IWCMC,peer_reviewed,,,,10.1109/IWCMC69287.2026.11579822,2511.07176,https://doi.org/10.1109/IWCMC69287.2026.11579822,cai2026grmp,attack,core_security,papers/attacks/iwcmc/2026_cai_graph_poisoning.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
86,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2502.11127,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,2025-02-16,ACL,peer_reviewed,conference,54,2026-08-06,10.18653/v1/2025.acl-long.359,2502.11127,https://aclanthology.org/2025.acl-long.359/,wang2025gsafeguard,defense,core_security,papers/defenses/acl/2025_wang_g_safeguard.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
87,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2505.19234,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,2025-05-25,NeurIPS,peer_reviewed,conference,28,2026-08-06,10.48550/arxiv.2505.19234,2505.19234,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0bc795afae289ed465a65a3b4b1f4eb7-Abstract-Conference.html,zhou2025guardian,defense,core_security,papers/defenses/neurips/2025_zhou_guardian.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
88,current_canonical_corpus,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2605.27489,2605.27489,https://arxiv.org/abs/2605.27489,rahman2026harp,evaluation,core_security,papers/evaluations/arxiv/2026_rahman_harp.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
89,current_canonical_corpus,cohen2025ai_worm,Here Comes the AI Worm: Preventing the Propagation of Adversarial Self-Replicating Prompts Within GenAI Ecosystems,2025,ACM CCS,peer_reviewed,,,,10.1145/3719027.3765196,2403.02817,https://doi.org/10.1145/3719027.3765196,cohen2025ai_worm,attack,security_relevant,papers/attacks/ccs/2025_cohen_ai_worm.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
90,peer_reviewed_broad_inclusion,doi:10.1007/978-981-92-0071-9_9,Heterogeneous Debate Engine: Identity-Grounded Cognitive Architecture for Resilient LLM-Based Ethical Tutoring,2026-03-28,Asian Conference on Intelligent Information and Database Systems,peer_reviewed,conference,,2026-08-06,10.1007/978-981-92-0071-9_9,2603.27404,https://doi.org/10.1007/978-981-92-0071-9_9,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
91,current_canonical_corpus,mathew2025hidden,Hidden in Plain Text: Emergence and Mitigation of Steganographic Collusion in LLMs,2025,IJCNLP-AACL,peer_reviewed,,,,10.18653/v1/2025.ijcnlp-long.34,,https://aclanthology.org/2025.ijcnlp-long.34/,mathew2025hidden,evaluation,core_security,papers/evaluations/ijcnlp_aacl/2025_mathew_hidden_plain_text.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
92,peer_reviewed_broad_inclusion,doi:10.1109/ica67499.2025.00033,Hidden in Plain Text: Measuring LLM Deception Quality Against Human Baselines Using Social Deduction Games,2025-12-05,International Conference on Agents,peer_reviewed,conference,5,2026-08-06,10.1109/ica67499.2025.00033,2601.13709,https://doi.org/10.1109/ica67499.2025.00033,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
93,current_canonical_corpus,zhou2026hierarchical_attacks,Hierarchical Attacks for Multi-Modal Multi-Agent Reasoning,2026,CVPR,peer_reviewed,,,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Zhou_Hierarchical_Attacks_for_Multi-Modal_Multi-Agent_Reasoning_CVPR_2026_paper.html,zhou2026hierarchical_attacks,attack,core_security,papers/attacks/cvpr/2026_zhou_hierarchical_attacks.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
94,current_canonical_corpus,mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,2025,AAMAS,peer_reviewed,,,,,,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,mao2025ibgp,defense,core_security,papers/defenses/aamas/2025_mao_ibgp.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
95,current_canonical_corpus,sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2605.08268,2605.08268,https://arxiv.org/abs/2605.08268,sun2026insider,attack,core_security,papers/attacks/arxiv/2026_sun_insider_attacks.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
96,non_peer_citations_gte_10,arxiv:2601.11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,2026-01-16,arXiv.org,non_peer_or_unverified,,12,2026-08-06,arxiv:2601.11369,2601.11369,https://www.semanticscholar.org/paper/9438fe46f3f7513c9a7f0884dffda6b7ed7d670d,,,,,agent_unverified,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
97,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.eacl-demo.10,IntelliCode: A Multi-Agent LLM Tutoring System with Centralized Learner Modeling,2025-12-21,EACL DEMO,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.eacl-demo.10,2512.18669,https://doi.org/10.18653/v1/2026.eacl-demo.10,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
98,peer_reviewed_broad_inclusion,doi:10.14569/ijacsa.2026.0170403,Interruptible Multi-Agent Debate: Sentence-Level Disclosure and Urgency-Based Turn-Taking for Early Error Correction,2026-01-01,International Journal of Advanced Computer Science and Applications,peer_reviewed,journal,0,2026-08-06,10.14569/ijacsa.2026.0170403,,https://doi.org/10.14569/ijacsa.2026.0170403,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
99,peer_reviewed_broad_inclusion,doi:10.1007/s40747-025-02096-0,Leveraging multi-agent framework for root cause analysis,2025-11-06,Complex & Intelligent Systems,peer_reviewed,journal,6,2026-08-06,10.1007/s40747-025-02096-0,,https://dblp.org/rec/journals/comintsys/FuDQYX26,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
100,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1609/aaai.v40i44.41116,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,2026-03-06,AAAI,peer_reviewed,conference,4,2026-08-06,10.1609/aaai.v40i44.41116,2603.06874,https://ojs.aaai.org/index.php/AAAI/article/view/41116,olson2026liecraft,evaluation,security_relevant,papers/evaluations/aaai/2026_olson_liecraft.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
101,current_canonical_corpus,yu2025codes,LLM-based Multi-Agents System Attack via Continuous Optimization with Discrete Efficient Search,2025,COLM,peer_reviewed,,,,,,https://openreview.net/forum?id=ED5diyzc1C,yu2025codes,attack,core_security,papers/attacks/colm/2025_yu_codes.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
102,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.acl-long.270,Lying with Truths: Open-Channel Multi-Agent Collusion for Belief Manipulation via Generative Montage,2026-01-01,ACL,peer_reviewed,conference,12,2026-08-06,10.18653/v1/2026.acl-long.270,2601.01685,https://aclanthology.org/2026.acl-long.270/,hu2026lying_truths,attack,core_security,papers/attacks/acl/2026_hu_lying_truths.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
103,peer_reviewed_broad_inclusion,doi:10.24251/hicss.2026.887,MAEBE: Multi-Agent Emergent Behavior Framework,2026-01-01,Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences,peer_reviewed,conference,,2026-08-06,10.24251/hicss.2026.887,2506.03053,https://doi.org/10.24251/hicss.2026.887,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
104,non_peer_citations_gte_10,arxiv:2511.06134,Maestro: Learning to Collaborate via Conditional Listwise Policy Optimization for Multi-Agent LLMs,2025-11-08,arXiv.org,non_peer_or_unverified,,15,2026-08-06,arxiv:2511.06134,2511.06134,https://www.semanticscholar.org/paper/9786848f1dd93fde19d887a813b24ab1e12ef7ce,,,,,agent_unverified,adjacent,adjacent_not_core,,,,,,,,,,,,,,,,,,
105,current_canonical_corpus;non_peer_citations_gte_10,arxiv:2510.15186,MAGPIE: A Benchmark for Multi-Agent Contextual Privacy Evaluation,2025-10-16,NeurIPS Responsible Foundation Models Workshop,non_peer_or_unverified,,21,2026-08-06,arxiv:2510.15186,2510.15186,https://nips.cc/virtual/2025/workshop/127834,juneja2025magpie,evaluation,core_security,papers/evaluations/neurips_workshop/2025_juneja_magpie.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
106,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.findings-eacl.233,MAPRO: Recasting Multi-Agent Prompt Optimization as Maximum a Posteriori Inference,2026-03-06,FINDINGS EACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.findings-eacl.233,2510.07475,https://doi.org/10.18653/v1/2026.findings-eacl.233,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
107,current_canonical_corpus,cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2505.04799,2505.04799,https://arxiv.org/abs/2505.04799,cui2025maris,defense,core_security,papers/defenses/arxiv/2025_cui_maris.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
108,current_canonical_corpus,jia2026masfire,MAS-FIRE: Fault Injection and Reliability Evaluation for LLM-Based Multi-Agent Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2602.19843,2602.19843,https://arxiv.org/abs/2602.19843,jia2026masfire,evaluation,adjacent,papers/evaluations/arxiv/2026_jia_mas_fire.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
109,current_canonical_corpus,wang2026masleak,MASLeak: Investigating and Exposing Intellectual Property Leakage Vulnerabilities in Multi-Agent Systems,2026,USENIX Security,peer_reviewed,,,,,2505.12442,https://www.usenix.org/conference/usenixsecurity26/presentation/wang-liwen,wang2026masleak,attack,core_security,papers/attacks/usenix_security/2026_wang_masleak.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
110,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2505.18572,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,2025-05-24,Findings of EMNLP,peer_reviewed,conference,5,2026-08-06,10.18653/v1/2025.findings-emnlp.917,2505.18572,https://aclanthology.org/2025.findings-emnlp.917/,zhu2025master,attack,core_security,papers/attacks/findings_emnlp/2025_zhu_master.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
111,current_canonical_corpus;non_peer_citations_gte_10,arxiv:2505.20824,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,2025-05-27,arXiv.org,non_peer_or_unverified,,12,2026-08-06,10.48550/arXiv.2505.20824,2505.20824,https://arxiv.org/abs/2505.20824,chen2025medsentry,evaluation,core_security,papers/evaluations/arxiv/2025_chen_medsentry.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
112,peer_reviewed_broad_inclusion,doi:10.48448/eqah-h093,Metacognitive Self-Correction for Multi-Agent System via Prototype-Guided Next-Execution Reconstruction,2026-06-03,Formal proceedings (10.48448 DOI),peer_reviewed,conference,,2026-08-06,10.48448/eqah-h093,2510.14319,https://doi.org/10.48448/eqah-h093,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
113,peer_reviewed_broad_inclusion,doi:10.1145/3813808.3813811,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,2026-02-06,Proceedings of the 2026 International Conference on Generative Artificial Intelligence and Education,peer_reviewed,conference,8,2026-08-06,10.1145/3813808.3813811,,https://doi.org/10.1145/3813808.3813811,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
114,current_canonical_corpus,huang2026mcpthreatmodel,Model Context Protocol Threat Modeling and Analysis of Vulnerabilities to Prompt Injection with Tool Poisoning,2026,Journal of Cybersecurity and Privacy,peer_reviewed,,,,10.3390/jcp6030084,,https://www.mdpi.com/2624-800X/6/3/84,huang2026mcpthreatmodel,attack,core_security,papers/attacks/journals_jcp/2026_huang_mcp_threat_modeling.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
115,current_canonical_corpus,amayuelas2024collaboration_attack,MultiAgent Collaboration Attack: Investigating Adversarial Attacks in Large Language Model Collaborations via Debate,2024,Findings of EMNLP,peer_reviewed,,,,10.18653/v1/2024.findings-emnlp.407,,https://aclanthology.org/2024.findings-emnlp.407/,amayuelas2024collaboration_attack,attack,core_security,papers/attacks/findings_emnlp/2024_amayuelas_collaboration_attack.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
116,non_peer_citations_gte_10,arxiv:2410.22932,Multi-Agent Large Language Models for Conversational Task-Solving,2024-10-30,arXiv.org,non_peer_or_unverified,,31,2026-08-06,arxiv:2410.22932,2410.22932,https://www.semanticscholar.org/paper/2f6ef455c7272b726712fdfd64f1ca9166ca0478,,,,,agent_unverified,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
117,current_canonical_corpus,peigne2025security_tax,Multi-Agent Security Tax: Trading Off Security and Collaboration Capabilities in Multi-Agent Systems,2025,AAAI,peer_reviewed,,,,10.1609/aaai.v39i26.34970,,https://ojs.aaai.org/index.php/AAAI/article/view/34970,peigne2025security_tax,attack,core_security,papers/attacks/aaai/2025_peigne_security_tax.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
118,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2503.12188,Multi-Agent Systems Execute Arbitrary Malicious Code,2025-03-15,COLM,peer_reviewed,conference,51,2026-08-06,10.48550/arxiv.2503.12188,2503.12188,https://openreview.net/forum?id=DAozI4etUp,triedman2025malicious_code,attack,core_security,papers/attacks/colm/2025_triedman_malicious_code.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
119,non_peer_citations_gte_10,arxiv:2602.01011,Multi-Agent Teams Hold Experts Back,2026-02-01,arXiv.org,non_peer_or_unverified,,10,2026-08-06,arxiv:2602.01011,2602.01011,https://www.semanticscholar.org/paper/e95eb50589f6e6641ca2a3994d80fc840c82d5ef,,,,,,,,,,,,,,,,,,,,,,,,,
120,current_canonical_corpus,gonzalez2026multimodalsafety,Multimodal Safety Evaluation in Generative Agent Social Simulations,2026,ACL,peer_reviewed,,,,10.18653/v1/2026.acl-long.1915,,https://aclanthology.org/2026.acl-long.1915/,gonzalez2026multimodalsafety,evaluation,adjacent,papers/evaluations/acl/2026_gonzalez_multimodal_safety.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
121,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2025.findings-acl.150,NetSafe: Exploring the Topological Safety of Multi-agent System,2025-01-01,Findings of ACL,peer_reviewed,conference,36,2026-08-06,10.18653/v1/2025.findings-acl.150,2410.15686,https://aclanthology.org/2025.findings-acl.150/,yu2025netsafe,evaluation,security_relevant,papers/evaluations/findings_acl/2025_yu_netsafe.md,source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
122,current_canonical_corpus,naik2026omni_leak,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2602.13477,2602.13477,https://arxiv.org/abs/2602.13477,naik2026omni_leak,attack,core_security,papers/attacks/arxiv/2026_naik_omni_leak.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
123,current_canonical_corpus,huang2025faulty_agents,On the Resilience of LLM-Based Multi-Agent Collaboration with Faulty Agents,2025,ICML,peer_reviewed,,,,,,https://proceedings.mlr.press/v267/huang25ay.html,huang2025faulty_agents,attack,security_relevant,papers/attacks/icml/2025_huang_faulty_agents.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
124,current_canonical_corpus,zhao2026parasites,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,2026,IEEE Symposium on Security and Privacy,peer_reviewed,,,,10.1109/SP63933.2026.00154,2509.06572,https://doi.org/10.1109/SP63933.2026.00154,zhao2026parasites,attack,security_relevant,papers/attacks/ieee_security_privacy/2026_zhao_parasites_toolchain.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
125,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2510.07505,PEAR: Planner-Executor Agent Robustness Benchmark,2025-10-08,Findings of EACL,peer_reviewed,conference,5,2026-08-06,10.18653/v1/2026.findings-eacl.237,2510.07505,https://aclanthology.org/2026.findings-eacl.237/,dong2026pear,evaluation,core_security,papers/evaluations/findings_eacl/2026_dong_pear.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
