work_key,canonical_paper_id,title,doi,arxiv_id,decision,decision_source,decision_strength,rationale,reviewer,reviewed_at,locked,human_signoff_required,previous_work_keys,notes
arxiv:2606.08596,,Distilling LLM Reasoning into an Interpretable Policy Tree for Human-AI Collaboration,,2606.08596,exclude,search:arxiv:2606.08596,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2510.09116,,DITING: A Multi-Agent Evaluation Framework for Benchmarking Web Novel Translation,,2510.09116,exclude,search:arxiv:2510.09116,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2606.01441,,Dive into Ambiguity: A*-Inspired Multi-Agents Commonsense Obfuscation Attack on LLM Prompts,,2606.01441,exclude,search:arxiv:2606.01441,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2604.17191,,Do LLM-derived graph priors improve multiagent coordination?,10.1117/12.3094818,2604.17191,exclude,search:doi:10.1117/12.3094818,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2602.04892,,Doc2Spec: Synthesizing Formal Programming Specifications from Natural Language via Grammar Induction,,2602.04892,exclude,search:arxiv:2602.04892,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.55041/isjem07136,,DoorGuard-AI: A Hybrid Edge–Cloud Multi-Agent Framework for Intelligent Visitor Screening in Resource-Constrained Indian Households,10.55041/isjem07136,,exclude,search:doi:10.55041/isjem07136,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2603.13327,,DOVA: Deliberation-First Multi-Agent Orchestration for Autonomous Research Automation,,2603.13327,exclude,search:arxiv:2603.13327,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2604.15163,,DPC: Training-Free Text-to-SQL Candidate Selection via Dual-Paradigm Consistency,,2604.15163,exclude,search:arxiv:2604.15163,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.3390/app14188503,,DPTracer: Integrating Log-Driven Accountability into Data Provision Networks,10.3390/app14188503,,exclude,search:doi:10.3390/app14188503,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2601.06115,,Dreaming Is Not a Bug: A Jung-Inspired Dream Layer for Multi-Agent LLM Companions,,2601.06115,exclude,search:arxiv:2601.06115,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2602.02455,,Drift-Bench: Diagnosing Cooperative Breakdowns in LLM Agents under Input Faults via Multi-Turn Interaction,,2602.02455,exclude,search:arxiv:2602.02455,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/sami63904.2025.10883316,,Driving the Future of Connected Autonomous Mobility with Advanced AI and Multi-Modal Data Fusion: Plenary Talk,10.1109/sami63904.2025.10883316,,exclude,search:doi:10.1109/sami63904.2025.10883316,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2506.06381,,DURA-CPS: A Multi-Role Orchestrator for Dependability Assurance in LLM-Enabled Cyber-Physical Systems,10.1109/dsn-w65791.2025.00040,2506.06381,exclude,search:doi:10.1109/dsn-w65791.2025.00040,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2410.17922,,Dynamic Guided and Domain Applicable Safeguards for Enhanced Security in Large Language Models,,2410.17922,exclude,search:arxiv:2410.17922,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2504.01423,,Dynamic Incentive Strategies for Smart EV Charging Stations: A LLM-Driven User Digital Twin Approach,10.1109/aaiee64965.2025.11101603,2504.01423,exclude,search:doi:10.1109/aaiee64965.2025.11101603,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.20944/preprints202606.1111.v1,,Dynamic Task-Chain Reconfiguration for Cooperative Counter-UAV Defense: A Multi-Agent Large Language Model Framework for Automated Heuristic Design,10.20944/preprints202606.1111.v1,,exclude,search:doi:10.20944/preprints202606.1111.v1,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/icaft66710.2025.11452926,,E-GPT: A Multi-Agent LLM Framework for Intelligent Educational Assistance,10.1109/icaft66710.2025.11452926,,exclude,search:doi:10.1109/icaft66710.2025.11452926,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2606.10307,,Early-Token Confidence Predicts Reasoning Quality in Multi-Agent LLM Debate,10.18653/v1/2026.gem-main.60,2606.10307,exclude,search:doi:10.18653/v1/2026.gem-main.60,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.3389/fncom.2026.1780276,,"Editorial: The convergence of AI, LLMs, and industry 4.0: enhancing BCI, HMI, and neuroscience research",10.3389/fncom.2026.1780276,,exclude,search:doi:10.3389/fncom.2026.1780276,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2412.03847,,Educational-Psychological Dialogue Robot Based on Multi-Agent Collaboration,,2412.03847,exclude,search:arxiv:2412.03847,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2504.05370,,EduPlanner: LLM-Based Multi-Agent Systems for Customized and Intelligent Instructional Design,,2504.05370,exclude,search:arxiv:2504.05370,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/tlt.2025.3561332,,EduPlanner: LLM-Based Multiagent Systems for Customized and Intelligent Instructional Design,10.1109/tlt.2025.3561332,,exclude,search:doi:10.1109/tlt.2025.3561332,55,Parent screening assigned an exclusion decision.,,,no,yes,,
title:c431457bf1616f09,,Efficient and Robust Language Adaptation in Multilingual LLMs,,,exclude,search:title:8b79c3410638878a826d,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2511.06396,,Efficient LLM Safety Evaluation through Multi-Agent Debate,,2511.06396,exclude,search:arxiv:2511.06396,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.3929/ethz-c-000796817,,Efficient Reinforcement Learning under Structures: From Single-Agent to Multi-Agent to the Era of LLMs,10.3929/ethz-c-000796817,,exclude,search:doi:10.3929/ethz-c-000796817,55,Parent screening assigned an exclusion decision.,,,no,yes,,
title:df822275200cc75f,,EHRFlow: A Large Language Model-Driven Iterative Multi-Agent Electronic Health Record Data Analysis Workflow,,,exclude,search:title:99e6614d9d81c12d9ea1,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2602.17902,,El Agente Gráfico: Structured Execution Graphs for Scientific Agents,,2602.17902,exclude,search:arxiv:2602.17902,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.19853492,,Emergent Covert Signaling in Multi-Agent LLM Negotiation: A Conceptual Framework and Experimental Protocol,10.5281/zenodo.19853492,,exclude,search:doi:10.5281/zenodo.19853492,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.17715681,,Emergent Deception and Governance in Common-Pool Resource Multi-Agent Simulations,10.5281/zenodo.17715681,,exclude,search:doi:10.5281/zenodo.17715681,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2504.09689,,EmoAgent: Assessing and Safeguarding Human-AI Interaction for Mental Health Safety,,2504.09689,exclude,search:arxiv:2504.09689,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2604.07003,,EmoMAS: Emotion-Aware Multi-Agent System for High-Stakes Edge-Deployable Negotiation with Bayesian Orchestration,10.48448/b7s9-ca09,2604.07003,exclude,search:doi:10.48448/b7s9-ca09,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2606.26590,,Empirical Software Engineering TerraProbe: A Layered-Oracle Framework for Detecting Deceptive Fixes in LLM-Assisted Terraform,,2606.26590,exclude,search:arxiv:2606.26590,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/ictai66417.2025.00191,,Empowering Conversational Systems Through AI Agents Specialized in Reusable APIs Across Software Ecosystems,10.1109/ictai66417.2025.00191,,exclude,search:doi:10.1109/ictai66417.2025.00191,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1364/jocn.585043,,Empowering network management with a multi-agent LLM architecture,10.1364/jocn.585043,,exclude,search:doi:10.1364/jocn.585043,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2509.09215,,"Enabling Regulatory Multi-Agent Collaboration: Architecture, Challenges, and Solutions",,2509.09215,exclude,search:arxiv:2509.09215,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/trustcom66490.2025.00027,,End-to-End Security Policy Automation with Multi-LLM Agents in Cloud-Native Systems,10.1109/trustcom66490.2025.00027,,exclude,search:doi:10.1109/trustcom66490.2025.00027,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2604.23802,,EndoGov: A knowledge-governed multi-agent expert system for endometrial cancer risk stratification,,2604.23802,exclude,search:arxiv:2604.23802,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2605.15230,,EnergyAgentBench: Benchmarking LLM Agents on Live Energy Infrastructure Data,,2605.15230,exclude,search:arxiv:2605.15230,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/icdscnc62492.2024.10939862,,Enforcing Web Security Constraints for LLM-driven Robot Agents for Online Transactions,10.1109/icdscnc62492.2024.10939862,,exclude,search:doi:10.1109/icdscnc62492.2024.10939862,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.20441051,,"Engineering Enterprise-Grade Generative AI: Architectures, Agentic Frameworks, and Protocols for Production-Ready LLM Systems",10.5281/zenodo.20441051,,exclude,search:doi:10.5281/zenodo.20441051,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2501.08243,,Engineering LLM Powered Multi-Agent Framework for Autonomous CloudOps,10.1109/cain66642.2025.00031,2501.08243,exclude,search:doi:10.1109/cain66642.2025.00031,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2605.03242,,Enhancing Agent Safety Judgment: Controlled Benchmark Rewriting and Analogical Reasoning for Deceptive Out-of-Distribution Scenarios,,2605.03242,exclude,search:arxiv:2605.03242,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2601.07122,,Enhancing Cloud Network Resilience via a Robust LLM-Empowered Multi-Agent Reinforcement Learning Framework,10.1109/tdsc.2026.3694417,2601.07122,exclude,search:doi:10.1109/tdsc.2026.3694417,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/aero63441.2025.11068478,,Enhancing Flight Deck Decision Support with Distributed GenAI: A Multi-Agent Approach,10.1109/aero63441.2025.11068478,,exclude,search:doi:10.1109/aero63441.2025.11068478,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
title:66fe336cb086efb8,,Enhancing human mobility prediction using Large Language Models (LLMs),,,exclude,search:title:5467797d640aba09a56a,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/iv66570.2026.11623835,,Enhancing LLM-based Autonomous Driving with Modular Traffic Light and Sign Recognition,10.1109/iv66570.2026.11623835,,exclude,search:doi:10.1109/iv66570.2026.11623835,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2508.17711,,Enhancing LLM-Based Social Bot via an Adversarial Learning Framework,10.48448/n66k-0f33,2508.17711,exclude,search:doi:10.48448/n66k-0f33,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.14429/dsj.21693,,Enhancing Military Situational Awareness Through Multimodal Multi-Agent AI Systems: A Comparative Study with Single-Agent Approach,10.14429/dsj.21693,,exclude,search:doi:10.14429/dsj.21693,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2503.10049,,Enhancing Multi-Agent Systems via Reinforcement Learning with LLM-Based Planner and Graph-Based Policy,10.1109/icra55743.2025.11127486,2503.10049,exclude,search:doi:10.1109/icra55743.2025.11127486,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2606.03812,,Enhancing Operational Safety via Agentic Dialogue Hazard Identification Analysis,,2606.03812,exclude,search:arxiv:2606.03812,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.14711/thesis-hdl152627,,"Enhancing Reliability and Efficiency of Upfront Embodied Carbon Assessment Leveraging openBIM, LLM, DES, and Blockchain",10.14711/thesis-hdl152627,,exclude,search:doi:10.14711/thesis-hdl152627,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2604.06856,,Enhancing Secure Intent-Based Networking with an Agentic AI: The EU Project MARE Approach,,2604.06856,exclude,search:arxiv:2604.06856,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.15662/ijfist.2024.0704007,,"Enterprise Agent Evaluation Framework for Autonomous AI Systems: A Multi-Dimensional Approach to Reliability, Safety, and Quality Assurance",10.15662/ijfist.2024.0704007,,exclude,search:doi:10.15662/ijfist.2024.0704007,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.21740544,,"Enterprise Agentic AI: A Reference Architecture for Natural Language to SQL, Model Context Protocol (MCP), Retrieval-Augmented Generation (RAG), Multi-Agent Systems, and Production AI",10.5281/zenodo.21740544,,exclude,search:doi:10.5281/zenodo.21740544,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.22214/ijraset.2026.77762,,Enterprise GenAI: LLM Deployment on AWS,10.22214/ijraset.2026.77762,,exclude,search:doi:10.22214/ijraset.2026.77762,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.20700882,,"Entropy, Topology, and the Execution Boundary: How Silent Failure, Communication Topology, Security Permeability, Governance Gaps, and Distributed Consensus Jointly Define a Candidate Framework for Multi-Agent System Reliability",10.5281/zenodo.20700882,,exclude,search:doi:10.5281/zenodo.20700882,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2508.14654,,Entropy-Constrained Strategy Optimization in Urban Floods: A Multi-Agent Framework with LLM and Knowledge Graph Integration,,2508.14654,exclude,search:arxiv:2508.14654,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2603.24221,,Environment-Grounded Multi-Agent Workflow for Autonomous Penetration Testing,,2603.24221,exclude,search:arxiv:2603.24221,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1016/j.watres.2026.125433,,EPANET-Agentic: A multi-agent system for natural language-controlled simulations of water distribution networks.,10.1016/j.watres.2026.125433,,exclude,search:doi:10.1016/j.watres.2026.125433,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.17613/38xpd-enr88,,"Epistemology and Ontology of AI — New Entry SOTA pre-AGI decade 2020–2030: exploratory dataset analyzing the heuristic geste from Turin to Paris across the centuries, from the epistemic and mathematical roots of Joseph-Louis Lagrange (Turin, 1736) in the eighteenth century through Analytical Mechanics to the ontosemantic extension of the Dorian Codex Protocol for AI and its heuristic mathematical formula H_SAFE, H_safe(t) = T(t) + V(t) − Z(t), proposed by Stefano Dorian Franco (Paris, 1973) in 2025, in the twenty-first century, within the ontosemantic dimension of artificial intelligence — Analysis conducted in June 2026 by the LLM ChatGPT, version GPT-5.5",10.17613/38xpd-enr88,,exclude,search:doi:10.17613/38xpd-enr88,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.18653/v1/2025.bionlp-1.12,,Error Detection in Medical Note through Multi Agent Debate,10.18653/v1/2025.bionlp-1.12,,exclude,search:doi:10.18653/v1/2025.bionlp-1.12,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5753/webmedia_estendido.2025.16419,,"EurecaChat: A Multi-Agent LLM-Based Chatbot for Supporting Students, Faculty, and University Administration",10.5753/webmedia_estendido.2025.16419,,exclude,search:doi:10.5753/webmedia_estendido.2025.16419,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/tits.2025.3564389,,EV Charging System Considering Power Dispatching Based on Multi-Agent LLMs and CGAN,10.1109/tits.2025.3564389,,exclude,search:doi:10.1109/tits.2025.3564389,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2501.14737,,EvalSVA: Multi-Agent Evaluators for Next-Gen Software Vulnerability Assessment,,2501.14737,exclude,search:arxiv:2501.14737,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/iccpct65132.2025.11176591,,Evaluating and Exploiting Security Vulnerabilities in Large Language Models (LLMs) for Offensive Penetration Testing,10.1109/iccpct65132.2025.11176591,,exclude,search:doi:10.1109/iccpct65132.2025.11176591,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2509.16394,,Evaluating Behavioral Alignment in Conflict Dialogue: A Multi-Dimensional Comparison of LLM Agents and Humans,10.48448/37js-0x26,2509.16394,exclude,search:doi:10.48448/37js-0x26,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1038/s41467-025-64105-7,,Evaluating large language model agents for automation of atomic force microscopy,10.1038/s41467-025-64105-7,,exclude,search:doi:10.1038/s41467-025-64105-7,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2510.05484,,Evaluating LLM Safety Across Child Development Stages: A Simulated Agent Approach,,2510.05484,exclude,search:arxiv:2510.05484,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.32473/flairs.39.1.141858,,Evaluating Personalized Content Using Large Language Models,10.32473/flairs.39.1.141858,,exclude,search:doi:10.32473/flairs.39.1.141858,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
title:86c3246354379f51,,Evaluation framework for domain-specific LLM-based products,,,exclude,search:title:1358ca9ac9096beffde0,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2606.03678,,EvoDrive: Pareto Evolution for Safety-Critical Autonomous Driving via Self-Improving LLM Agents,,2606.03678,exclude,search:arxiv:2606.03678,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.18908980,,Evolution of Agentic Artificial Intelligence: From Classical Intelligent Agents to LLM-Based Autonomous Systems,10.5281/zenodo.18908980,,exclude,search:doi:10.5281/zenodo.18908980,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2507.05534,,Evolutionary and Coevolutionary Multi-Agent Design Choices and Dynamics,10.1145/3712255.3726712,2507.05534,exclude,search:doi:10.1145/3712255.3726712,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.3390/s26103219,,Evolutionary Digital Twin for Oil and Gas Pipelines: A Cognitive Multi-Agent Framework with Continuous Feedback Learning,10.3390/s26103219,,exclude,search:doi:10.3390/s26103219,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2511.12710,,"Evolve the Method, Not the Prompts: Evolutionary Synthesis of Jailbreak Attacks on LLMs",,2511.12710,exclude,search:arxiv:2511.12710,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1038/s41746-025-02304-8,,EvoMDT: a self-evolving multi-agent system for structured clinical decision-making in multi-cancer,10.1038/s41746-025-02304-8,,exclude,search:doi:10.1038/s41746-025-02304-8,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2507.14201,,ExCyTIn-Bench: Evaluating LLM agents on Cyber Threat Investigation,,2507.14201,exclude,search:arxiv:2507.14201,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.18653/v1/2026.findings-acl.1188,,Experience-Driven Multi-Agent Optimization for Black-Box Jailbreak Attacks on Large Language Models,10.18653/v1/2026.findings-acl.1188,,exclude,search:doi:10.18653/v1/2026.findings-acl.1188,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.18472957,,Experimental Dataset for Evaluating Security and Inclusivity in LLM-Generated Code,10.5281/zenodo.18472957,,exclude,search:doi:10.5281/zenodo.18472957,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2406.05381,,Experimenting with Multi-Agent Software Development: Towards a Unified Platform,,2406.05381,exclude,search:arxiv:2406.05381,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2603.18507,,Expert Personas Improve LLM Alignment but Damage Accuracy: Bootstrapping Intent-Based Persona Routing with PRISM,,2603.18507,exclude,search:arxiv:2603.18507,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2508.13754,,Expertise-aware Multi-LLM Recruitment and Collaboration for Medical Decision-Making,,2508.13754,exclude,search:arxiv:2508.13754,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/milcom64451.2025.11310039,,Explaining Hybrid RL Agents for Cyber Defense using SHAP and Reward Decomposition,10.1109/milcom64451.2025.11310039,,exclude,search:doi:10.1109/milcom64451.2025.11310039,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2605.14460,,Exploiting LLM Agent Supply Chains via Payload-less Skills,,2605.14460,exclude,search:arxiv:2605.14460,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/jsac.2025.3560042,,Exploring LLM-Based Multi-Agent Situation Awareness for Zero-Trust Space-Air-Ground Integrated Network,10.1109/jsac.2025.3560042,,exclude,search:doi:10.1109/jsac.2025.3560042,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2405.19802,,Exploring the Robustness of Decision-Level Through Adversarial Attacks on LLM-Based Embodied Models,10.1145/3664647.3680616,2405.19802,exclude,search:doi:10.1145/3664647.3680616,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2506.16699,,Exploring Traffic Simulation and Cybersecurity Strategies Using Large Language Models,10.1109/spw67851.2025.00048,2506.16699,exclude,search:doi:10.1109/spw67851.2025.00048,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2508.09815,,Extending the OWASP Multi-Agentic System Threat Modeling Guide: Insights from Multi-Agent Security Research,,2508.09815,exclude,search:arxiv:2508.09815,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.20592368,,"Failure Propagation and Self-Correction in Multi-Agent LLM Systems: How Deliberative Consensus, Credit Assignment, and Architectural Isolation Jointly Determine Systemic Reliability",10.5281/zenodo.20592368,,exclude,search:doi:10.5281/zenodo.20592368,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1016/j.tej.2026.107548,,FairMarket-RL: LLM-driven fairness shaping in multi-agent energy trading for smart distribution grids,10.1016/j.tej.2026.107548,,exclude,search:doi:10.1016/j.tej.2026.107548,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2510.02185,,FalseCrashReducer: Mitigating False Positive Crashes in OSS-Fuzz-Gen Using Agentic AI,,2510.02185,exclude,search:arxiv:2510.02185,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2505.08054,,FalseReject: A Resource for Improving Contextual Safety and Mitigating Over-Refusals in LLMs via Structured Reasoning,,2505.08054,exclude,search:arxiv:2505.08054,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2603.16397,,Fanar 2.0: Arabic Generative AI Stack,,2603.16397,exclude,search:arxiv:2603.16397,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2604.24572,,FastOMOP: A Foundational Architecture for Reliable Agentic Real-World Evidence Generation on OMOP CDM data,,2604.24572,exclude,search:arxiv:2604.24572,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2509.00195,,FastTTS: Accelerating Test-Time Scaling for Edge LLM Reasoning,,2509.00195,exclude,search:arxiv:2509.00195,55,Parent screening assigned an exclusion decision.,,,no,yes,,
title:36d6130e246a73a3,,FaultLine: Automated Proof-of-Vulnerability Generation Using LLM Agents,,,exclude,search:title:5b1b98c01e4294a6eb07,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/ase63991.2025.00017,,Faultseeker: LLM-Empowered Framework for Blockchain Transaction Fault Localization,10.1109/ase63991.2025.00017,,exclude,search:doi:10.1109/ase63991.2025.00017,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/tce.2025.3608003,,FedLMA: A Federated Learning Framework Integrating LLM-Based Multi-Agent Reasoning With Knowledge Distillation,10.1109/tce.2025.3608003,,exclude,search:doi:10.1109/tce.2025.3608003,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2511.18653,,FHE-Agent: Automating CKKS Configuration for Practical Encrypted Inference via an LLM-Guided Agentic Framework,,2511.18653,exclude,search:arxiv:2511.18653,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2506.20598,,"Fine-Tuning and Prompt Engineering of LLMs, for the Creation of Multi-Agent AI for Addressing Sustainable Protein Production Challenges",,2506.20598,exclude,search:arxiv:2506.20598,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2603.28561,,Fine-Tuning Large Language Models for Cooperative Tactical Deconfliction of Small Unmanned Aerial Systems,,2603.28561,exclude,search:arxiv:2603.28561,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2605.27333,,FinHarness: An Inline Lifecycle Safety Harness for Finance LLM Agents,,2605.27333,exclude,search:arxiv:2605.27333,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/iccece69169.2026.11399797,,FinSCRA: An LLM-Powered Multi-Chain Reasoning Framework for Interpretable Node Classification on Text-Attributed Graphs,10.1109/iccece69169.2026.11399797,,exclude,search:doi:10.1109/iccece69169.2026.11399797,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/tpds.2026.3703757,,FlexiTensor: Adaptive Multi-Task Deployment of LLMs on Resource-Constrained Heterogeneous Edge Devices,10.1109/tpds.2026.3703757,,exclude,search:doi:10.1109/tpds.2026.3703757,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2603.09046,,FlexServe: A Fast and Secure LLM Serving System for Mobile Devices with Flexible Resource Isolation,,2603.09046,exclude,search:arxiv:2603.09046,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.26434/chemrxiv.15003445/v1,,FlowPilot: A Multi-Agent AI System for Continuous Flow Chemistry Process Design,10.26434/chemrxiv.15003445/v1,,exclude,search:doi:10.26434/chemrxiv.15003445/v1,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.36948/ijfmr.2024.v06i06.31692,,ForenSift: Gen-AI powered integrated Digital Forensics and Incident Response platform using LangChain Framework,10.36948/ijfmr.2024.v06i06.31692,,exclude,search:doi:10.36948/ijfmr.2024.v06i06.31692,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.22214/ijraset.2026.78270,,ForgetAgent: Verifiable Deletion in Multi-Layer Memory Architectures for LLM Agents,10.22214/ijraset.2026.78270,,exclude,search:doi:10.22214/ijraset.2026.78270,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.17605/osf.io/2ne8x,,Fork of Spark Blueprint for the mind of a LLM,10.17605/osf.io/2ne8x,,exclude,search:doi:10.17605/osf.io/2ne8x,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.20253557,,FORTIFYING FIREWALLS AGAINST EVOLVING DDOS ATTACKS WITH CONTRASTIVE AI AND LLMS,10.5281/zenodo.20253557,,exclude,search:doi:10.5281/zenodo.20253557,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2507.06466,,Foundation Model Self-Play: Open-Ended Strategy Innovation via Foundation Models,,2507.06466,exclude,search:arxiv:2507.06466,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1609/aaai.v39i27.35127,,Foundations of Multi-Agent Learning in Dynamic Environments: Where Reinforcement Learning Meets Strategic Decision-Making,10.1609/aaai.v39i27.35127,,exclude,search:doi:10.1609/aaai.v39i27.35127,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.18453840,,Frame Handshake Protocol (FHP) v1.0: A Fail-Closed Coordination Protocol for Agentic and Multi-Agent AI Systems,10.5281/zenodo.18453840,,exclude,search:doi:10.5281/zenodo.18453840,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
