work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths
cui2025maris,cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,2025,2025,arXiv,,2505.04799,https://arxiv.org/abs/2505.04799,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,primary,canonical:cui2025maris,The protected property is cross-principal confidentiality/contextual integrity and the enforcement boundary is explicitly multi-agent communication/tool flow.,,,yes,broad;canonical;search;targeted,broad:arxiv:2505.04799;canonical:cui2025maris;search:arxiv:2505.04799;targeted:arxiv:2505.04799,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
zhu2025master,zhu2025master,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,2025,2025,Findings of EMNLP,10.18653/v1/2025.findings-emnlp.917,2505.18572,https://aclanthology.org/2025.findings-emnlp.917/,attack,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,primary,canonical:zhu2025master,"Role and topology reconnaissance, adaptive attack assignment, and harmful cooperation are explicitly interaction dependent.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:arxiv:2505.18572;canonical:zhu2025master;peerfirst:arxiv:2505.18572;search:arxiv:2505.18572;targeted:arxiv:2505.18572;venue:findings_of_emnlp:10_18653_v1_2025_findings_emnlp_917,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
chen2025medsentry,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,2025,2025,arXiv,,2505.20824,https://arxiv.org/abs/2505.20824,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,primary,canonical:chen2025medsentry,Explicit malicious-member attack and topology-aware defense in an LLM MAS.,,,yes,broad;canonical;peerfirst;search;targeted,broad:arxiv:2505.20824;canonical:chen2025medsentry;peerfirst:arxiv:2505.20824;search:arxiv:2505.20824;targeted:arxiv:2505.20824,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2510.04488,,Multi-Agent Collaborative Intelligence: Dual-Dial Control for Reliable LLM Reasoning,2025-10-06,2025,arXiv.org,,2510.04488,https://www.semanticscholar.org/paper/bc367e8a3afd98f958d781bdcdbbcd019ac66d2f,,,,,primary,search:arxiv:2510.04488,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2510.04488;search:arxiv:2510.04488;targeted:arxiv:2510.04488,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2512.21352,,Multi-Agent LLM Committees for Autonomous Software Beta Testing,2025-12-21,2025,arXiv.org,,2512.21352,https://www.semanticscholar.org/paper/55c56eea40bf31e8b87cc12c34daa64a9cf04015,,,,,primary,search:arxiv:2512.21352,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2512.21352;search:arxiv:2512.21352;targeted:arxiv:2512.21352,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
peigne2025security_tax,peigne2025security_tax,Multi-Agent Security Tax: Trading Off Security and Collaboration Capabilities in Multi-Agent Systems,2025,2025,AAAI,10.1609/aaai.v39i26.34970,,https://ojs.aaai.org/index.php/AAAI/article/view/34970,attack,attack,attack,assistant_source_reviewed_pending_author_signoff,primary,canonical:peigne2025security_tax,A compromise of one member propagates malicious instructions through the interaction graph and can trigger a harmful tool action.,,,yes,canonical,canonical:peigne2025security_tax,corpus/final/all_relevant_papers.csv
triedman2025malicious_code,triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,2025,2025,COLM,,2503.12188,https://openreview.net/forum?id=DAozI4etUp,attack,attack; evaluation,attack; evaluation,source_reviewed_pending_author_signoff,primary,canonical:triedman2025malicious_code,Untrusted content hijacks multi-agent control flow and routing to invoke otherwise unreachable unsafe agents or functions.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:arxiv:2503.12188;canonical:triedman2025malicious_code;peerfirst:arxiv:2503.12188;search:arxiv:2503.12188;targeted:arxiv:2503.12188;venue:colm:10_48550_arxiv_2503_12188,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2512.13481,,neuralFOMO: Can LLMs Handle Being Second Best? Measuring Envy-Like Preferences in Multi-Agent Settings,2025-12-15,2025,arXiv.org,,2512.13481,https://www.semanticscholar.org/paper/aa1a338eef289064e9da682df2cc3cdae1a1ad29,,,,,primary,search:arxiv:2512.13481,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2512.13481;search:arxiv:2512.13481;targeted:arxiv:2512.13481,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
schroederdewitt2025openchallenges,schroederdewitt2025openchallenges,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,2025,2025,arXiv,,2505.02077,https://arxiv.org/abs/2505.02077,survey,survey_position,survey position,assistant_source_reviewed_pending_author_signoff,primary,canonical:schroederdewitt2025openchallenges,"This is directly a multi-agent security framing and agenda, although not an auditable systematic corpus review.",,,yes,canonical,canonical:schroederdewitt2025openchallenges,corpus/final/all_relevant_papers.csv
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,2025,2025,IEEE IRI 2025,10.1109/iri66576.2025.00051,6576.2025,https://doi.org/10.1109/IRI66576.2025.00051,defense,defense,defense; evaluation,official_metadata_and_abstract_screened,primary,canonical:supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,Agents mutually inspect peer reasoning to detect a backdoored member.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1109/iri66576.2025.00051;canonical:supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_;peerfirst:doi:10.1109/iri66576.2025.00051;search:doi:10.1109/iri66576.2025.00051;targeted:doi:10.1109/iri66576.2025.00051;venue:ieee_iri_2025:10_1109_iri66576_2025_00051,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2503.01829,,Persuade Me if You Can: A Framework for Evaluating Persuasion Effectiveness and Susceptibility Among Large Language Models,2025-03-03,2025,ACM CAIS 2026,10.1145/3786335.3813181,2503.01829,https://doi.org/10.1145/3786335.3813181,,,,,primary,search:doi:10.1145/3786335.3813181,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.1145/3786335.3813181;peerfirst:doi:10.1145/3786335.3813181;search:doi:10.1145/3786335.3813181;targeted:doi:10.1145/3786335.3813181;venue:acm_cais_2026:10_1145_3786335_3813181,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2512.16279,,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,2025-12-18,2025,arXiv.org,,2512.16279,https://www.semanticscholar.org/paper/6e9b992946fbc6c608fe7b45ddeab9ed83ae6e5d,,,,,primary,search:arxiv:2512.16279,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2512.16279;search:arxiv:2512.16279;targeted:arxiv:2512.16279,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2512.20184,,Reaching Agreement Among Reasoning LLM Agents,2025-12-23,2025,arXiv.org,,2512.20184,https://www.semanticscholar.org/paper/291bdc4664fd700522da376d4297ad5677319ffa,,,,,primary,search:arxiv:2512.20184,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2512.20184;search:arxiv:2512.20184;targeted:arxiv:2512.20184,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
he2025communication_attacks,he2025communication_attacks,Red-Teaming LLM Multi-Agent Systems via Communication Attacks,2025,2025,Findings of ACL,10.18653/v1/2025.findings-acl.349,2502.14847,https://aclanthology.org/2025.findings-acl.349/,attack,attack; evaluation,attack; evaluation,source_reviewed_pending_author_signoff,primary,canonical:he2025communication_attacks,The attack changes only messages between agents while leaving endpoint models uncompromised.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2025.findings-acl.349;canonical:he2025communication_attacks;peerfirst:doi:10.18653/v1/2025.findings-acl.349;search:doi:10.18653/v1/2025.findings-acl.349;targeted:doi:10.18653/v1/2025.findings-acl.349;venue:findings_of_acl:10_18653_v1_2025_findings_acl_349,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2506.11083,,RedDebate: Safer Responses through Multi-Agent Red Teaming Debates,2025-06-04,2025,arXiv.org,,2506.11083,https://www.semanticscholar.org/paper/89b908678883095f8a2eda436bb5aac623b4e18e,,,,,primary,search:arxiv:2506.11083,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2506.11083;search:arxiv:2506.11083;targeted:arxiv:2506.11083,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
supp_safe_in_isolation_dangerous_together_agent_driven_multi_turn_decomposition_jailb,supp_safe_in_isolation_dangerous_together_agent_driven_multi_turn_decomposition_jailb,"Safe in Isolation, Dangerous Together: Agent-Driven Multi-Turn Decomposition Jailbreaks on LLMs",2025,2025,REALM Workshop at ACL 2025,10.18653/v1/2025.realm-1.13,,https://aclanthology.org/2025.realm-1.13/,attack,attack,attack; evaluation,official_metadata_and_abstract_screened,primary,canonical:supp_safe_in_isolation_dangerous_together_agent_driven_multi_turn_decomposition_jailb,A team of agents decomposes a harmful request into individually benign-looking turns.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2025.realm-1.13;canonical:supp_safe_in_isolation_dangerous_together_agent_driven_multi_turn_decomposition_jailb;peerfirst:doi:10.18653/v1/2025.realm-1.13;search:doi:10.18653/v1/2025.realm-1.13;targeted:doi:10.18653/v1/2025.realm-1.13;venue:realm_workshop_at_acl_2025:10_18653_v1_2025_realm_1_13,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv_2506_07564,arxiv_2506_07564,SAFEFLOW: A Principled Protocol for Trustworthy and Transactional Autonomous Agent Systems,2025,2025,arXiv,,2506.07564,https://arxiv.org/abs/2506.07564,defense,defense,high-citation non-peer security candidate,full_text_scope_screened,primary,canonical:arxiv_2506_07564,Retained after the citation retrieval gate and security scope screen.,,,yes,broad;canonical;peerfirst;search;targeted,broad:arxiv:2506.07564;canonical:arxiv_2506_07564;peerfirst:arxiv:2506.07564;search:arxiv:2506.07564;targeted:arxiv:2506.07564,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2511.13788,,Scaling Patterns in Adversarial Alignment: Evidence from Multi-LLM Jailbreak Experiments,2025-11-16,2025,arXiv.org,,2511.13788,https://www.semanticscholar.org/paper/33968a978ace858db44c91c43c2947dea245f767,,,,,primary,search:arxiv:2511.13788,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2511.13788;search:arxiv:2511.13788;targeted:arxiv:2511.13788,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2510.12826,,Scheming Ability in LLM-to-LLM Strategic Interactions,2025-10-11,2025,arXiv.org,,2510.12826,https://www.semanticscholar.org/paper/46862e548386f5a991cc074066abc4948888eae3,,,,,primary,search:arxiv:2510.12826,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2510.12826;search:arxiv:2510.12826;targeted:arxiv:2510.12826,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:5154.37952,,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,2025-12-29,2025,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,10.1145/3795154.3795296,5154.37952,https://doi.org/10.1145/3795154.3795296,,,,,primary,search:doi:10.1145/3795154.3795296,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.1145/3795154.3795296;peerfirst:doi:10.1145/3795154.3795296;search:doi:10.1145/3795154.3795296;targeted:doi:10.1145/3795154.3795296;venue:proceedings_of_the_2025_6th_international_conference_on_computer_science_and_management_technology:10_1145_3795154_3795296,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2510.19420,,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,2025-10-22,2025,,,2510.19420,https://www.semanticscholar.org/paper/19ed9b8d65821da821509212ad4aa878fa73b704,,,,,primary,search:arxiv:2510.19420,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2510.19420;search:arxiv:2510.19420;targeted:arxiv:2510.19420,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv_2505_24201,arxiv_2505_24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,2025,2025,arXiv,,2505.24201,https://arxiv.org/abs/2505.24201,defense,defense,high-citation non-peer security candidate,full_text_scope_screened,primary,canonical:arxiv_2505_24201,Retained after the citation retrieval gate and security scope screen.,,,yes,broad;canonical;peerfirst;search;targeted,broad:arxiv:2505.24201;canonical:arxiv_2505_24201;peerfirst:arxiv:2505.24201;search:arxiv:2505.24201;targeted:arxiv:2505.24201,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2510.10010,,"SLEAN: Simple Lightweight Ensemble Analysis Network for Multi-Provider LLM Coordination: Design, Implementation, and Vibe Coding Bug Investigation Case Study",2025-10-11,2025,arXiv.org,,2510.10010,https://www.semanticscholar.org/paper/37977c1fde4b12173330835628ec671831f72d1f,,,,,primary,search:arxiv:2510.10010,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2510.10010;search:arxiv:2510.10010;targeted:arxiv:2510.10010,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2512.03694,,SRPG: Semantically Reconstructed Privacy Guard for Zero-Trust Privacy in Educational Multi-Agent Systems,2025-12-03,2025,arXiv.org,,2512.03694,https://www.semanticscholar.org/paper/f80ccf4d96c1c8e7c1e9235a87ef7946dc27b58e,,,,,primary,search:arxiv:2512.03694,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2512.03694;search:arxiv:2512.03694;targeted:arxiv:2512.03694,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2510.14312,,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",2025-10-16,2025,arXiv.org,,2510.14312,https://www.semanticscholar.org/paper/450f3603e3a1f679e79f72a9f5b16214a0eb84ba,,,,,primary,search:arxiv:2510.14312,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2510.14312;search:arxiv:2510.14312;targeted:arxiv:2510.14312,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2510.08240,,The Alignment Waltz: Jointly Training Agents to Collaborate for Safety,2025-10-09,2025,arXiv.org,,2510.08240,https://www.semanticscholar.org/paper/bfd0f632aa36fd47920e65f222b51090f9784e97,,,,,primary,search:arxiv:2510.08240,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2510.08240;search:arxiv:2510.08240;targeted:arxiv:2510.08240,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2510.10943,,"The Social Cost of Intelligence: Emergence, Propagation, and Amplification of Stereotypical Bias in Multi-Agent Systems",2025-10-13,2025,arXiv.org,,2510.10943,https://www.semanticscholar.org/paper/0f343e752c1c86d673dbb1d209ae40859e96db87,,,,,primary,search:arxiv:2510.10943,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2510.10943;search:arxiv:2510.10943;targeted:arxiv:2510.10943,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv_2509_14284,arxiv_2509_14284,The Sum Leaks More Than Its Parts: Compositional Privacy Risks and Mitigations in Multi-Agent Collaboration,2025,2025,arXiv,,2509.14284,https://arxiv.org/abs/2509.14284,attack,attack,high-citation non-peer security candidate,full_text_scope_screened,primary,canonical:arxiv_2509_14284,Retained after the citation retrieval gate and security scope screen.,,,yes,broad;canonical;peerfirst;search;targeted,broad:arxiv:2509.14284;canonical:arxiv_2509_14284;peerfirst:arxiv:2509.14284;search:arxiv:2509.14284;targeted:arxiv:2509.14284,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2506.12482,,Tiered Agentic Oversight: A Hierarchical Multi-Agent System for Healthcare Safety,2025-06-14,2025,,,2506.12482,https://www.semanticscholar.org/paper/a233f3c034f6203a5a2853cf87c8538037e8eb6e,,,,,primary,search:arxiv:2506.12482,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2506.12482;search:arxiv:2506.12482;targeted:arxiv:2506.12482,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2512.23557,,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,2025-12-29,2025,arXiv.org,,2512.23557,https://www.semanticscholar.org/paper/d775531bf0c45fa89cb41e521e77d920f33fcf82,,,,,primary,search:arxiv:2512.23557,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2512.23557;search:arxiv:2512.23557;targeted:arxiv:2512.23557,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
zhang2025allies_foes,zhang2025allies_foes,When Allies Turn Foes: Exploring Group Characteristics of LLM-Based Multi-Agent Collaborative Systems Under Adversarial Attacks,2025,2025,Findings of EMNLP,10.18653/v1/2025.findings-emnlp.333,,https://aclanthology.org/2025.findings-emnlp.333/,attack,attack,attack,assistant_source_reviewed_pending_author_signoff,primary,canonical:zhang2025allies_foes,"The primary question is adversarial-member influence on group decisions, and the failure depends on inter-agent deliberation.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2025.findings-emnlp.333;canonical:zhang2025allies_foes;peerfirst:doi:10.18653/v1/2025.findings-emnlp.333;search:doi:10.18653/v1/2025.findings-emnlp.333;targeted:doi:10.18653/v1/2025.findings-emnlp.333;venue:findings_of_emnlp:10_18653_v1_2025_findings_emnlp_333,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv_2504_00374,arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),2025,2025,arXiv,,2504.00374,https://arxiv.org/abs/2504.00374,attack,attack,high-citation non-peer security candidate,full_text_scope_screened,primary,canonical:arxiv_2504_00374,Retained after the citation retrieval gate and security scope screen.,,,yes,broad;canonical;peerfirst;search;targeted,broad:arxiv:2504.00374;canonical:arxiv_2504_00374;peerfirst:arxiv:2504.00374;search:arxiv:2504.00374;targeted:arxiv:2504.00374,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
xie2025_whos_the_mole,xie2025_whos_the_mole,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,2025,2025,arXiv,,2507.04724,https://arxiv.org/abs/2507.04724,attack,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,primary,canonical:xie2025_whos_the_mole,"Intentional member compromise, interaction-dependent goal/decision degradation, membership monitoring, removal, and partial observability are core MAS security concerns.",,,yes,broad;canonical;search;targeted,broad:arxiv:2507.04724;canonical:xie2025_whos_the_mole;search:arxiv:2507.04724;targeted:arxiv:2507.04724,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv_2512_09187,arxiv_2512_09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,2025,2025,arXiv,,2512.09187,https://arxiv.org/abs/2512.09187,evaluation,evaluation,high-citation non-peer security candidate,full_text_scope_screened,primary,canonical:arxiv_2512_09187,Retained after the citation retrieval gate and security scope screen.,,,yes,broad;canonical;peerfirst;search;targeted,broad:arxiv:2512.09187;canonical:arxiv_2512_09187;peerfirst:arxiv:2512.09187;search:arxiv:2512.09187;targeted:arxiv:2512.09187,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2603.04142,,A Multi-Agent Framework for Interpreting Multivariate Physiological Time Series,2026-03-04,2026,arXiv.org,,2603.04142,https://www.semanticscholar.org/paper/66fd2e5e6ce2cf9901dfa4f0e80856fe17f028f5,,,,,primary,search:arxiv:2603.04142,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2603.04142;search:arxiv:2603.04142;targeted:arxiv:2603.04142,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
doi:10.5281/zenodo.20071516,,A Reliability Control Framework for Robust Multi-Agent LLM Systems: Managing Workflows in Large Language Model Systems,2026-05-07,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20071516,,,,,,,primary,search:doi:10.5281/zenodo.20071516,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:doi:10.5281/zenodo.20071516;search:doi:10.5281/zenodo.20071516;targeted:doi:10.5281/zenodo.20071516,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.30877,,A Systematic Approach to Multi-Agent AI from Advanced Regulatory Control Theory: Safe and Auditable LLM Operator Agents for Process Control,2026-06-29,2026,,,2606.30877,https://www.semanticscholar.org/paper/2df5c2fb5801820ae29a8e0f4c909920e54fe876,,,,,primary,search:arxiv:2606.30877,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.30877;search:arxiv:2606.30877;targeted:arxiv:2606.30877,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
li2026a2asecbench,li2026a2asecbench,A2ASecBench: A Protocol-Aware Security Benchmark for Agent-to-Agent Multi-Agent Systems,2026,2026,ICLR,,,https://iclr.cc/virtual/2026/poster/10010017,evaluation,benchmark; evaluation; attack suite,benchmark; evaluation; attack suite,assistant_source_reviewed_pending_author_signoff,primary,canonical:li2026a2asecbench,"The benchmark targets heterogeneous client and remote agents communicating through the A2A protocol across discovery, task state, requests, and artifacts.",,,yes,canonical;targeted_gap,canonical:li2026a2asecbench;targeted-gap:identity_sybil:li2026a2asecbench,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/targeted_gap_search.csv
an2026aciarena,an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,2026,2026,ACL,10.18653/v1/2026.acl-long.457,,https://aclanthology.org/2026.acl-long.457/,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,primary,canonical:an2026aciarena,The benchmark is explicitly about cascading injection in LLM MAS.,,,yes,canonical,canonical:an2026aciarena,corpus/final/all_relevant_papers.csv
arxiv:2605.05703,,Active Learning for Communication Structure Optimization in LLM-Based Multi-Agent Systems,2026-05-07,2026,arXiv.org,,2605.05703,https://www.semanticscholar.org/paper/02aa4bb0cc02456f64fb7e9c64fcc5e0486227e5,,,,,primary,search:arxiv:2605.05703,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2605.05703;search:arxiv:2605.05703;targeted:arxiv:2605.05703,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
doi:10.15480/882.17223,,Adversarial robustness of LLM-based multi-agent systems for engineering problems,2026-05-13,2026,Frontiers in Artificial Intelligence,10.15480/882.17223,,,,,,,primary,search:doi:10.15480/882.17223,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:doi:10.15480/882.17223;search:doi:10.15480/882.17223;targeted:doi:10.15480/882.17223,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2510.07593,,AgentAsk: Multi-Agent Systems Need to Ask,2026-06-03,2026,Formal proceedings (10.48448 DOI),10.48448/71d8-2j58,2510.07593,https://doi.org/10.48448/71d8-2j58,,,,,primary,search:doi:10.48448/71d8-2j58,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.48448/71d8-2j58;peerfirst:doi:10.48448/71d8-2j58;search:doi:10.48448/71d8-2j58;targeted:doi:10.48448/71d8-2j58;venue:formal_proceedings_10_48448_doi:10_48448_71d8_2j58,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2604.13120,,AgentForge: Execution-Grounded Multi-Agent LLM Framework for Autonomous Software Engineering,2026-04-13,2026,arXiv.org,,2604.13120,https://www.semanticscholar.org/paper/f019c8a7e42aecaa96ef3c4cbd2ecd3aaaa1ac0c,,,,,primary,search:arxiv:2604.13120,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2604.13120;search:arxiv:2604.13120;targeted:arxiv:2604.13120,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.18068,,Agentic AI-based Framework for Mitigating Premature Diagnostic Handoff and Silent Hallucination in Healthcare Applications,2026-06-16,2026,,,2606.18068,https://www.semanticscholar.org/paper/c98b17e1447e8d06be3445d96ec10eafee312b66,,,,,primary,search:arxiv:2606.18068,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.18068;search:arxiv:2606.18068;targeted:arxiv:2606.18068,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
