work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths
doi:10.1016/j.trc.2026.105759,,ChatSUMO Agent: An LLM-Based Agent for Conversational Traffic Simulation in SUMO,2026-05-19,2026,Transportation Research Part C Emerging Technologies,10.1016/j.trc.2026.105759,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.trc.2026.105759,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6000335,,ChatSUMO Agent: An LLM-Based Agent for ConversationalTraffic Simulation in SUMO,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6000335,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6000335,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2402.01411,,CodePori: Large Scale Model for Autonomous Software Development by Using Multi-Agents,2024,2024,arXiv.org,,2402.01411,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2402.01411,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.18913935,,Codette: A Sovereign Modular Cognitive Architecture for Ethical Multi-Agent AI,2026-03-08,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18913935,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.18913935,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-8272448/v1,,"CognAlign: A Multi-Agent Cognitive-Alignment Framework for Transparent, Bias-Aware Medical Triage Using Small Language Models",2025-12-05,2025,Research Square,10.21203/rs.3.rs-8272448/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-8272448/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6512960,,Cognitive Camouflage: Specification Gaming in LLM-Generated Code Evades Holistic Evaluation but Not Adversarial Execution,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6512960,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6512960,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.eswa.2026.131535,,CogTrust: Cognitive Logic-Based framework for dynamic trust evaluation in multi-agent systems,2026-02-06,2026,Expert Systems with Applications,10.1016/j.eswa.2026.131535,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.eswa.2026.131535,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.neunet.2026.109280,,Collaborative-adversarial jailbreaking: A propagation-aware attack framework for multi-agent code generation systems.,2026-07-01,2026,Neural Networks,10.1016/j.neunet.2026.109280,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.neunet.2026.109280,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icassp55912.2026.11462230,,Consensus-Awarded Multi-Agent Debate Via Adversarial Interaction,2026-04-21,2026,,10.1109/icassp55912.2026.11462230,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icassp55912.2026.11462230,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.21314249,,Containing the Cascade: A Benchmark and Reference Mediator for Failure Propagation in Tool-Using LLM Multi-Agent Systems,2026-07-01,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.21314249,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.21314249,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/caibda65784.2025.11182780,,Continual Defense Against Evolving Jailbreaks: A Multi-Agent Adversarial Framework with Linear Gating MoE,2025-06-20,2025,"2025 5th International Conference on Artificial Intelligence, Big Data and Algorithms (CAIBDA)",10.1109/caibda65784.2025.11182780,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/caibda65784.2025.11182780,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/usbereit70063.2026.11580460,,"Controlled Benchmarking of Memory Topologies in LLM-Based Multi-Agent Systems: Quality, Efficiency, and Privacy Trade-Offs",2026-05-14,2026,"2026 IEEE Ural-Siberian Conference on Biomedical Engineering, Radioelectronics and Information Technology (USBEREIT)",10.1109/usbereit70063.2026.11580460,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/usbereit70063.2026.11580460,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.18112602,,Convergent Self-Assessment in Multi-Agent LLM Systems: Trace Ratio Dynamics and Semantic Attractor Theory,2026-01-01,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18112602,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.18112602,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.65109/ydmy4904,,ConvPayMAS: Conversational Payment Multi-Agent System with Agent-to-Agent Protocol and Three-Mandate Verification,2026-05-25,2026,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,10.65109/ydmy4904,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.65109/ydmy4904,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/ijcnn60899.2024.10650172,,CRDA: Content Risk Drift Assessment of Large Language Models through Adversarial Multi-Agent Interaction,2024-06-30,2024,IEEE International Joint Conference on Neural Network,10.1109/ijcnn60899.2024.10650172,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/ijcnn60899.2024.10650172,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icca66035.2025.11430791,,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,2025-12-22,2025,International Conferences on Computing Advancements,10.1109/icca66035.2025.11430791,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icca66035.2025.11430791,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-95-4088-4_7,,CSEQL-Llama: A Text-to-CSEQL Framework Based on Multi-agent Collaborative Data Synthesis and Parameter-Efficient Fine-Tuning,2025-11-08,2025,Communications in computer and information science,10.1007/978-981-95-4088-4_7,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-95-4088-4_7,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7065322,,CuraView: A Knowledge-Based Multi-Agent Framework for Patient-Grounded Medical Hallucination Detection with GraphRAG-Enhanced Evidence Verification,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7065322,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7065322,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/cisce69494.2026.11504945,,D-RAM: A Dynamic Role-Allocation Mediator for Improving Token Efficiency in Multi-Agent Collaborative Software Development,2026-03-27,2026,"2026 IEEE 8th International Conference on Communications, Information System and Computer Engineering (CISCE)",10.1109/cisce69494.2026.11504945,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/cisce69494.2026.11504945,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.asoc.2025.113625,,DAPlanner: Dual-agent framework with multi-modal large language model for autonomous driving motion planning,2025-07-28,2025,Applied Soft Computing,10.1016/j.asoc.2025.113625,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.asoc.2025.113625,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-95-4384-7_37,,Decentralized Belief Propagation in LLM Agents: A Brain-Inspired Approach to AI Safety Analysis,2025-11-05,2025,Lecture notes in computer science,10.1007/978-981-95-4384-7_37,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-95-4384-7_37,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s00530-026-02335-5,,Deepmoe-MAS: a dynamic communication and traffic flow optimization framework for multi-agent autonomous vehicles,2026-05-06,2026,Multimedia Systems,10.1007/s00530-026-02335-5,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s00530-026-02335-5,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6712478,,Detecting Algorithmic Collusion in LLM-driven Markets: A Hybrid Causal Framework,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6712478,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6712478,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6530594,,Detecting Compositional Attacks in Multi-Agent LLM Systems via Graph-Topological Feature Analysis,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6530594,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6530594,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-11358-0_21,,Detecting Economic Vulnerability via Multi-Agent LLM Architecture and Context-Aware Cluster Analysis,2026-01-01,2026,Lecture notes in computer science,10.1007/978-3-032-11358-0_21,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-11358-0_21,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s10579-025-09830-7,,Detoxifying language model outputs: combining multi-agent debates and reinforcement learning for improved summarization,2025-04-29,2025,Language Resources and Evaluation,10.1007/s10579-025-09830-7,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s10579-025-09830-7,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5875222,,Development and Validation of an LLM-Based Quality Control Model for Admission Notes in Hyperthyroidism: Toward Optimization of Intrinsic Clinical Quality,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5875222,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5875222,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.15587/1729-4061.2026.356830,,Development of multi-agent generative pipelines framework for learning plan generation with deterministic constraint verification,2026-04-30,2026,Eastern-European Journal of Enterprise Technologies,10.15587/1729-4061.2026.356830,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.15587/1729-4061.2026.356830,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5292405,,Di-Agent: A Multi-Agent Llm Framework for Full Lifecycle Bearing Health Management,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5292405,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5292405,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-30836-8_39,,Differences in Alignment Behavior between Single-Agent and Multi-Agent LLM Systems: Implications for Human-AI Teaming,2026-01-01,2026,Communications in computer and information science,10.1007/978-3-032-30836-8_39,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-30836-8_39,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.18261735,,Differences in Alignment between Single-Agent and Multi-Agent LLM-Systems,2026-01-15,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18261735,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.18261735,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.engappai.2025.113126,,Diversity-driven reasoning: Mitigating logical errors in LLMs through social-attribute guided multi-agent collaboration,2025-11-30,2025,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.113126,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.engappai.2025.113126,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3786335.3813173,,Does Safety Molt? Evaluating LLM Safety in Multi-Agent Social Environments,2026-05-26,2026,CAIS,10.1145/3786335.3813173,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3786335.3813173,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s11265-025-01978-3,,Dynamic Consensus Communication Mechanism for Large Language Model-Based Multi-Agent Systems,2026-01-14,2026,Journal of Signal Processing Systems,10.1007/s11265-025-01978-3,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s11265-025-01978-3,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.rcim.2026.103308,,Dynamic reconfiguration in multi-robot agent systems using embedded language models,2026-04-07,2026,Robotics and Computer-Integrated Manufacturing,10.1016/j.rcim.2026.103308,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.rcim.2026.103308,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5900589,,Elderly Care Agent: An LLM-Empowered Adversarial Interaction System for Elderly Care,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5900589,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5900589,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s11280-025-01393-5,,"ELISAR: A Multi-Agent cybersecurity framework integrating retrieval-augmented generation for Blue, Red, and GRC operations",2025-12-09,2025,World wide web (Bussum),10.1007/s11280-025-01393-5,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s11280-025-01393-5,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-17174-0_39,,Embedded Deployment of an LLM-Based Voice Assistant,2026-01-01,2026,Lecture notes in electrical engineering,10.1007/978-3-032-17174-0_39,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-17174-0_39,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.22541/au.177403077.70686468/v1,,Emergent Cooperative Dynamics and Causal Treatment Effects in Large Language Model Multi-Agent Ecosystems,2026-03-20,2026,,10.22541/au.177403077.70686468/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.22541/au.177403077.70686468/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.22541/au.177499233.37732392/v1,,Emergent Misinformation Genesis in Multi-Agent LLM Clinical Pipelines,2026-03-31,2026,,10.22541/au.177499233.37732392/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.22541/au.177499233.37732392/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-9644900/v1,,Emergent Network Collapse and Ontological Dissonance in Multi-Agent LLM Simulations,2026-05-08,2026,Research Square,10.21203/rs.3.rs-9644900/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-9644900/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-26349-0_27,,Emergent Neutrality: A Multi-Agent Debate Framework for Mitigating Bias in Large Language Models,2026-01-01,2026,Lecture notes in computer science,10.1007/978-3-032-26349-0_27,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-26349-0_27,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.18811285,,Emergent Proxy Takeover in Multi-LLM Chains: Empirical Evidence of Rapid Provenance Contamination and Mitigation Frameworks 멀티 LLM 체인에서의 신흥 역할 대리 현상: 급속한 계보 오염의 실증적 증거 및 완화 프레임워크,2026-02-28,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18811285,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.18811285,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6119146,,Emerging Trends in LLM Agent Development,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6119146,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6119146,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s10844-026-01022-1,,EMRDCM : An experience-enhanced multi-role debate method based on compromise mechanisms,2026-01-25,2026,Journal of Intelligence and Information Systems,10.1007/s10844-026-01022-1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s10844-026-01022-1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/isdfs69419.2026.11459075,,Enforcing Accountability in Autonomous Ops: A Zero-Trust Multi-Agent Framework With Forensic Reasoning Ledgers,2026-03-19,2026,International Symposium on Digital Forensics and Security,10.1109/isdfs69419.2026.11459075,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/isdfs69419.2026.11459075,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3765612.3768142,,Enhancing Medical AI Safety Through Multi-Agent Evaluation and Iterative Refinement,2025-10-12,2025,"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine",10.1145/3765612.3768142,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3765612.3768142,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s13042-026-03146-w,,ESG insight: a structured data extraction and evaluation framework via LLM,2026-05-28,2026,International Journal of Machine Learning and Cybernetics,10.1007/s13042-026-03146-w,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s13042-026-03146-w,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.3390/electronics15112278,,Ethical Coordination of LLM Multi-Agent Systems,2026-05-25,2026,Electronics,10.3390/electronics15112278,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.3390/electronics15112278,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.64898/2026.02.22.26346832,,Evaluating the AI Potential as a Safety Net for Diagnosis: A Novel Benchmark of Large Language Models in Correcting Diagnostic Errors,2026-02-24,2026,medRxiv,10.64898/2026.02.22.26346832,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.64898/2026.02.22.26346832,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20775794,,Execution Identity in Multi-Agent Systems: A Zero-Trust Runtime Governance Architecture (智能體系統的執行期身分:零信任運行時治理架構),2026-06-20,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20775794,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20775794,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6352164,,Execution-Witness Binding: Proof-Carrying Authorization for LLM Agent Runtimes,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6352164,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6352164,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7041478,,Failure Modes in Production Multi-Agent LLM Systems: Lessons from Real Deployments,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7041478,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7041478,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5571166,,FedDualFix: A Federated Multi-Agent Framework for Privacy-Aware and Adaptive Automated Program Repair,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5571166,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5571166,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-14194-1_40,,"Federated Learning for Privacy-Preserving Multi-agent Systems in IoT-Based Healthcare, Guided by Explainable LLMs",2026-01-01,2026,Lecture notes in networks and systems,10.1007/978-3-032-14194-1_40,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-14194-1_40,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-20735-7_30,,Finance Utility LLM: A Multi-Agent LLM Framework for Intelligent Personal Finance Management,2026-01-01,2026,Information systems engineering and management,10.1007/978-3-032-20735-7_30,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-20735-7_30,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icassp55912.2026.11462217,,FinLumen: A Game-Theoretic Multi-Agent Framework for Rational Portfolio Management,2026-04-21,2026,,10.1109/icassp55912.2026.11462217,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icassp55912.2026.11462217,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-8606482/v1,,FinSec: A Generative Defensive Agent for Financial Dialogue Security via Multi-Stage Rollout,2026-03-05,2026,Research Square,10.21203/rs.3.rs-8606482/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-8606482/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icscan66520.2026.11588474,,Forensic LLM-Trace: Interpretable Multi-Agent AI Forensic Architecture for Prompt Injection Investigation,2026-06-12,2026,"2026 International Conference on System, Computation, Automation and Networking (ICSCAN)",10.1109/icscan66520.2026.11588474,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icscan66520.2026.11588474,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.48448/xjfb-by61,,From Belief Entrenchment to Robust Reasoning in LLM Agents,2026-06-03,2026,Underline Science Inc.,10.48448/xjfb-by61,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.48448/xjfb-by61,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.48448/a3ch-av61,,From Intent to Action: Multi-Agent LLMs Coordinating Naval Planning Tools,2026-02-26,2026,Underline Science Inc.,10.48448/a3ch-av61,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.48448/a3ch-av61,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5354730,,From Llms to Sustainable Proteins: Fine-Tuning and Prompt Engineering for Multi-Agent Ai in Waste Carbon-Utilising Microbial Protein Production,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5354730,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5354730,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.48448/3rx3-5k33,,From Trust to Compromise: Outcome-Verified LLM Phishing Simulation and Real-Time Defense,2026-06-03,2026,Underline Science Inc.,10.48448/3rx3-5k33,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.48448/3rx3-5k33,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6387100,,FTDI: A Budget-Aware Self-Healing Framework for Resilient LLM Multi-Agent Code Generation,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6387100,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6387100,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2410.11782,,G-Designer: Architecting Multi-agent Communication Topologies via Graph Neural Networks,2024-10-15,2024,International Conference on Machine Learning,,2410.11782,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2410.11782,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.19828812,,GALATEA II: Benchmarking LLM Safety in Clinical Simulation. Behavioural Safety and Ethical Robustness of Large Language Models in a Multi-Agent ICU Decision Support Architecture,2026-04-27,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19828812,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.19828812,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-08064-6_18,,Generative-Conjectural LLM Equilibrium for Agentic AI Deception with Applications to Spearphishing,2025-10-11,2025,Lecture notes in computer science,10.1007/978-3-032-08064-6_18,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-08064-6_18,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/iccc68654.2025.11438074,,GO-MAF: A Human-in-the-Loop Multi-Agent Framework for Self-Healing 5/6G Network Operations,2025-12-12,2025,2025 11th International Conference on Computer and Communications (ICCC),10.1109/iccc68654.2025.11438074,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/iccc68654.2025.11438074,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-31119-1_35,,GodForge: A Hybrid Multi-agent Framework for Execution-Driven Workflow Automation in Visual Studio Code,2026-01-01,2026,Lecture notes in networks and systems,10.1007/978-3-032-31119-1_35,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-31119-1_35,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.19477187,,"Governance Effectiveness in Distributed Multi-Agent LLM Systems: Confound Isolation, Diversity Erosion, and the Accidental Governance Effect",2026-04-09,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19477187,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.19477187,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2606.24535,,Governed Shared Memory for Multi-Agent LLM Systems,2026-06-23,2026,,,2606.24535,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2606.24535,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2603.00121,,Graph-theoretic Agreement Framework for Multi-agent LLM Systems,2026-02-23,2026,arXiv.org,,2603.00121,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2603.00121,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7082874,,GraphShield: A Graph-Structured Defense Framework for Prompt Injection in RAG and Multi-Agent LLM Systems,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7082874,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7082874,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2510.10581,,GraphTracer: Graph-Guided Failure Tracing in LLM Agents for Robust Multi-Turn Deep Search,2025-10-12,2025,arXiv.org,,2510.10581,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2510.10581,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s00530-026-02333-7,,GrsPT: an adversarial LLM-driven framework for enhanced remote sensing image analysis with multi-dimensional evaluation,2026-05-06,2026,Multimedia Systems,10.1007/s00530-026-02333-7,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s00530-026-02333-7,corpus/sets/01_search_catalog/search_catalog.csv
